MOF 1 PBS Ar 410 460 nm 400us Delta OD 10 disparos repetido

Labels,1 410.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 420.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 430.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),1 440.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 450.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 460.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),
Type,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,
Comment,,,,,,,
Start,0.00,0.00,0.00,0.00,0.00,0.00,
Stop,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,
Step,40.00,40.00,40.00,40.00,40.00,40.00,
Fixed/Offset, , , , , , ,
XAxis,Time,Time,Time,Time,Time,Time,
YAxis,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,

7120.00,-2.74888147E-2,-6.94843568E-3,2.15421314E-3,-1.97859155E-3,-3.16566974E-3,-4.86169767E-4,
7160.00,5.39258644E-2,1.73292141E-2,-1.41060562E-3,1.98746915E-4,-1.64542027E-4,1.04697235E-3,
7200.00,-3.04072443E-3,-1.49950366E-2,3.70145252E-4,-1.33367092E-3,-8.69374257E-4,2.07108725E-3,
7240.00,4.00132360E-3,3.73106939E-3,-1.23785005E-3,-4.55435744E-4,-1.58078375E-3,-2.14791275E-3,
7280.00,2.52945032E-2,2.17924025E-2,7.27352686E-4,-1.91859908E-5,1.85661309E-4,-3.59516998E-4,
7320.00,4.00135806E-3,2.64840145E-2,-1.06108887E-3,-1.32334582E-3,-6.92291302E-4,2.42442147E-5,
7360.00,-8.45285133E-2,1.21129220E-2,1.08401070E-3,-2.37009604E-4,1.87051366E-4,4.08386666E-4,
7400.00,4.79154177E-2,-1.60406216E-3,-6.98570278E-4,-3.73797049E-3,1.06943434E-3,2.80101172E-4,
7440.00,-2.55634114E-2,1.74606908E-2,-1.76900241E-3,-1.10718072E-3,-1.40273559E-3,7.91976810E-4,
7480.00,-5.05110063E-2,1.15448982E-3,5.48794051E-4,-1.10825186E-3,1.42289756E-3,-6.11492665E-4,
7520.00,-1.08275287E-1,1.06536585E-3,1.39947406E-5,2.00660215E-4,3.71697219E-3,-6.14444492E-4,
7560.00,4.20964807E-2,3.01317386E-2,9.05749679E-4,1.94313098E-3,-1.75499544E-3,-4.87017882E-4,
7600.00,-8.52449387E-2,1.19166002E-2,-3.72945820E-3,1.94168906E-3,-6.97542506E-4,2.52585523E-5,
7640.00,5.39258979E-2,3.73106939E-3,1.92232270E-4,-1.54040707E-3,-1.22655125E-3,-1.76946016E-3,
7680.00,-3.09662335E-2,-7.03119161E-3,1.08383666E-3,1.72692980E-3,-6.96325442E-4,-8.71448487E-4,
7720.00,-5.05110063E-2,-1.51365669E-2,7.27300532E-4,1.72536203E-3,-1.65245598E-4,-4.86464996E-4,
7760.00,5.94690144E-2,-2.02378482E-2,-1.23779697E-3,4.17030766E-4,-1.22660398E-3,2.80835433E-4,
7800.00,4.00128914E-3,1.18481496E-3,1.79952604E-3,1.07122317E-3,7.16492592E-4,1.17449660E-3,
7840.00,1.87439509E-2,3.79619077E-2,-8.77857674E-4,-2.64206575E-3,7.16516515E-4,1.17515633E-3,
7880.00,-5.28938733E-2,-1.25139393E-2,3.70887021E-4,-1.76422275E-3,-1.63475634E-4,2.54030983E-5,
7920.00,1.09782424E-2,6.56882999E-3,3.70715105E-4,1.72386551E-3,-1.22495764E-3,-9.96863935E-4,
7960.00,-9.17588472E-2,1.19166002E-2,-1.65239326E-4,-1.76002318E-3,1.06970698E-3,-6.14853750E-4,
8000.00,-1.10478075E-2,-3.45659330E-2,-3.43989319E-4,-2.42278958E-3,1.12587004E-5,2.80942855E-4,
8040.00,3.15167494E-2,-4.36045462E-3,-8.76462786E-4,6.35302393E-4,3.64202366E-4,7.91857776E-4,
8080.00,-5.68352416E-2,1.21570821E-3,-7.04729580E-4,6.34941156E-4,1.00828747E-5,1.17519440E-3,
8120.00,5.77769652E-2,-2.03400869E-2,5.49189223E-4,2.37979623E-3,-2.11151573E-3,1.52552369E-4,
8160.00,-4.40932885E-2,-2.03400869E-2,7.27173290E-4,2.81503936E-3,1.87051322E-4,-1.89153769E-3,
8200.00,-3.27443853E-2,1.12434139E-3,7.27249368E-4,-8.88896815E-4,-1.04887108E-3,1.55876786E-3,
8240.00,2.73182942E-3,6.44248957E-3,7.27197155E-4,-2.19882373E-3,3.63725325E-4,-4.86426929E-4,
8280.00,-5.94078563E-2,2.53608655E-2,-5.22733084E-4,6.35434058E-4,7.16435083E-4,-8.70592718E-4,
8320.00,-3.95652987E-2,-1.78866182E-2,-1.94674917E-3,-2.37612127E-4,-8.69998883E-4,6.63899293E-4,
8360.00,-1.67913456E-2,-1.25701465E-2,5.48794051E-4,1.28969306E-3,-6.92896254E-4,-1.12584804E-3,
8400.00,-2.85065565E-2,1.47949876E-2,-2.30838056E-3,8.53802951E-4,3.62669176E-4,1.04689272E-3,
8440.00,-5.16831055E-2,1.68193001E-2,3.70118651E-4,-1.11130904E-3,-3.41821666E-4,1.52445005E-4,
8480.00,3.94895636E-2,-3.51648256E-2,-3.55029223E-3,-1.42485860E-5,9.46714499E-6,-1.12343335E-3,
8520.00,1.13347461E-2,-6.90867426E-3,-8.78489460E-4,1.50724268E-3,-1.67101738E-4,9.18976904E-4,
8560.00,-1.00402884E-1,2.61001196E-2,-6.99819240E-4,6.35925506E-4,1.24431821E-3,-7.42870674E-4,
8600.00,3.22802626E-2,-3.07011455E-2,-1.41782360E-3,2.16323347E-3,1.95294479E-3,1.30406884E-3,
8640.00,2.57046111E-2,2.21016929E-2,-3.45362438E-4,2.59493245E-3,1.77484506E-3,1.55842328E-3,
8680.00,3.70005774E-3,3.51045420E-3,1.61926879E-3,1.50669622E-3,-6.92896254E-4,7.91734084E-4,
8720.00,-1.10323869E-1,-9.57782567E-3,1.91249390E-4,1.99097878E-4,2.48323497E-3,1.17445854E-3,
8760.00,1.87438577E-2,9.17089358E-3,9.05221328E-4,-1.97714963E-3,-1.22418813E-3,-3.58227640E-4,
8800.00,-1.86780177E-3,3.64111084E-3,-1.59210758E-3,1.72386540E-3,-5.15904103E-4,-2.30619291E-4,
8840.00,7.04738423E-2,-1.56523648E-3,-1.41060562E-3,-4.49761836E-4,-6.95189345E-4,2.52585523E-5,
8880.00,5.39258346E-2,-1.75391138E-2,-8.79201689E-4,2.38193455E-3,-5.18978632E-4,2.49310979E-5,
8920.00,-2.58147083E-2,-6.92838570E-3,7.27120088E-4,-4.57575225E-4,-1.64880519E-4,-6.14149496E-4,
8960.00,5.39258644E-2,-1.75391138E-2,1.97659060E-3,-1.92509960E-5,-8.71981028E-4,1.55849941E-3,
9000.00,-1.74298882E-2,1.03642233E-3,2.15149624E-3,2.59251380E-3,1.06883771E-3,2.80904816E-4,
9040.00,-5.77472476E-3,-1.64155872E-3,1.79747876E-3,-1.97270256E-3,-3.43572523E-4,-6.13151758E-4,
9080.00,1.84929334E-2,-4.31977166E-3,1.26232044E-3,1.72542711E-3,-3.34796985E-3,-1.38207118E-3,
9120.00,-3.66339050E-2,2.83592157E-2,-1.05804577E-3,-6.73971779E-4,5.39446366E-4,-8.73831043E-4,
9160.00,1.83212198E-2,-1.53848308E-3,-1.66444792E-4,-8.85190675E-4,-1.92450895E-3,-9.95605253E-4,
9200.00,1.85981560E-2,9.17099509E-3,5.49556571E-4,-8.87936505E-4,5.40000270E-4,1.55662582E-3,
9240.00,-9.45795421E-3,-4.30307817E-3,-3.43031512E-4,-1.54288544E-3,-2.28399714E-3,-4.86464996E-4,
9280.00,-6.78140819E-2,-1.77980848E-2,-5.23326104E-4,1.50669634E-3,-1.40278833E-3,-4.87056066E-4,
9320.00,1.84928980E-2,1.98168717E-2,-3.43962747E-4,6.35073113E-4,1.00565367E-5,-1.63412467E-3,
9360.00,-3.75793427E-2,1.99624933E-2,7.27224629E-4,6.35761884E-4,-1.39934418E-3,7.91449100E-4,
9400.00,8.22798535E-2,1.15438772E-3,1.26323965E-3,-1.98154501E-3,-6.95189345E-4,-7.41758442E-4,
9440.00,-3.75793725E-2,9.66679864E-3,-1.41331682E-3,4.16756753E-4,-2.45593605E-3,5.36223466E-4,
9480.00,3.31732146E-2,-1.65373622E-3,1.91003113E-4,3.89815378E-3,1.24556117E-3,-9.97831230E-4,
9520.00,-2.50196680E-2,-2.65317615E-2,-1.41873257E-3,3.03241657E-3,1.60041300E-3,2.56236381E-5,
9560.00,4.80244751E-4,1.44537119E-2,-1.23865786E-3,1.50724268E-3,1.94951077E-3,-2.30361286E-4,
9600.00,-2.66372375E-2,2.29089465E-2,-2.65978673E-3,4.17304487E-4,-2.63832114E-3,1.55823119E-3,
9640.00,-3.88965453E-3,-3.19043137E-2,1.44154788E-3,8.53235135E-4,1.24686293E-3,-1.12584815E-3,
9680.00,7.85697028E-2,3.35783698E-2,-5.22220333E-4,8.53202597E-4,-1.04881835E-3,-1.25606696E-3,
9720.00,5.44586070E-2,1.66957229E-2,-1.64481724E-4,-2.84424797E-3,-1.22262456E-3,2.45725987E-5,
9760.00,-2.07570773E-2,1.47950379E-2,-1.05576997E-3,-1.98010006E-3,1.06449706E-5,-7.43203564E-4,
9800.00,4.29269951E-3,-3.15498263E-2,1.93185493E-4,-2.41088262E-3,1.95049751E-3,1.94551272E-3,
9840.00,-3.85559760E-2,1.19166495E-2,-3.44868866E-4,2.59745610E-3,-3.44063796E-4,-8.68552772E-4,
9880.00,8.67319852E-2,3.35784480E-2,-1.41419552E-3,-1.10407104E-3,-1.92990911E-3,7.91653234E-4,
9920.00,-4.16890420E-2,-4.32411488E-3,9.05675406E-4,-2.32808830E-4,8.92951084E-6,-1.37991307E-3,
9960.00,3.26201692E-2,1.15438772E-3,-3.43031512E-4,-1.10306905E-3,-1.92020449E-3,-4.86464996E-4,
1E04,-6.58255443E-2,1.18203359E-2,-1.67573235E-4,4.17030766E-4,1.42122118E-3,-2.01601768E-3,
10040.000,8.03660005E-2,2.16405261E-2,1.26243487E-3,8.53443868E-4,8.28547763E-6,-8.71372235E-4,
10080.000,-1.26493692E-1,3.68581386E-3,1.08383666E-3,8.53202597E-4,-3.40538507E-4,1.04814197E-3,
10120.000,-1.05001405E-2,2.05639619E-2,-1.63281191E-4,1.07115833E-3,-2.81275972E-3,1.52690700E-4,
10160.000,-2.07570773E-2,4.37397463E-3,-3.44895525E-4,1.07140932E-3,3.63725325E-4,1.53263987E-4,
1.02E04,-7.36902580E-2,1.13560250E-2,-3.43058055E-4,-8.86083639E-4,-1.22734916E-3,-1.25345751E-3,
10240.000,-1.61733571E-2,-4.33729775E-3,-1.23787683E-3,1.72616134E-3,-2.28029559E-3,-1.25293655E-3,
10280.000,3.29826586E-2,-1.77107453E-2,-6.99792756E-4,4.20059281E-4,8.92937125E-4,1.55792490E-3,
10320.000,-1.74299236E-2,-1.49950385E-2,1.79999520E-3,1.07159617E-3,3.01098917E-3,1.17577612E-3,
10360.000,-3.45802680E-3,1.43426619E-2,3.70952621E-4,4.20059281E-4,1.00828311E-5,-7.41796452E-4,
1.04E04,-2.42507290E-2,1.70711186E-2,1.44178944E-3,-2.41769035E-3,1.59933011E-3,2.55856194E-5,
10440.000,5.83238564E-2,1.43426647E-2,7.27301522E-4,1.07157382E-3,1.77481875E-3,1.17523246E-3,
10480.000,4.84763412E-3,3.73106939E-3,-1.05428242E-3,1.50539994E-3,8.92551034E-4,-7.45138910E-4,
10520.000,4.83672172E-2,1.03642291E-3,-3.42566462E-4,1.72577775E-3,-5.14943851E-4,-7.41350057E-4,
10560.000,-4.06090654E-2,-1.49256447E-2,5.48424257E-4,1.07121281E-3,7.16509356E-4,-6.13778713E-4,
1.06E04,-7.66955242E-2,2.50048805E-2,-6.99181226E-4,1.94270397E-3,-5.16463653E-4,2.80418259E-4,
10640.000,1.19814603E-2,-9.50655807E-3,-7.01576995E-4,1.72389788E-3,1.03508737E-5,2.47175158E-5,
10680.000,3.70012620E-3,3.77683644E-3,1.91468804E-4,-1.76005578E-3,5.40498761E-4,1.04736048E-3,
10720.000,-2.50196364E-2,5.60321882E-2,1.91960266E-4,6.35401579E-4,7.16492592E-4,7.91734084E-4,
10760.000,7.22957179E-2,2.01100335E-2,-5.18966757E-4,8.53476289E-4,5.40105393E-4,1.30283472E-3,
1.08E04,4.70564067E-2,-1.47222737E-2,1.97612937E-3,4.18156531E-4,2.83065299E-3,1.53088156E-4,
10840.000,3.97782885E-2,-2.09802948E-2,-1.05959270E-3,-2.63305567E-3,5.40000270E-4,-4.87944024E-4,
10880.000,9.90293548E-2,1.73291657E-2,-1.05883216E-3,-6.64978987E-4,3.63273430E-4,-2.02494184E-3,
10920.000,-3.01199537E-2,1.17252078E-2,-1.77113165E-3,8.53530888E-4,5.40498761E-4,-1.51330547E-3,
10960.000,-4.06090654E-2,-1.64155872E-3,1.91275991E-4,-6.69839443E-4,-1.65637233E-4,6.63894112E-4,
1.1E04,-4.40932885E-2,1.18481496E-3,-6.97986281E-4,-1.10718072E-3,7.16444745E-4,2.80595588E-4,
11040.000,-1.16144763E-2,1.81436092E-2,1.26187946E-3,-1.76768572E-5,-1.22737547E-3,-3.58265679E-4,
11080.000,-2.85065230E-2,-2.34394949E-2,-7.00378208E-4,-2.38819019E-4,1.09388293E-5,5.36178239E-4,
11120.000,1.07906628E-2,-2.74445266E-2,1.90976498E-4,6.35565608E-4,1.24618493E-3,-9.98239033E-4,
11160.000,-5.94078861E-2,9.25099570E-3,1.37292600E-5,-8.87009548E-4,-8.75277678E-4,-7.43984652E-4,
1.12E04,1.05288409E-1,1.13561219E-2,-7.02217163E-4,-2.35806438E-4,-1.65663558E-4,1.17554399E-3,
11240.000,4.00135666E-3,-1.21912947E-2,-7.02243822E-4,1.28923287E-3,-3.40128929E-4,-7.42461474E-4,
11280.000,-2.77368817E-2,-4.33276128E-3,1.34104739E-5,3.03345546E-3,-3.40102706E-4,5.36195177E-4,
11320.000,5.50092645E-2,1.15438772E-3,-8.79834639E-4,-1.09997159E-3,1.88303457E-4,-1.02676779E-4,
11360.000,-2.14126781E-2,-1.52815152E-2,1.92450956E-4,6.35073113E-4,3.63601110E-4,-6.14444376E-4,
1.14E04,-3.04072443E-3,1.06536585E-3,1.79789285E-3,-6.73971779E-4,-1.57892762E-3,-6.15149096E-4,
11440.000,-3.04075703E-3,-1.26270438E-2,-1.41331682E-3,-3.71667417E-3,-3.43598949E-4,-7.43613171E-4,
11480.000,-3.09661329E-2,1.18481496E-3,-1.64116602E-4,-3.51139787E-3,2.65874155E-3,9.20395018E-4,
11520.000,-2.42507607E-2,3.51035665E-3,2.69214390E-3,-1.97417266E-3,1.88382153E-4,-2.32162361E-4,
11560.000,4.00132360E-3,3.14151645E-2,-6.96131203E-4,-6.73971779E-4,-8.74569756E-4,4.08252614E-4,
1.16E04,1.87439211E-2,-2.50280984E-2,-1.40790117E-3,-2.63486034E-3,1.77487137E-3,5.36155654E-4,
11640.000,5.36828628E-3,-4.30307817E-3,-1.65631995E-4,1.94218010E-3,2.30182358E-3,-6.14149496E-4,
11680.000,2.59109326E-2,1.78652052E-2,-2.48089549E-3,-1.81685864E-5,1.06889021E-3,-2.66287522E-3,
11720.000,-3.09661627E-2,2.81596798E-2,7.27249368E-4,1.28903647E-3,1.42345810E-3,6.64153835E-4,
11760.000,-2.27865335E-2,-4.31134691E-3,1.08425273E-3,-2.41599372E-3,1.77313085E-3,-6.14187622E-4,
1.18E04,-6.72724992E-2,-1.84415914E-2,-1.59411936E-3,-1.57472859E-5,9.78826574E-6,-1.25606696E-3,
11840.000,7.56210163E-2,1.16312923E-2,-1.65658639E-4,4.18973621E-4,8.93104589E-4,2.42442147E-5,
11880.000,-3.27444226E-2,-4.31977166E-3,1.40744251E-5,2.37982860E-3,1.86527323E-4,5.36140171E-4,
11920.000,4.29266552E-3,3.01316921E-2,1.62000419E-3,-1.91534527E-5,-3.41821666E-4,1.17577612E-3,
11960.000,1.86483413E-2,-7.03119161E-3,-2.30326736E-3,6.35269913E-4,3.63699044E-4,-6.13816723E-4,
1.2E04,1.82598773E-2,1.22129275E-2,7.27250299E-4,-2.19720532E-3,8.92743876E-4,-9.99208190E-4,
12040.000,-3.95653285E-2,3.16385925E-2,-2.30456423E-3,-6.71476941E-4,3.63999716E-4,-1.63725275E-3,
12080.000,5.36828628E-3,-4.30721184E-3,1.37292600E-5,-4.56893933E-4,7.16447015E-4,2.80380162E-4,
12120.000,-1.14569778E-3,-9.76388808E-3,-1.05274422E-3,4.16514958E-4,-1.75297342E-3,4.08104388E-4,
12160.000,-3.27444561E-2,-1.62918086E-3,1.27986568E-5,1.07126741E-3,5.39973960E-4,1.04794733E-3,
1.22E04,8.65094140E-2,-4.31558350E-3,-6.97986339E-4,2.15958944E-3,1.87416837E-4,-6.16112200E-4,
12240.000,3.27984579E-2,-1.61669962E-3,-1.05880562E-3,-2.06671666E-5,3.63148865E-4,4.08322725E-4,
12280.000,4.57459781E-3,1.21129220E-2,-3.44895525E-4,2.59909919E-3,-5.18522051E-4,-9.96011775E-4,
12320.000,1.16685089E-2,-4.33270959E-3,5.48820652E-4,-1.76012062E-3,-8.70702846E-4,-7.42128992E-4,
12360.000,1.84375905E-2,9.25099570E-3,7.27326144E-4,-3.93311912E-3,3.64025967E-4,-2.53541698E-3,
1.24E04,-6.17545731E-2,-7.05251889E-3,1.79913733E-3,2.16196221E-3,1.86802630E-4,-3.59000784E-4,
12440.000,6.96525350E-2,3.51045351E-3,-1.64820536E-4,4.17883653E-4,-6.95744005E-4,1.04736048E-3,
12480.000,3.94895636E-2,1.53935561E-2,1.08432060E-3,-1.11033232E-3,-1.04525452E-3,1.68751844E-3,
12520.000,-4.74299379E-2,-1.62918086E-3,1.08403724E-3,4.17642907E-4,-8.71328521E-4,1.43032114E-3,
12560.000,3.94895300E-2,1.44536626E-2,-7.01630313E-4,8.53257428E-4,1.15257872E-5,1.52728782E-4,
1.26E04,1.86483096E-2,-7.07416655E-3,1.34104739E-5,8.53552949E-4,1.85661338E-4,-8.68922099E-4,
12640.000,-1.16144065E-2,-6.94843568E-3,-1.59706327E-3,6.34941098E-4,7.16490205E-4,-7.42537726E-4,
12680.000,4.00765724E-2,2.57258657E-2,-8.73759273E-4,8.53279722E-4,-1.65245598E-4,-1.38603209E-3,
12720.000,-5.68352416E-2,-1.62918086E-3,-1.41512800E-3,-3.06480168E-3,5.40262961E-4,6.63856044E-4,
12760.000,1.86968949E-2,-1.53848308E-3,1.91003142E-4,2.00976894E-4,-3.43134248E-4,1.17503887E-3,
1.28E04,9.60659683E-2,4.24130410E-2,1.61827414E-3,-4.51884203E-4,8.92910874E-4,2.19716760E-3,
12840.000,1.15043437E-2,6.56882999E-3,7.27249368E-4,-2.34573119E-4,2.30370718E-3,-1.51454215E-3,
12880.000,-3.95652913E-2,-1.57830818E-3,-1.95012300E-3,1.07148639E-3,1.87939266E-4,-1.50729669E-3,
12920.000,5.15029505E-2,-1.26270177E-2,-5.19556575E-4,8.53224949E-4,5.40236651E-4,-1.12826959E-3,
12960.000,5.44586070E-2,2.22591758E-2,1.08367496E-3,1.99480943E-4,-3.44889442E-4,4.08124382E-4,
1.3E04,-2.27864664E-2,-9.76398960E-3,1.34104739E-5,-1.11238426E-3,3.63122555E-4,1.68644672E-3,
13040.000,5.94690442E-2,-9.57777724E-3,7.27120962E-4,-1.11656613E-3,-1.67809456E-4,1.04794733E-3,
13080.000,4.74787764E-2,1.18203340E-2,-1.64455123E-4,2.00310795E-4,-1.75496901E-3,1.30294892E-3,
13120.000,2.56403033E-2,-1.25700952E-2,-8.79175088E-4,2.16444209E-3,-1.05099531E-3,2.52965929E-5,
13160.000,1.20474100E-1,3.73096950E-3,-1.94784615E-3,-1.54540141E-3,8.92782002E-4,-2.31682643E-4,
1.32E04,4.00766060E-2,-2.33158134E-2,1.90510051E-4,1.07124529E-3,-6.96378062E-4,-1.51027751E-3,
13240.000,-2.14126781E-2,1.43427132E-2,-1.76373415E-3,8.53530888E-4,7.16540322E-4,-1.03262260E-4,
13280.000,-3.75793688E-2,1.44536123E-2,5.48794051E-4,-1.54540141E-3,-1.65219288E-4,6.64202438E-4,
13320.000,3.38852894E-3,2.79626884E-2,-1.66391532E-4,-1.54536893E-3,-5.18469547E-4,1.30387512E-3,
13360.000,-1.00402899E-1,3.64137515E-2,1.44157454E-3,1.07115833E-3,1.86527366E-4,9.19725106E-4,
1.34E04,2.53478289E-2,-1.61680009E-3,1.91986866E-4,-6.69054396E-4,1.24728074E-3,-2.31720755E-4,
13440.000,6.66272342E-2,1.17252078E-2,1.34104739E-5,6.34446624E-4,1.87194732E-4,1.52261346E-4,
13480.000,3.27984579E-2,2.34179776E-2,3.69800080E-4,1.98011476E-4,-1.57796114E-3,-8.68145376E-4,
13520.000,1.30430296E-1,-1.56523648E-3,-8.80548032E-4,-4.50468680E-4,1.06891652E-3,-8.71001394E-4,
13560.000,-4.86187562E-2,3.09765432E-2,-1.05501257E-3,-6.70690148E-4,-3.42749030E-4,-8.68552772E-4,
1.36E04,3.27984877E-2,-7.16327969E-3,-1.64820536E-4,6.35269913E-4,1.00565367E-5,-1.01986385E-4,
13640.000,8.13075528E-2,3.42879333E-2,-1.41600810E-3,-8.93517863E-4,1.86553661E-4,1.55884412E-3,
13680.000,-4.62806970E-2,-1.66571711E-3,7.27377192E-4,8.53585370E-4,-5.18443238E-4,7.91691360E-4,
13720.000,-4.40933220E-2,-1.56523648E-3,1.30913777E-5,-4.54659050E-4,9.19841568E-6,-1.25450047E-3,
13760.000,9.19124559E-2,-1.65368686E-3,-1.23120041E-3,-6.73150178E-4,2.12873868E-3,-3.58523306E-4,
1.38E04,1.16684763E-2,1.23141864E-2,-1.66391532E-4,1.07115833E-3,-1.67442297E-4,-4.88833466E-4,
13840.000,3.29827257E-2,-1.53554725E-2,2.87115644E-3,-4.56115609E-4,1.05923809E-5,-4.85655852E-4,
13880.000,4.47875783E-2,1.00783282E-3,-1.05655449E-3,-8.94483994E-4,1.06924551E-3,1.55938149E-3,
13920.000,-3.18405777E-2,-1.60411280E-3,1.97561574E-3,4.16482450E-4,1.42236415E-3,5.36217820E-4,
13960.000,3.38852894E-3,3.82312434E-3,2.33230391E-3,-2.20518420E-3,1.07011688E-3,6.63894112E-4,
1.4E04,1.12246409E-1,-1.61669962E-3,-1.59213424E-3,-6.75617543E-4,1.42208464E-3,4.08418593E-4,
14040.000,1.84928980E-2,3.77683551E-3,-1.23615703E-3,-6.68172899E-4,-1.39929180E-3,9.19488084E-4,
14080.000,-3.01199220E-2,1.68193001E-2,7.27250299E-4,1.07151899E-3,7.16475828E-4,-1.63792539E-3,
14120.000,-1.55748855E-2,-1.77980866E-2,-1.65239326E-4,-1.54291803E-3,8.58129988E-6,-4.88278398E-4,
14160.000,5.24269640E-2,1.77286789E-2,1.36761473E-5,-1.97417266E-3,3.62339953E-4,5.36189531E-4,
1.42E04,2.55780555E-2,2.02594791E-2,-3.55924270E-3,6.35957986E-4,3.63751606E-4,6.63932180E-4,
14240.000,3.94895971E-2,-2.02379469E-2,-1.05498591E-3,-4.56148176E-4,-2.11154227E-3,1.43355597E-3,
14280.000,-1.05001759E-2,-1.22435289E-2,1.08383666E-3,-8.92650161E-4,-1.22339278E-3,5.36128879E-4,
14320.000,-1.61733888E-2,1.44536654E-2,-7.01630197E-4,2.02563955E-4,-6.96325442E-4,-3.56685341E-4,
14360.000,3.92099433E-2,3.87004577E-3,-1.64063473E-4,-1.91534527E-5,-5.18495857E-4,5.36145759E-4,
1.44E04,-7.12515786E-3,3.73096950E-3,1.91767816E-4,-2.42108805E-3,-2.98695988E-3,-7.42870674E-4,
14440.000,-8.96171201E-3,1.18486595E-3,5.48523443E-4,-8.90723080E-4,-1.04739633E-3,-2.31241647E-4,
14480.000,-2.50196364E-2,-3.65872383E-2,1.44018361E-3,-2.41942098E-3,-6.93449168E-4,1.17542630E-3,
14520.000,3.94895971E-2,3.82312527E-3,1.46842394E-5,1.72424712E-3,1.87025013E-4,7.91615166E-4,
14560.000,-5.44211790E-2,-4.00699265E-2,-1.65631995E-4,-1.53915375E-3,-3.46676738E-4,2.80936161E-4,
1.46E04,-1.05001079E-2,6.96775736E-3,-1.65631995E-4,1.07148639E-3,-6.93475420E-4,5.36200823E-4,
14640.000,1.04636788E-1,-1.60406239E-3,1.44050387E-3,3.03768762E-3,8.92963435E-4,-6.15149096E-4,
14680.000,-3.02334279E-2,-7.09598698E-3,1.26340799E-3,2.00660157E-4,-1.22336659E-3,2.49691620E-5,
14720.000,1.85464583E-2,-2.33156625E-2,-1.63672201E-4,2.37905234E-3,3.63424158E-4,-1.12920220E-3,
14760.000,-4.61751036E-2,3.77101824E-2,-1.59115612E-3,2.16082321E-3,1.07009045E-3,-1.76143437E-3,
1.48E04,-2.93004513E-2,-1.77980866E-2,1.30647522E-5,8.53607431E-4,1.86527323E-4,1.55758078E-3,
14840.000,5.15030138E-2,-1.26845920E-2,-3.45829758E-4,-3.94045562E-3,1.24579528E-3,1.81328715E-3,
14880.000,3.24474834E-2,-1.75391138E-2,-1.58733141E-3,8.53508769E-4,1.42069045E-3,1.42920972E-3,
14920.000,4.03848961E-2,-4.32841061E-3,1.08388986E-3,1.07121281E-3,-3.35965678E-3,-7.41758442E-4,
14960.000,7.65220299E-2,9.25099570E-3,7.27198960E-4,-1.75593374E-3,-5.19514491E-4,2.80380162E-4,
1.5E04,7.56210536E-2,2.34179776E-2,3.70489870E-4,2.37553869E-3,-1.57514575E-3,-1.76747690E-3,
15040.000,-2.50196364E-2,2.02595051E-2,1.61960965E-3,4.17063275E-4,7.16475828E-4,9.19407757E-4,
15080.000,6.19891621E-2,-2.02379469E-2,-5.23272902E-4,-2.84237461E-3,2.12930585E-3,-2.31279802E-4,
15120.000,3.70012620E-3,3.91756184E-3,-3.40710161E-4,1.98363108E-4,8.92808253E-4,1.17542630E-3,
15160.000,-4.40933220E-2,-3.47629748E-2,7.27223698E-4,-2.63122004E-3,1.07066485E-3,-3.58046294E-4,
1.52E04,-2.35067792E-2,9.09188110E-3,1.26187946E-3,-2.31456761E-5,1.06970698E-3,-9.96940071E-4,
15240.000,-7.06584826E-2,-1.76243782E-2,-3.38146929E-3,2.37905234E-3,1.86579971E-4,-1.38095347E-3,
15280.000,-1.44328149E-2,2.01100819E-2,-1.41785026E-3,-2.38215274E-4,-3.52379726E-3,1.52299501E-4,
15320.000,1.07906619E-2,1.49116842E-2,-1.05650129E-3,8.53224949E-4,1.03508737E-5,-9.96901887E-4,
15360.000,3.27984579E-2,-1.81588028E-2,-1.40967686E-3,1.28818699E-3,1.42155250E-3,7.92014936E-4,
1.54E04,-3.36794183E-2,9.17094480E-3,-2.30710767E-3,-1.98157737E-3,1.24579528E-3,5.36145759E-4,
15440.000,-2.63711344E-3,1.42330676E-2,-1.05201593E-3,6.35237433E-4,-6.93475420E-4,9.20042861E-4,
15480.000,6.73471317E-2,-9.88136511E-3,-5.21169393E-4,-1.76415755E-3,1.87025013E-4,4.08424734E-4,
15520.000,-7.83832669E-2,-4.34636371E-3,-1.65998281E-4,-8.87009548E-4,-1.22183049E-3,-3.56942066E-4,
