Labels,MOF 1 PBS Ar 420 nm 400us Delta OD 20 disparos,
8120.00,-8.67064483E-3,
8160.00,-3.38334031E-3,
8200.00,-1.22580668E-2,
8240.00,-2.12817709E-3,
8280.00,3.83986346E-3,
8320.00,5.83962537E-3,
8360.00,-1.01715056E-2,
8400.00,-7.95189582E-4,
8440.00,3.17970011E-3,
8480.00,-6.71825185E-3,
8520.00,-6.73346408E-3,
8560.00,2.51459843E-3,
8600.00,7.14094797E-3,
8640.00,9.16192681E-3,
8680.00,-4.81879665E-3,
8720.00,7.15844659E-3,
8760.00,-3.40358634E-3,
8800.00,8.43817182E-3,
8840.00,-7.70291663E-4,
8880.00,7.15839677E-3,
8920.00,-9.98749584E-3,
8960.00,1.04588950E-2,
9000.00,-1.46122102E-3,
9040.00,-3.46516958E-3,
9080.00,-7.43520539E-3,
9120.00,5.85125061E-3,
9160.00,-7.51796458E-3,
9200.00,-4.81889490E-3,
9240.00,7.15277717E-3,
9280.00,1.84520020E-3,
9320.00,3.83508066E-3,
9360.00,5.29335055E-4,
9400.00,-2.74060573E-3,
9440.00,-8.14013882E-4,
9480.00,-8.14248901E-3,
9520.00,-1.08499220E-2,
9560.00,5.16431406E-3,
9600.00,6.48313481E-3,
9640.00,-7.64114142E-4,
9680.00,-7.57955771E-4,
9720.00,-1.46032922E-4,
9760.00,1.13720854E-3,
9800.00,-3.43431090E-3,
9840.00,7.87416939E-3,
9880.00,-1.46122160E-3,
9920.00,2.51102820E-3,
9960.00,1.17711967E-3,
1E04,2.52526207E-3,
10040.000,2.51337909E-3,
10080.000,7.86011200E-3,
10120.000,-3.46521870E-3,
10160.000,-2.83368188E-3,
1.02E04,-1.24990911E-4,
10240.000,6.53204415E-3,
10280.000,-7.32166041E-3,
10320.000,-3.36306891E-3,
10360.000,5.81654534E-3,
1.04E04,5.15863439E-3,
10440.000,2.50964845E-3,
10480.000,5.84340561E-3,
10520.000,-2.08690250E-3,
10560.000,-1.06777800E-2,
1.06E04,3.84228770E-3,
10640.000,-1.40747899E-4,
10680.000,4.50694794E-3,
10720.000,1.84058817E-3,
10760.000,4.51812427E-3,
1.08E04,-3.50688887E-3,
10840.000,-7.70242827E-4,
10880.000,3.84720345E-3,
10920.000,-4.18124348E-3,
10960.000,8.43822118E-3,
1.1E04,-4.12392849E-3,
11040.000,1.57161951E-2,
11080.000,-7.55140511E-3,
11120.000,1.25075532E-2,
11160.000,-3.42400651E-3,
1.12E04,1.85186835E-3,
11240.000,3.84147721E-3,
11280.000,1.24654593E-2,
11320.000,-5.53269871E-3,
11360.000,-2.15316657E-3,
1.14E04,-8.13914754E-4,
11440.000,-7.46818772E-3,
11480.000,2.51697702E-3,
11520.000,-1.56699956E-4,
11560.000,3.17910034E-3,
1.16E04,9.13517829E-3,
11640.000,7.77750742E-3,
11680.000,-7.95238710E-4,
11720.000,-7.82702526E-4,
11760.000,-8.14113009E-4,
1.18E04,2.51342868E-3,
11840.000,-1.46032529E-4,
11880.000,1.18685584E-3,
11920.000,-1.47588388E-3,
11960.000,3.83821037E-3,
1.2E04,-4.02302900E-3,
12040.000,5.18998317E-3,
12080.000,-3.52804339E-3,
12120.000,1.17383734E-3,
12160.000,-2.75909272E-3,
1.22E04,-1.24990911E-4,
12240.000,4.50689858E-3,
12280.000,-4.74462705E-3,
12320.000,2.51697702E-3,
12360.000,3.17788427E-3,
1.24E04,-1.14385756E-2,
12440.000,-2.81498651E-3,
12480.000,-8.14244151E-3,
12520.000,-8.78068153E-3,
12560.000,-1.23304855E-2,
1.26E04,-4.76919999E-3,
12640.000,1.17312679E-2,
12680.000,-6.07971288E-3,
12720.000,2.50593293E-3,
12760.000,2.51943944E-3,
1.28E04,-6.88867457E-3,
12840.000,5.17849252E-3,
12880.000,-4.10126708E-3,
12920.000,-5.51917637E-3,
12960.000,8.50111060E-3,
1.3E04,-4.78164107E-3,
13040.000,4.50689858E-3,
13080.000,4.49612178E-3,
13120.000,-1.51283544E-4,
13160.000,7.17620598E-3,
1.32E04,3.17905121E-3,
13240.000,-3.42400651E-3,
13280.000,-5.38526429E-3,
13320.000,-4.74472530E-3,
13360.000,-8.03797413E-3,
1.34E04,5.83580742E-3,
13440.000,2.50846357E-3,
13480.000,-2.18696217E-3,
13520.000,-6.05119905E-3,
13560.000,5.46300027E-4,
1.36E04,1.64060909E-2,
13640.000,3.83651862E-3,
13680.000,-8.67064483E-3,
13720.000,-1.02339620E-2,
13760.000,-1.45394879E-3,
1.38E04,5.08109049E-4,
13840.000,8.48525669E-3,
13880.000,-8.78067967E-3,
13920.000,2.52183783E-3,
13960.000,-5.56017365E-3,
1.4E04,-5.56017272E-3,
14040.000,6.50245883E-3,
14080.000,-4.78168949E-3,
14120.000,-1.45399838E-3,
14160.000,-4.79407096E-3,
1.42E04,-2.81488732E-3,
14240.000,-6.70298748E-3,
14280.000,-1.61933567E-4,
14320.000,-1.19819713E-4,
14360.000,-5.42497449E-3,
1.44E04,-1.26457252E-2,
14440.000,-6.00874936E-3,
14480.000,1.24653615E-2,
14520.000,-8.01461749E-4,
14560.000,-1.46846694E-3,
1.46E04,1.25217857E-2,
14640.000,8.43822118E-3,
14680.000,-1.01714544E-2,
14720.000,-8.01462214E-4,
14760.000,-1.19770360E-4,
1.48E04,7.19407992E-3,
14840.000,5.81654580E-3,
14880.000,-1.21861696E-2,
14920.000,-1.19672040E-4,
14960.000,5.37892978E-4,
1.5E04,1.18680648E-3,
15040.000,5.46300376E-4,
15080.000,3.17979814E-3,
15120.000,1.36501696E-2,
15160.000,5.16149448E-3,
1.52E04,-4.75699408E-3,
15240.000,-2.08700052E-3,
15280.000,-3.42400651E-3,
15320.000,-1.56799331E-4,
15360.000,5.81274834E-3,
1.54E04,8.45383666E-3,
15440.000,1.86292827E-3,
15480.000,4.50522033E-3,
15520.000,1.85419223E-3,
15560.000,-4.12397832E-3,
1.56E04,1.84063776E-3,
15640.000,6.50735153E-3,
15680.000,-9.91439738E-5,
15720.000,5.37991058E-4,
15760.000,-9.94724501E-3,
1.58E04,-1.54546965E-2,
15840.000,5.15308697E-3,
15880.000,1.18690566E-3,
15920.000,-2.78693647E-3,
15960.000,5.12410188E-4,
1.6E04,4.50892840E-3,
16040.000,-4.15823143E-3,
16080.000,-6.12276187E-3,
16120.000,3.83811234E-3,
16160.000,1.21893582E-3,
1.62E04,1.19986420E-3,
16240.000,-1.45982398E-4,
16280.000,5.79378451E-4,
16320.000,6.49767974E-3,
16360.000,-3.41382995E-3,
1.64E04,1.31213358E-2,
16440.000,3.84315033E-3,
16480.000,7.86708016E-3,
16520.000,-2.17848714E-3,
16560.000,1.85409386E-3,
1.66E04,1.81536283E-3,
16640.000,-7.57955306E-4,
16680.000,-1.35578171E-4,
16720.000,5.15863439E-3,
16760.000,1.84734701E-3,
1.68E04,1.84284779E-3,
16840.000,-4.16962011E-3,
16880.000,-1.32925138E-2,
16920.000,-2.80550844E-3,
16960.000,-4.76944586E-3,
1.7E04,-1.14565657E-4,
17040.000,-2.24703248E-3,
17080.000,7.81158777E-3,
17120.000,-3.51750012E-3,
17160.000,-4.07879287E-3,
1.72E04,-1.26942825E-2,
17240.000,-8.14249180E-3,
17280.000,8.46949872E-3,
17320.000,-1.07204234E-2,
17360.000,2.50969804E-3,
1.74E04,-1.52016187E-3,
17440.000,-1.82498880E-2,
17480.000,-1.35528986E-4,
17520.000,-5.41183027E-3,
17560.000,5.54705970E-4,
1.76E04,7.15849595E-3,
17640.000,4.49962681E-3,
17680.000,8.49302299E-3,
17720.000,-4.75699315E-3,
17760.000,3.84228770E-3,
1.78E04,-5.50559442E-3,
17840.000,-6.77942950E-3,
17880.000,-5.46519784E-3,
17920.000,1.85404439E-3,
17960.000,5.46349271E-4,
1.8E04,2.51934119E-3,
18040.000,-1.27185984E-2,
18080.000,-1.48312398E-3,
18120.000,-5.35890926E-3,
18160.000,-6.15191320E-3,
1.82E04,1.21573254E-3,
18240.000,-3.44454986E-3,
18280.000,6.48796791E-3,
18320.000,-8.26792617E-4,
18360.000,1.04917735E-2,
1.84E04,-2.13639857E-3,
18440.000,-1.49782118E-3,
18480.000,4.50704666E-3,
18520.000,9.14401840E-3,
18560.000,-8.68883543E-3,
1.86E04,4.51616431E-3,
18640.000,4.95026296E-4,
18680.000,1.19337987E-3,
18720.000,5.17277559E-3,
18760.000,-7.51796458E-3,
1.88E04,1.19655312E-3,
18840.000,-8.76216125E-3,
18880.000,1.38892038E-2,
18920.000,8.50101095E-3,
18960.000,1.05249044E-2,
1.9E04,5.16988058E-3,
19040.000,-6.76407758E-3,
19080.000,5.82795870E-3,
19120.000,-4.10131691E-3,
19160.000,1.18214535E-2,
1.92E04,3.17834178E-3,
19240.000,-5.35895862E-3,
19280.000,1.84289762E-3,
19320.000,4.50882968E-3,
19360.000,-1.44669809E-3,
1.94E04,5.37843327E-4,
19440.000,-2.84319604E-3,
19480.000,-8.26742616E-4,
19520.000,3.84061970E-3,
19560.000,-2.07873224E-3,
1.96E04,-3.45481909E-3,
19640.000,-8.08989443E-3,
19680.000,-1.14566043E-4,
19720.000,-9.41581279E-3,
19760.000,-2.74993340E-3,
1.98E04,3.17950081E-3,
19840.000,-3.40363570E-3,
19880.000,-5.42492559E-3,
19920.000,-5.38526429E-3,
19960.000,-9.43536963E-3,
2E04,4.51066718E-3,
20040.000,9.16187651E-3,
20080.000,-4.78164013E-3,
20120.000,1.85621413E-3,
20160.000,1.05027324E-2,
2.02E04,-8.74369591E-3,
20240.000,3.17669567E-3,
20280.000,1.30470842E-2,
20320.000,1.87170529E-3,
20360.000,7.83908926E-3,
2.04E04,-1.34194903E-2,
20440.000,1.85631227E-3,
20480.000,-1.15522817E-2,
20520.000,3.83976498E-3,
20560.000,8.48520640E-3,
2.06E04,5.16983122E-3,
20640.000,7.81158777E-3,
20680.000,3.17808846E-3,
20720.000,-4.72020451E-3,
20760.000,-1.67383070E-4,
2.08E04,-2.76837824E-3,
20840.000,1.19004876E-3,
20880.000,5.16698114E-4,
20920.000,-7.76536763E-4,
20960.000,9.88209993E-3,
2.1E04,1.84515084E-3,
21040.000,7.15262862E-3,
21080.000,1.11387083E-2,
21120.000,6.48308545E-3,
21160.000,3.84061993E-3,
2.12E04,-8.20343790E-4,
21240.000,-8.45958770E-4,
21280.000,-1.16215004E-2,
21320.000,5.17849298E-3,
21360.000,-4.12382931E-3,
2.14E04,4.99466958E-4,
21440.000,1.19981496E-3,
21480.000,-2.80550844E-3,
21520.000,1.18039153E-3,
21560.000,-1.88948805E-4,
2.16E04,-3.43416352E-3,
21640.000,-4.20439756E-3,
21680.000,-6.05119811E-3,
21720.000,-1.25089369E-4,
21760.000,7.13513372E-3,
2.18E04,-9.31946281E-3,
21840.000,5.83185209E-3,
21880.000,-4.78168949E-3,
21920.000,5.03794348E-4,
21960.000,7.10622873E-3,
2.2E04,-8.01510934E-4,
22040.000,-6.81047561E-3,
22080.000,5.80137502E-3,
22120.000,7.15844659E-3,
22160.000,2.50959862E-3,
2.22E04,6.49767974E-3,
22240.000,3.84555501E-3,
22280.000,2.51702638E-3,
22320.000,4.49977443E-3,
22360.000,-4.13526222E-3,
2.24E04,5.82035491E-3,
22440.000,4.51435940E-3,
22480.000,-4.12392849E-3,
22520.000,-1.06353955E-2,
22560.000,-5.45168296E-3,
2.26E04,-6.79502683E-3,
22640.000,5.85516589E-3,
22680.000,5.67097915E-4,
22720.000,-1.39910020E-2,
22760.000,3.17601766E-3,
2.28E04,8.53306241E-3,
22840.000,9.15303268E-3,
22880.000,3.83592071E-3,
22920.000,5.42053604E-4,
22960.000,5.82795916E-3,
2.3E04,-3.46512045E-3,
23040.000,5.63011970E-4,
23080.000,-5.41168172E-3,
23120.000,-1.42502959E-3,
23160.000,-2.13644840E-3,
2.32E04,-2.74983444E-3,
23240.000,-1.35578171E-4,
23280.000,7.17615569E-3,
23320.000,6.49767974E-3,
23360.000,5.12459665E-4,
2.34E04,1.05138263E-2,
23440.000,2.51948857E-3,
23480.000,3.17889941E-3,
23520.000,4.50330088E-3,
23560.000,5.16709313E-3,
2.36E04,2.24913284E-2,
23640.000,1.57541055E-2,
23680.000,7.83225615E-3,
23720.000,-3.46521870E-3,
23760.000,1.18476907E-2,
2.38E04,7.18219578E-3,
23840.000,-4.06743493E-3,
23880.000,1.91242937E-2,
23920.000,-3.47560109E-3,
23960.000,-1.48317334E-3,
2.4E04,7.15267798E-3,
24040.000,1.18365360E-3,
24080.000,1.18360366E-3,
24120.000,-3.39332572E-3,
24160.000,1.18685584E-3,
2.42E04,7.80473975E-3,
24240.000,-8.74364562E-3,
24280.000,1.16719282E-3,
24320.000,-2.07058713E-3,
24360.000,6.47351146E-3,
2.44E04,-7.35385017E-3,
24440.000,3.17945192E-3,
24480.000,1.04372250E-2,
24520.000,-4.86910623E-3,
24560.000,-3.47560109E-3,
2.46E04,1.86077901E-3,
24640.000,1.85842614E-3,
24680.000,-1.47583347E-3,
24720.000,1.87151006E-3,
24760.000,-8.67069326E-3,
2.48E04,5.17562963E-3,
24840.000,-3.46531766E-3,
24880.000,-6.12281216E-3,
24920.000,1.19665160E-3,
24960.000,-2.07058666E-3,
2.5E04,-3.41382995E-3,
25040.000,-9.33867414E-3,
25080.000,-2.08690250E-3,
25120.000,5.62963367E-4,
25160.000,1.19342899E-3,
2.52E04,7.13513326E-3,
25240.000,3.17894854E-3,
25280.000,3.17849522E-3,
25320.000,5.17562963E-3,
25360.000,-5.45178307E-3,
2.54E04,4.49258927E-3,
25440.000,1.18084950E-2,
25480.000,1.18872020E-2,
25520.000,-1.67333026E-4,
25560.000,5.33669954E-4,
2.56E04,-4.10131598E-3,
25640.000,-3.48606450E-3,
25680.000,9.14416555E-3,
25720.000,-8.20293906E-4,
25760.000,1.84510101E-3,
2.58E04,-2.15316657E-3,
25840.000,-2.77754455E-3,
25880.000,1.24654118E-2,
25920.000,-1.38232531E-3,
25960.000,1.18365360E-3,
2.6E04,-3.39347310E-3,
26040.000,-8.20393208E-4,
26080.000,-1.40747899E-4,
26120.000,-2.11156276E-3,
26160.000,3.83901107E-3,
2.62E04,-1.33430520E-2,
26240.000,-9.94724501E-3,
26280.000,3.17849522E-3,
26320.000,-8.52386525E-4,
26360.000,-1.14160944E-2,
2.64E04,-2.81498651E-3,
26440.000,-9.89975742E-5,
26480.000,-2.80555780E-3,
26520.000,9.73336771E-3,
26560.000,-8.12490657E-3,
2.66E04,5.20923291E-4,
26640.000,1.86725671E-3,
26680.000,-2.12822622E-3,
26720.000,1.91243440E-2,
26760.000,5.46398456E-4,
2.68E04,1.16724311E-3,
26840.000,5.16648404E-4,
26880.000,1.19019684E-3,
26920.000,-8.81774258E-3,
26960.000,-5.45178307E-3,
2.7E04,2.52417289E-3,
27040.000,5.82412630E-3,
27080.000,-1.41067640E-3,
27120.000,1.57351717E-2,
27160.000,5.08059806E-4,
2.72E04,5.33669663E-4,
27240.000,3.84386675E-3,
27280.000,-1.54548930E-2,
27320.000,-5.38526429E-3,
27360.000,1.85626326E-3,
2.74E04,9.17094760E-3,
27440.000,-4.70819464E-3,
27480.000,-1.78132614E-4,
27520.000,-8.72538611E-3,
27560.000,1.20301777E-3,
2.76E04,3.84066906E-3,
27640.000,-4.15823143E-3,
27680.000,1.85636163E-3,
27720.000,-1.72649714E-4,
27760.000,4.49617114E-3,
2.78E04,-8.14113475E-4,
27840.000,-1.07632773E-2,
27880.000,-2.72232690E-3,
27920.000,3.17939930E-3,
27960.000,7.84609187E-3,
2.8E04,5.25135896E-4,
28040.000,3.83592071E-3,
28080.000,9.77236684E-3,
28120.000,6.50255801E-3,
28160.000,-1.15294000E-2,
2.82E04,7.81153841E-3,
28240.000,-1.47578365E-3,
28280.000,1.19971635E-3,
28320.000,5.81269898E-3,
28360.000,1.24514485E-2,
2.84E04,3.84152657E-3,
28440.000,-7.76438974E-4,
28480.000,-5.41173061E-3,
28520.000,-4.14672913E-3,
28560.000,1.11387083E-2,
2.86E04,1.16393028E-3,
28640.000,-2.80555850E-3,
28680.000,-8.14013416E-4,
28720.000,-6.79497886E-3,
28760.000,3.83498310E-3,
2.88E04,2.51215580E-3,
28840.000,-2.07883003E-3,
28880.000,5.08109049E-4,
28920.000,-8.12485628E-3,
28960.000,-6.09398587E-3,
2.9E04,-6.77953195E-3,
29040.000,1.63861290E-2,
29080.000,2.51707551E-3,
29120.000,-6.13736594E-3,
29160.000,5.17287478E-3,
2.92E04,-8.78063124E-3,
29240.000,3.83746135E-3,
29280.000,5.15298918E-3,
29320.000,-3.46526853E-3,
29360.000,1.19991298E-3,
2.94E04,-1.44669809E-3,
29440.000,1.57540571E-2,
29480.000,-6.73351390E-3,
29520.000,-2.77754455E-3,
29560.000,-5.35891019E-3,
2.96E04,7.17610680E-3,
29640.000,-2.76827975E-3,
29680.000,5.16154431E-3,
29720.000,-5.96663402E-3,
29760.000,5.16648404E-4,
2.98E04,5.20171737E-3,
29840.000,-6.22498011E-3,
29880.000,2.51332950E-3,
29920.000,-6.13726582E-3,
29960.000,2.50959839E-3,
3E04,-7.88986043E-4,
30040.000,9.83181223E-3,
30080.000,-8.26742616E-4,
30120.000,1.85409386E-3,
30160.000,-1.47568516E-3,
3.02E04,-4.80644032E-3,
30240.000,-1.04301740E-4,
30280.000,-1.30227359E-4,
30320.000,1.51191987E-2,
30360.000,1.16065762E-3,
3.04E04,3.17959907E-3,
30440.000,5.19580673E-3,
30480.000,9.14416555E-3,
30520.000,-2.79615843E-3,
30560.000,9.13512893E-3,
3.06E04,1.86512026E-3,
30640.000,5.82040427E-3,
30680.000,-3.49646085E-3,
30720.000,7.86001235E-3,
30760.000,-2.74983584E-3,
3.08E04,-3.41378129E-3,
30840.000,-5.38521679E-3,
30880.000,-7.50132091E-3,
30920.000,-5.47860609E-3,
30960.000,5.16421581E-3,
3.1E04,-6.12281216E-3,
31040.000,-6.77953055E-3,
31080.000,3.17905121E-3,
31120.000,1.30914794E-2,
31160.000,9.08245798E-3,
3.12E04,1.85399503E-3,
31240.000,5.16704377E-3,
31280.000,1.18370319E-3,
31320.000,1.18365337E-3,
31360.000,-6.18089689E-3,
3.14E04,-4.11253097E-3,
31440.000,3.17959907E-3,
31480.000,-3.52799380E-3,
31520.000,2.51566595E-3,
31560.000,9.23457090E-3,
3.16E04,4.50517097E-3,
31640.000,5.46299736E-4,
31680.000,7.15849595E-3,
31720.000,-9.59309004E-3,
31760.000,-6.05119811E-3,
3.18E04,-9.26237181E-3,
31840.000,4.50507225E-3,
31880.000,5.15020359E-3,
31920.000,3.18009709E-3,
31960.000,-2.80550914E-3,
3.2E04,-6.06548227E-3,
32040.000,5.08059165E-4,
32080.000,9.78219230E-3,
32120.000,-8.85503273E-3,
32160.000,-4.72025294E-3,
3.22E04,4.49249148E-3,
32240.000,-8.33161175E-4,
32280.000,5.29433717E-4,
32320.000,5.54607832E-4,
32360.000,-5.42492466E-3,
3.24E04,3.84550518E-3,
32440.000,-1.48312398E-3,
32480.000,-8.01412563E-4,
32520.000,3.84391635E-3,
32560.000,-5.98071236E-3,
3.26E04,8.50897562E-3,
32640.000,7.81830773E-3,
32680.000,-1.43942051E-3,
32720.000,-7.35370209E-3,
32760.000,-2.13649799E-3,
3.28E04,-7.35395079E-5,
32840.000,1.19976560E-3,
32880.000,-1.35223391E-2,
32920.000,-4.05635638E-3,
32960.000,-8.45958304E-4,
3.3E04,6.53199339E-3,
33040.000,-3.46521870E-3,
33080.000,-5.46514895E-3,
33120.000,-7.24181673E-3,
33160.000,5.12459956E-4,
3.32E04,3.84463486E-3,
33240.000,3.17849522E-3,
33280.000,-6.16630819E-3,
33320.000,-6.13726676E-3,
33360.000,-1.06777800E-2,
3.34E04,-4.67184791E-3,
33440.000,1.50831845E-2,
33480.000,7.15257926E-3,
33520.000,1.17716903E-3,
33560.000,4.51802462E-3,
3.36E04,-2.14484450E-3,
33640.000,-6.76407851E-3,
33680.000,-8.45858362E-4,
33720.000,1.30323078E-2,
33760.000,-1.04154737E-4,
3.38E04,4.48197359E-3,
33840.000,-1.05304541E-2,
33880.000,3.84632801E-3,
33920.000,-1.07633257E-2,
33960.000,-4.72030230E-3,
3.4E04,5.16697823E-4,
34040.000,3.17885005E-3,
34080.000,-2.75894417E-3,
34120.000,1.85414299E-3,
34160.000,9.78233851E-3,
3.42E04,3.17731779E-3,
34240.000,-8.78063124E-3,
34280.000,7.15272687E-3,
34320.000,-8.07753066E-4,
34360.000,1.17826452E-2,
3.44E04,5.81269898E-3,
34440.000,9.15298332E-3,
34480.000,5.12459956E-4,
34520.000,5.25234442E-4,
34560.000,-4.12397832E-3,
3.46E04,4.50689858E-3,
34640.000,7.17615616E-3,
34680.000,9.19792615E-3,
34720.000,4.49982332E-3,
34760.000,1.84978428E-3,
3.48E04,4.51061735E-3,
34840.000,-5.50564378E-3,
34880.000,-5.43840649E-3,
34920.000,1.86063140E-3,
34960.000,-1.62083059E-4,
3.5E04,5.83580742E-3,
35040.000,3.17950081E-3,
35080.000,-7.96951260E-3,
35120.000,5.17844269E-3,
35160.000,-5.42502431E-3,
3.52E04,-8.19537323E-3,
35240.000,4.95126238E-4,
35280.000,6.51225960E-3,
35320.000,-4.84397355E-3,
35360.000,8.54097493E-3,
3.54E04,3.84228770E-3,
35440.000,5.12360653E-4,
35480.000,7.19407992E-3,
