Labels,NQ D 600 nm 400 us Delta OD KV 1_75 Ar 20 disparos,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,399960.0000,
Step,40.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

79960.000,2.52071512E-3,
8E04,2.63022515E-3,
80040.000,3.61865340E-3,
80080.000,3.73168034E-3,
80120.000,5.60487807E-3,
80160.000,4.17317590E-3,
8.02E04,3.84086557E-3,
80240.000,2.08025915E-3,
80280.000,2.08083261E-3,
80320.000,9.80767654E-4,
80360.000,3.29155009E-3,
8.04E04,3.39747313E-3,
80440.000,4.28221608E-3,
80480.000,7.61382864E-4,
80520.000,3.07034329E-3,
80560.000,3.17831011E-3,
8.06E04,1.31077785E-3,
80640.000,4.06022742E-3,
80680.000,3.40083684E-3,
80720.000,3.50904674E-3,
80760.000,2.19090120E-3,
8.08E04,3.51270987E-3,
80840.000,3.40031809E-3,
80880.000,4.71176486E-3,
80920.000,1.64082204E-3,
80960.000,2.74003576E-3,
8.1E04,3.94862052E-3,
81040.000,4.72240476E-3,
81080.000,2.18967884E-3,
81120.000,3.18135158E-3,
81160.000,2.96059810E-3,
8.12E04,3.28880269E-3,
81240.000,2.95910169E-3,
81280.000,1.97070092E-3,
81320.000,4.49998304E-3,
81360.000,1.31118775E-3,
8.14E04,1.75058481E-3,
81440.000,1.53096078E-3,
81480.000,3.22901615E-4,
81520.000,7.62409822E-4,
81560.000,1.97085738E-3,
8.16E04,4.28353762E-3,
81640.000,2.52157054E-3,
81680.000,3.28883575E-3,
81720.000,2.19024904E-3,
81760.000,1.31133944E-3,
8.18E04,4.05755313E-3,
81840.000,2.96015828E-3,
81880.000,3.73177859E-3,
81920.000,4.49464284E-3,
81960.000,2.52150511E-3,
8.2E04,2.40967888E-3,
82040.000,3.28883552E-3,
82080.000,1.86084467E-3,
82120.000,3.72833060E-3,
82160.000,2.85315816E-3,
8.22E04,3.50853382E-3,
82240.000,2.52150511E-3,
82280.000,1.64113718E-3,
82320.000,2.41199927E-3,
82360.000,1.86110230E-3,
8.24E04,3.73174599E-3,
82440.000,2.73844530E-3,
82480.000,1.09150039E-3,
82520.000,1.64069375E-3,
82560.000,2.30221194E-3,
8.26E04,9.81593505E-4,
82640.000,2.73965183E-3,
82680.000,4.05885652E-3,
82720.000,2.74348306E-3,
82760.000,2.96015828E-3,
8.28E04,2.96162418E-3,
82840.000,2.52018915E-3,
82880.000,3.51267704E-3,
82920.000,3.07397149E-3,
82960.000,2.41085398E-3,
8.3E04,3.07114818E-3,
83040.000,3.40038352E-3,
83080.000,4.06019483E-3,
83120.000,2.85075977E-3,
83160.000,1.64077419E-3,
8.32E04,3.73161491E-3,
83240.000,2.08177720E-3,
83280.000,2.74194940E-3,
83320.000,2.63236207E-3,
83360.000,4.06205654E-3,
8.34E04,5.41425252E-4,
83440.000,3.07104969E-3,
83480.000,2.96240742E-3,
83520.000,4.06208960E-3,
83560.000,2.95872800E-3,
8.36E04,2.85395305E-3,
83640.000,2.41176318E-3,
83680.000,1.64103124E-3,
83720.000,1.53114193E-3,
83760.000,-4.47945116E-4,
8.38E04,2.29872135E-3,
83840.000,6.50878239E-4,
83880.000,2.08074646E-3,
83920.000,1.64080691E-3,
83960.000,1.53111399E-3,
8.4E04,2.30186153E-3,
84040.000,4.17116331E-3,
84080.000,2.08162516E-3,
84120.000,1.64105638E-3,
84160.000,3.62200104E-3,
8.42E04,1.86058960E-3,
84240.000,3.07114818E-3,
84280.000,4.28079721E-3,
84320.000,3.72946798E-3,
84360.000,2.85006664E-3,
8.44E04,2.30123801E-3,
84440.000,3.28704133E-3,
84480.000,2.52074795E-3,
84520.000,2.08025915E-3,
84560.000,2.85388716E-3,
8.46E04,3.07155075E-3,
84640.000,3.72772967E-3,
84680.000,4.95037809E-3,
84720.000,3.06950649E-3,
84760.000,2.74166279E-3,
8.48E04,2.96431943E-3,
84840.000,3.73168034E-3,
84880.000,4.39560227E-3,
84920.000,3.39989783E-3,
84960.000,2.41159322E-3,
8.5E04,1.64101599E-3,
85040.000,4.49921889E-3,
85080.000,2.19096686E-3,
85120.000,3.29204137E-3,
85160.000,3.29024112E-3,
8.52E04,3.50962556E-3,
85240.000,3.50904674E-3,
85280.000,2.41182907E-3,
85320.000,4.16708179E-3,
85360.000,2.08014040E-3,
8.54E04,1.97250582E-3,
85440.000,2.96168984E-3,
85480.000,3.17916856E-3,
85520.000,3.18257860E-3,
85560.000,2.08223402E-3,
8.56E04,2.19057500E-3,
85640.000,8.70102085E-4,
85680.000,3.29069886E-3,
85720.000,4.39046975E-3,
85760.000,2.41226796E-3,
8.58E04,3.06953909E-3,
85840.000,3.18218046E-3,
85880.000,3.29387863E-3,
85920.000,1.09084172E-3,
85960.000,2.19036266E-3,
8.6E04,1.97020615E-3,
86040.000,3.73285357E-3,
86080.000,1.86100404E-3,
86120.000,1.97132071E-3,
86160.000,2.84802448E-3,
8.62E04,1.02938640E-4,
86240.000,3.06994119E-3,
86280.000,1.97023898E-3,
86320.000,1.09100691E-3,
86360.000,1.31108065E-3,
8.64E04,1.09130295E-3,
86440.000,1.09173090E-3,
86480.000,2.41179601E-3,
86520.000,1.86074874E-3,
86560.000,3.62413959E-3,
8.66E04,5.40743291E-4,
86640.000,2.41132476E-3,
86680.000,1.64108921E-3,
86720.000,2.08113622E-3,
86760.000,2.84972042E-3,
8.68E04,1.53105136E-3,
86840.000,2.85072695E-3,
86880.000,7.61565112E-4,
86920.000,1.64086232E-3,
86960.000,8.70998600E-4,
8.7E04,2.84695649E-3,
87040.000,3.40278307E-3,
87080.000,1.31107029E-3,
87120.000,2.84730131E-3,
87160.000,1.09130295E-3,
8.72E04,3.40330298E-3,
87240.000,2.30037561E-3,
87280.000,7.60769821E-4,
87320.000,3.17920116E-3,
87360.000,6.50634873E-4,
8.74E04,2.41159322E-3,
87440.000,2.30168621E-3,
87480.000,1.31087494E-3,
87520.000,3.51058715E-3,
87560.000,1.86119846E-3,
8.76E04,3.18092108E-3,
87640.000,1.86011090E-3,
87680.000,3.50859948E-3,
87720.000,2.73876288E-3,
87760.000,1.20141776E-3,
8.78E04,3.84388980E-3,
87840.000,2.52018915E-3,
87880.000,1.42102793E-3,
87920.000,6.51088660E-4,
87960.000,2.95944279E-3,
8.8E04,4.16433532E-3,
88040.000,3.21532978E-4,
88080.000,2.95835454E-3,
88120.000,2.08068104E-3,
88160.000,2.85117212E-3,
8.82E04,2.08041049E-3,
88240.000,1.09107245E-3,
88280.000,2.95978412E-3,
88320.000,2.74000294E-3,
88360.000,2.29927548E-3,
8.84E04,3.29017546E-3,
88440.000,1.53108407E-3,
88480.000,4.05631587E-3,
88520.000,2.96056550E-3,
88560.000,2.41035083E-3,
8.86E04,1.53097627E-3,
88640.000,1.09140179E-3,
88680.000,3.17880465E-3,
88720.000,3.29020829E-3,
88760.000,2.08089827E-3,
8.88E04,2.63051572E-3,
88840.000,-1.10764010E-3,
88880.000,1.75099343E-3,
88920.000,2.85218097E-3,
88960.000,2.85117212E-3,
8.9E04,1.09094067E-3,
89040.000,2.63258838E-3,
89080.000,3.95362452E-3,
89120.000,-8.18259377E-6,
89160.000,2.08162516E-3,
8.92E04,-8.89575109E-4,
89240.000,4.61121742E-3,
89280.000,1.86119624E-3,
89320.000,2.30058283E-3,
89360.000,2.18953262E-3,
8.94E04,1.42118311E-3,
89440.000,1.75133767E-3,
89480.000,1.09136896E-3,
89520.000,2.74220342E-3,
89560.000,2.10105398E-4,
8.96E04,4.50610928E-3,
89640.000,1.42113725E-3,
89680.000,3.18088825E-3,
89720.000,1.64096814E-3,
89760.000,1.53112656E-3,
8.98E04,1.75062008E-3,
89840.000,2.51894211E-3,
89880.000,1.53111678E-3,
89920.000,3.50498362E-3,
89960.000,2.63054855E-3,
9E04,1.31099427E-3,
90040.000,1.75089249E-3,
90080.000,1.97094865E-3,
90120.000,3.51061975E-3,
90160.000,2.74070562E-3,
9.02E04,2.74102460E-3,
90240.000,2.12966799E-4,
90280.000,2.95862998E-3,
90320.000,1.64142076E-3,
90360.000,2.74386909E-3,
9.04E04,2.30034278E-3,
90440.000,2.73866486E-3,
90480.000,1.42108928E-3,
90520.000,1.53108884E-3,
90560.000,3.18131852E-3,
9.06E04,3.72266141E-3,
90640.000,1.75055210E-3,
90680.000,3.72829800E-3,
90720.000,3.06826923E-3,
90760.000,6.52558403E-4,
9.08E04,1.42118975E-3,
90840.000,1.09037885E-3,
90880.000,3.83784901E-3,
90920.000,3.18307546E-3,
90960.000,1.20091520E-3,
9.1E04,2.63142190E-3,
91040.000,1.42112421E-3,
91080.000,6.51929120E-4,
91120.000,1.31124293E-3,
91160.000,4.28360328E-3,
9.12E04,2.85176770E-3,
91240.000,3.94678209E-3,
91280.000,1.64072646E-3,
91320.000,2.41199927E-3,
91360.000,2.63168034E-3,
9.14E04,1.64135708E-3,
91440.000,2.19108094E-3,
91480.000,1.75140600E-3,
91520.000,2.52071512E-3,
91560.000,1.75031554E-3,
9.16E04,2.08101724E-3,
91640.000,3.17920139E-3,
91680.000,3.39892716E-3,
91720.000,3.06953909E-3,
91760.000,2.30037561E-3,
9.18E04,1.31125329E-3,
91840.000,9.94754882E-5,
91880.000,2.63000000E-3,
91920.000,1.53088593E-3,
91960.000,-7.05191906E-6,
9.2E04,3.18095367E-3,
92040.000,1.75099343E-3,
92080.000,2.30058283E-3,
92120.000,1.20116677E-3,
92160.000,3.07360035E-3,
9.22E04,1.86007819E-3,
92240.000,1.64121808E-3,
92280.000,2.41203210E-3,
92320.000,5.44509618E-4,
92360.000,2.74191657E-3,
9.24E04,1.31109112E-3,
92440.000,2.63113063E-3,
92480.000,3.17755062E-3,
92520.000,3.84086557E-3,
92560.000,4.06284165E-3,
9.26E04,1.42115692E-3,
92640.000,3.07071279E-3,
92680.000,2.63077393E-3,
92720.000,3.18181491E-3,
92760.000,3.83612816E-3,
9.28E04,1.53101678E-3,
92840.000,1.97147764E-3,
92880.000,2.29875394E-3,
92920.000,3.07114795E-3,
92960.000,9.82757658E-4,
9.3E04,-1.19972217E-4,
93040.000,-7.05191906E-6,
93080.000,2.52018915E-3,
93120.000,1.20163010E-3,
93160.000,9.80955781E-4,
9.32E04,1.53120968E-3,
93240.000,8.70721939E-4,
93280.000,2.52041942E-3,
93320.000,1.97098148E-3,
93360.000,7.61102128E-4,
9.34E04,2.95791612E-3,
93440.000,3.40236165E-3,
93480.000,-2.26350399E-4,
93520.000,1.31132908E-3,
93560.000,3.84136522E-3,
9.36E04,2.95794872E-3,
93640.000,-2.28545803E-4,
93680.000,2.63025775E-3,
93720.000,4.28428082E-3,
93760.000,2.63229641E-3,
9.38E04,3.62413959E-3,
93840.000,1.20116677E-3,
93880.000,2.52117589E-3,
93920.000,4.28012153E-3,
93960.000,1.64096057E-3,
9.4E04,2.62961118E-3,
94040.000,2.95941019E-3,
94080.000,2.84864986E-3,
94120.000,5.41392423E-4,
94160.000,3.61925969E-3,
9.42E04,1.53096858E-3,
94240.000,2.74102460E-3,
94280.000,3.29066603E-3,
94320.000,1.75079156E-3,
94360.000,1.75048411E-3,
9.44E04,1.20116677E-3,
94440.000,3.06913746E-3,
94480.000,1.75112986E-3,
94520.000,2.08037789E-3,
94560.000,2.85079237E-3,
9.46E04,2.84943986E-3,
94640.000,2.96019111E-3,
94680.000,4.30281332E-4,
94720.000,7.61649047E-4,
94760.000,8.71770899E-4,
9.48E04,1.09110528E-3,
94840.000,1.75143883E-3,
94880.000,2.08074646E-3,
94920.000,1.86023687E-3,
94960.000,2.73904833E-3,
9.5E04,1.64109678E-3,
95040.000,2.62906333E-3,
95080.000,3.72772967E-3,
95120.000,2.96022370E-3,
95160.000,1.86058960E-3,
9.52E04,1.42123108E-3,
95240.000,2.73777754E-3,
95280.000,1.53099175E-3,
95320.000,1.97094865E-3,
95360.000,2.85044569E-3,
9.54E04,2.62941909E-3,
95440.000,2.08025915E-3,
95480.000,4.34560556E-4,
95520.000,1.97020615E-3,
95560.000,1.53103110E-3,
9.56E04,3.62193515E-3,
95640.000,8.72298784E-4,
95680.000,2.51963106E-3,
95720.000,-6.69575471E-4,
95760.000,2.84802448E-3,
9.58E04,8.71218799E-4,
95840.000,2.84906104E-3,
95880.000,7.62475247E-4,
95920.000,2.19003693E-3,
95960.000,2.19060760E-3,
9.6E04,1.09189481E-3,
96040.000,-5.54559811E-4,
96080.000,2.52068252E-3,
96120.000,1.86087750E-3,
96160.000,1.86033256E-3,
9.62E04,2.29975441E-3,
96240.000,2.51936866E-3,
96280.000,1.53123750E-3,
96320.000,3.94862099E-3,
96360.000,6.52768067E-4,
9.64E04,5.41457965E-4,
96440.000,3.61811300E-3,
96480.000,1.09136896E-3,
96520.000,2.29972182E-3,
96560.000,3.21859465E-4,
9.66E04,1.75062008E-3,
96640.000,9.82631696E-4,
96680.000,3.62088392E-3,
96720.000,4.31579276E-4,
96760.000,-6.68387569E-4,
9.68E04,1.20105746E-3,
96840.000,2.07911548E-3,
96880.000,2.41182884E-3,
96920.000,5.27400337E-3,
96960.000,1.64077419E-3,
9.7E04,2.96165678E-3,
97040.000,2.74028862E-3,
97080.000,3.28932563E-3,
97120.000,1.31090777E-3,
97160.000,2.73971725E-3,
9.72E04,3.06997402E-3,
97240.000,1.53103878E-3,
97280.000,1.75123371E-3,
97320.000,7.62358832E-4,
97360.000,7.62922224E-4,
9.74E04,2.96022370E-3,
97440.000,1.42109138E-3,
97480.000,2.07901746E-3,
97520.000,2.74258852E-3,
97560.000,1.09146768E-3,
9.76E04,2.51854933E-3,
97640.000,1.42119837E-3,
97680.000,1.20169553E-3,
97720.000,-2.30214311E-4,
97760.000,2.19024904E-3,
9.78E04,2.96093989E-3,
97840.000,2.18971167E-3,
97880.000,2.30020122E-3,
97920.000,2.19021621E-3,
97960.000,2.08068104E-3,
9.8E04,3.22152831E-4,
98040.000,3.94373480E-3,
98080.000,6.50180678E-4,
98120.000,9.81874648E-4,
98160.000,2.85000098E-3,
9.82E04,6.51929178E-4,
98240.000,4.16973606E-3,
98280.000,1.75109715E-3,
98320.000,1.09176361E-3,
98360.000,3.28890118E-3,
9.84E04,3.24495515E-4,
98440.000,1.42106076E-3,
98480.000,2.85315816E-3,
98520.000,8.71770899E-4,
98560.000,9.81180812E-4,
9.86E04,2.74032145E-3,
98640.000,2.95598735E-3,
98680.000,2.29958026E-3,
98720.000,1.31124293E-3,
98760.000,4.32674191E-4,
9.88E04,1.20144500E-3,
98840.000,2.84934160E-3,
98880.000,2.30082311E-3,
98920.000,1.20148319E-3,
98960.000,1.86094071E-3,
9.9E04,1.53112935E-3,
99040.000,3.50914500E-3,
99080.000,2.62906333E-3,
99120.000,1.86068553E-3,
99160.000,1.64097571E-3,
9.92E04,9.81781050E-4,
99240.000,1.09146768E-3,
99280.000,2.95978412E-3,
99320.000,2.96244002E-3,
99360.000,1.64050783E-3,
9.94E04,1.86087750E-3,
99440.000,2.51986086E-3,
99480.000,1.86026958E-3,
99520.000,1.86097354E-3,
99560.000,1.42115261E-3,
9.96E04,-5.17130866E-6,
99640.000,2.08089827E-3,
99680.000,2.19033007E-3,
99720.000,3.28883552E-3,
99760.000,2.12999381E-4,
9.98E04,2.41139042E-3,
99840.000,2.95832218E-3,
99880.000,1.53110141E-3,
99920.000,2.95906910E-3,
99960.000,2.08086544E-3,
1E05,3.22152919E-4,
100040.0000,1.42113725E-3,
100080.0000,2.08181003E-3,
100120.0000,1.86058960E-3,
100160.0000,2.85041309E-3,
1.002E005,1.85994990E-3,
100240.0000,1.31133944E-3,
100280.0000,2.85041309E-3,
100320.0000,1.20176631E-3,
100360.0000,1.97101408E-3,
1.004E005,7.62111507E-4,
100440.0000,1.20137958E-3,
100480.0000,2.29934091E-3,
100520.0000,6.52106246E-4,
100560.0000,3.07151815E-3,
1.006E005,-3.40087863E-4,
100640.0000,1.31111348E-3,
100680.0000,2.19108094E-3,
100720.0000,2.41044909E-3,
100760.0000,2.51992652E-3,
1.008E005,1.75096327E-3,
100840.0000,6.53154158E-4,
100880.0000,4.38455585E-3,
100920.0000,8.72639357E-4,
100960.0000,1.09156640E-3,
1.01E05,3.17834248E-3,
101040.0000,1.86106958E-3,
101080.0000,2.07965402E-3,
101120.0000,1.86135818E-3,
101160.0000,1.42119837E-3,
1.012E005,1.64092018E-3,
101240.0000,2.73746043E-3,
101280.0000,2.30231043E-3,
101320.0000,3.17537715E-3,
101360.0000,3.17999511E-3,
1.014E005,1.31146854E-3,
101440.0000,1.75075629E-3,
101480.0000,2.52124155E-3,
101520.0000,1.75028038E-3,
101560.0000,2.08022632E-3,
1.016E005,4.32376110E-4,
101640.0000,1.64081447E-3,
101680.0000,6.51896407E-4,
101720.0000,1.20109576E-3,
101760.0000,-1.87090621E-3,
1.018E005,2.13575302E-4,
101840.0000,3.18052364E-3,
101880.0000,6.51509035E-4,
101920.0000,2.40994641E-3,
101960.0000,1.31125329E-3,
1.02E05,2.19003693E-3,
102040.0000,-2.26448799E-4,
102080.0000,1.31143583E-3,
102120.0000,2.30079028E-3,
102160.0000,2.85003381E-3,
1.022E005,2.08098441E-3,
102240.0000,3.61925969E-3,
102280.0000,1.53102633E-3,
102320.0000,3.61976796E-3,
102360.0000,3.28564085E-3,
1.024E005,4.60485602E-3,
102440.0000,2.84937420E-3,
102480.0000,5.43153961E-4,
102520.0000,1.97116379E-3,
102560.0000,2.30179587E-3,
1.026E005,-7.77265905E-6,
102640.0000,8.71251570E-4,
102680.0000,2.30099773E-3,
102720.0000,1.86033256E-3,
102760.0000,7.62260694E-4,
1.028E005,2.19075452E-3,
102840.0000,3.61973536E-3,
102880.0000,1.20116677E-3,
102920.0000,2.18979246E-3,
102960.0000,1.97070092E-3,
1.03E05,2.95947562E-3,
103040.0000,1.09117141E-3,
103080.0000,7.61649106E-4,
103120.0000,-8.90777039E-4,
103160.0000,9.94754882E-5,
1.032E005,1.42114377E-3,
103240.0000,4.33237146E-4,
103280.0000,3.84086580E-3,
103320.0000,2.40917690E-3,
103360.0000,8.72485514E-4,
1.034E005,1.97060988E-3,
103440.0000,3.51013872E-3,
103480.0000,3.39792483E-3,
103520.0000,1.42110884E-3,
103560.0000,1.75068807E-3,
1.036E005,1.96971255E-3,
103640.0000,1.86065282E-3,
103680.0000,2.18982506E-3,
103720.0000,1.64117001E-3,
103760.0000,1.86065282E-3,
1.038E005,7.62507960E-4,
103840.0000,1.97119662E-3,
103880.0000,-8.88974580E-4,
103920.0000,2.07965402E-3,
103960.0000,-4.42619290E-4,
1.04E05,2.51963106E-3,
104040.0000,2.19068886E-3,
104080.0000,2.84902821E-3,
104120.0000,7.62624259E-4,
104160.0000,2.74067302E-3,
1.042E005,2.29996140E-3,
104240.0000,1.20172824E-3,
104280.0000,2.41135759E-3,
104320.0000,4.32641420E-4,
104360.0000,2.29972159E-3,
1.044E005,6.52106246E-4,
104440.0000,9.83167789E-4,
104480.0000,1.75065279E-3,
104520.0000,1.09107245E-3,
104560.0000,2.30027735E-3,
1.046E005,9.81401419E-4,
104640.0000,5.40916109E-4,
104680.0000,1.42123108E-3,
104720.0000,2.08120188E-3,
104760.0000,2.51861452E-3,
1.048E005,1.86046108E-3,
104840.0000,2.73971725E-3,
104880.0000,1.97027181E-3,
104920.0000,1.86065270E-3,
104960.0000,1.97101431E-3,
1.05E05,1.64085475E-3,
105040.0000,2.19093403E-3,
105080.0000,2.96203187E-3,
105120.0000,2.63109780E-3,
105160.0000,1.85982429E-3,
1.052E005,3.61811300E-3,
105240.0000,1.75082427E-3,
105280.0000,2.11714825E-4,
105320.0000,1.86036527E-3,
105360.0000,1.75109983E-3,
1.054E005,1.09215744E-3,
105440.0000,3.94924544E-3,
105480.0000,6.51719223E-4,
105520.0000,1.97011535E-3,
105560.0000,2.07962142E-3,
1.056E005,1.53089839E-3,
105640.0000,3.06700123E-3,
105680.0000,2.30061566E-3,
105720.0000,2.74153170E-3,
105760.0000,3.72426119E-3,
1.058E005,1.86097354E-3,
105840.0000,1.75099343E-3,
105880.0000,1.75106432E-3,
105920.0000,1.20145048E-3,
105960.0000,9.82571044E-4,
1.06E05,3.25014262E-4,
106040.0000,1.20088249E-3,
106080.0000,-1.15923373E-4,
106120.0000,2.63000000E-3,
106160.0000,2.63171317E-3,
1.062E005,1.31146854E-3,
106240.0000,2.30120542E-3,
106280.0000,1.53108407E-3,
106320.0000,9.82159982E-4,
106360.0000,-4.50489082E-4,
1.064E005,3.40427808E-3,
106440.0000,7.62442534E-4,
106480.0000,1.86052418E-3,
106520.0000,6.51929236E-4,
106560.0000,2.51887669E-3,
1.066E005,7.63499062E-4,
106640.0000,1.86116353E-3,
106680.0000,3.94678209E-3,
106720.0000,2.41085398E-3,
106760.0000,1.97017356E-3,
1.068E005,3.18261143E-3,
106840.0000,1.42107392E-3,
106880.0000,2.08814876E-4,
106920.0000,2.40967888E-3,
106960.0000,2.08010781E-3,
1.07E05,2.12678613E-4,
107040.0000,1.53109664E-3,
107080.0000,1.64069375E-3,
107120.0000,1.64112193E-3,
107160.0000,3.50706209E-3,
1.072E005,2.13961219E-4,
107240.0000,4.32176137E-4,
107280.0000,7.61896721E-4,
107320.0000,4.33436653E-4,
107360.0000,2.51858192E-3,
1.074E005,4.32906760E-4,
107440.0000,-5.51444282E-6,
107480.0000,1.20027352E-3,
107520.0000,1.20147783E-3,
107560.0000,2.85110669E-3,
1.076E005,3.17695830E-3,
107640.0000,2.07905006E-3,
107680.0000,1.86017388E-3,
107720.0000,1.97020639E-3,
107760.0000,-1.14712610E-4,
1.078E005,-5.57684980E-4,
107840.0000,1.31172605E-3,
107880.0000,1.75116537E-3,
107920.0000,7.62227981E-4,
107960.0000,3.06746736E-3,
1.08E05,5.42441965E-4,
108040.0000,1.53105136E-3,
108080.0000,2.08196230E-3,
108120.0000,5.43325616E-4,
108160.0000,1.42119837E-3,
1.082E005,2.95835477E-3,
108240.0000,2.52256030E-3,
108280.0000,2.51831999E-3,
108320.0000,1.09189493E-3,
108360.0000,1.20120496E-3,
1.084E005,1.75075629E-3,
108440.0000,4.38528974E-3,
108480.0000,1.97055168E-3,
108520.0000,9.82603757E-4,
108560.0000,1.64117769E-3,
1.086E005,1.75085966E-3,
108640.0000,1.42112421E-3,
108680.0000,1.64073403E-3,
108720.0000,2.11360486E-4,
108760.0000,2.19114637E-3,
1.088E005,6.53330702E-4,
108840.0000,2.12613028E-4,
108880.0000,1.09176361E-3,
108920.0000,2.51999195E-3,
108960.0000,2.18982529E-3,
1.09E05,2.29889504E-3,
109040.0000,3.72776249E-3,
109080.0000,1.64084719E-3,
109120.0000,1.64109678E-3,
109160.0000,-2.25055715E-4,
1.092E005,1.04397404E-4,
109240.0000,2.18857382E-3,
109280.0000,1.86142162E-3,
109320.0000,1.42121804E-3,
109360.0000,4.30981687E-4,
1.094E005,2.11714825E-4,
109440.0000,2.07896461E-3,
109480.0000,1.20152126E-3,
109520.0000,1.31100474E-3,
109560.0000,2.19021621E-3,
1.096E005,4.33436711E-4,
109640.0000,1.86033256E-3,
109680.0000,8.72266071E-4,
109720.0000,2.51861475E-3,
109760.0000,-1.17168653E-4,
1.098E005,1.96983595E-3,
109840.0000,-4.46025922E-4,
109880.0000,2.96431943E-3,
109920.0000,2.18974426E-3,
109960.0000,6.53572555E-4,
1.1E05,2.52101105E-3,
110040.0000,2.11393213E-4,
110080.0000,2.40944419E-3,
110120.0000,2.41038366E-3,
110160.0000,1.09179632E-3,
1.102E005,1.09251786E-3,
110240.0000,9.81148100E-4,
110280.0000,2.74127815E-3,
110320.0000,1.85988715E-3,
110360.0000,2.74127815E-3,
1.104E005,7.62442534E-4,
110440.0000,1.20180426E-3,
110480.0000,2.08150572E-3,
110520.0000,5.40850509E-4,
110560.0000,1.09264872E-3,
1.106E005,1.86074874E-3,
110640.0000,2.51943409E-3,
110680.0000,2.29927548E-3,
110720.0000,1.64077419E-3,
110760.0000,3.40142148E-3,
1.108E005,2.40833801E-3,
110840.0000,1.96937565E-3,
110880.0000,2.40643695E-3,
110920.0000,2.73774494E-3,
110960.0000,3.21401894E-4,
1.11E05,2.08017323E-3,
111040.0000,1.64085475E-3,
111080.0000,2.14568863E-4,
111120.0000,1.96962198E-3,
111160.0000,9.82127269E-4,
1.112E005,2.07947032E-3,
111240.0000,1.85979158E-3,
111280.0000,2.62735784E-3,
111320.0000,2.30082311E-3,
111360.0000,4.33204492E-4,
1.114E005,1.64041284E-3,
111440.0000,4.31047345E-4,
111480.0000,1.42123329E-3,
111520.0000,2.07920093E-3,
111560.0000,2.18810420E-3,
1.116E005,1.75055210E-3,
111640.0000,3.50600597E-3,
111680.0000,4.38826159E-3,
111720.0000,-1.20705552E-3,
111760.0000,-6.36468940E-6,
1.118E005,2.74000294E-3,
111840.0000,7.61863950E-4,
111880.0000,2.18964601E-3,
111920.0000,3.06833466E-3,
111960.0000,2.07950291E-3,
1.12E05,2.19129352E-3,
112040.0000,1.53116707E-3,
112080.0000,1.64077419E-3,
112120.0000,1.20173360E-3,
112160.0000,3.07114818E-3,
1.122E005,3.06950649E-3,
112240.0000,1.20148319E-3,
112280.0000,3.84023576E-3,
112320.0000,3.24170425E-4,
112360.0000,2.29875394E-3,
1.124E005,1.75055210E-3,
112440.0000,1.09238678E-3,
112480.0000,2.62906333E-3,
112520.0000,2.18896358E-3,
112560.0000,8.71682132E-4,
1.126E005,1.31160766E-3,
112640.0000,1.74970378E-3,
112680.0000,9.81242047E-4,
112720.0000,-7.74699729E-4,
112760.0000,2.41048192E-3,
1.128E005,6.51896407E-4,
112840.0000,2.40924233E-3,
112880.0000,1.42108707E-3,
112920.0000,1.02240847E-4,
112960.0000,7.63020245E-4,
1.13E05,8.71340570E-4,
113040.0000,2.07931921E-3,
113080.0000,1.86061999E-3,
113120.0000,8.72331497E-4,
113160.0000,9.81907360E-4,
1.132E005,9.83042060E-4,
113240.0000,2.30031018E-3,
113280.0000,1.31144794E-3,
113320.0000,1.09169784E-3,
113360.0000,2.95981672E-3,
1.134E005,2.30034278E-3,
113440.0000,1.97048625E-3,
113480.0000,1.53099827E-3,
113520.0000,1.97023898E-3,
113560.0000,-3.36368976E-4,
1.136E005,1.31159741E-3,
113640.0000,1.42107613E-3,
113680.0000,2.40927516E-3,
113720.0000,2.95564788E-3,
113760.0000,1.20141229E-3,
1.138E005,-4.45084035E-4,
113840.0000,1.75000925E-3,
113880.0000,2.29937350E-3,
113920.0000,6.53990544E-4,
113960.0000,3.17666098E-3,
1.14E05,2.13895808E-4,
114040.0000,1.53083622E-3,
114080.0000,2.19039549E-3,
114120.0000,2.73714331E-3,
114160.0000,-3.31847667E-4,
1.142E005,2.29868875E-3,
114240.0000,8.72331497E-4,
114280.0000,-8.82952474E-4,
114320.0000,1.53100130E-3,
114360.0000,9.84078855E-4,
1.144E005,1.42115040E-3,
114440.0000,1.53101375E-3,
114480.0000,6.52977440E-4,
114520.0000,2.07878137E-3,
114560.0000,1.75031554E-3,
1.146E005,1.64049305E-3,
114640.0000,2.18932098E-3,
114680.0000,1.42115692E-3,
114720.0000,1.53102155E-3,
114760.0000,1.31121010E-3,
1.148E005,1.97113818E-3,
114840.0000,5.44273062E-4,
114880.0000,2.08022632E-3,
114920.0000,3.50600597E-3,
114960.0000,1.20169029E-3,
1.15E05,1.97172607E-3,
115040.0000,2.18893099E-3,
115080.0000,2.73859943E-3,
115120.0000,1.09235418E-3,
115160.0000,8.72331497E-4,
1.152E005,1.85963337E-3,
115240.0000,-5.53563819E-4,
115280.0000,9.81907360E-4,
115320.0000,1.75065279E-3,
115360.0000,2.73682643E-3,
1.154E005,6.51541923E-4,
115440.0000,1.20195083E-3,
115480.0000,5.43799542E-4,
115520.0000,1.96974515E-3,
