Labels,MOF 2 Air 420 nm 40 us Delta OD,
868.00,9.94956587E-4,
872.00,9.89567721E-4,
876.00,-4.82885043E-5,
880.00,2.30959733E-3,
884.00,-5.79114421E-4,
888.00,4.39957483E-3,
892.00,-1.64572883E-3,
896.00,-1.35778217E-3,
900.00,-3.14254517E-4,
904.00,-5.24595853E-5,
908.00,-2.16412405E-3,
912.00,7.25155987E-4,
916.00,2.02609808E-3,
920.00,-1.62932207E-3,
924.00,9.84170241E-4,
928.00,-1.61801244E-3,
932.00,7.31147418E-4,
936.00,4.87377692E-4,
940.00,7.08332285E-4,
944.00,-3.27127636E-5,
948.00,1.78745401E-3,
952.00,1.24049047E-3,
956.00,-3.71130789E-3,
960.00,-1.87888474E-3,
964.00,-1.59956131E-3,
968.00,-2.15452933E-3,
972.00,-3.44859832E-3,
976.00,-2.66609970E-3,
980.00,3.09535302E-3,
984.00,-3.07659153E-4,
988.00,-8.41693720E-4,
992.00,7.27214268E-4,
996.00,-5.59289707E-4,
1000.00,1.00215012E-3,
1004.000,1.53767329E-3,
1008.000,-8.38130596E-4,
1012.000,-2.79083597E-5,
1016.000,-3.70796793E-3,
1020.00,-5.67974406E-4,
1024.000,-5.25396829E-3,
1028.000,1.50907738E-3,
1032.000,-3.06048314E-4,
1036.000,2.19388457E-4,
1040.00,-1.36014156E-3,
1044.000,-6.30864815E-5,
1048.000,-5.71271696E-4,
1052.000,-1.37210987E-3,
1056.000,4.99371032E-4,
1060.00,-1.64124649E-3,
1064.000,-2.91650603E-3,
1068.000,-4.70751693E-5,
1072.000,2.17481473E-4,
1076.000,2.05680495E-3,
1080.00,-1.60332082E-3,
1084.000,-2.90474598E-3,
1088.000,-1.86795427E-3,
1092.000,-2.14988319E-3,
1096.000,2.81256693E-3,
1100.00,-3.06484522E-4,
1104.000,-3.15507932E-4,
1108.000,-2.64834450E-3,
1112.000,2.83529120E-3,
1116.000,-3.46720871E-3,
1120.00,-1.90138293E-3,
1124.000,-8.24143062E-4,
1128.000,-1.62531761E-3,
1132.000,1.51860225E-3,
1136.000,7.48850056E-4,
1140.00,-1.09992141E-3,
1144.000,4.70899569E-4,
1148.000,2.11157501E-4,
1152.000,-2.12066458E-3,
1156.000,1.81048666E-3,
1160.00,-1.35371962E-3,
1164.000,7.45445839E-4,
1168.000,2.29658806E-4,
1172.000,-3.19599616E-3,
1176.000,-3.45214643E-3,
1180.00,4.56483482E-4,
1184.000,1.53148256E-3,
1188.000,3.88293597E-3,
1192.000,2.27538170E-4,
1196.000,-1.08489476E-3,
1200.00,-1.34156097E-3,
1204.000,-1.07720704E-3,
1208.000,-3.19511513E-4,
1212.000,2.21321185E-4,
1216.000,-1.36186078E-3,
1220.00,-2.50454868E-5,
1224.000,7.30265747E-4,
1228.000,-8.34337145E-4,
1232.000,-3.08554008E-4,
1236.000,-1.86190801E-3,
1240.00,-1.06673292E-3,
1244.000,-3.69309611E-3,
1248.000,-2.13618856E-3,
1252.000,-5.18703382E-5,
1256.000,-1.06726796E-3,
1260.00,-5.52875339E-4,
1264.000,4.64715762E-4,
1268.000,-3.42884962E-3,
1272.000,-2.13109399E-3,
1276.000,-8.46884213E-4,
1280.00,1.01811008E-3,
1284.000,-2.13874155E-3,
1288.000,-8.12260667E-4,
1292.000,9.81363584E-4,
1296.000,2.04045558E-3,
1300.00,1.25377707E-3,
1304.000,-1.63510523E-3,
1308.000,-1.08599314E-3,
1312.000,-1.62577245E-3,
1316.000,-2.65644048E-3,
1320.00,1.26134022E-3,
1324.000,-1.60902354E-3,
1328.000,-2.96211598E-4,
1332.000,-1.86055514E-3,
1336.000,1.77103770E-3,
1340.00,4.91182611E-4,
1344.000,1.27877062E-3,
1348.000,4.60212614E-4,
1352.000,1.00659730E-3,
1356.000,2.83186440E-3,
1360.00,7.47533340E-4,
1364.000,-1.10588293E-3,
1368.000,2.05880753E-3,
1372.000,2.19584239E-4,
1376.000,4.56663925E-4,
1380.00,-8.47282703E-4,
1384.000,-2.67517637E-3,
1388.000,-3.60611957E-5,
1392.000,-2.39875424E-3,
1396.000,1.78319763E-3,
1400.00,-5.72065532E-4,
1404.000,-1.09296839E-3,
1408.000,3.06976587E-3,
1412.000,2.23732291E-4,
1416.000,2.31195590E-3,
1420.00,1.77925883E-3,
1424.000,-3.11311625E-4,
1428.000,-8.28859163E-4,
1432.000,1.26401044E-3,
1436.000,-4.59709445E-5,
1440.00,7.22059107E-4,
1444.000,1.77859957E-3,
1448.000,1.00146187E-3,
1452.000,-2.65968614E-3,
1456.000,2.84601096E-3,
1460.00,-1.09943317E-3,
1464.000,-1.37740362E-3,
1468.000,9.82644386E-4,
1472.000,-1.62746699E-3,
1476.000,-8.26701638E-4,
1480.00,7.28381332E-4,
1484.000,1.50761602E-3,
1488.000,2.82506528E-3,
1492.000,7.44317251E-4,
1496.000,-2.91284756E-3,
1500.00,1.76782953E-3,
1504.000,-2.12249160E-3,
1508.000,1.00625202E-3,
1512.000,1.78520940E-3,
1516.000,-1.34254480E-3,
1520.00,-3.18261300E-4,
1524.000,-8.33510945E-4,
1528.000,4.62473923E-4,
1532.000,2.21223469E-4,
1536.000,1.53021945E-3,
1540.00,-2.65092170E-3,
1544.000,-2.12756381E-3,
1548.000,-4.65644553E-5,
1552.000,1.52677018E-3,
1556.000,7.32765999E-4,
1560.00,-1.61716552E-3,
1564.000,2.30902317E-3,
1568.000,1.77309453E-3,
1572.000,-2.13101436E-3,
1576.000,-6.06040761E-4,
1580.00,-1.88570935E-3,
1584.000,-1.60704472E-3,
1588.000,-8.18577013E-4,
1592.000,3.89123335E-3,
1596.000,-1.07489270E-3,
1600.00,1.51518919E-3,
1604.000,5.44585614E-3,
1608.000,9.83035425E-4,
1612.000,3.86013114E-3,
1616.000,1.52409927E-3,
1620.00,2.04040087E-3,
1624.000,2.01698323E-3,
1628.000,1.50219665E-3,
1632.000,1.80233782E-3,
1636.000,-3.21169908E-4,
1640.00,2.23770476E-4,
1644.000,-1.10105716E-3,
1648.000,2.81175156E-3,
1652.000,-1.34456682E-3,
1656.000,4.66759375E-4,
1660.00,1.51179661E-3,
1664.000,1.01312948E-3,
1668.000,2.10471509E-4,
1672.000,4.92895348E-3,
1676.000,-4.24067024E-3,
1680.00,4.68746573E-3,
1684.000,-8.46429495E-4,
1688.000,2.82324222E-3,
1692.000,2.03427696E-3,
1696.000,1.49682246E-3,
1700.00,-3.44740087E-3,
1704.000,-3.25142086E-4,
1708.000,4.64861980E-4,
1712.000,-3.29761475E-4,
1716.000,-8.71077282E-5,
1720.00,-1.60639512E-3,
1724.000,1.89557701E-4,
1728.000,-5.14441272E-5,
1732.000,-3.26923444E-4,
1736.000,-2.84827373E-4,
1740.00,1.24666630E-3,
1744.000,7.20470445E-4,
1748.000,-2.13815179E-3,
1752.000,1.78500928E-3,
1756.000,-3.05666821E-4,
1760.00,-2.93122302E-3,
1764.000,1.01358769E-3,
1768.000,2.03536544E-3,
1772.000,-1.88090955E-3,
1776.000,9.88827203E-4,
1780.00,1.98763868E-4,
1784.000,4.67150100E-3,
1788.000,-1.12702791E-3,
1792.000,-1.86463632E-3,
1796.000,-3.96957248E-3,
1800.00,-2.41048564E-3,
1804.000,4.74888890E-4,
1808.000,-1.61917030E-3,
1812.000,-8.44448281E-4,
1816.000,-3.43916705E-3,
1820.00,-1.87477504E-3,
1824.000,-1.35808147E-3,
1828.000,-2.90262117E-3,
1832.000,-5.71253768E-4,
1836.000,4.87228535E-4,
1840.00,-1.09292241E-3,
1844.000,2.03227202E-4,
1848.000,-2.67877080E-3,
1852.000,2.03739712E-3,
1856.000,7.30434200E-4,
1860.00,2.19586538E-4,
1864.000,-8.35374871E-4,
1868.000,-3.72721255E-3,
1872.000,-2.39843479E-3,
1876.000,-1.64201891E-3,
1880.00,-8.42258974E-4,
1884.000,-1.36001909E-3,
1888.000,-8.72098492E-4,
1892.000,-2.64776452E-3,
1896.000,4.81104507E-4,
1900.00,2.04553944E-3,
1904.000,2.05170107E-3,
1908.000,-2.65546446E-3,
1912.000,-5.71015582E-4,
1916.000,4.79002076E-4,
1920.00,-8.16989166E-4,
1924.000,4.70795319E-4,
1928.000,-3.44242458E-3,
1932.000,-1.06849626E-3,
1936.000,-3.70730122E-5,
1940.00,2.15294887E-4,
1944.000,-1.09649508E-3,
1948.000,-3.25114343E-5,
1952.000,-8.32616526E-4,
1956.000,-2.14121677E-3,
1960.00,-3.18137254E-3,
1964.000,-1.10968947E-3,
1968.000,-5.58181142E-4,
1972.000,-2.69448478E-3,
1976.000,7.29440188E-4,
1980.00,2.25374475E-4,
1984.000,-2.39998358E-3,
1988.000,-1.07751950E-3,
1992.000,1.25896814E-3,
1996.000,-7.34080677E-5,
2000.00,2.29734881E-3,
2004.000,-2.92695872E-3,
2008.000,1.51915837E-3,
2012.000,-3.43753072E-3,
2016.000,-8.28394550E-4,
2020.00,-5.64801099E-4,
2024.000,2.11200546E-4,
2028.000,-1.61881745E-3,
2032.000,2.56085536E-3,
2036.000,-2.99903244E-4,
2040.00,3.59835476E-3,
2044.000,1.24971289E-3,
2048.000,-1.36724417E-3,
2052.000,-1.35586085E-3,
2056.000,-2.39284383E-3,
2060.00,-1.08919351E-3,
2064.000,-3.14162840E-4,
2068.000,-3.02709988E-4,
2072.000,-2.15591025E-3,
2076.000,-1.89387379E-3,
2080.00,9.83794103E-4,
2084.000,2.80853757E-3,
2088.000,2.30154619E-4,
2092.000,-3.43023753E-3,
2096.000,-3.44422879E-3,
2100.00,-2.13763793E-3,
2104.000,1.25743251E-3,
2108.000,-4.75428440E-3,
2112.000,-3.94819863E-3,
2116.000,-3.71205341E-3,
2120.00,-1.86928420E-3,
2124.000,-5.00616625E-5,
2128.000,1.26812723E-3,
2132.000,-1.60978874E-3,
2136.000,3.35418270E-3,
2140.00,7.14739203E-4,
2144.000,2.31436105E-3,
2148.000,-5.68670803E-4,
2152.000,4.86980600E-4,
2156.000,-2.13665795E-3,
2160.00,1.52059307E-3,
2164.000,2.27577169E-4,
2168.000,-5.75882907E-4,
2172.000,2.03639455E-3,
2176.000,-4.60448173E-5,
2180.00,2.28567445E-3,
2184.000,2.31143320E-3,
2188.000,3.59206018E-3,
2192.000,-1.35470240E-3,
2196.000,-3.05220048E-4,
2200.00,1.78875227E-3,
2204.000,2.21943978E-4,
2208.000,1.76684337E-3,
2212.000,-2.14378606E-3,
2216.000,-8.34962993E-4,
2220.00,-1.87820347E-3,
2224.000,7.41090742E-4,
2228.000,1.78912247E-3,
2232.000,-1.36502262E-3,
2236.000,7.42076954E-4,
2240.00,-8.39653076E-4,
2244.000,-8.68330942E-4,
2248.000,1.25976093E-3,
2252.000,2.56170565E-3,
2256.000,4.54334804E-4,
2260.00,3.61071154E-3,
2264.000,-3.97410011E-3,
2268.000,4.93117142E-4,
2272.000,4.68613871E-4,
2276.000,4.40309662E-3,
2280.00,2.55085598E-3,
2284.000,5.43475663E-3,
2288.000,1.80203060E-3,
2292.000,2.05578282E-3,
2296.000,-5.56072104E-4,
2300.00,-1.61864748E-3,
2304.000,2.54810276E-3,
2308.000,-3.01958789E-4,
2312.000,-3.16653488E-4,
2316.000,2.29798164E-3,
2320.00,4.74727130E-4,
2324.000,-1.08661770E-3,
2328.000,7.40474963E-4,
2332.000,-1.07981416E-3,
2336.000,9.99515876E-4,
2340.00,7.41126423E-4,
2344.000,-2.70907301E-4,
2348.000,2.80692847E-3,
2352.000,-2.38893507E-3,
2356.000,-1.35268376E-3,
2360.00,-4.24662884E-3,
2364.000,-1.35891605E-3,
2368.000,2.29842932E-4,
2372.000,-2.12288694E-3,
2376.000,9.86472936E-4,
2380.00,1.00405281E-3,
2384.000,2.15358683E-4,
2388.000,1.00102811E-3,
2392.000,-1.64212915E-3,
2396.000,1.51994091E-3,
2400.00,-5.10995960E-5,
2404.000,4.74723725E-4,
2408.000,2.05372879E-3,
2412.000,4.90924343E-4,
2416.000,2.31722443E-4,
2420.00,-4.50729299E-3,
2424.000,3.08687589E-3,
2428.000,1.27231644E-3,
2432.000,1.52123871E-3,
2436.000,-2.12068856E-3,
2440.00,1.77020836E-3,
2444.000,1.52670138E-3,
2448.000,1.75553281E-3,
2452.000,7.36277143E-4,
2456.000,9.84161627E-4,
2460.00,9.94329224E-4,
2464.000,-7.97981687E-4,
2468.000,1.51314016E-3,
2472.000,3.38019431E-3,
2476.000,-6.75882038E-5,
2480.00,3.33988760E-3,
2484.000,-2.67329952E-3,
2488.000,-1.87001552E-3,
2492.000,-8.30897014E-4,
2496.000,-1.09760184E-3,
2500.00,-8.29122902E-4,
2504.000,4.60626470E-4,
2508.000,4.60449461E-4,
2512.000,3.34766577E-3,
2516.000,2.30437680E-3,
2520.00,-1.88905071E-3,
2524.000,2.80528725E-3,
2528.000,-3.19901010E-4,
2532.000,-1.89996301E-3,
2536.000,3.08115664E-3,
2540.00,3.06058978E-3,
2544.000,-5.52159594E-3,
2548.000,-8.56532075E-4,
2552.000,-1.35788321E-3,
2556.000,-1.88438105E-3,
2560.00,-3.13856639E-4,
2564.000,-3.76204371E-5,
2568.000,-1.63149741E-3,
2572.000,9.87784239E-4,
2576.000,-2.91895354E-3,
2580.00,-2.17393087E-3,
2584.000,2.05289311E-4,
2588.000,-5.58591972E-4,
2592.000,-7.40962350E-5,
2596.000,2.31776168E-4,
2600.00,-3.96040361E-3,
2604.000,-8.49792850E-4,
2608.000,-2.39754026E-3,
2612.000,-5.72952267E-4,
2616.000,-3.01091321E-4,
2620.00,-3.45333574E-5,
2624.000,1.02503051E-3,
2628.000,-3.70643544E-3,
2632.000,-1.60565646E-3,
2636.000,-2.14123633E-3,
2640.00,-1.33752392E-3,
2644.000,-8.57688196E-4,
2648.000,-2.39285873E-3,
2652.000,-1.33530272E-3,
2656.000,-1.33433333E-3,
2660.00,-2.91709299E-3,
2664.000,-3.06884438E-4,
2668.000,1.51034957E-3,
2672.000,7.39347597E-4,
2676.000,-1.62277895E-3,
2680.00,9.94923408E-4,
2684.000,-2.66782916E-3,
2688.000,4.83173964E-4,
2692.000,2.01669391E-4,
2696.000,-8.42438138E-4,
2700.00,-3.44674173E-3,
2704.000,-5.69798343E-4,
2708.000,-1.62160746E-3,
2712.000,2.04558321E-3,
2716.000,-6.38570054E-5,
2720.00,1.80545414E-3,
2724.000,-3.84022933E-5,
2728.000,7.27551640E-4,
2732.000,2.42019552E-4,
2736.000,-2.13185744E-3,
2740.00,-1.34673889E-3,
2744.000,-2.11679889E-3,
2748.000,2.29967598E-4,
2752.000,4.80890914E-4,
2756.000,2.21767652E-4,
2760.00,-2.14729202E-3,
2764.000,-3.12585791E-4,
2768.000,-1.87892362E-3,
2772.000,4.52475768E-4,
2776.000,-3.09315627E-4,
2780.00,-2.14130734E-3,
2784.000,-8.12324521E-4,
2788.000,-2.40651984E-3,
2792.000,-1.37550978E-3,
2796.000,-3.14067620E-5,
2800.00,2.30792142E-3,
2804.000,-2.39983993E-3,
2808.000,-1.86805986E-3,
2812.000,-1.09991443E-3,
2816.000,7.36600894E-4,
2820.00,3.62254190E-3,
2824.000,4.39680414E-3,
2828.000,-1.61419855E-3,
2832.000,-2.92891520E-3,
2836.000,1.26656541E-3,
2840.00,-1.08240522E-3,
2844.000,2.58319941E-3,
2848.000,2.07423334E-4,
2852.000,-2.93090660E-3,
2856.000,4.80967661E-4,
2860.00,-1.34553295E-3,
2864.000,-1.35703979E-3,
2868.000,-1.34670432E-3,
2872.000,-3.17076896E-3,
2876.000,-1.34865462E-3,
2880.00,-2.38131220E-3,
2884.000,-2.68624467E-3,
2888.000,-1.60342525E-3,
2892.000,-2.40483764E-3,
2896.000,-1.35067315E-3,
2900.00,-2.63652322E-3,
2904.000,1.25529408E-3,
2908.000,-5.63569425E-4,
2912.000,-1.59959868E-3,
2916.000,7.41464552E-4,
2920.00,3.08893411E-3,
2924.000,9.96965566E-4,
2928.000,-2.80746917E-5,
2932.000,7.41248019E-4,
2936.000,-1.87953969E-3,
2940.00,-1.10517023E-3,
2944.000,-1.36096228E-3,
2948.000,4.97273402E-4,
2952.000,-8.37413245E-4,
2956.000,-8.32007383E-4,
2960.00,-5.97469567E-4,
2964.000,1.95050976E-4,
2968.000,1.25011534E-3,
2972.000,-1.33331574E-3,
2976.000,-2.94333603E-3,
2980.00,1.26095384E-3,
2984.000,-3.17721488E-3,
2988.000,-1.12432521E-3,
2992.000,2.01272138E-4,
2996.000,1.53281866E-3,
3000.00,-2.38136412E-3,
3004.000,2.56649265E-3,
3008.000,-2.40545021E-3,
3012.000,2.04364839E-3,
3016.000,-1.34860736E-3,
3020.00,7.42984528E-4,
3024.000,-5.62260451E-4,
3028.000,2.05828415E-4,
3032.000,-1.34464295E-3,
3036.000,-8.56333761E-4,
3040.00,4.88899881E-4,
3044.000,4.68677201E-4,
3048.000,1.24861335E-3,
3052.000,1.01565709E-3,
3056.000,-2.91706203E-3,
3060.00,-2.14014691E-3,
3064.000,-1.89044815E-3,
3068.000,1.77920039E-3,
3072.000,4.70900821E-4,
3076.000,2.05267617E-3,
3080.00,-1.08014187E-3,
3084.000,2.84737791E-3,
3088.000,2.46152573E-4,
3092.000,-5.73000172E-4,
3096.000,1.53555360E-3,
3100.00,4.48182836E-4,
3104.000,2.33441679E-4,
3108.000,1.96399924E-4,
3112.000,2.07104697E-3,
3116.000,1.51172292E-3,
3120.00,1.89047336E-4,
3124.000,3.87260853E-3,
3128.000,-3.10114556E-4,
3132.000,4.68625454E-4,
3136.000,1.00140844E-3,
3140.00,4.50206397E-4,
3144.000,-8.31663318E-4,
3148.000,2.09379636E-4,
3152.000,1.04101945E-3,
3156.000,-5.78839215E-4,
3160.00,-2.65830802E-3,
3164.000,-1.35580113E-3,
3168.000,4.40880843E-3,
3172.000,4.85183904E-4,
3176.000,2.79529649E-3,
3180.00,2.83544674E-3,
3184.000,1.00934342E-3,
3188.000,-5.51657693E-4,
3192.000,-1.85646734E-3,
3196.000,4.81144438E-4,
3200.00,-1.87684374E-3,
3204.000,-1.10135158E-3,
3208.000,-6.64223262E-5,
3212.000,1.00186432E-3,
3216.000,2.83087231E-3,
3220.00,3.09512555E-3,
3224.000,3.61394952E-3,
3228.000,-8.21386522E-4,
3232.000,1.48784986E-3,
3236.000,-1.08679675E-3,
3240.00,2.05671159E-3,
3244.000,1.26746006E-3,
3248.000,1.50099362E-3,
3252.000,-2.68235197E-3,
3256.000,-5.13793457E-5,
3260.00,2.57254881E-3,
3264.000,4.40991763E-3,
3268.000,9.87475738E-4,
3272.000,9.81449382E-4,
3276.000,7.19206873E-4,
3280.00,-1.34772935E-3,
3284.000,2.08855461E-4,
3288.000,-6.06235153E-5,
3292.000,3.37707344E-3,
3296.000,1.26261415E-3,
3300.00,3.05993808E-3,
3304.000,1.51582586E-3,
3308.000,1.78820943E-3,
3312.000,1.23799301E-3,
3316.000,3.87464301E-3,
3320.00,2.04242510E-3,
3324.000,2.82155094E-3,
3328.000,2.81316112E-3,
3332.000,-2.41657160E-3,
3336.000,2.30461964E-3,
3340.00,1.78057572E-3,
3344.000,-1.09912793E-3,
3348.000,2.27346551E-3,
3352.000,-3.69129400E-3,
3356.000,-2.75060273E-4,
3360.00,3.60012753E-3,
3364.000,3.08560138E-3,
3368.000,1.51788897E-3,
3372.000,-4.21824632E-3,
3376.000,4.92981053E-4,
3380.00,4.14599665E-3,
3384.000,4.66598693E-4,
3388.000,-8.19054665E-4,
3392.000,-5.11797298E-5,
3396.000,2.29071430E-3,
3400.00,2.07248813E-4,
3404.000,7.40864954E-4,
3408.000,1.76723779E-3,
3412.000,-1.07989658E-3,
3416.000,-5.65961818E-4,
3420.00,-2.38479907E-3,
3424.000,-2.39690230E-3,
3428.000,-2.66522937E-3,
3432.000,-2.13449635E-3,
3436.000,7.44720106E-4,
3440.00,-4.48500970E-3,
3444.000,2.17561697E-4,
3448.000,-1.36203645E-3,
3452.000,-2.66358675E-3,
3456.000,1.79966597E-3,
3460.00,-5.60810615E-4,
3464.000,4.76840767E-4,
3468.000,-1.09960430E-3,
3472.000,-4.34162212E-5,
3476.000,-3.20004392E-3,
3480.00,-8.10936559E-4,
3484.000,2.31439970E-3,
3488.000,-3.05995520E-4,
3492.000,-1.09007175E-3,
3496.000,-5.64726070E-5,
3500.00,2.21420327E-4,
3504.000,-2.90686707E-3,
3508.000,2.04042089E-3,
3512.000,-2.66500725E-3,
3516.000,-3.09820782E-4,
3520.00,3.35932546E-3,
3524.000,-2.65562860E-3,
3528.000,-8.19574227E-4,
3532.000,7.25931895E-4,
3536.000,-5.11489998E-5,
3540.00,7.36864575E-4,
3544.000,2.23443829E-4,
3548.000,1.50905829E-3,
3552.000,2.28829030E-3,
3556.000,1.76177197E-3,
3560.00,-2.93682143E-3,
3564.000,1.93636792E-4,
3568.000,4.72738961E-4,
3572.000,-2.38540443E-3,
3576.000,-3.06052651E-4,
3580.00,1.48932927E-3,
3584.000,-8.47216230E-4,
3588.000,-5.92271914E-4,
3592.000,1.00017234E-3,
3596.000,1.00347342E-3,
3600.00,-1.07956259E-3,
3604.000,1.53761695E-3,
3608.000,1.00215606E-3,
3612.000,-4.00633471E-5,
3616.000,-5.60176966E-4,
3620.00,1.00749254E-3,
3624.000,-3.70178651E-3,
3628.000,1.99906979E-4,
3632.000,-6.26432811E-5,
