Labels,MOF 1 Air 420 nm 40 us Delta OD,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,39996.0000,
Step,4.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

10564.0000,-2.20051152E-3,
10568.0000,-1.11563050E-3,
10572.0000,-6.73256349E-3,
10576.0000,-1.13773032E-3,
10580.000,7.94458378E-4,
10584.0000,-4.84484481E-3,
10588.0000,4.02076112E-4,
10592.0000,4.51790489E-4,
10596.0000,-4.14456334E-3,
1.06E04,-2.20996095E-3,
10604.0000,-6.72883959E-3,
10608.0000,-6.05651503E-3,
10612.0000,-1.47830648E-3,
10616.0000,-5.60712628E-3,
10620.000,-1.88219151E-3,
10624.0000,3.04412120E-3,
10628.0000,-7.32209883E-4,
10632.0000,-3.39184632E-3,
10636.0000,-2.22006883E-3,
10640.000,2.29099090E-3,
10644.0000,-1.08957663E-3,
10648.0000,1.55241543E-3,
10652.0000,-3.35662020E-3,
10656.0000,-2.26813415E-3,
10660.000,-1.89398625E-3,
10664.0000,-4.53577889E-3,
10668.0000,-1.86211150E-3,
10672.0000,1.51775859E-3,
10676.0000,4.57000406E-3,
10680.000,3.41571588E-3,
10684.0000,-2.59857578E-3,
10688.0000,7.81567884E-4,
10692.0000,-1.87453220E-3,
10696.0000,-7.40635092E-4,
1.07E04,-3.75553546E-3,
10704.0000,-1.48335390E-3,
10708.0000,-1.48794998E-3,
10712.0000,1.55450986E-3,
10716.0000,-1.81182858E-3,
10720.000,1.54400920E-3,
10724.0000,4.24852129E-4,
10728.0000,-1.12057687E-3,
10732.0000,-1.88215438E-3,
10736.0000,4.61374511E-5,
10740.000,-2.97934469E-3,
10744.0000,-1.07672170E-3,
10748.0000,-3.55635013E-4,
10752.0000,-3.72744072E-3,
10756.0000,3.42119741E-3,
10760.000,7.94243591E-4,
10764.0000,-6.74534589E-3,
10768.0000,-1.83622376E-3,
10772.0000,-2.23536068E-3,
10776.0000,-2.65309191E-3,
10780.000,-4.88225650E-3,
10784.0000,-3.37469578E-3,
10788.0000,1.52400229E-3,
10792.0000,-4.87878360E-3,
10796.0000,1.54700456E-3,
1.08E04,-3.71706719E-3,
10804.0000,2.31567258E-3,
10808.0000,1.92256959E-3,
10812.0000,-4.12939209E-3,
10816.0000,-1.10866863E-3,
10820.000,1.94096006E-3,
10824.0000,-1.48127065E-3,
10828.0000,1.37657480E-5,
10832.0000,-2.97619798E-3,
10836.0000,3.77967092E-3,
10840.000,2.67351046E-3,
10844.0000,-7.23125937E-4,
10848.0000,6.07339007E-6,
10852.0000,-2.62134383E-3,
10856.0000,7.44020974E-4,
10860.000,1.90269621E-3,
10864.0000,-2.25247163E-3,
10868.0000,-4.89782495E-3,
10872.0000,-7.49533647E-4,
10876.0000,1.17703073E-3,
10880.000,-2.28135218E-3,
10884.0000,2.67042941E-3,
10888.0000,-1.11005048E-3,
10892.0000,-1.85531471E-3,
10896.0000,-1.48728688E-3,
1.09E04,-6.73749531E-3,
10904.0000,-4.11623297E-3,
10908.0000,-7.20758166E-4,
10912.0000,1.18410517E-3,
10916.0000,-3.74440802E-3,
10920.000,-6.00620639E-3,
10924.0000,-1.11141766E-3,
10928.0000,-7.25838472E-4,
10932.0000,-5.97778335E-3,
10936.0000,2.64781411E-3,
10940.000,-3.36936815E-3,
10944.0000,-2.97609740E-3,
10948.0000,-1.86305004E-3,
10952.0000,1.51350524E-3,
10956.0000,-1.47162320E-3,
10960.000,-3.37982259E-4,
10964.0000,-2.21254257E-3,
10968.0000,-1.08196447E-3,
10972.0000,-4.85956389E-3,
10976.0000,-7.16236187E-4,
10980.000,-5.24885952E-3,
10984.0000,4.19306802E-4,
10988.0000,2.27740780E-3,
10992.0000,-3.35965259E-3,
10996.0000,-2.96728988E-3,
1.1E04,-6.01257570E-3,
11004.0000,1.16748246E-3,
11008.0000,-3.74940876E-3,
11012.0000,-1.49433769E-3,
11016.0000,-3.73313832E-3,
11020.000,-2.21903133E-3,
11024.0000,3.79169127E-3,
11028.0000,8.16330838E-4,
11032.0000,-2.97021051E-3,
11036.0000,-3.75192659E-3,
11040.000,-2.96738278E-3,
11044.0000,1.54674507E-3,
11048.0000,4.01141500E-4,
11052.0000,-2.59752711E-3,
11056.0000,1.53106765E-3,
11060.000,-2.99962470E-3,
11064.0000,-7.20163458E-4,
11068.0000,-4.49759979E-3,
11072.0000,1.54901820E-3,
11076.0000,-2.23659538E-3,
11080.000,-4.50354442E-3,
11084.0000,1.92429812E-3,
11088.0000,-6.38407329E-3,
11092.0000,-2.24901084E-3,
11096.0000,1.14809256E-3,
1.11E04,-3.38638737E-3,
11104.0000,-7.40624091E-4,
11108.0000,7.87117751E-4,
11112.0000,-6.01779390E-3,
11116.0000,-2.25314056E-3,
11120.000,5.17038497E-5,
11124.0000,-7.30645843E-4,
11128.0000,-7.15238834E-3,
11132.0000,-5.67226578E-3,
11136.0000,-2.98498478E-3,
11140.000,-4.54293424E-3,
11144.0000,4.19078307E-4,
11148.0000,-3.51903000E-4,
11152.0000,3.87188396E-4,
11156.0000,-5.61498711E-3,
11160.000,-5.66904014E-3,
11164.0000,4.31227643E-4,
11168.0000,-2.67375610E-3,
11172.0000,-3.78285884E-3,
11176.0000,-4.52095317E-3,
11180.000,-2.20072456E-3,
11184.0000,-5.27604576E-3,
11188.0000,-1.49425527E-3,
11192.0000,-5.65408636E-3,
11196.0000,-2.24439264E-3,
1.12E04,-2.25475384E-3,
11204.0000,-3.69712128E-4,
11208.0000,-1.11581106E-3,
11212.0000,-1.50437956E-3,
11216.0000,-3.47554538E-4,
11220.000,-3.38341156E-3,
11224.0000,6.03721128E-5,
11228.0000,-1.83225865E-3,
11232.0000,-1.11706369E-3,
11236.0000,-2.19487702E-3,
11240.000,-3.32697947E-3,
11244.0000,-5.97793981E-3,
11248.0000,-5.23931161E-3,
11252.0000,-1.83676300E-3,
11256.0000,-4.49015060E-3,
11260.000,-3.73901683E-3,
11264.0000,-6.74580736E-3,
11268.0000,-3.33611667E-3,
11272.0000,-1.46412477E-3,
11276.0000,-7.14527036E-4,
11280.000,-3.72591359E-3,
11284.0000,1.92159961E-3,
11288.0000,-3.38912057E-3,
11292.0000,-7.43142504E-4,
11296.0000,-3.01186740E-3,
1.13E04,-3.56583070E-4,
11304.0000,-1.08090183E-3,
11308.0000,-3.72713461E-4,
11312.0000,1.13947701E-3,
11316.0000,-1.11532095E-3,
11320.000,-3.75536177E-3,
11324.0000,-3.35816207E-4,
11328.0000,-3.02153546E-3,
11332.0000,-3.59349971E-4,
11336.0000,-5.68144768E-3,
11340.000,-7.16252392E-3,
11344.0000,1.53016567E-3,
11348.0000,-7.23974605E-4,
11352.0000,-3.79748805E-3,
11356.0000,-2.22407840E-3,
11360.000,7.82436400E-4,
11364.0000,-1.86555507E-3,
11368.0000,1.37274792E-5,
11372.0000,3.03155417E-3,
11376.0000,-3.73680098E-3,
11380.000,5.21415495E-6,
11384.0000,-1.49310695E-3,
11388.0000,2.27579009E-3,
11392.0000,-7.33287248E-4,
11396.0000,1.15454011E-3,
1.14E04,-2.64373771E-3,
11404.0000,1.17530837E-3,
11408.0000,3.51607305E-5,
11412.0000,-1.48738374E-3,
11416.0000,1.55159808E-3,
11420.000,3.04695102E-3,
11424.0000,1.18114939E-3,
11428.0000,-1.49558787E-3,
11432.0000,-3.34347453E-4,
11436.0000,-1.47901929E-3,
11440.000,1.16281572E-3,
11444.0000,-6.37827534E-3,
11448.0000,4.07161278E-4,
11452.0000,-1.87269819E-3,
11456.0000,-7.04906241E-4,
11460.000,-7.32966640E-4,
11464.0000,-1.86121545E-3,
11468.0000,-4.49785264E-3,
11472.0000,-3.00589204E-3,
11476.0000,1.53839134E-3,
11480.000,-3.73612950E-3,
11484.0000,-4.48006904E-3,
11488.0000,-2.98550585E-3,
11492.0000,-4.12179111E-3,
11496.0000,-2.64245574E-3,
1.15E04,-2.95857596E-3,
11504.0000,-2.22494197E-3,
11508.0000,-5.63224219E-3,
11512.0000,-4.84257052E-3,
11516.0000,1.03600023E-5,
11520.000,-2.96435552E-3,
11524.0000,1.90362404E-3,
11528.0000,-1.08915893E-3,
11532.0000,1.17649068E-3,
11536.0000,-2.23494228E-3,
11540.000,1.14276621E-3,
11544.0000,-7.28266488E-4,
11548.0000,3.77671281E-3,
11552.0000,1.92405435E-3,
11556.0000,1.53957633E-3,
11560.000,-2.24844855E-3,
11564.0000,2.65839323E-3,
11568.0000,1.53134880E-3,
11572.0000,-3.00650601E-3,
11576.0000,4.01375524E-4,
11580.000,4.47500570E-5,
11584.0000,-3.39437829E-4,
11588.0000,-2.63756886E-3,
11592.0000,-7.32605520E-4,
11596.0000,-3.75305349E-3,
1.16E04,-2.24365061E-3,
11604.0000,-6.00640010E-3,
11608.0000,-4.53840755E-3,
11612.0000,-4.13367338E-3,
11616.0000,4.50881635E-6,
11620.000,-2.24377331E-3,
11624.0000,-4.84061847E-3,
11628.0000,-1.12300785E-3,
11632.0000,-1.49249833E-3,
11636.0000,1.92185468E-3,
11640.000,1.53752684E-3,
11644.0000,-1.47209258E-3,
11648.0000,3.40722734E-3,
11652.0000,7.81485403E-4,
11656.0000,-2.23101024E-3,
11660.000,-3.41368048E-3,
11664.0000,7.70821411E-4,
11668.0000,1.93366595E-3,
11672.0000,1.16937968E-3,
11676.0000,-1.46747963E-3,
11680.000,-1.09869882E-3,
11684.0000,3.01271266E-5,
11688.0000,4.07611340E-4,
11692.0000,-1.86900969E-3,
11696.0000,4.55333479E-3,
1.17E04,-1.47997052E-3,
11704.0000,1.52189960E-3,
11708.0000,1.18645502E-3,
11712.0000,-4.46231430E-3,
11716.0000,1.90588390E-3,
11720.000,2.32349639E-3,
11724.0000,3.60173472E-5,
11728.0000,-3.76047194E-3,
11732.0000,7.37944676E-4,
11736.0000,-2.99985614E-3,
11740.000,-1.13482296E-3,
11744.0000,2.25711451E-3,
11748.0000,-1.10578444E-3,
11752.0000,-1.45790644E-3,
11756.0000,3.01599456E-3,
11760.000,-2.21946859E-3,
11764.0000,-3.76593601E-3,
11768.0000,-2.24254513E-3,
11772.0000,1.17160368E-3,
11776.0000,4.15264722E-3,
11780.000,-4.90067340E-3,
11784.0000,3.86483182E-4,
11788.0000,2.27902946E-3,
11792.0000,-1.48178858E-3,
11796.0000,-1.09238504E-3,
1.18E04,2.25330041E-5,
11804.0000,-4.15382674E-3,
11808.0000,-1.86178554E-3,
11812.0000,3.59913945E-4,
11816.0000,-3.32065159E-4,
11820.000,3.51738381E-5,
11824.0000,-2.98563787E-3,
11828.0000,-3.01473890E-3,
11832.0000,-3.75175220E-3,
11836.0000,3.80276446E-3,
11840.000,-5.66221494E-3,
11844.0000,-7.47299928E-4,
11848.0000,-3.38094844E-3,
11852.0000,-6.41695131E-3,
11856.0000,-4.17848257E-3,
11860.000,-4.90180030E-3,
11864.0000,-4.51786909E-3,
11868.0000,-1.85142737E-3,
11872.0000,-1.09782093E-3,
11876.0000,-4.10979800E-3,
11880.000,-7.51504628E-3,
11884.0000,7.82391988E-4,
11888.0000,4.06406980E-5,
11892.0000,-8.23767111E-3,
11896.0000,7.79536145E-4,
1.19E04,-1.10247778E-3,
11904.0000,-1.85432786E-3,
11908.0000,-1.87748717E-3,
11912.0000,-1.87119236E-3,
11916.0000,-4.89413552E-3,
11920.000,5.40803012E-5,
11924.0000,-2.98811751E-3,
11928.0000,1.88471377E-3,
11932.0000,-1.09811511E-3,
11936.0000,-3.02325608E-3,
11940.000,-4.17506602E-3,
11944.0000,-1.45327218E-3,
11948.0000,-4.12407704E-3,
11952.0000,-4.51928750E-3,
11956.0000,-1.08919782E-3,
11960.000,-1.47663523E-3,
11964.0000,-1.83182023E-3,
11968.0000,-3.74732236E-3,
11972.0000,-2.25150934E-3,
11976.0000,-5.28860977E-3,
11980.000,-1.50613429E-3,
11984.0000,-1.11583329E-3,
11988.0000,-2.22109095E-3,
11992.0000,-4.14682366E-3,
11996.0000,-7.24917278E-4,
1.2E04,-5.25669847E-3,
12004.0000,-3.75465630E-3,
12008.0000,-3.38277477E-3,
12012.0000,8.41130168E-6,
12016.0000,-4.42472007E-3,
12020.000,3.86906759E-4,
12024.0000,1.16211118E-3,
12028.0000,3.81827517E-3,
12032.0000,-3.71484598E-3,
12036.0000,-1.81890291E-3,
12040.000,-2.97643268E-3,
12044.0000,-2.21902505E-3,
12048.0000,-6.77017914E-3,
12052.0000,-6.98324118E-4,
12056.0000,-3.38293356E-3,
12060.000,-2.23960285E-3,
12064.0000,-2.64191465E-3,
12068.0000,-6.03973540E-3,
12072.0000,-3.33552627E-4,
12076.0000,-1.11587765E-3,
12080.000,-3.75616900E-3,
12084.0000,3.78855201E-3,
12088.0000,-7.31677224E-4,
12092.0000,-2.22955272E-3,
12096.0000,2.27934332E-3,
1.21E04,-4.85381158E-3,
12104.0000,3.06311832E-3,
12108.0000,-4.50492697E-3,
12112.0000,-4.51624813E-3,
12116.0000,-3.73339583E-3,
12120.000,-7.97062833E-3,
12124.0000,-1.85586815E-3,
12128.0000,1.50732114E-3,
12132.0000,-2.24247971E-3,
12136.0000,6.11676043E-3,
12140.000,1.16878748E-3,
12144.0000,-4.49879980E-3,
12148.0000,-3.35802417E-3,
12152.0000,1.14217727E-3,
12156.0000,4.04399325E-4,
12160.000,-4.86649619E-3,
12164.0000,1.89829012E-3,
12168.0000,-2.21054931E-3,
12172.0000,1.90131064E-3,
12176.0000,-2.97052879E-3,
12180.000,3.07642086E-3,
12184.0000,-2.60602660E-3,
12188.0000,-6.76093576E-3,
12192.0000,-2.98500853E-3,
12196.0000,-1.49496691E-3,
1.22E04,-7.29284773E-4,
12204.0000,7.67416379E-4,
12208.0000,3.41229793E-3,
12212.0000,4.16978495E-3,
12216.0000,-7.47742364E-3,
12220.000,7.53528904E-4,
12224.0000,-6.81317120E-4,
12228.0000,-3.40743572E-3,
12232.0000,2.28503975E-3,
12236.0000,-3.37451790E-3,
12240.000,1.54605345E-3,
12244.0000,-1.92024093E-3,
12248.0000,3.44395405E-3,
12252.0000,-7.41044234E-4,
12256.0000,-7.14588561E-4,
12260.000,6.55634040E-6,
12264.0000,4.59412998E-3,
12268.0000,-3.53302545E-4,
12272.0000,1.18168932E-3,
12276.0000,-2.23310967E-3,
12280.000,3.68410001E-5,
12284.0000,-3.36472294E-3,
12288.0000,-4.12748335E-3,
12292.0000,-1.48616836E-3,
12296.0000,2.67181988E-3,
1.23E04,-1.49188004E-3,
12304.0000,-2.63885409E-3,
12308.0000,-1.47956016E-3,
12312.0000,-5.25166653E-3,
12316.0000,-2.62085814E-3,
12320.000,-3.37562826E-3,
12324.0000,-1.51032791E-3,
12328.0000,-1.81386177E-3,
12332.0000,4.19348665E-3,
12336.0000,-1.84735656E-3,
12340.000,-2.63287243E-3,
12344.0000,-3.48295405E-4,
12348.0000,-4.46225749E-3,
12352.0000,-4.10282705E-3,
12356.0000,-3.72819282E-4,
12360.000,-1.47561228E-3,
12364.0000,1.91005378E-3,
12368.0000,4.54752520E-3,
12372.0000,1.14458101E-3,
12376.0000,3.78001685E-4,
12380.000,2.29818048E-3,
12384.0000,-3.40996357E-3,
12388.0000,5.67109045E-3,
12392.0000,-7.24777929E-4,
12396.0000,-7.53971934E-3,
1.24E04,1.88061618E-3,
12404.0000,-1.80926488E-3,
12408.0000,-7.24445039E-4,
12412.0000,4.56351927E-3,
12416.0000,-1.11555017E-3,
12420.000,1.78069949E-5,
12424.0000,-3.74346389E-3,
12428.0000,7.70610117E-4,
12432.0000,1.16045412E-3,
12436.0000,2.66214763E-3,
12440.000,-1.00457373E-6,
12444.0000,-7.42100994E-4,
12448.0000,-4.88769449E-3,
12452.0000,-1.47555722E-3,
12456.0000,-5.61252376E-3,
12460.000,2.00712293E-5,
12464.0000,-3.48373869E-4,
12468.0000,-1.09530764E-3,
12472.0000,7.92071631E-4,
12476.0000,3.42617440E-3,
12480.000,-2.60620448E-3,
12484.0000,-4.48460225E-3,
12488.0000,-7.33572757E-4,
12492.0000,-1.50613475E-3,
12496.0000,2.08672482E-5,
1.25E04,7.77904293E-4,
12504.0000,-2.20135553E-3,
12508.0000,3.75353196E-3,
12512.0000,-2.60105310E-3,
12516.0000,-2.61821551E-3,
12520.000,-5.65817533E-3,
12524.0000,-2.24723970E-3,
12528.0000,2.29398906E-3,
12532.0000,-6.73783943E-3,
12536.0000,-1.89147855E-3,
12540.000,-2.98185786E-3,
12544.0000,-2.97058001E-3,
12548.0000,-2.23372737E-3,
12552.0000,7.95220083E-4,
12556.0000,-3.18831153E-4,
12560.000,-3.73555138E-3,
12564.0000,-7.30708009E-4,
12568.0000,1.15576212E-3,
12572.0000,-1.48432038E-3,
12576.0000,-4.50914493E-3,
12580.000,-4.86407802E-3,
12584.0000,-3.57266836E-4,
12588.0000,1.93832337E-3,
12592.0000,-1.10807340E-3,
12596.0000,7.73545413E-4,
1.26E04,-3.77067830E-3,
12604.0000,-1.88988796E-3,
12608.0000,-2.26498628E-3,
12612.0000,2.67864205E-3,
12616.0000,2.64020800E-3,
12620.000,4.93177120E-3,
12624.0000,-2.22027581E-3,
12628.0000,-1.10506208E-3,
12632.0000,-7.39252660E-4,
12636.0000,-7.21856661E-4,
12640.000,5.99565901E-5,
12644.0000,1.92452548E-3,
12648.0000,1.93025637E-3,
12652.0000,1.93017127E-3,
12656.0000,4.92000906E-3,
12660.000,8.01888411E-4,
12664.0000,1.53721578E-3,
12668.0000,-1.85672473E-3,
12672.0000,-5.25493547E-3,
12676.0000,-1.13301165E-3,
12680.000,-3.76628968E-3,
12684.0000,-4.13578795E-3,
12688.0000,1.74201305E-5,
12692.0000,-1.48655043E-3,
12696.0000,-1.09026767E-3,
1.27E04,-1.45250419E-3,
12704.0000,-2.63564591E-3,
12708.0000,-5.65274619E-3,
12712.0000,-6.77777873E-3,
12716.0000,-7.09529850E-4,
12720.000,4.34017624E-4,
12724.0000,-4.49757837E-3,
12728.0000,-3.38711054E-3,
12732.0000,-4.48733801E-3,
12736.0000,-2.22113729E-3,
12740.000,-2.24719918E-3,
12744.0000,4.16385417E-4,
12748.0000,-2.22291332E-3,
12752.0000,-1.12412858E-3,
12756.0000,-7.46939972E-4,
12760.000,-2.99685425E-3,
12764.0000,-5.25494153E-3,
12768.0000,-3.38630611E-3,
12772.0000,-1.10403169E-3,
12776.0000,-3.86065338E-4,
12780.000,-3.70365707E-3,
12784.0000,-7.42600881E-4,
12788.0000,-7.32173270E-4,
12792.0000,-2.61176517E-3,
12796.0000,-2.24303291E-3,
1.28E04,-2.98548210E-3,
12804.0000,1.93679635E-3,
12808.0000,3.09728384E-5,
12812.0000,1.17629708E-3,
12816.0000,1.52516027E-3,
12820.000,-1.46486424E-3,
12824.0000,-5.27180033E-3,
12828.0000,-2.22944049E-3,
12832.0000,1.55376364E-3,
12836.0000,-4.10866272E-3,
12840.000,-6.78633945E-3,
12844.0000,-3.46854766E-4,
12848.0000,1.49520720E-5,
12852.0000,-3.37305479E-3,
12856.0000,-1.12160295E-3,
12860.000,2.03750318E-7,
12864.0000,-1.85207173E-3,
12868.0000,-7.28489016E-4,
12872.0000,1.90489658E-3,
12876.0000,-2.64896732E-3,
12880.000,3.42023559E-3,
12884.0000,-5.69683220E-3,
12888.0000,-1.09220354E-3,
12892.0000,-1.86414574E-3,
12896.0000,-5.61594358E-3,
1.29E04,-3.77621525E-3,
12904.0000,4.25121980E-4,
12908.0000,2.04067655E-5,
12912.0000,-6.04135217E-3,
12916.0000,2.29702028E-3,
12920.000,3.90107831E-4,
12924.0000,-1.45968830E-3,
12928.0000,-2.22611101E-3,
12932.0000,-1.12010003E-3,
12936.0000,1.57267298E-3,
12940.000,-1.84714876E-3,
12944.0000,2.30695144E-3,
12948.0000,-2.24248902E-3,
12952.0000,-3.38735199E-3,
12956.0000,4.22057637E-4,
12960.000,-2.95547047E-3,
12964.0000,3.85349085E-5,
12968.0000,7.85170880E-4,
12972.0000,-1.46798254E-3,
12976.0000,-7.46180536E-4,
12980.000,-3.00682336E-3,
12984.0000,7.82469986E-4,
12988.0000,-4.85209562E-3,
12992.0000,-2.66112876E-3,
12996.0000,-6.36025984E-3,
1.3E04,-2.99409358E-3,
13004.0000,2.66281608E-3,
13008.0000,-3.70751368E-3,
13012.0000,1.50951627E-3,
13016.0000,-7.26314611E-4,
13020.000,-3.00593581E-3,
13024.0000,4.55715274E-3,
13028.0000,-2.21547717E-3,
13032.0000,-4.11010766E-3,
13036.0000,-4.86125052E-3,
13040.000,-6.81931293E-3,
13044.0000,-4.13420517E-3,
13048.0000,-1.47665082E-3,
13052.0000,1.91718841E-3,
13056.0000,-3.74217262E-3,
13060.000,-3.74422059E-3,
13064.0000,-7.27437437E-4,
13068.0000,-6.01615012E-3,
13072.0000,-4.90420451E-3,
13076.0000,-5.26215276E-3,
13080.000,1.72674584E-6,
13084.0000,7.87205587E-4,
13088.0000,-5.62931271E-3,
13092.0000,1.49002578E-3,
13096.0000,8.17922002E-4,
1.31E04,-3.74804134E-3,
13104.0000,3.79736419E-3,
13108.0000,-1.49083952E-3,
13112.0000,1.15451193E-3,
13116.0000,-4.52541467E-3,
13120.000,-2.98251794E-3,
13124.0000,-3.74140986E-3,
13128.0000,4.13284259E-4,
13132.0000,-1.09210436E-3,
13136.0000,-7.35180220E-4,
13140.000,3.39307808E-5,
13144.0000,4.16212162E-4,
13148.0000,-6.36639819E-3,
13152.0000,-3.58713180E-4,
13156.0000,-4.89832507E-3,
13160.000,3.26207228E-5,
13164.0000,1.14111230E-3,
13168.0000,-3.27610149E-4,
13172.0000,-1.10412203E-3,
13176.0000,1.50356244E-3,
13180.000,-3.38463997E-3,
13184.0000,1.53452822E-3,
13188.0000,-2.22720136E-3,
13192.0000,-7.27476843E-4,
13196.0000,-1.11704739E-3,
1.32E04,4.39712865E-4,
13204.0000,7.95235101E-4,
13208.0000,-2.63190828E-3,
13212.0000,4.13354905E-3,
13216.0000,-2.60460470E-3,
13220.000,-7.12723006E-4,
13224.0000,-3.38871707E-3,
13228.0000,-1.81793049E-3,
13232.0000,-2.25565792E-3,
13236.0000,4.16273513E-4,
13240.000,-1.47509552E-3,
13244.0000,4.55570780E-3,
13248.0000,-1.45889691E-3,
13252.0000,-2.23764544E-3,
13256.0000,-4.52378951E-3,
13260.000,-4.49032104E-3,
13264.0000,-7.91012123E-3,
13268.0000,-2.62492243E-3,
13272.0000,-1.07613823E-3,
13276.0000,-3.42054060E-3,
13280.000,-3.66644643E-4,
13284.0000,-7.15389941E-3,
13288.0000,1.92435493E-3,
13292.0000,-1.46046234E-3,
13296.0000,1.15233415E-3,
1.33E04,-2.62204744E-3,
13304.0000,1.16231130E-3,
13308.0000,-1.11006747E-3,
13312.0000,-4.13794117E-3,
13316.0000,-1.52332825E-3,
13320.000,1.16701447E-3,
13324.0000,1.52685656E-3,
13328.0000,3.92395741E-4,
13332.0000,-2.60279118E-3,
13336.0000,-6.79364381E-3,
13340.000,5.66384196E-3,
13344.0000,-6.01268420E-3,
13348.0000,-1.12007244E-3,
13352.0000,4.06406980E-5,
13356.0000,4.01240570E-4,
13360.000,4.17736918E-3,
13364.0000,1.12848473E-3,
13368.0000,-4.13689157E-3,
13372.0000,-1.09658297E-3,
13376.0000,-3.35782592E-4,
13380.000,-2.21227109E-3,
13384.0000,3.02646426E-3,
13388.0000,1.14432967E-3,
13392.0000,-6.42354367E-3,
13396.0000,-1.81412115E-3,
1.34E04,-4.48269444E-3,
13404.0000,3.35010554E-5,
13408.0000,1.94866816E-3,
13412.0000,1.53076148E-3,
13416.0000,-1.51858386E-3,
13420.000,-3.38700274E-3,
13424.0000,-4.14534751E-3,
13428.0000,-5.25745703E-3,
13432.0000,-2.25804723E-3,
13436.0000,7.85167271E-4,
13440.000,-3.53584182E-4,
13444.0000,-2.61744205E-3,
13448.0000,-3.36986268E-3,
13452.0000,-4.91126161E-3,
13456.0000,1.55401137E-3,
13460.000,-1.09233521E-3,
13464.0000,-1.47786422E-3,
13468.0000,-3.69073212E-4,
13472.0000,-1.46784249E-3,
13476.0000,-1.10388722E-3,
13480.000,2.32374924E-3,
13484.0000,4.10487701E-4,
13488.0000,-3.24718247E-4,
13492.0000,-2.59707775E-3,
13496.0000,1.16563146E-3,
1.35E04,-1.87957799E-3,
13504.0000,-2.57714093E-3,
13508.0000,2.29406566E-3,
13512.0000,-6.37533097E-3,
13516.0000,7.94002903E-4,
13520.000,-7.24769488E-4,
13524.0000,-5.25427051E-3,
13528.0000,-2.60755536E-3,
13532.0000,-4.16122749E-3,
13536.0000,3.40796332E-3,
13540.000,-1.47659669E-3,
13544.0000,-6.41692290E-3,
13548.0000,-3.40693467E-3,
13552.0000,-2.25483836E-3,
13556.0000,-6.88924629E-4,
13560.000,-1.47022621E-3,
13564.0000,-1.46008655E-3,
13568.0000,-2.28155614E-3,
13572.0000,-1.83812587E-3,
13576.0000,7.95263681E-4,
13580.000,4.13747458E-3,
13584.0000,-1.50853570E-3,
13588.0000,-4.91074566E-3,
13592.0000,-2.29701214E-3,
13596.0000,-2.67332420E-3,
1.36E04,1.18461996E-3,
13604.0000,1.88952766E-3,
13608.0000,-4.16525826E-3,
13612.0000,-2.25024973E-3,
13616.0000,1.66146019E-5,
13620.000,-2.97347433E-3,
13624.0000,-4.16075019E-3,
13628.0000,-3.32918228E-3,
13632.0000,-3.40054766E-3,
13636.0000,1.16352784E-3,
13640.000,-2.58575776E-3,
13644.0000,-1.11436576E-3,
13648.0000,-5.62692760E-3,
13652.0000,-1.47190073E-3,
13656.0000,-3.36059416E-3,
13660.000,3.82320513E-3,
13664.0000,4.09929838E-4,
13668.0000,-4.87872958E-3,
13672.0000,7.68539612E-4,
13676.0000,-3.78123624E-3,
13680.000,1.91625080E-3,
13684.0000,-2.98498920E-3,
13688.0000,-3.37391370E-3,
13692.0000,-3.72294779E-3,
13696.0000,3.82845057E-4,
1.37E04,-3.39255272E-3,
13704.0000,-6.05578534E-3,
13708.0000,4.56175860E-3,
13712.0000,-5.25855506E-3,
13716.0000,-1.84880721E-3,
13720.000,1.52281136E-3,
13724.0000,-2.22240807E-3,
13728.0000,3.86826636E-4,
13732.0000,-2.18357681E-3,
13736.0000,-3.77894915E-3,
13740.000,-4.86295111E-3,
13744.0000,-3.01146437E-3,
13748.0000,1.62803099E-5,
13752.0000,-2.63388921E-3,
13756.0000,-3.54965363E-4,
13760.000,-7.45474885E-4,
13764.0000,-3.38322599E-3,
13768.0000,-6.75931480E-3,
13772.0000,-7.16139376E-3,
13776.0000,-3.41583136E-3,
13780.000,-1.89315923E-3,
13784.0000,1.15791522E-3,
13788.0000,-3.76193551E-3,
13792.0000,-1.87126920E-3,
13796.0000,-7.33648776E-4,
1.38E04,1.14239368E-3,
13804.0000,-1.44864304E-3,
13808.0000,-1.84870260E-6,
13812.0000,-5.99799119E-3,
13816.0000,3.01172305E-3,
13820.000,-3.76300770E-3,
13824.0000,-3.38110095E-3,
13828.0000,-4.53279959E-3,
13832.0000,-6.00974262E-3,
13836.0000,-3.75181111E-3,
13840.000,1.91760121E-3,
13844.0000,-7.15893053E-4,
13848.0000,-5.66734420E-3,
13852.0000,-4.89240885E-3,
13856.0000,2.31818901E-3,
13860.000,-2.58885487E-3,
13864.0000,7.68105208E-4,
13868.0000,-3.27700342E-4,
13872.0000,-4.93457261E-3,
13876.0000,1.88710249E-3,
13880.000,-4.48156800E-3,
13884.0000,-3.79394507E-4,
13888.0000,-3.62356164E-4,
13892.0000,3.43289785E-3,
13896.0000,-2.62099318E-3,
1.39E04,4.21419879E-3,
13904.0000,-2.94391462E-3,
13908.0000,4.93080541E-3,
13912.0000,2.84205071E-5,
13916.0000,-1.50264672E-3,
13920.000,-2.23546592E-3,
