Labels,MOF 2 O2  420 nm 10 us Delta OD,
216.00,-5.26539108E-4,
217.00,-4.36191885E-6,
218.00,2.56004219E-4,
219.00,3.84544092E-6,
220.00,7.01059878E-4,
221.00,7.79084570E-4,
222.00,1.54747325E-3,
223.00,5.06157405E-4,
224.00,2.36256886E-3,
225.00,1.32341543E-3,
226.00,-2.87580001E-3,
227.00,2.33168341E-3,
228.00,-5.87898307E-4,
229.00,1.85398513E-3,
230.00,1.29464210E-3,
231.00,3.19368555E-3,
232.00,-2.52190192E-4,
233.00,1.82721752E-3,
234.00,9.94713744E-4,
235.00,5.84107940E-4,
236.00,2.29295809E-4,
237.00,1.27202470E-3,
238.00,1.00086385E-3,
239.00,-5.40903886E-4,
240.00,-5.35246654E-5,
241.00,-1.59763498E-3,
242.00,-1.83027319E-3,
243.00,2.80524197E-4,
244.00,1.77992694E-3,
245.00,-2.93201272E-4,
246.00,-2.58258325E-7,
247.00,-1.08692003E-3,
248.00,-2.13423558E-3,
249.00,1.26379333E-3,
250.00,-2.64162361E-3,
251.00,1.26175513E-3,
252.00,1.87255081E-3,
253.00,-1.07058499E-3,
254.00,-2.91131291E-4,
255.00,2.21084192E-4,
256.00,1.98561684E-4,
257.00,2.68283591E-4,
258.00,-2.72657169E-4,
259.00,1.05010695E-3,
260.00,-2.91131291E-4,
261.00,9.96711547E-4,
262.00,-4.73893961E-5,
263.00,1.36657897E-3,
264.00,1.28848781E-3,
265.00,9.94674512E-4,
266.00,-1.03175268E-3,
267.00,-2.87030329E-4,
268.00,1.78812887E-3,
269.00,4.83580981E-4,
270.00,4.89723869E-4,
271.00,7.79084570E-4,
272.00,2.29295809E-4,
273.00,4.77438211E-4,
274.00,-1.06645236E-3,
275.00,1.27817865E-3,
276.00,-7.76176399E-4,
277.00,-4.53573120E-5,
278.00,4.97979694E-4,
279.00,1.30079652E-3,
280.00,1.30079652E-3,
281.00,4.61005751E-4,
282.00,-5.51091623E-4,
283.00,3.66245513E-3,
284.00,4.77438211E-4,
285.00,2.60367664E-3,
286.00,1.08916848E-3,
287.00,-2.37894012E-4,
288.00,1.55159156E-3,
289.00,9.78222466E-4,
290.00,2.33372673E-3,
291.00,1.30283483E-3,
292.00,-2.14236393E-3,
293.00,1.05218333E-3,
294.00,4.89762984E-4,
295.00,2.31368293E-4,
296.00,-1.56905269E-3,
297.00,-2.07370922E-5,
298.00,-1.09713397E-3,
299.00,-2.48014785E-5,
300.00,-2.48796405E-5,
301.00,-1.35053450E-3,
302.00,-1.30155729E-3,
303.00,5.06157405E-4,
304.00,-3.30864568E-5,
305.00,-1.07467850E-3,
306.00,-1.59354636E-3,
307.00,2.35848222E-3,
308.00,1.53103948E-3,
309.00,1.79024809E-3,
310.00,2.03920575E-3,
311.00,-1.28924393E-3,
312.00,-5.36766252E-4,
313.00,2.84491852E-3,
314.00,-8.23223381E-4,
315.00,-7.98647234E-4,
316.00,-5.32706617E-4,
317.00,-1.03175268E-3,
318.00,-1.37098867E-3,
319.00,-2.32963475E-6,
320.00,-1.05015561E-3,
321.00,-1.08282652E-3,
322.00,-1.08898617E-3,
323.00,-5.49061922E-4,
324.00,-3.51185990E-5,
325.00,-1.59354636E-3,
326.00,-1.09307957E-3,
327.00,-4.32861416E-5,
328.00,-2.59275292E-3,
329.00,-1.33826153E-3,
330.00,-2.39923643E-3,
331.00,2.25189986E-4,
332.00,-2.82929337E-4,
333.00,2.62065645E-4,
334.00,-8.00675771E-4,
335.00,1.54131535E-3,
336.00,-2.19175661E-7,
337.00,2.29295809E-4,
338.00,2.80563312E-4,
339.00,4.79472743E-4,
340.00,-2.61314865E-3,
341.00,7.46236532E-4,
342.00,-1.32400100E-3,
343.00,5.57496736E-4,
344.00,2.49786448E-4,
345.00,5.24587231E-4,
346.00,7.27758161E-4,
347.00,1.01524056E-3,
348.00,4.97940578E-4,
349.00,-1.61188643E-3,
350.00,-1.04977962E-5,
351.00,4.71295527E-4,
352.00,-1.45622789E-5,
353.00,-7.76137342E-4,
354.00,1.53511844E-3,
355.00,-1.05830410E-3,
356.00,-5.57219784E-4,
357.00,-7.96579639E-4,
358.00,4.85615572E-4,
359.00,2.09893426E-3,
360.00,5.87776367E-6,
361.00,-3.92219299E-5,
362.00,4.99975169E-4,
363.00,5.26661112E-4,
364.00,-5.36805252E-4,
365.00,1.83341873E-3,
366.00,2.28429865E-3,
367.00,1.59477780E-3,
368.00,-3.03433888E-4,
369.00,7.81159673E-4,
370.00,-2.82929337E-4,
371.00,1.03572907E-3,
372.00,-1.59557117E-3,
373.00,-3.09761490E-5,
374.00,4.85615572E-4,
375.00,1.28433283E-3,
376.00,5.12300583E-4,
377.00,-1.04808924E-3,
378.00,-6.08388509E-4,
379.00,-5.55567094E-5,
380.00,4.68779945E-5,
381.00,9.98748466E-4,
382.00,-1.06855761E-3,
383.00,-1.32809218E-3,
384.00,-3.17080668E-3,
385.00,-8.29308701E-4,
386.00,-1.34239148E-3,
387.00,2.09685299E-3,
388.00,2.39541012E-4,
389.00,-1.05222198E-3,
390.00,2.35435087E-4,
391.00,1.06037152E-3,
392.00,-3.30473777E-5,
393.00,1.54335494E-3,
394.00,1.80257089E-3,
395.00,-2.27620767E-4,
396.00,-1.85887713E-3,
397.00,7.38015166E-4,
398.00,-1.32396200E-3,
399.00,2.29295809E-4,
400.00,-6.39419341E-6,
401.00,-1.10329338E-3,
402.00,-2.10771104E-3,
403.00,1.31722155E-3,
404.00,-1.32805319E-3,
405.00,-1.08489278E-3,
406.00,1.27821788E-3,
407.00,-8.31376121E-4,
408.00,-4.99955204E-4,
409.00,1.30695093E-3,
410.00,-2.11992348E-3,
411.00,1.27821788E-3,
412.00,-5.76278217E-5,
413.00,4.85615572E-4,
414.00,-1.09307957E-3,
415.00,2.33362574E-4,
416.00,3.88452418E-6,
417.00,5.20556874E-4,
418.00,-1.60990062E-3,
419.00,-1.31784473E-3,
420.00,-2.12809071E-3,
421.00,-1.08695892E-3,
422.00,2.04700511E-4,
423.00,2.43646980E-4,
424.00,1.98522583E-4,
425.00,4.81507304E-4,
426.00,-7.86397606E-4,
427.00,-2.39964254E-4,
428.00,-5.14535350E-5,
429.00,-1.59759598E-3,
430.00,-2.87030329E-4,
431.00,5.87776367E-6,
432.00,-5.71583514E-4,
433.00,-1.34032650E-3,
434.00,2.02589057E-4,
435.00,1.54747325E-3,
436.00,1.05222245E-3,
437.00,-2.25589523E-4,
438.00,-2.08939193E-3,
439.00,4.85615572E-4,
440.00,-8.04810901E-4,
441.00,1.81281404E-3,
442.00,1.52488181E-3,
443.00,1.29668054E-3,
444.00,1.54131535E-3,
445.00,2.19011767E-4,
446.00,2.09481083E-3,
447.00,1.05218333E-3,
448.00,-8.39528686E-4,
449.00,7.38015166E-4,
450.00,3.07235750E-4,
451.00,4.77399095E-4,
452.00,-3.50795162E-5,
453.00,1.82309665E-3,
454.00,-7.86358607E-4,
455.00,-3.58693767E-4,
456.00,1.30898936E-3,
457.00,-4.32861416E-5,
458.00,-1.88946386E-3,
459.00,7.81120500E-4,
460.00,-1.88335450E-3,
461.00,-5.15316897E-5,
462.00,1.61567714E-5,
463.00,1.58246083E-3,
464.00,-1.64455408E-3,
465.00,-7.94551044E-4,
466.00,1.01516221E-3,
467.00,1.29668054E-3,
468.00,2.76456994E-4,
469.00,-8.31415120E-4,
470.00,-1.08695892E-3,
471.00,1.56598655E-3,
472.00,-2.91170349E-4,
473.00,-5.14281855E-4,
474.00,-3.34130367E-4,
475.00,2.72311619E-4,
476.00,1.02550432E-3,
477.00,1.29464210E-3,
478.00,-1.34032650E-3,
479.00,5.16409113E-4,
480.00,-5.96989266E-5,
481.00,1.76548574E-3,
482.00,5.14335290E-4,
483.00,-5.32706617E-4,
484.00,3.03090055E-4,
485.00,5.10226761E-4,
486.00,7.60604802E-4,
487.00,2.31109443E-3,
488.00,-1.52415049E-3,
489.00,-2.07370922E-5,
490.00,-2.10564979E-3,
491.00,-5.59288485E-4,
492.00,-1.09920010E-3,
493.00,-1.33417046E-3,
494.00,-2.10164371E-3,
495.00,-5.51091623E-4,
496.00,-2.37272820E-3,
497.00,-7.96618639E-4,
498.00,-5.32667618E-4,
499.00,-3.13627243E-4,
500.00,-3.14845820E-3,
501.00,-7.98647234E-4,
502.00,-8.08867975E-4,
503.00,-1.29949208E-3,
504.00,-5.38835069E-4,
505.00,-2.68727381E-5,
506.00,-1.06851873E-3,
507.00,4.75364563E-4,
508.00,5.02088107E-4,
509.00,-1.32197491E-3,
510.00,2.51859019E-4,
511.00,2.35435087E-4,
512.00,4.58971277E-4,
513.00,1.56186800E-3,
514.00,-7.63887132E-4,
515.00,1.29052624E-3,
516.00,-5.69514872E-4,
517.00,-5.65455586E-4,
518.00,2.27262441E-4,
519.00,-1.33210537E-3,
520.00,5.36913343E-4,
521.00,2.12872721E-4,
522.00,-1.06446410E-3,
523.00,1.31929922E-3,
524.00,-2.40125763E-3,
525.00,-2.76758248E-4,
526.00,-2.35235994E-3,
527.00,-1.25691240E-5,
528.00,-2.88802944E-3,
529.00,-5.40864829E-4,
530.00,-1.87518261E-3,
531.00,-1.31784473E-3,
532.00,-5.34736435E-4,
533.00,-2.09549838E-3,
534.00,-5.65416529E-4,
535.00,-1.31375343E-3,
536.00,-5.71583514E-4,
537.00,-1.88335450E-3,
538.00,-1.33623544E-3,
539.00,-2.80898355E-4,
540.00,-8.21194903E-4,
541.00,-1.58743269E-3,
542.00,-1.85479096E-3,
543.00,1.04603253E-3,
544.00,1.28229451E-3,
545.00,-1.14621210E-3,
546.00,5.24626346E-4,
547.00,2.51898135E-4,
548.00,-2.58258325E-7,
549.00,-3.13666300E-4,
550.00,-5.63425943E-4,
551.00,5.06157405E-4,
552.00,2.08039838E-3,
553.00,5.36913343E-4,
554.00,4.54902416E-4,
555.00,2.08660308E-3,
556.00,-1.07670575E-3,
557.00,4.93793050E-4,
558.00,1.55367039E-3,
559.00,-1.84046966E-3,
560.00,1.81697414E-3,
561.00,-1.08079927E-3,
562.00,-1.25300421E-5,
563.00,-7.65915844E-4,
564.00,-8.23223381E-4,
565.00,-5.35637446E-5,
566.00,2.25189986E-4,
567.00,-5.02024195E-4,
568.00,-2.66201701E-3,
569.00,2.43686081E-4,
570.00,-1.58743269E-3,
571.00,-1.58743269E-3,
572.00,1.00290077E-3,
573.00,-1.56698877E-3,
574.00,-1.30151841E-3,
575.00,-5.81770611E-4,
576.00,-3.14438413E-3,
577.00,-2.58258325E-7,
578.00,7.44161604E-4,
579.00,-8.23223381E-4,
580.00,-1.30962313E-3,
581.00,1.55363115E-3,
582.00,-1.33210537E-3,
583.00,2.07215152E-3,
584.00,1.57010509E-3,
585.00,9.98152063E-6,
586.00,7.89342739E-4,
587.00,4.71295527E-4,
588.00,-8.15031468E-4,
589.00,5.02088107E-4,
590.00,1.79432950E-3,
591.00,1.82105578E-3,
592.00,2.31329192E-4,
593.00,1.26786972E-3,
594.00,-2.72657169E-4,
595.00,1.30079652E-3,
596.00,-1.31788361E-3,
597.00,2.36260821E-3,
598.00,-6.39419341E-6,
599.00,1.79845013E-3,
600.00,-1.25300421E-5,
601.00,1.83753984E-3,
602.00,-5.46993106E-4,
603.00,2.33401690E-4,
604.00,1.27817865E-3,
605.00,1.29260379E-3,
606.00,1.85606547E-3,
607.00,5.12300583E-4,
608.00,-1.32602709E-3,
609.00,4.81585565E-4,
610.00,-2.89830678E-5,
611.00,1.03784457E-3,
612.00,-5.53160382E-4,
613.00,1.00493780E-3,
614.00,-1.08493178E-3,
615.00,-1.04977962E-5,
616.00,-8.21155903E-4,
617.00,1.02546508E-3,
618.00,-2.11793999E-3,
619.00,-8.46554030E-6,
620.00,-5.28568926E-4,
621.00,2.27262441E-4,
622.00,-3.13627243E-4,
623.00,-7.92522449E-4,
624.00,-1.08898617E-3,
625.00,1.29671965E-3,
626.00,3.12140607E-3,
627.00,1.55982841E-3,
628.00,-1.33214437E-3,
629.00,1.00697484E-3,
630.00,1.50225242E-3,
631.00,-2.15316002E-4,
632.00,2.66348314E-3,
633.00,3.11727286E-3,
634.00,7.38054281E-4,
635.00,1.25967769E-3,
636.00,-5.42933645E-4,
637.00,1.55159156E-3,
638.00,-3.13666300E-4,
639.00,1.40853172E-5,
640.00,-1.28106086E-3,
641.00,-1.37297565E-3,
642.00,-2.72735284E-4,
643.00,4.97979694E-4,
644.00,-1.59354636E-3,
645.00,1.78812887E-3,
646.00,-1.60168461E-3,
647.00,-2.72696227E-4,
648.00,2.33401690E-4,
649.00,-2.78828316E-4,
650.00,-1.61807751E-3,
651.00,1.54955196E-3,
652.00,-5.71583514E-4,
653.00,-5.59288485E-4,
654.00,-3.40671418E-3,
655.00,2.45719537E-4,
656.00,-1.62415172E-3,
657.00,1.85402448E-3,
658.00,-1.62621541E-3,
659.00,7.79123686E-4,
660.00,-2.09549838E-3,
661.00,1.02754135E-3,
662.00,-1.35053450E-3,
663.00,-8.17059947E-4,
664.00,-5.36805252E-4,
665.00,-1.36280712E-3,
666.00,5.08192112E-4,
667.00,-1.84455595E-3,
668.00,-1.58334407E-3,
669.00,7.58568931E-4,
670.00,2.31329192E-4,
671.00,-2.11992348E-3,
672.00,-1.82011537E-3,
673.00,-8.96787504E-4,
674.00,7.70862505E-4,
675.00,-1.29333546E-3,
676.00,7.68826634E-4,
677.00,-1.59969868E-3,
678.00,1.54335494E-3,
679.00,-5.22479415E-4,
680.00,2.68283591E-4,
681.00,-5.42894588E-4,
682.00,-1.36483309E-3,
683.00,-7.94590043E-4,
684.00,-5.14926105E-5,
685.00,-1.61196431E-3,
686.00,2.33401690E-4,
687.00,7.95489934E-4,
688.00,4.93871281E-4,
689.00,-1.05631573E-3,
690.00,2.27262441E-4,
691.00,2.27262441E-4,
692.00,-5.14281855E-4,
693.00,5.91684693E-6,
694.00,-2.63750600E-3,
695.00,7.56493944E-4,
696.00,-1.90172135E-3,
697.00,-1.29333546E-3,
698.00,-5.42933645E-4,
699.00,-1.83642225E-3,
700.00,-2.16682511E-3,
701.00,1.40853172E-5,
702.00,-7.96579639E-4,
703.00,-8.17059947E-4,
704.00,1.02342793E-3,
705.00,3.65007948E-3,
706.00,-2.15663644E-3,
707.00,2.37699063E-3,
708.00,-5.30598743E-4,
709.00,7.54418958E-4,
710.00,1.31726079E-3,
711.00,7.75012653E-4,
712.00,-1.02153723E-3,
713.00,4.77438211E-4,
714.00,-5.51130681E-4,
715.00,-1.34235248E-3,
716.00,7.50386447E-4,
717.00,-1.25300421E-5,
718.00,-1.37091079E-3,
719.00,1.28233375E-3,
720.00,-8.29347700E-4,
721.00,5.16369997E-4,
722.00,1.63724486E-4,
723.00,1.34603551E-3,
724.00,1.08094059E-3,
725.00,1.57547125E-4,
726.00,2.34193914E-3,
727.00,1.04603253E-3,
728.00,7.62679789E-4,
729.00,3.93532310E-3,
730.00,2.11751042E-3,
731.00,1.03369192E-3,
732.00,-8.39567685E-4,
733.00,2.41613539E-4,
734.00,-2.84999376E-4,
735.00,1.54547289E-3,
736.00,-2.64493923E-4,
737.00,1.50840974E-3,
738.00,2.43646980E-4,
739.00,1.86218845E-3,
740.00,7.33904482E-4,
741.00,-1.07261224E-3,
742.00,-5.75887461E-5,
743.00,1.07682671E-3,
744.00,-2.97263119E-4,
745.00,-5.46993106E-4,
746.00,-4.12540394E-5,
747.00,7.70901679E-4,
748.00,5.41022106E-4,
749.00,2.34197825E-3,
750.00,2.14945132E-4,
751.00,1.61176868E-5,
752.00,-1.31581852E-3,
753.00,-2.14240281E-3,
754.00,-4.12149602E-5,
755.00,1.54335494E-3,
756.00,-2.87030329E-4,
757.00,-4.36191885E-6,
758.00,1.02346716E-3,
759.00,-2.41956371E-3,
760.00,-5.26578107E-4,
761.00,-1.55682478E-3,
762.00,-8.12963990E-4,
763.00,-2.29055217E-6,
764.00,-2.64532981E-4,
765.00,-1.10118825E-3,
766.00,4.91797575E-4,
767.00,1.28225528E-3,
768.00,5.41061221E-4,
769.00,1.53096102E-3,
770.00,-1.08902517E-3,
771.00,1.06448517E-3,
772.00,4.71256411E-4,
773.00,-1.35053450E-3,
774.00,-1.66335867E-5,
775.00,5.10265876E-4,
776.00,1.30487327E-3,
777.00,-1.33623544E-3,
778.00,-2.13625794E-3,
779.00,-1.84455595E-3,
780.00,-1.59759598E-3,
781.00,7.64715660E-4,
782.00,3.04618043E-5,
783.00,-1.11763913E-3,
784.00,-5.38835069E-4,
785.00,-8.23184382E-4,
786.00,-7.90493854E-4,
787.00,1.02139090E-3,
788.00,-1.36078126E-3,
789.00,5.40982990E-4,
790.00,5.38987282E-4,
791.00,7.60604802E-4,
792.00,7.64715660E-4,
793.00,-2.95232196E-4,
794.00,-1.86907302E-3,
795.00,-5.55229140E-4,
796.00,-3.69128538E-3,
797.00,1.05629698E-3,
798.00,-8.31415120E-4,
799.00,-2.78828316E-4,
800.00,-1.32805319E-3,
801.00,-2.13831919E-3,
802.00,2.34610424E-3,
803.00,5.24626346E-4,
804.00,4.73330030E-4,
805.00,3.63147724E-3,
806.00,2.39345664E-3,
807.00,1.56806537E-3,
808.00,2.14945132E-4,
809.00,7.58529757E-4,
810.00,1.01316429E-3,
811.00,5.57418447E-4,
812.00,-7.96618639E-4,
813.00,-6.78660072E-5,
814.00,-2.33813259E-3,
815.00,2.57998618E-4,
816.00,7.54458073E-4,
817.00,2.36873841E-3,
818.00,-2.70626129E-4,
819.00,-1.04399538E-3,
820.00,-1.11760013E-3,
821.00,1.04806968E-3,
822.00,-2.94296141E-3,
823.00,-2.14236393E-3,
824.00,1.27202470E-3,
825.00,8.24269315E-4,
826.00,-3.09761490E-5,
827.00,5.26700227E-4,
828.00,2.17017543E-4,
829.00,2.10309704E-3,
830.00,-8.37500324E-4,
831.00,2.32343189E-3,
832.00,5.43096045E-4,
833.00,1.85602612E-3,
834.00,-2.48405595E-5,
835.00,3.12758656E-3,
836.00,1.50433101E-3,
837.00,4.26147482E-4,
838.00,2.51859019E-4,
839.00,2.33362574E-4,
840.00,-7.88426260E-4,
841.00,2.62065645E-4,
842.00,-1.88744045E-3,
843.00,-1.83233584E-3,
844.00,-8.12963990E-4,
845.00,5.45130926E-4,
846.00,-1.36487198E-3,
847.00,9.86487605E-4,
848.00,7.79084570E-4,
849.00,1.26790896E-3,
850.00,4.85654688E-4,
851.00,-8.12963990E-4,
852.00,-2.09954334E-3,
853.00,1.06448517E-3,
854.00,-6.78660072E-5,
855.00,4.97901405E-4,
856.00,9.98152063E-6,
857.00,1.82109501E-3,
858.00,7.83195603E-4,
859.00,1.81489403E-3,
860.00,1.81891519E-5,
861.00,1.77992694E-3,
862.00,1.03369192E-3,
863.00,7.19576259E-4,
864.00,1.31518312E-3,
865.00,-5.73613157E-4,
866.00,-1.87048845E-5,
867.00,2.04336783E-3,
868.00,-2.89061281E-4,
869.00,7.77009467E-4,
870.00,5.16409113E-4,
871.00,2.10305792E-3,
872.00,-5.51052624E-4,
873.00,1.01524056E-3,
874.00,-2.97263119E-4,
875.00,-2.99294014E-4,
876.00,-5.69514872E-4,
877.00,1.02135167E-3,
878.00,7.94917923E-6,
879.00,1.02139090E-3,
880.00,-4.87658166E-4,
881.00,-2.82890280E-4,
882.00,1.00290077E-3,
883.00,9.98787698E-4,
884.00,1.31106691E-3,
885.00,1.81489403E-3,
886.00,1.00489869E-3,
887.00,1.55570998E-3,
888.00,1.30283483E-3,
889.00,1.54747325E-3,
890.00,-2.64166249E-3,
891.00,-1.29329646E-3,
892.00,-1.04812812E-3,
893.00,-1.60581211E-3,
894.00,-2.87030329E-4,
895.00,-5.28568926E-4,
896.00,5.26661112E-4,
897.00,1.58038188E-3,
898.00,-1.35462545E-3,
899.00,1.54747325E-3,
900.00,-1.07467850E-3,
901.00,2.19050868E-4,
902.00,-2.38699303E-3,
903.00,-1.01744314E-3,
904.00,-1.92619627E-3,
905.00,7.58529757E-4,
906.00,-5.81809611E-4,
907.00,5.00014343E-4,
908.00,-1.09514571E-3,
909.00,1.79432950E-3,
910.00,-1.29540067E-3,
911.00,1.26790896E-3,
912.00,4.75325447E-4,
913.00,-1.07877201E-3,
914.00,2.45719537E-4,
915.00,2.84669659E-4,
916.00,-3.32021504E-4,
917.00,1.26175513E-3,
918.00,-2.99294014E-4,
919.00,5.30808931E-4,
920.00,-1.60581211E-3,
921.00,1.32133777E-3,
922.00,-1.31176622E-3,
923.00,-1.33417046E-3,
924.00,-3.03355802E-4,
925.00,-1.30966213E-3,
926.00,-2.80859298E-4,
927.00,-2.97263119E-4,
928.00,-2.12812982E-3,
929.00,-1.07877201E-3,
930.00,-2.63762241E-3,
931.00,-3.50532151E-4,
932.00,-2.31154286E-3,
933.00,1.83545961E-3,
934.00,2.00634022E-4,
935.00,-7.88426260E-4,
936.00,-1.03378017E-3,
937.00,-3.40261584E-4,
938.00,5.10226761E-4,
939.00,-1.87522150E-3,
940.00,-1.32396200E-3,
941.00,-1.84054743E-3,
942.00,-5.51130681E-4,
943.00,1.01108802E-3,
944.00,1.03369192E-3,
945.00,4.87689249E-4,
946.00,1.53100025E-3,
947.00,1.03369192E-3,
948.00,2.08864524E-3,
949.00,2.33401690E-4,
950.00,-3.48462432E-4,
951.00,5.30730642E-4,
952.00,-5.18341607E-4,
953.00,-2.07370922E-5,
954.00,-3.21867643E-4,
