Labels,VMOF  O2 420 nm 10 us Delta OD,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,9999.000,
Step,1.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

5315.000,6.93958835E-4,
5316.000,6.40936196E-5,
5317.000,-1.44064717E-4,
5318.000,6.84497645E-4,
5319.000,1.49722525E-3,
5320.00,1.25512993E-3,
5321.000,4.82336152E-4,
5322.000,6.68679189E-4,
5323.000,-7.66440236E-4,
5324.000,1.27733592E-3,
5325.000,1.90576166E-3,
5326.000,-5.27061988E-4,
5327.000,1.07326987E-3,
5328.000,-3.28526337E-4,
5329.000,-5.61734778E-4,
5330.00,-1.54194352E-3,
5331.000,-1.45658618E-4,
5332.000,-5.28624398E-4,
5333.000,4.57068818E-4,
5334.000,-7.33375549E-4,
5335.000,-9.12813819E-4,
5336.000,-9.44334024E-4,
5337.000,4.30237065E-4,
5338.000,-3.25369940E-4,
5339.000,-3.48997186E-4,
5340.00,-5.63297071E-4,
5341.000,-5.08162018E-4,
5342.000,-2.57018977E-3,
5343.000,-1.92212313E-3,
5344.000,2.75512546E-4,
5345.000,4.77607828E-4,
5346.000,8.81990360E-4,
5347.000,6.44967658E-4,
5348.000,-7.55449000E-4,
5349.000,-5.50708268E-4,
5350.00,4.47612780E-4,
5351.000,9.19944083E-4,
5352.000,-9.17557045E-4,
5353.000,-1.15987065E-3,
5354.000,-1.40937074E-4,
5355.000,-9.27013229E-4,
5356.000,-3.41151637E-4,
5357.000,-1.34546089E-3,
5358.000,-1.35955610E-3,
5359.000,-7.23945152E-4,
5360.00,-3.11180949E-4,
5361.000,-7.61725474E-4,
5362.000,-1.35958614E-3,
5363.000,-1.70693465E-3,
5364.000,-7.77461275E-4,
5365.000,-1.42500896E-4,
5366.000,-2.16229050E-3,
5367.000,-3.18121654E-3,
5368.000,-2.34116940E-3,
5369.000,-1.29869804E-4,
5370.00,-4.02589591E-4,
5371.000,-1.33286475E-3,
5372.000,-3.38025391E-4,
5373.000,-5.22314513E-4,
5374.000,6.70276058E-4,
5375.000,3.41571940E-5,
5376.000,-1.34072232E-3,
5377.000,-7.23915116E-4,
5378.000,-1.11267297E-3,
5379.000,-1.61416770E-4,
5380.00,1.26940082E-3,
5381.000,-1.54041464E-3,
5382.000,1.46715972E-3,
5383.000,-7.66410260E-4,
5384.000,3.07091250E-4,
5385.000,6.59188372E-4,
5386.000,4.35741604E-5,
5387.000,6.93958835E-4,
5388.000,-5.22314513E-4,
5389.000,-1.12842605E-3,
5390.00,-1.78861269E-3,
5391.000,-5.75885526E-4,
5392.000,6.56882767E-5,
5393.000,-3.25339875E-4,
5394.000,-9.67897591E-4,
5395.000,2.56548345E-4,
5396.000,-2.56857486E-3,
5397.000,-1.90798624E-3,
5398.000,4.63362929E-4,
5399.000,-1.99118373E-3,
5400.00,-1.73995527E-3,
5401.000,-1.15516002E-3,
5402.000,-9.50607762E-4,
5403.000,-1.53720716E-3,
5404.000,-1.14417868E-3,
5405.000,-9.71079338E-4,
5406.000,-3.23776709E-4,
5407.000,-1.31493827E-4,
5408.000,-9.61654121E-4,
5409.000,6.72227688E-5,
5410.00,6.60755089E-4,
5411.000,1.28361175E-3,
5412.000,6.56054995E-4,
5413.000,-1.17244176E-3,
5414.000,4.67633363E-5,
5415.000,-3.23776709E-4,
5416.000,-5.19189576E-4,
5417.000,-1.02615566E-3,
5418.000,4.83902229E-4,
5419.000,-5.34934225E-4,
5420.00,1.28361175E-3,
5421.000,-5.41183806E-4,
5422.000,-1.37779323E-4,
5423.000,-5.42806287E-4,
5424.000,6.88174405E-5,
5425.000,2.40805690E-4,
5426.000,4.51386586E-5,
5427.000,-7.23945152E-4,
5428.000,5.93698460E-5,
5429.000,-1.72483225E-4,
5430.00,1.51464378E-3,
5431.000,-1.27938692E-3,
5432.000,-9.80504323E-4,
5433.000,-1.53567831E-4,
5434.000,1.50036474E-3,
5435.000,8.50399956E-4,
5436.000,6.52891467E-4,
5437.000,-3.48997186E-4,
5438.000,-7.49112398E-4,
5439.000,-5.28624398E-4,
5440.00,2.77107960E-4,
5441.000,5.46461233E-5,
5442.000,-2.33802758E-3,
5443.000,-7.69593462E-4,
5444.000,-5.56957675E-4,
5445.000,-1.11897429E-3,
5446.000,-8.01063958E-4,
5447.000,-1.29899883E-4,
5448.000,-1.12683582E-3,
5449.000,-5.27061988E-4,
5450.00,-7.34937203E-4,
5451.000,-5.56987710E-4,
5452.000,-9.60063189E-4,
5453.000,-5.44368697E-4,
5454.000,-1.03072634E-4,
5455.000,-7.38090603E-4,
5456.000,-1.17874215E-3,
5457.000,5.78052932E-5,
5458.000,6.52891467E-4,
5459.000,6.57651806E-4,
5460.00,-1.31714903E-3,
5461.000,-5.56987710E-4,
5462.000,-7.25476828E-4,
5463.000,3.88506087E-5,
5464.000,-1.96297374E-3,
5465.000,-1.34384132E-3,
5466.000,-1.77135551E-3,
5467.000,6.72528622E-5,
5468.000,-1.34384132E-3,
5469.000,-2.17016297E-3,
5470.00,6.54458127E-4,
5471.000,4.69687249E-4,
5472.000,2.27500405E-3,
5473.000,4.85468336E-4,
5474.000,-1.73986802E-4,
5475.000,2.64465052E-4,
5476.000,2.47126765E-4,
5477.000,4.85468336E-4,
5478.000,1.26780174E-3,
5479.000,-9.64775856E-4,
5480.00,-1.37809388E-4,
5481.000,1.27093948E-3,
5482.000,6.56882767E-5,
5483.000,-1.39343159E-4,
5484.000,-5.80602384E-4,
5485.000,1.69508799E-3,
5486.000,-5.31779311E-4,
5487.000,-1.67761973E-4,
5488.000,4.66585305E-4,
5489.000,1.47506839E-3,
5490.00,4.50744701E-4,
5491.000,6.41237057E-5,
5492.000,-1.28305939E-4,
5493.000,1.06853514E-3,
5494.000,-3.11180949E-4,
5495.000,-5.56987710E-4,
5496.000,6.24989625E-5,
5497.000,5.30515026E-5,
5498.000,-1.34651622E-4,
5499.000,-1.56868203E-3,
5500.00,-7.41244003E-4,
5501.000,-1.93940429E-3,
5502.000,4.66525089E-4,
5503.000,2.75512546E-4,
5504.000,6.67112414E-4,
5505.000,1.28044374E-3,
5506.000,5.62106616E-5,
5507.000,4.31833090E-4,
5508.000,8.96248966E-4,
5509.000,7.83254291E-5,
5510.00,2.80268752E-4,
5511.000,8.64597270E-4,
5512.000,6.62382110E-4,
5513.000,-3.66341032E-4,
5514.000,-1.14888931E-3,
5515.000,-7.34967238E-4,
5516.000,-7.36498914E-4,
5517.000,7.51360203E-5,
5518.000,4.41288779E-4,
5519.000,-3.04867892E-4,
5520.00,4.83278491E-5,
5521.000,-1.17403187E-3,
5522.000,2.12282548E-3,
5523.000,1.89149997E-3,
5524.000,1.90573139E-3,
5525.000,-5.75885526E-4,
5526.000,-9.72670154E-4,
5527.000,3.03930254E-4,
5528.000,-9.67927626E-4,
5529.000,-5.66421717E-4,
5530.00,-1.14888931E-3,
5531.000,-1.35487772E-3,
5532.000,-7.33375549E-4,
5533.000,8.59894906E-4,
5534.000,-5.53832971E-4,
5535.000,1.06696691E-3,
5536.000,7.01853365E-4,
5537.000,-9.45924956E-4,
5538.000,-5.61734778E-4,
5539.000,-5.22314513E-4,
5540.00,1.27730577E-3,
5541.000,-7.69593462E-4,
5542.000,2.91286560E-4,
5543.000,1.86140719E-3,
5544.000,2.58173823E-4,
5545.000,4.98923655E-5,
5546.000,2.75512546E-4,
5547.000,6.59218524E-4,
5548.000,6.86064421E-4,
5549.000,-3.01711349E-4,
5550.00,-3.41121573E-4,
5551.000,6.59218524E-4,
5552.000,6.41834340E-4,
5553.000,2.29562912E-3,
5554.000,8.44070106E-4,
5555.000,-9.53759591E-4,
5556.000,-7.08177336E-4,
5557.000,2.56608531E-4,
5558.000,-5.71168668E-4,
5559.000,-5.61734778E-4,
5560.00,-5.45991119E-4,
5561.000,-2.12780503E-3,
5562.000,-1.98965636E-3,
5563.000,6.52891467E-4,
5564.000,-7.66440236E-4,
5565.000,-3.55339638E-4,
5566.000,-1.12683582E-3,
5567.000,8.14245941E-5,
5568.000,1.04953628E-3,
5569.000,-1.53564825E-3,
5570.00,1.67923269E-3,
5571.000,2.67625728E-4,
5572.000,1.07800472E-3,
5573.000,7.11345056E-4,
5574.000,-5.34934225E-4,
5575.000,6.75006479E-4,
5576.000,-1.12368516E-3,
5577.000,-7.38090603E-4,
5578.000,4.85468336E-4,
5579.000,-7.34937203E-4,
5580.00,-3.66310996E-4,
5581.000,-7.45959056E-4,
5582.000,-7.25506863E-4,
5583.000,-7.69593462E-4,
5584.000,-9.30105161E-4,
5585.000,6.62382110E-4,
5586.000,-3.55309574E-4,
5587.000,-5.41213842E-4,
5588.000,-9.23861167E-4,
5589.000,-5.72730962E-4,
5590.00,-7.27068633E-4,
5591.000,-3.33275879E-4,
5592.000,-3.71060130E-4,
5593.000,-1.16146076E-3,
5594.000,-7.61695439E-4,
5595.000,2.78673309E-4,
5596.000,5.93698460E-5,
5597.000,-1.17715215E-3,
5598.000,-1.73989532E-3,
5599.000,-1.55131624E-4,
5600.00,-7.25506863E-4,
5601.000,1.26146572E-3,
5602.000,1.27096975E-3,
5603.000,-5.45961084E-4,
5604.000,-5.42836322E-4,
5605.000,-6.78262033E-4,
5606.000,-1.94413622E-3,
5607.000,-9.75791831E-4,
5608.000,-1.75409764E-3,
5609.000,-7.12922774E-4,
5610.00,1.04953628E-3,
5611.000,-9.56881384E-4,
5612.000,-1.37691968E-3,
5613.000,-1.54664984E-3,
5614.000,-5.30186866E-4,
5615.000,7.01853365E-4,
5616.000,-1.10481121E-3,
5617.000,-1.23584206E-4,
5618.000,6.09344024E-5,
5619.000,-5.80602384E-4,
5620.00,-5.16034605E-4,
5621.000,1.49722525E-3,
5622.000,2.62446956E-5,
5623.000,-1.16302096E-3,
5624.000,-1.74310140E-3,
5625.000,-1.57024071E-3,
5626.000,-1.35178876E-3,
5627.000,-7.60133844E-4,
5628.000,4.79143782E-4,
5629.000,4.94955340E-4,
5630.00,-1.36117556E-3,
5631.000,-9.75791831E-4,
5632.000,-1.52308762E-3,
5633.000,-1.95198285E-3,
5634.000,-9.52198694E-4,
5635.000,-1.14258844E-3,
5636.000,-1.55138609E-3,
5637.000,-9.58442281E-4,
5638.000,-3.34808952E-4,
5639.000,-1.36273494E-3,
5640.00,-1.15675025E-3,
5641.000,-2.49493984E-3,
5642.000,-5.99529187E-4,
5643.000,4.88630612E-4,
5644.000,1.24091981E-3,
5645.000,-9.49016830E-4,
5646.000,-3.23806773E-4,
5647.000,1.04009744E-3,
5648.000,5.46461233E-5,
5649.000,2.30987370E-3,
5650.00,1.65709667E-3,
5651.000,-1.29828334E-3,
5652.000,3.56915734E-5,
5653.000,-3.69497138E-4,
5654.000,6.67112414E-4,
5655.000,-8.67210620E-4,
5656.000,-2.95888260E-3,
5657.000,-1.12524547E-3,
5658.000,2.45531439E-4,
5659.000,1.47346850E-3,
5660.00,-5.83786925E-4,
5661.000,-1.33445428E-3,
5662.000,2.85025046E-4,
5663.000,2.67625728E-4,
5664.000,6.37074176E-4,
5665.000,-1.74780551E-3,
5666.000,-5.38058986E-4,
5667.000,-1.11894426E-3,
5668.000,5.96042257E-4,
5669.000,1.86929270E-3,
5670.00,8.97816557E-4,
5671.000,4.68091108E-4,
5672.000,-5.33371756E-4,
5673.000,1.09383801E-3,
5674.000,1.06853514E-3,
5675.000,-5.66451752E-4,
5676.000,-7.31813838E-4,
5677.000,4.47612780E-4,
5678.000,-3.20650346E-4,
5679.000,-7.38120638E-4,
5680.00,-7.60133844E-4,
5681.000,8.89888324E-4,
5682.000,-1.35019934E-3,
5683.000,6.82900660E-4,
5684.000,9.07312555E-4,
5685.000,4.63393051E-4,
5686.000,6.70245907E-4,
5687.000,6.65515545E-4,
5688.000,-1.14099821E-3,
5689.000,5.62106616E-5,
5690.00,-9.47455876E-4,
5691.000,-7.47550745E-4,
5692.000,-1.15044951E-3,
5693.000,-1.34591479E-4,
5694.000,-5.53863007E-4,
5695.000,2.67625728E-4,
5696.000,-1.73207489E-3,
5697.000,4.41288779E-4,
5698.000,-7.42805714E-4,
5699.000,-1.58259165E-4,
5700.00,-1.98809919E-3,
5701.000,-3.19057086E-4,
5702.000,2.78703403E-4,
5703.000,-9.67927626E-4,
5704.000,-1.14099821E-3,
5705.000,-9.52198694E-4,
5706.000,-9.33287200E-4,
5707.000,-2.96978839E-3,
5708.000,-1.23584206E-4,
5709.000,-2.16546352E-3,
5710.00,1.85028906E-3,
5711.000,-8.98704107E-4,
5712.000,-1.13154668E-3,
5713.000,-5.69606374E-4,
5714.000,-1.96453114E-3,
5715.000,-9.23831132E-4,
5716.000,-7.72746629E-4,
5717.000,-2.52625556E-3,
5718.000,1.46872934E-3,
5719.000,-1.36120548E-3,
5720.00,-5.31779311E-4,
5721.000,-1.45658618E-4,
5722.000,4.63362929E-4,
5723.000,8.66194838E-4,
5724.000,-1.15200970E-3,
5725.000,1.64601405E-3,
5726.000,6.67112414E-4,
5727.000,1.49248587E-3,
5728.000,5.14869753E-5,
5729.000,1.46555994E-3,
5730.00,-7.38120638E-4,
5731.000,6.76603406E-4,
5732.000,4.25509323E-4,
5733.000,8.88320792E-4,
5734.000,-3.23776709E-4,
5735.000,-1.47222425E-4,
5736.000,-1.36747328E-3,
5737.000,-1.15672022E-3,
5738.000,-9.14434961E-4,
5739.000,-1.74154330E-3,
5740.00,4.77547612E-4,
5741.000,-9.52198694E-4,
5742.000,-9.31696210E-4,
5743.000,-9.53759591E-4,
5744.000,-1.56238722E-3,
5745.000,1.07170164E-3,
5746.000,-8.95551813E-4,
5747.000,-7.79022812E-4,
5748.000,-8.89064613E-5,
5749.000,-1.34702038E-3,
5750.00,-5.56957675E-4,
5751.000,2.56578438E-4,
5752.000,-5.56987710E-4,
5753.000,1.69511826E-3,
5754.000,8.48832540E-4,
5755.000,2.80268752E-4,
5756.000,-2.16076383E-3,
5757.000,-9.39591147E-4,
5758.000,-7.57010595E-4,
5759.000,-1.17298499E-4,
5760.00,-1.15200970E-3,
5761.000,-3.66341032E-4,
5762.000,-1.13628746E-3,
5763.000,-1.16620120E-3,
5764.000,4.79173905E-4,
5765.000,-1.23584206E-4,
5766.000,-1.56079850E-3,
5767.000,-1.55765109E-3,
5768.000,2.72381876E-4,
5769.000,-9.49016830E-4,
5770.00,7.51059270E-5,
5771.000,4.88630612E-4,
5772.000,-1.76350574E-3,
5773.000,-5.82164619E-4,
5774.000,-3.42714746E-4,
5775.000,-1.13781763E-3,
5776.000,6.09644885E-5,
5777.000,-1.14255841E-3,
5778.000,1.30102166E-3,
5779.000,2.34484702E-4,
5780.00,-3.20620282E-4,
5781.000,5.30515026E-5,
5782.000,-5.44398732E-4,
5783.000,-5.31779311E-4,
5784.000,1.05430104E-3,
5785.000,6.68679189E-4,
5786.000,-1.09388617E-4,
5787.000,-1.33445428E-3,
5788.000,-1.17091159E-3,
5789.000,6.56281045E-5,
5790.00,8.62999645E-4,
5791.000,3.41271079E-5,
5792.000,8.30193167E-5,
5793.000,1.23615307E-3,
5794.000,-1.14888931E-3,
5795.000,-5.38089080E-4,
5796.000,-1.14729907E-3,
5797.000,4.42854711E-4,
5798.000,-1.32971560E-3,
5799.000,-1.34621543E-4,
5800.00,-9.67927626E-4,
5801.000,4.67633363E-5,
5802.000,1.51304377E-3,
5803.000,-7.63257034E-4,
5804.000,2.09274678E-3,
5805.000,-1.17718207E-3,
5806.000,-5.50678233E-4,
5807.000,-5.11287013E-4,
5808.000,1.05903554E-3,
5809.000,-1.34543085E-3,
5810.00,6.26017456E-4,
5811.000,6.09344024E-5,
5812.000,2.48722092E-4,
5813.000,2.66060437E-4,
5814.000,-1.30302238E-3,
5815.000,-1.55453361E-3,
5816.000,-1.11900433E-3,
5817.000,-7.39682349E-4,
5818.000,-1.33601378E-3,
5819.000,4.64959070E-4,
5820.00,-1.96611835E-3,
5821.000,5.93397563E-5,
5822.000,-2.55137845E-3,
5823.000,-5.68014046E-4,
5824.000,-1.40937074E-4,
5825.000,-1.40906996E-4,
5826.000,-3.31652613E-4,
5827.000,6.51324750E-4,
5828.000,-1.61446849E-4,
5829.000,2.70786462E-4,
5830.00,8.30494027E-5,
5831.000,7.03820333E-5,
5832.000,2.40835783E-4,
5833.000,-1.38633582E-3,
5834.000,-1.95824192E-3,
5835.000,-1.93943421E-3,
5836.000,2.69191049E-4,
5837.000,-1.45658618E-4,
5838.000,-1.33913278E-3,
5839.000,1.19308417E-4,
5840.00,-9.41182079E-4,
5841.000,-2.15444760E-3,
5842.000,-1.35172880E-3,
5843.000,-1.55609229E-3,
5844.000,2.51852587E-4,
5845.000,-9.55320487E-4,
5846.000,2.78703403E-4,
5847.000,2.70786462E-4,
5848.000,2.58173823E-4,
5849.000,-1.36114552E-3,
5850.00,2.69191049E-4,
5851.000,6.79736957E-4,
5852.000,8.48802389E-4,
5853.000,1.28674973E-3,
5854.000,2.77107960E-4,
5855.000,-1.45658618E-4,
5856.000,-1.64574347E-4,
5857.000,-3.20650346E-4,
5858.000,6.65515545E-4,
5859.000,6.67112414E-4,
5860.00,4.63393051E-4,
5861.000,-7.47550745E-4,
5862.000,-1.47252504E-4,
5863.000,6.73409610E-4,
5864.000,7.51360203E-5,
5865.000,2.47126765E-4,
5866.000,8.85155518E-4,
5867.000,2.67655851E-4,
5868.000,-7.44427438E-4,
5869.000,-1.36215473E-4,
5870.00,-3.66371096E-4,
5871.000,6.72528622E-5,
5872.000,4.58634808E-4,
5873.000,4.76041780E-4,
5874.000,2.94036618E-5,
5875.000,-1.73677912E-3,
5876.000,-1.42530975E-4,
5877.000,-1.36594381E-3,
5878.000,-1.45688682E-4,
5879.000,-1.54979737E-3,
5880.00,-1.13472715E-3,
5881.000,-2.95885280E-3,
5882.000,-1.53250073E-3,
5883.000,-1.76979753E-3,
5884.000,-7.50704028E-4,
5885.000,6.40936196E-5,
5886.000,-9.63184983E-4,
5887.000,-7.42805714E-4,
5888.000,6.67082320E-4,
5889.000,8.91455857E-4,
5890.00,-1.17562199E-3,
5891.000,8.85155518E-4,
5892.000,-1.37779323E-4,
5893.000,-2.87551637E-4,
5894.000,-1.77294342E-3,
5895.000,8.77734346E-5,
5896.000,7.67006277E-5,
5897.000,2.34484702E-4,
5898.000,-5.53832971E-4,
5899.000,1.09064113E-3,
5900.00,4.45986603E-4,
5901.000,-1.25148086E-4,
5902.000,2.66090530E-4,
5903.000,-5.83756890E-4,
5904.000,-9.30135197E-4,
5905.000,-1.15519005E-3,
5906.000,-3.56902718E-4,
5907.000,-5.47553529E-4,
5908.000,8.66194838E-4,
5909.000,-3.33245815E-4,
5910.00,4.58634808E-4,
5911.000,-1.36588386E-3,
5912.000,-1.34651622E-4,
5913.000,-7.72716594E-4,
5914.000,-9.61624086E-4,
5915.000,-1.52779417E-3,
5916.000,-1.20426324E-4,
5917.000,-1.13469712E-3,
5918.000,-9.55320487E-4,
5919.000,4.68121230E-4,
5920.00,5.62407477E-5,
5921.000,1.85506255E-3,
5922.000,-6.97154610E-4,
5923.000,-7.53827335E-4,
5924.000,2.62899761E-4,
5925.000,-9.61624086E-4,
5926.000,4.72849439E-4,
5927.000,-1.44094796E-4,
5928.000,-3.69467074E-4,
5929.000,-1.11267297E-3,
5930.00,-7.56980560E-4,
5931.000,6.51294598E-4,
5932.000,-7.39682349E-4,
5933.000,2.51852587E-4,
5934.000,-2.34589702E-3,
5935.000,-2.76456471E-3,
5936.000,-1.18504255E-3,
5937.000,-9.49046807E-4,
5938.000,7.51360203E-5,
5939.000,6.68679189E-4,
5940.00,-9.88398329E-4,
5941.000,-1.33757328E-3,
5942.000,8.89888324E-4,
5943.000,-3.28556373E-4,
5944.000,4.74415487E-4,
5945.000,-1.10013003E-3,
5946.000,-9.96232266E-4,
5947.000,4.42854711E-4,
5948.000,-1.10325078E-3,
5949.000,-5.56987710E-4,
5950.00,-5.56987710E-4,
5951.000,4.66555211E-4,
5952.000,-7.56980560E-4,
5953.000,-5.52270620E-4,
5954.000,-9.30165232E-4,
5955.000,-1.13157660E-3,
5956.000,-7.55449000E-4,
5957.000,8.53534788E-4,
5958.000,1.24408759E-3,
5959.000,1.13021175E-3,
5960.00,-1.53879588E-3,
5961.000,1.88515498E-3,
5962.000,5.62106616E-5,
5963.000,8.77227518E-4,
5964.000,1.45768165E-3,
5965.000,-7.55418965E-4,
5966.000,4.58634808E-4,
5967.000,2.72351783E-4,
5968.000,1.71094388E-3,
5969.000,-9.36285724E-5,
5970.00,4.44450765E-4,
5971.000,6.73409610E-4,
5972.000,1.13019290E-4,
5973.000,-2.54509784E-3,
5974.000,1.47352892E-3,
5975.000,-9.47455876E-4,
5976.000,-1.15825038E-3,
5977.000,-7.47520709E-4,
5978.000,8.85125424E-4,
5979.000,4.60200798E-4,
5980.00,6.70276058E-4,
5981.000,2.51822465E-4,
5982.000,-1.32185780E-3,
5983.000,-2.16543349E-3,
5984.000,-1.36273494E-3,
5985.000,6.65515545E-4,
5986.000,-1.17562199E-3,
5987.000,1.27410761E-3,
5988.000,4.83932352E-4,
5989.000,2.78673309E-4,
5990.00,-5.06599492E-4,
5991.000,1.30102166E-3,
5992.000,4.30206972E-4,
5993.000,-9.64775856E-4,
5994.000,-9.34878190E-4,
5995.000,-1.14258844E-3,
5996.000,7.98900510E-5,
5997.000,2.50317447E-4,
5998.000,1.25672889E-3,
5999.000,-1.35172880E-3,
6000.00,6.57621655E-4,
6001.000,6.70276058E-4,
6002.000,4.44450765E-4,
6003.000,1.47823791E-3,
6004.000,8.78825202E-4,
6005.000,1.89146982E-3,
6006.000,2.30857549E-5,
6007.000,-1.17559195E-3,
6008.000,-1.14570884E-3,
6009.000,4.72849439E-4,
6010.00,8.77257669E-4,
6011.000,-3.30089475E-4,
6012.000,-9.17557045E-4,
6013.000,5.61805755E-5,
6014.000,-1.64604426E-4,
6015.000,-1.34705030E-3,
6016.000,8.74092511E-4,
6017.000,-7.79052847E-4,
6018.000,-1.32656645E-3,
6019.000,6.45027903E-4,
6020.00,-1.28305939E-4,
6021.000,9.00921586E-4,
6022.000,-3.50590330E-4,
6023.000,8.40905181E-4,
6024.000,-6.94000861E-4,
6025.000,-1.74780551E-3,
6026.000,-5.79040090E-4,
6027.000,6.68709283E-4,
6028.000,1.06533838E-3,
6029.000,1.08117133E-3,
6030.00,8.81990360E-4,
6031.000,-1.88210339E-4,
6032.000,-9.45894921E-4,
6033.000,-1.37779323E-4,
6034.000,8.59894906E-4,
6035.000,2.78703403E-4,
6036.000,-1.38633582E-3,
6037.000,5.06008684E-4,
6038.000,-1.13154668E-3,
6039.000,-1.14258844E-3,
6040.00,-3.56872653E-4,
6041.000,-1.28305939E-4,
6042.000,6.62351958E-4,
6043.000,-9.75761854E-4,
6044.000,-5.19129506E-4,
6045.000,3.57216595E-5,
6046.000,-9.49046807E-4,
6047.000,2.53417820E-4,
6048.000,-9.22240142E-4,
6049.000,6.52891467E-4,
6050.00,5.23417548E-4,
6051.000,-1.32185780E-3,
6052.000,4.68121230E-4,
6053.000,-3.45870998E-4,
6054.000,-7.27098668E-4,
6055.000,6.82930811E-4,
6056.000,2.42401002E-4,
6057.000,4.80770075E-4,
6058.000,3.57216595E-5,
6059.000,-5.36496635E-4,
6060.00,6.41237057E-5,
6061.000,-5.28624398E-4,
6062.000,1.66820991E-3,
6063.000,-9.23861167E-4,
6064.000,2.83429574E-4,
6065.000,-1.94725092E-3,
6066.000,1.98967500E-5,
6067.000,-9.41152102E-4,
6068.000,2.83429574E-4,
6069.000,-1.55131624E-4,
6070.00,-5.42806287E-4,
6071.000,-1.37062208E-3,
6072.000,-1.75250962E-3,
6073.000,-5.16004511E-4,
6074.000,-1.28305939E-4,
6075.000,-1.16302096E-3,
6076.000,-1.47252504E-4,
6077.000,2.53417820E-4,
6078.000,-2.51683430E-3,
6079.000,-9.23831132E-4,
6080.00,-1.57024071E-3,
6081.000,-1.53879588E-3,
6082.000,6.63918676E-4,
6083.000,-5.66451752E-4,
6084.000,6.68679189E-4,
6085.000,-7.39682349E-4,
6086.000,-3.28526337E-4,
6087.000,4.71283391E-4,
6088.000,3.40970219E-5,
6089.000,6.46564469E-4,
6090.00,1.27727562E-3,
6091.000,-9.08100628E-4,
6092.000,1.05903554E-3,
6093.000,4.74445609E-4,
6094.000,-3.61621904E-4,
6095.000,-7.36528949E-4,
6096.000,8.61432229E-4,
6097.000,-5.47553529E-4,
6098.000,8.77734346E-5,
6099.000,-7.19199888E-4,
6100.00,2.09114468E-3,
6101.000,9.72216512E-5,
6102.000,2.62929854E-4,
6103.000,-1.51973974E-4,
6104.000,1.70143030E-3,
6105.000,6.59218524E-4,
6106.000,4.63393051E-4,
6107.000,-7.49112398E-4,
6108.000,1.49088597E-3,
6109.000,-1.61416770E-4,
6110.00,7.35413196E-5,
6111.000,2.61334470E-4,
6112.000,4.19795797E-5,
6113.000,-1.17244176E-3,
6114.000,-1.94410631E-3,
6115.000,-7.45989091E-4,
6116.000,-1.31433670E-4,
6117.000,-9.50607762E-4,
6118.000,2.62929854E-4,
6119.000,1.29468529E-3,
6120.00,-5.68014046E-4,
6121.000,2.50257232E-4,
6122.000,6.70276058E-4,
6123.000,6.87661348E-4,
6124.000,1.47032924E-3,
6125.000,-1.56725466E-4,
6126.000,-7.42805714E-4,
6127.000,-9.45894921E-4,
6128.000,-7.52235646E-4,
6129.000,2.36079984E-4,
6130.00,-1.25178165E-4,
6131.000,-5.42806287E-4,
6132.000,-9.30165232E-4,
6133.000,-5.50678233E-4,
6134.000,2.67625728E-4,
6135.000,1.47506839E-3,
6136.000,1.47349865E-3,
6137.000,8.80452979E-4,
6138.000,-5.49085846E-4,
6139.000,8.34605598E-4,
6140.00,4.74415487E-4,
6141.000,-7.36498914E-4,
6142.000,-7.66470272E-4,
6143.000,-1.03102713E-4,
6144.000,-5.79040090E-4,
6145.000,2.29248381E-3,
6146.000,-7.38090603E-4,
6147.000,1.05430104E-3,
6148.000,-3.47434107E-4,
6149.000,-9.41182079E-4,
6150.00,-1.31463748E-4,
6151.000,-1.91367726E-4,
6152.000,-3.38316895E-3,
6153.000,-2.31447839E-3,
6154.000,2.75512546E-4,
6155.000,-3.85247171E-4,
6156.000,4.60200798E-4,
6157.000,-1.17268428E-4,
6158.000,-9.17557045E-4,
6159.000,1.25669874E-3,
6160.00,6.41834340E-4,
6161.000,5.30515026E-5,
6162.000,-7.36528949E-4,
6163.000,-5.41243877E-4,
6164.000,4.76011657E-4,
6165.000,2.67655851E-4,
6166.000,2.50287325E-4,
6167.000,1.29942247E-3,
6168.000,1.08430779E-3,
6169.000,-1.52152881E-3,
6170.00,-1.67761973E-4,
6171.000,6.57651806E-4,
6172.000,1.08117133E-3,
6173.000,-1.54823856E-3,
6174.000,1.67769252E-3,
6175.000,-7.71154999E-4,
6176.000,-5.25499519E-4,
6177.000,-9.56911419E-4,
6178.000,2.70786462E-4,
6179.000,-7.50673993E-4,
6180.00,2.58143700E-4,
6181.000,-7.16046314E-4,
6182.000,-7.60163879E-4,
6183.000,-7.83767493E-4,
6184.000,2.64495146E-4,
6185.000,-1.51052664E-3,
6186.000,-1.97082013E-3,
6187.000,-7.93166517E-4,
6188.000,6.72528622E-5,
6189.000,-1.33916282E-3,
6190.00,-1.45658618E-4,
6191.000,-7.69563427E-4,
6192.000,-4.98726731E-4,
6193.000,2.10381066E-3,
6194.000,-1.56397594E-3,
6195.000,1.04636990E-3,
6196.000,8.46140465E-5,
6197.000,-1.34072232E-3,
6198.000,4.58634808E-4,
6199.000,6.73409610E-4,
6200.00,-1.15513010E-3,
6201.000,-3.82091210E-4,
6202.000,-1.74151338E-3,
6203.000,-1.33916282E-3,
6204.000,-3.42714746E-4,
6205.000,4.68151324E-4,
