Labels,VMOF  O2 420 nm 10 us Delta OD,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,9999.000,
Step,1.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

1854.000,-4.90793784E-4,
1855.000,-1.14888931E-3,
1856.000,-2.16857647E-3,
1857.000,-1.35019934E-3,
1858.000,-1.54194352E-3,
1859.000,2.83399480E-4,
1860.00,-9.80534358E-4,
1861.000,-3.15900630E-4,
1862.000,-5.41243877E-4,
1863.000,-3.54591059E-3,
1864.000,-3.66341032E-4,
1865.000,-5.47553529E-4,
1866.000,-1.09223812E-3,
1867.000,-2.16860650E-3,
1868.000,-1.16461108E-3,
1869.000,-1.33604370E-3,
1870.00,-9.22300154E-4,
1871.000,-1.13943790E-3,
1872.000,-5.60142391E-4,
1873.000,-7.55418965E-4,
1874.000,-1.33916282E-3,
1875.000,-1.35646714E-3,
1876.000,-2.36785877E-3,
1877.000,-9.75791831E-4,
1878.000,-1.32656645E-3,
1879.000,-3.00118030E-4,
1880.00,-2.14504823E-3,
1881.000,-1.40937074E-4,
1882.000,6.63948827E-4,
1883.000,-5.66421717E-4,
1884.000,-9.42773069E-4,
1885.000,-1.12053461E-3,
1886.000,-9.36409167E-4,
1887.000,-9.41152102E-4,
1888.000,-9.52168659E-4,
1889.000,-1.15828041E-3,
1890.00,-5.23937051E-4,
1891.000,6.40936196E-5,
1892.000,4.35741604E-5,
1893.000,-1.14110502E-4,
1894.000,6.72528622E-5,
1895.000,-2.13091844E-3,
1896.000,-1.50410182E-4,
1897.000,-1.75409764E-3,
1898.000,-1.77291350E-3,
1899.000,-2.33335979E-3,
1900.00,-3.52123345E-4,
1901.000,-2.57018977E-3,
1902.000,-7.64878700E-4,
1903.000,-1.09388617E-4,
1904.000,-1.72737055E-3,
1905.000,-2.16390681E-3,
1906.000,-2.38978956E-3,
1907.000,4.83872136E-4,
1908.000,-1.34390139E-3,
1909.000,-9.74230992E-4,
1910.00,-1.11108262E-3,
1911.000,-1.42530975E-4,
1912.000,-9.60033212E-4,
1913.000,-9.39591147E-4,
1914.000,-5.55425358E-4,
1915.000,-1.79175846E-3,
1916.000,-2.35687802E-3,
1917.000,-1.17403187E-3,
1918.000,-3.11180949E-4,
1919.000,-1.71475555E-3,
1920.00,-2.98702810E-3,
1921.000,4.69717372E-4,
1922.000,-1.75247970E-3,
1923.000,-1.33760332E-3,
1924.000,-1.15359982E-3,
1925.000,-1.14258844E-3,
1926.000,-5.63297071E-4,
1927.000,-9.52168659E-4,
1928.000,-7.39682349E-4,
1929.000,6.70276058E-4,
1930.00,-9.44303989E-4,
1931.000,-1.56706339E-3,
1932.000,-1.56238722E-3,
1933.000,-1.58289244E-4,
1934.000,-1.15513010E-3,
1935.000,1.08276971E-3,
1936.000,2.58173823E-4,
1937.000,-9.74230992E-4,
1938.000,-1.76197768E-3,
1939.000,-9.15995974E-4,
1940.00,1.05135448E-4,
1941.000,1.46872934E-3,
1942.000,-3.17025650E-3,
1943.000,-1.36900262E-3,
1944.000,-2.92753824E-3,
1945.000,-1.80907478E-3,
1946.000,-1.31399976E-3,
1947.000,-1.34384132E-3,
1948.000,4.69717372E-4,
1949.000,-5.45991119E-4,
1950.00,-1.14888931E-3,
1951.000,-1.16461108E-3,
1952.000,-1.74465950E-3,
1953.000,-3.30089475E-4,
1954.000,2.53417820E-4,
1955.000,-1.34387135E-3,
1956.000,-3.44307919E-4,
1957.000,-3.55339638E-4,
1958.000,-1.52311765E-3,
1959.000,-2.12936173E-3,
1960.00,-2.56073941E-3,
1961.000,2.92912155E-4,
1962.000,-2.12307507E-3,
1963.000,-3.91963031E-3,
1964.000,-2.14663474E-3,
1965.000,-1.55450357E-3,
1966.000,-5.39651432E-4,
1967.000,-3.67934117E-4,
1968.000,-9.33317235E-4,
1969.000,-1.33604370E-3,
1970.00,2.59769178E-4,
1971.000,2.66030343E-4,
1972.000,8.93053540E-4,
1973.000,-7.52265682E-4,
1974.000,4.77607828E-4,
1975.000,-5.22344548E-4,
1976.000,-3.45870998E-4,
1977.000,-5.38089080E-4,
1978.000,-5.80602384E-4,
1979.000,-2.15917733E-3,
1980.00,-3.14307370E-4,
1981.000,6.68679189E-4,
1982.000,1.07483810E-3,
1983.000,-1.17298499E-4,
1984.000,-1.56725466E-4,
1985.000,-1.26742059E-4,
1986.000,6.52891467E-4,
1987.000,4.76011657E-4,
1988.000,-3.74246243E-4,
1989.000,1.17743650E-4,
1990.00,-5.52270620E-4,
1991.000,4.63362929E-4,
1992.000,-1.55926973E-3,
1993.000,2.89721153E-4,
1994.000,-5.69576339E-4,
1995.000,-7.20791635E-4,
1996.000,-3.47464142E-4,
1997.000,-1.16299093E-3,
1998.000,-7.66440236E-4,
1999.000,-1.31082057E-3,
2000.00,-5.25499519E-4,
2001.000,1.28201267E-3,
2002.000,-1.75250962E-3,
2003.000,-1.14567881E-3,
2004.000,4.67633363E-5,
2005.000,-1.53097184E-3,
2006.000,-9.33287200E-4,
2007.000,-1.66138096E-4,
2008.000,-2.14977795E-3,
2009.000,-8.82912602E-4,
2010.00,-2.33650161E-3,
2011.000,-2.33802758E-3,
2012.000,-2.56543467E-3,
2013.000,-1.49008050E-3,
2014.000,2.48691998E-4,
2015.000,-2.36471719E-3,
2016.000,-7.52235646E-4,
2017.000,-5.56957675E-4,
2018.000,-9.09691735E-4,
2019.000,-5.41243877E-4,
2020.00,5.46461233E-5,
2021.000,-7.23945152E-4,
2022.000,3.88506087E-5,
2023.000,-5.23937051E-4,
2024.000,-9.42743034E-4,
2025.000,-3.20650346E-4,
2026.000,-9.60063189E-4,
2027.000,-7.66410260E-4,
2028.000,-1.35961606E-3,
2029.000,1.12989197E-4,
2030.00,-1.14885927E-3,
2031.000,-3.12744174E-4,
2032.000,4.04451785E-5,
2033.000,-1.15513010E-3,
2034.000,-9.56881384E-4,
2035.000,-9.58442281E-4,
2036.000,-9.53759591E-4,
2037.000,-7.20791635E-4,
2038.000,-1.45658618E-4,
2039.000,-1.42470817E-4,
2040.00,-1.67761973E-4,
2041.000,-1.18892487E-4,
2042.000,4.63393051E-4,
2043.000,4.77607828E-4,
2044.000,1.45611202E-3,
2045.000,-7.49112398E-4,
2046.000,-9.33287200E-4,
2047.000,-7.49142375E-4,
2048.000,-1.78549695E-3,
2049.000,-1.13781763E-3,
2050.00,-9.72640177E-4,
2051.000,-3.66310996E-4,
2052.000,-1.46648521E-3,
2053.000,-1.13781763E-3,
2054.000,7.67307210E-5,
2055.000,-1.55131624E-4,
2056.000,6.71842834E-4,
2057.000,4.60200798E-4,
2058.000,-9.47455876E-4,
2059.000,-1.36215473E-4,
2060.00,8.64627422E-4,
2061.000,8.70927412E-4,
2062.000,3.29255010E-3,
2063.000,1.69351755E-3,
2064.000,-1.67552964E-3,
2065.000,-3.40973469E-3,
2066.000,-3.71030095E-4,
2067.000,-3.26933106E-4,
2068.000,4.91792976E-4,
2069.000,1.05427078E-3,
2070.00,-1.69325707E-4,
2071.000,2.59739085E-4,
2072.000,6.70276058E-4,
2073.000,-1.28336003E-4,
2074.000,1.27093948E-3,
2075.000,-5.31779311E-4,
2076.000,-1.39419246E-3,
2077.000,1.71725627E-3,
2078.000,-1.29198469E-3,
2079.000,-1.33757328E-3,
2080.00,2.78091338E-5,
2081.000,-9.34878190E-4,
2082.000,-2.33650161E-3,
2083.000,-1.57653540E-3,
2084.000,-2.53095129E-3,
2085.000,-1.34078227E-3,
2086.000,-1.75250962E-3,
2087.000,-1.34705030E-3,
2088.000,-3.67934117E-4,
2089.000,6.95555820E-4,
2090.00,-1.13313692E-3,
2091.000,-9.67927626E-4,
2092.000,8.83588044E-4,
2093.000,-1.99121353E-3,
2094.000,-1.29354431E-3,
2095.000,-2.18902086E-3,
2096.000,-2.18270510E-3,
2097.000,-2.14819121E-3,
2098.000,-9.45864944E-4,
2099.000,-1.73525105E-3,
2100.00,-7.50704028E-4,
2101.000,-2.14031828E-3,
2102.000,3.88506087E-5,
2103.000,1.89310138E-3,
2104.000,-4.97134170E-4,
2105.000,-3.63184925E-4,
2106.000,1.26146572E-3,
2107.000,-5.41243877E-4,
2108.000,-7.36528949E-4,
2109.000,-9.47455876E-4,
2110.00,-7.41274038E-4,
2111.000,6.72227688E-5,
2112.000,2.30857549E-5,
2113.000,-1.97237730E-3,
2114.000,-9.28574242E-4,
2115.000,4.58634808E-4,
2116.000,6.56054995E-4,
2117.000,5.01249975E-4,
2118.000,-1.31493827E-4,
2119.000,1.12384756E-3,
2120.00,-7.50704028E-4,
2121.000,-2.19369004E-3,
2122.000,6.72528622E-5,
2123.000,6.40936196E-5,
2124.000,-5.33371756E-4,
2125.000,1.67452160E-3,
2126.000,-3.82091210E-4,
2127.000,-1.71796174E-3,
2128.000,-1.20426324E-4,
2129.000,-3.71060130E-4,
2130.00,3.88806948E-5,
2131.000,-9.77382646E-4,
2132.000,-1.15516002E-3,
2133.000,4.93389205E-4,
2134.000,8.81990360E-4,
2135.000,4.55502828E-4,
2136.000,4.82336152E-4,
2137.000,4.52310662E-4,
2138.000,-9.42743034E-4,
2139.000,1.68400432E-3,
2140.00,4.96521418E-4,
2141.000,-3.44277854E-4,
2142.000,1.48454681E-3,
2143.000,-3.01741413E-4,
2144.000,-7.50704028E-4,
2145.000,4.44420642E-4,
2146.000,2.91286560E-4,
2147.000,-5.36526670E-4,
2148.000,6.73409610E-4,
2149.000,6.63948827E-4,
2150.00,6.09344024E-5,
2151.000,2.47126765E-4,
2152.000,-3.39558464E-4,
2153.000,9.87863459E-5,
2154.000,2.43966206E-4,
2155.000,-1.34621543E-4,
2156.000,-1.44094796E-4,
2157.000,-1.16776139E-3,
2158.000,8.59864755E-4,
2159.000,1.70777272E-3,
2160.00,-3.26933106E-4,
2161.000,2.88155774E-4,
2162.000,1.27890497E-3,
2163.000,8.40905181E-4,
2164.000,-9.72610142E-4,
2165.000,-7.38090603E-4,
2166.000,2.08636862E-3,
2167.000,7.35714057E-5,
2168.000,7.35714057E-5,
2169.000,-1.15516002E-3,
2170.00,1.47823791E-3,
2171.000,2.73947197E-4,
2172.000,-1.14729907E-3,
2173.000,-9.22270119E-4,
2174.000,-1.16146076E-3,
2175.000,-1.32818602E-3,
2176.000,2.80268752E-4,
2177.000,-3.56872653E-4,
2178.000,-1.55453361E-3,
2179.000,-5.31779311E-4,
2180.00,-9.58472316E-4,
2181.000,-1.52623537E-3,
2182.000,-1.37688965E-3,
2183.000,-1.94566359E-3,
2184.000,-7.88482022E-4,
2185.000,-5.47553529E-4,
2186.000,8.83588044E-4,
2187.000,-1.31463748E-4,
2188.000,8.40875029E-4,
2189.000,-1.60324178E-3,
2190.00,-3.32522625E-3,
2191.000,2.62899761E-4,
2192.000,-1.56865199E-3,
2193.000,-7.12892739E-4,
2194.000,1.44657388E-3,
2195.000,-7.19169853E-4,
2196.000,-1.33763324E-3,
2197.000,-1.76979753E-3,
2198.000,1.07010338E-3,
2199.000,-9.55350522E-4,
2200.00,-7.20791635E-4,
2201.000,-1.66138096E-4,
2202.000,4.98923655E-5,
2203.000,-3.19057086E-4,
2204.000,1.27410761E-3,
2205.000,-3.39558464E-4,
2206.000,-1.44094796E-4,
2207.000,-5.36496635E-4,
2208.000,1.08904275E-3,
2209.000,-3.26933106E-4,
2210.00,-5.83756890E-4,
2211.000,-1.55131624E-4,
2212.000,-9.36469180E-4,
2213.000,-3.19087150E-4,
2214.000,1.44180481E-3,
2215.000,-7.68031867E-4,
2216.000,-9.14374890E-4,
2217.000,-7.44397403E-4,
2218.000,8.67762312E-4,
2219.000,-1.73522101E-3,
2220.00,5.77752071E-5,
2221.000,-5.20752044E-4,
2222.000,4.27075196E-4,
2223.000,9.40922837E-5,
2224.000,-1.55131624E-4,
2225.000,8.30193167E-5,
2226.000,8.80422827E-4,
2227.000,-5.20752044E-4,
2228.000,2.64465052E-4,
2229.000,-1.15359982E-3,
2230.00,-7.14484544E-4,
2231.000,2.47126765E-4,
2232.000,-9.69488465E-4,
2233.000,-5.44368697E-4,
2234.000,-1.49481732E-3,
2235.000,-7.91605038E-4,
2236.000,-3.56872653E-4,
2237.000,-3.37965292E-4,
2238.000,-1.42500896E-4,
2239.000,-1.12683582E-3,
2240.00,-1.55294489E-3,
2241.000,-1.14099821E-3,
2242.000,4.74475732E-4,
2243.000,1.07170164E-3,
2244.000,1.29471545E-3,
2245.000,1.04480179E-3,
2246.000,4.20096658E-5,
2247.000,4.93359054E-4,
2248.000,6.43400999E-4,
2249.000,2.83429574E-4,
2250.00,4.76011657E-4,
2251.000,-1.09388617E-4,
2252.000,6.25290486E-5,
2253.000,1.07013353E-3,
2254.000,6.67112414E-4,
2255.000,1.25512993E-3,
2256.000,-1.14096818E-3,
2257.000,-1.22020305E-4,
2258.000,-1.70859363E-4,
2259.000,1.25672889E-3,
2260.00,7.83254291E-5,
2261.000,-1.35805667E-3,
2262.000,-3.14337434E-4,
2263.000,-9.56911419E-4,
2264.000,-1.39373238E-4,
2265.000,-1.50380103E-4,
2266.000,-1.34621543E-4,
2267.000,6.65515545E-4,
2268.000,4.71223175E-4,
2269.000,1.05430104E-3,
2270.00,-5.63297071E-4,
2271.000,-1.95985916E-3,
2272.000,-9.50607762E-4,
2273.000,-1.35331822E-3,
2274.000,1.27250841E-3,
2275.000,7.50850944E-4,
2276.000,-5.42806287E-4,
2277.000,8.89858173E-4,
2278.000,8.59864755E-4,
2279.000,-1.96453114E-3,
2280.00,7.35714057E-5,
2281.000,5.93698460E-5,
2282.000,1.07480795E-3,
2283.000,4.90226841E-4,
2284.000,6.70276058E-4,
2285.000,2.50257232E-4,
2286.000,4.66585305E-4,
2287.000,8.30494027E-5,
2288.000,4.52340784E-4,
2289.000,6.70276058E-4,
2290.00,5.93698460E-5,
2291.000,2.70786462E-4,
2292.000,-3.41121573E-4,
2293.000,1.45762134E-3,
2294.000,4.57068818E-4,
2295.000,6.88475338E-5,
2296.000,2.55013176E-4,
2297.000,2.47126765E-4,
2298.000,-3.36372090E-4,
2299.000,-1.31870853E-3,
2300.00,-1.61416770E-4,
2301.000,1.88041129E-3,
2302.000,-9.67565647E-5,
2303.000,2.37645188E-4,
2304.000,2.62899761E-4,
2305.000,-3.42684682E-4,
2306.000,-1.04636601E-4,
2307.000,8.63029796E-4,
2308.000,-3.72653187E-4,
2309.000,-5.12879575E-4,
2310.00,1.87089399E-3,
2311.000,8.63029796E-4,
2312.000,1.68560504E-3,
2313.000,-1.29899883E-4,
2314.000,2.62899761E-4,
2315.000,2.91286560E-4,
2316.000,2.62899761E-4,
2317.000,-5.47523494E-4,
2318.000,-5.38089080E-4,
2319.000,8.40905181E-4,
2320.00,-7.36528949E-4,
2321.000,1.87884015E-3,
2322.000,-5.88503666E-4,
2323.000,-3.11180949E-4,
2324.000,2.08797073E-3,
2325.000,2.70816556E-4,
2326.000,8.93053540E-4,
2327.000,2.64495146E-4,
2328.000,-1.16932148E-3,
2329.000,4.93359054E-4,
2330.00,-1.96135673E-3,
2331.000,2.61334470E-4,
2332.000,-7.22323370E-4,
2333.000,4.82306030E-4,
2334.000,2.32919512E-4,
2335.000,-1.54044467E-3,
2336.000,6.84497645E-4,
2337.000,4.47612780E-4,
2338.000,-1.15831045E-3,
2339.000,7.35413196E-5,
2340.00,-1.11267297E-3,
2341.000,-1.37062208E-3,
2342.000,-1.23614271E-4,
2343.000,-1.45688682E-4,
2344.000,2.51852587E-4,
2345.000,4.04150924E-5,
2346.000,-5.49145916E-4,
2347.000,-1.54191349E-3,
2348.000,-5.20752044E-4,
2349.000,1.31206540E-3,
2350.00,1.65392586E-3,
2351.000,-1.31463748E-4,
2352.000,-3.22213542E-4,
2353.000,-1.44064717E-4,
2354.000,4.58634808E-4,
2355.000,-1.13628746E-3,
2356.000,-1.53537767E-4,
2357.000,-1.53537767E-4,
2358.000,2.77138082E-4,
2359.000,-1.78864272E-3,
2360.00,-1.15674433E-4,
2361.000,-7.39682349E-4,
2362.000,-3.52153409E-4,
2363.000,-1.55294489E-3,
2364.000,-1.34860980E-3,
2365.000,-1.39373238E-4,
2366.000,-1.15044951E-3,
2367.000,2.62446956E-5,
2368.000,8.91486008E-4,
2369.000,1.08273956E-3,
2370.00,-9.72670154E-4,
2371.000,-3.22213542E-4,
2372.000,6.86034269E-4,
2373.000,-7.63287069E-4,
2374.000,-3.12744174E-4,
2375.000,1.68717536E-3,
2376.000,-1.16143073E-3,
2377.000,6.46564469E-4,
2378.000,-1.51993998E-3,
2379.000,6.70276058E-4,
2380.00,7.82953357E-5,
2381.000,-1.53723708E-3,
2382.000,-3.45840934E-4,
2383.000,4.50744701E-4,
2384.000,6.54488278E-4,
2385.000,8.93380929E-5,
2386.000,2.61334470E-4,
2387.000,1.05427078E-3,
2388.000,-1.55450357E-3,
2389.000,6.78170181E-4,
2390.00,-1.55131624E-4,
2391.000,-5.34934225E-4,
2392.000,-1.18862416E-4,
2393.000,-5.69606374E-4,
2394.000,5.77752071E-5,
2395.000,-5.45961084E-4,
2396.000,-7.28660380E-4,
2397.000,4.34934773E-4,
2398.000,-1.34702038E-3,
2399.000,-3.23806773E-4,
2400.00,2.61304376E-4,
2401.000,6.76573254E-4,
2402.000,-1.44094796E-4,
2403.000,6.82930811E-4,
2404.000,6.68679189E-4,
2405.000,-2.84394977E-4,
2406.000,-1.15044951E-3,
2407.000,4.91792976E-4,
2408.000,-7.71154999E-4,
2409.000,-1.51973974E-4,
2410.00,-3.26963171E-4,
2411.000,-1.16617128E-3,
2412.000,8.77257669E-4,
2413.000,-5.41243877E-4,
2414.000,-1.61386692E-4,
2415.000,-1.35490776E-3,
2416.000,1.29154720E-3,
2417.000,2.10223859E-3,
2418.000,-9.67866436E-5,
2419.000,-2.97450926E-3,
2420.00,1.67679391E-5,
2421.000,-1.39373238E-4,
2422.000,7.51661064E-5,
2423.000,4.98622794E-5,
2424.000,-1.47252504E-4,
2425.000,-1.16617128E-3,
2426.000,1.87403627E-3,
2427.000,-1.63010598E-4,
2428.000,8.14546802E-5,
2429.000,2.51852587E-4,
2430.00,-1.39343159E-4,
2431.000,-1.42530975E-4,
2432.000,-3.42714746E-4,
2433.000,-5.34964260E-4,
2434.000,-1.93311484E-3,
2435.000,4.83278491E-5,
2436.000,4.71253297E-4,
2437.000,-5.50678233E-4,
2438.000,4.71283391E-4,
2439.000,-1.79020059E-3,
2440.00,-1.30617165E-3,
2441.000,4.68121230E-4,
2442.000,-5.56987710E-4,
2443.000,2.53417820E-4,
2444.000,-1.36747328E-3,
2445.000,-5.31779311E-4,
2446.000,-7.36528949E-4,
2447.000,-7.50704028E-4,
2448.000,-3.28526337E-4,
2449.000,-3.26933106E-4,
2450.00,-7.41274038E-4,
2451.000,-9.56881384E-4,
2452.000,-9.45894921E-4,
2453.000,-7.63287069E-4,
2454.000,-1.12998637E-3,
2455.000,-1.07794593E-4,
2456.000,6.68709283E-4,
2457.000,-3.52153409E-4,
2458.000,-5.58580097E-4,
2459.000,1.25512993E-3,
2460.00,2.97638471E-4,
2461.000,-3.55309574E-4,
2462.000,-3.37995356E-4,
2463.000,-1.54038472E-3,
2464.000,-1.35490776E-3,
2465.000,-3.41121573E-4,
2466.000,-1.25178165E-4,
2467.000,-1.39373238E-4,
2468.000,-3.41151637E-4,
2469.000,1.10014144E-3,
2470.00,-1.42530975E-4,
2471.000,-9.83685954E-4,
2472.000,2.67655851E-4,
2473.000,1.89310138E-3,
2474.000,-3.06461210E-4,
2475.000,-3.34839016E-4,
2476.000,-7.72716594E-4,
2477.000,-1.16458104E-3,
2478.000,-1.42500896E-4,
2479.000,-3.41151637E-4,
2480.00,1.08747452E-3,
2481.000,1.07326987E-3,
2482.000,4.58664930E-4,
2483.000,-1.55609229E-3,
2484.000,-5.57017745E-4,
2485.000,1.69668871E-3,
2486.000,1.85506255E-3,
2487.000,9.21511732E-4,
2488.000,1.90412998E-3,
2489.000,1.08117133E-3,
2490.00,8.58297339E-4,
2491.000,4.63393051E-4,
2492.000,-9.78973578E-4,
2493.000,2.75542639E-4,
2494.000,2.69221142E-4,
2495.000,-3.41091509E-4,
2496.000,-1.96450111E-3,
2497.000,6.88174405E-5,
2498.000,4.55502828E-4,
2499.000,2.89721153E-4,
2500.00,-1.76982756E-3,
2501.000,8.56699771E-4,
2502.000,-1.34621543E-4,
2503.000,6.60755089E-4,
2504.000,3.21270811E-4,
2505.000,4.61796939E-4,
2506.000,-3.64778010E-4,
2507.000,-1.15990057E-3,
2508.000,-1.35328830E-3,
2509.000,-1.55612233E-3,
2510.00,-2.33491580E-3,
2511.000,-2.12463178E-3,
2512.000,-1.36273494E-3,
2513.000,3.88205226E-5,
2514.000,-1.15674433E-4,
2515.000,-9.33287200E-4,
2516.000,-7.33375549E-4,
2517.000,-1.36117556E-3,
2518.000,-5.28624398E-4,
2519.000,6.40936196E-5,
2520.00,-1.50380103E-4,
2521.000,-1.53720716E-3,
2522.000,4.66525089E-4,
2523.000,4.72879561E-4,
2524.000,-1.31463748E-4,
2525.000,1.03852933E-3,
2526.000,-1.32503686E-3,
2527.000,-5.11317048E-4,
2528.000,-7.41244003E-4,
2529.000,1.48614671E-3,
2530.00,6.76543103E-4,
2531.000,1.24248862E-3,
2532.000,-1.17874215E-3,
2533.000,-7.19229865E-4,
2534.000,-1.37779323E-4,
2535.000,-1.51973974E-4,
2536.000,-2.33961339E-3,
2537.000,-1.98492501E-3,
2538.000,-7.64878700E-4,
2539.000,-1.61416770E-4,
2540.00,8.69359937E-4,
2541.000,1.05903554E-3,
2542.000,8.72494886E-4,
2543.000,1.28361175E-3,
2544.000,2.51852587E-4,
2545.000,-1.15672022E-3,
2546.000,-3.08024435E-4,
2547.000,6.65515545E-4,
2548.000,2.69251235E-4,
2549.000,1.25832797E-3,
2550.00,8.69359937E-4,
2551.000,2.42370894E-4,
2552.000,-9.61624086E-4,
2553.000,-3.11150885E-4,
2554.000,-1.73207489E-3,
2555.000,4.36042465E-5,
2556.000,-9.25392145E-4,
2557.000,-2.34119943E-3,
2558.000,4.80770075E-4,
2559.000,1.26463373E-3,
2560.00,-7.60133844E-4,
2561.000,-7.47550745E-4,
2562.000,2.77138082E-4,
2563.000,2.64465052E-4,
2564.000,1.47186860E-3,
2565.000,-7.77461275E-4,
2566.000,1.47189887E-3,
2567.000,1.27096975E-3,
2568.000,1.06850499E-3,
2569.000,-1.45658618E-4,
2570.00,8.30193167E-5,
2571.000,-5.56987710E-4,
2572.000,-5.30186866E-4,
2573.000,4.36042465E-5,
2574.000,-2.57644011E-3,
2575.000,-2.15289113E-3,
2576.000,-3.25369940E-4,
2577.000,1.05746742E-3,
2578.000,6.97092502E-4,
2579.000,-5.33341721E-4,
2580.00,-1.97712492E-4,
2581.000,2.92882061E-4,
2582.000,-1.94566359E-3,
2583.000,2.70816556E-4,
2584.000,-5.53832971E-4,
2585.000,-1.37779323E-4,
2586.000,-1.54350232E-3,
2587.000,-1.15041947E-3,
2588.000,-9.44334024E-4,
2589.000,-5.14472078E-4,
2590.00,-7.44397403E-4,
2591.000,8.67762312E-4,
2592.000,4.69687249E-4,
2593.000,-1.36273494E-3,
2594.000,-1.36185394E-4,
2595.000,-3.42714746E-4,
2596.000,-1.48816311E-4,
2597.000,1.48457696E-3,
2598.000,2.62146114E-5,
2599.000,-2.98078358E-3,
2600.00,9.56268777E-5,
2601.000,4.58664930E-4,
2602.000,-1.26742059E-4,
2603.000,-7.09769200E-4,
2604.000,-5.33371756E-4,
2605.000,-7.09769200E-4,
2606.000,-3.67904053E-4,
2607.000,-3.00118030E-4,
2608.000,-1.42470817E-4,
2609.000,2.09271652E-3,
2610.00,2.26393575E-3,
2611.000,4.60200798E-4,
2612.000,-5.57017745E-4,
2613.000,-2.17486266E-3,
2614.000,8.29892306E-5,
2615.000,6.52921561E-4,
2616.000,-2.33332976E-3,
2617.000,-7.53827335E-4,
2618.000,9.40621976E-5,
2619.000,-1.44094796E-4,
2620.00,2.99203879E-4,
2621.000,-3.41121573E-4,
2622.000,-1.70889427E-4,
2623.000,-7.94620864E-5,
2624.000,4.51687447E-5,
2625.000,-7.53857312E-4,
2626.000,-5.53832971E-4,
2627.000,-1.95509754E-3,
2628.000,-3.25400004E-4,
2629.000,-7.61725474E-4,
2630.00,6.72227688E-5,
2631.000,5.77752071E-5,
2632.000,-3.25339875E-4,
2633.000,4.38126823E-4,
2634.000,2.78673309E-4,
2635.000,-3.22213542E-4,
2636.000,-5.77477855E-4,
2637.000,6.72829483E-5,
2638.000,1.08910305E-3,
2639.000,1.27093948E-3,
2640.00,8.58297339E-4,
2641.000,-7.49112398E-4,
2642.000,-5.42806287E-4,
2643.000,4.69687249E-4,
2644.000,8.30193167E-5,
2645.000,-1.54038472E-3,
2646.000,-7.41244003E-4,
2647.000,-3.71950818E-3,
2648.000,2.58173823E-4,
2649.000,-7.64878700E-4,
2650.00,6.73409610E-4,
2651.000,6.78170181E-4,
2652.000,1.06380042E-3,
2653.000,4.64989193E-4,
2654.000,-3.69467074E-4,
2655.000,-9.74170980E-4,
2656.000,-9.66366730E-4,
2657.000,-1.28305939E-4,
2658.000,-3.14367499E-4,
2659.000,6.40237588E-4,
2660.00,6.60785241E-4,
2661.000,4.68121230E-4,
2662.000,-7.23945152E-4,
2663.000,-7.38090603E-4,
2664.000,8.80392676E-4,
2665.000,2.29728976E-4,
2666.000,-3.33245815E-4,
2667.000,-9.44303989E-4,
2668.000,-1.37779323E-4,
2669.000,1.04480179E-3,
2670.00,7.67307210E-5,
2671.000,1.06690661E-3,
2672.000,6.68649038E-4,
2673.000,4.57068818E-4,
2674.000,1.50513439E-3,
2675.000,-5.56987710E-4,
2676.000,6.63918676E-4,
2677.000,-1.53507688E-4,
2678.000,-9.99146141E-5,
2679.000,6.60785241E-4,
2680.00,-7.66410260E-4,
2681.000,-1.76662172E-3,
2682.000,5.93397563E-5,
2683.000,-7.34937203E-4,
2684.000,-1.36435439E-3,
2685.000,-1.14888931E-3,
2686.000,-3.36402154E-4,
2687.000,-1.33757328E-3,
2688.000,8.14546802E-5,
2689.000,2.64495146E-4,
2690.00,2.55013176E-4,
2691.000,2.78703403E-4,
2692.000,1.68400432E-3,
2693.000,-5.52240585E-4,
2694.000,-3.60058853E-4,
2695.000,-7.58542214E-4,
2696.000,2.56608531E-4,
2697.000,8.75690195E-4,
2698.000,5.13869687E-4,
2699.000,-1.34546089E-3,
2700.00,-5.56987710E-4,
2701.000,-7.50673993E-4,
2702.000,-1.49008050E-3,
2703.000,8.81990360E-4,
2704.000,-1.74046945E-4,
2705.000,-3.56872653E-4,
2706.000,-3.42744810E-4,
2707.000,2.77138082E-4,
2708.000,-3.52153409E-4,
2709.000,-1.17298499E-4,
2710.00,-1.44094796E-4,
2711.000,-3.06461210E-4,
2712.000,-1.97707908E-3,
2713.000,-1.11426332E-3,
2714.000,1.44974317E-3,
2715.000,-3.26963171E-4,
2716.000,-1.37749244E-4,
2717.000,2.64465052E-4,
2718.000,4.60230920E-4,
2719.000,8.77227518E-4,
2720.00,-3.44277854E-4,
2721.000,-5.75885526E-4,
2722.000,-3.41121573E-4,
2723.000,6.90825167E-4,
2724.000,-1.63010598E-4,
2725.000,-1.29899883E-4,
2726.000,-9.47425840E-4,
2727.000,1.25356100E-3,
2728.000,-3.36402154E-4,
2729.000,6.81303733E-4,
2730.00,4.25479200E-4,
2731.000,-3.12744174E-4,
2732.000,1.30259071E-3,
2733.000,1.05430104E-3,
2734.000,4.66494967E-4,
2735.000,5.13899780E-4,
2736.000,-5.44368697E-4,
2737.000,-3.23806773E-4,
2738.000,-5.00259222E-4,
2739.000,-7.66440236E-4,
2740.00,6.68679189E-4,
2741.000,-7.20761600E-4,
2742.000,-1.37062208E-3,
