Labels,VMOF  Air 420 nm 40 us Delta OD,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,39996.0000,
Step,4.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

9596.000,3.64440377E-4,
9600.00,1.57434959E-3,
9604.000,9.55478463E-4,
9608.000,9.70144349E-4,
9612.000,3.64428852E-4,
9616.000,1.56020583E-3,
9620.00,9.81528894E-4,
9624.000,2.74500600E-3,
9628.000,3.36802704E-3,
9632.000,9.80940764E-4,
9636.000,-1.42620900E-3,
9640.00,-2.15879321E-4,
9644.000,9.75372619E-4,
9648.000,-8.37231230E-4,
9652.000,-3.23192496E-3,
9656.000,-2.32206585E-4,
9660.00,9.69509594E-4,
9664.000,4.55766544E-3,
9668.000,3.50484275E-4,
9672.000,1.55490323E-3,
9676.000,9.63474857E-4,
9680.00,-2.00318708E-3,
9684.000,-6.80853752E-3,
9688.000,-2.56465748E-3,
9692.000,-2.60890089E-3,
9696.000,-1.39954139E-3,
9700.00,2.15676753E-3,
9704.000,-3.19703110E-3,
9708.000,2.76463781E-3,
9712.000,2.83629401E-3,
9716.000,-6.17873762E-3,
9720.00,-1.97522552E-3,
9724.000,-1.39882672E-3,
9728.000,7.54650822E-3,
9732.000,-3.18191713E-3,
9736.000,-3.19220079E-3,
9740.00,-6.19886583E-3,
9744.000,9.15444747E-4,
9748.000,9.82739730E-4,
9752.000,2.16608704E-3,
9756.000,-1.42833265E-3,
9760.00,2.13617948E-3,
9764.000,4.60328255E-3,
9768.000,3.41028121E-4,
9772.000,3.39934300E-3,
9776.000,3.32414801E-3,
9780.00,-1.40033616E-3,
9784.000,9.48832836E-4,
9788.000,2.14823056E-3,
9792.000,3.73733259E-4,
9796.000,5.15186135E-3,
9800.00,9.52903763E-4,
9804.000,-2.03112699E-3,
9808.000,2.12686998E-3,
9812.000,1.55014987E-3,
9816.000,-2.46044539E-4,
9820.00,-1.45029498E-3,
9824.000,-3.77965719E-3,
9828.000,2.75138463E-3,
9832.000,-1.99859077E-3,
9836.000,1.56453310E-3,
9840.00,3.93217290E-3,
9844.000,2.12880690E-3,
9848.000,-2.11308186E-4,
9852.000,-2.62465118E-3,
9856.000,-8.12518294E-4,
9860.00,-4.97591263E-3,
9864.000,-2.61533004E-3,
9868.000,-4.39889869E-3,
9872.000,-1.43223000E-3,
9876.000,-4.39222110E-3,
9880.00,-2.02209875E-3,
9884.000,-2.03596824E-3,
9888.000,-2.13386476E-4,
9892.000,-4.42301668E-3,
9896.000,3.42923275E-4,
9900.00,3.62974242E-4,
9904.000,-8.15458596E-4,
9908.000,-3.20043135E-3,
9912.000,9.49524576E-4,
9916.000,9.68837761E-4,
9920.00,-1.40661048E-3,
9924.000,2.14005564E-3,
9928.000,-3.79325799E-3,
9932.000,-2.18069297E-4,
9936.000,-3.78359878E-3,
9940.00,-2.43678485E-4,
9944.000,-8.40460823E-4,
9948.000,-2.00788560E-3,
9952.000,-1.39901647E-3,
9956.000,1.56474207E-3,
9960.00,-7.33995857E-3,
9964.000,9.74136638E-4,
9968.000,-7.95785151E-3,
9972.000,9.80920973E-4,
9976.000,-8.24819785E-4,
9980.00,-6.78725494E-3,
9984.000,-3.23374686E-3,
9988.000,9.58854333E-4,
9992.000,-2.62090191E-3,
9996.000,-8.35771323E-4,
1E04,9.83397011E-4,
10004.0000,-2.59969081E-3,
10008.0000,9.66144202E-4,
10012.0000,-1.41670869E-3,
10016.0000,-8.74477671E-4,
10020.000,9.63479979E-4,
10024.0000,-3.23181879E-3,
10028.0000,3.32984305E-3,
10032.0000,3.52184055E-4,
10036.0000,2.77477666E-3,
10040.000,-8.37285246E-4,
10044.0000,1.57850760E-3,
10048.0000,-1.42836373E-3,
10052.0000,4.51660389E-3,
10056.0000,3.36598535E-3,
10060.000,-3.18938564E-3,
10064.0000,-8.07755801E-4,
10068.0000,-4.37158812E-3,
10072.0000,6.36145053E-3,
10076.0000,-6.80221198E-3,
10080.000,-6.21026196E-3,
10084.0000,-8.03063565E-4,
10088.0000,-2.63388618E-3,
10092.0000,-3.80705600E-3,
10096.0000,2.76288390E-3,
1.01E04,-6.69894600E-3,
10104.0000,3.76652461E-4,
10108.0000,-7.96966662E-4,
10112.0000,-5.61854569E-3,
10116.0000,-3.14422231E-3,
10120.000,1.54128729E-3,
10124.0000,-1.42157497E-3,
10128.0000,3.35060875E-3,
10132.0000,2.17844942E-3,
10136.0000,-1.45892904E-3,
10140.000,-6.84650429E-3,
10144.0000,-3.24365776E-3,
10148.0000,1.55526283E-3,
10152.0000,9.66785592E-4,
10156.0000,-1.41366583E-3,
10160.000,-3.18182330E-3,
10164.0000,-3.21776210E-3,
10168.0000,-1.44176406E-3,
10172.0000,-6.17167726E-3,
10176.0000,2.12228554E-3,
10180.000,6.34058984E-3,
10184.0000,9.53575014E-4,
10188.0000,-4.40140488E-3,
10192.0000,1.56440807E-3,
10196.0000,-2.41475922E-4,
1.02E04,9.58146818E-4,
10204.0000,9.84037411E-4,
10208.0000,2.16510775E-3,
10212.0000,-3.81872384E-3,
10216.0000,-2.31938844E-4,
10220.000,-8.10821715E-4,
10224.0000,-2.61253328E-3,
10228.0000,3.95322219E-3,
10232.0000,3.83341860E-4,
10236.0000,-2.62090191E-3,
10240.000,2.17338558E-3,
10244.0000,3.93306278E-3,
10248.0000,1.57030404E-3,
10252.0000,-2.61630095E-3,
10256.0000,-2.02671997E-3,
10260.000,9.92716174E-4,
10264.0000,9.54105752E-4,
10268.0000,-2.00298661E-3,
10272.0000,-6.78546773E-3,
10276.0000,-6.86477916E-3,
10280.000,-2.32091450E-4,
10284.0000,3.64419073E-4,
10288.0000,2.14663218E-3,
10292.0000,2.74391100E-3,
10296.0000,-3.85202956E-3,
1.03E04,-8.23295908E-4,
10304.0000,-1.42057391E-3,
10308.0000,-8.20175163E-4,
10312.0000,-2.60037556E-3,
10316.0000,-8.29403172E-4,
10320.000,-4.40653926E-3,
10324.0000,1.01246440E-3,
10328.0000,2.75709620E-3,
10332.0000,-7.95390923E-4,
10336.0000,-2.41377449E-4,
10340.000,-8.23340961E-4,
10344.0000,-6.15981873E-3,
10348.0000,3.96944629E-3,
10352.0000,-8.23324372E-4,
10356.0000,-1.40435842E-3,
10360.000,-8.44995317E-4,
10364.0000,-2.60885758E-3,
10368.0000,3.52359959E-4,
10372.0000,-1.45493983E-3,
10376.0000,3.35161749E-4,
10380.000,1.00485585E-3,
10384.0000,9.66897409E-4,
10388.0000,2.14917678E-3,
10392.0000,-1.98457530E-3,
10396.0000,-1.40282267E-3,
1.04E04,1.55135978E-3,
10404.0000,-3.82355647E-3,
10408.0000,1.55463617E-3,
10412.0000,9.79435863E-4,
10416.0000,3.34216561E-3,
10420.000,3.39270127E-3,
10424.0000,-2.58736406E-3,
10428.0000,-2.59870756E-3,
10432.0000,6.94492739E-3,
10436.0000,-2.04103254E-3,
10440.000,6.93265162E-3,
10444.0000,4.57449444E-3,
10448.0000,-8.41788191E-4,
10452.0000,2.15305947E-3,
10456.0000,-2.66866758E-3,
10460.000,3.73426767E-4,
10464.0000,2.14550388E-3,
10468.0000,1.57330686E-3,
10472.0000,-8.23255396E-4,
10476.0000,3.35122622E-3,
10480.000,3.33284494E-3,
10484.0000,-3.20840790E-3,
10488.0000,-2.15843800E-4,
10492.0000,5.74465655E-3,
10496.0000,-1.41141692E-3,
1.05E04,-8.38816108E-4,
10504.0000,-2.32011007E-4,
10508.0000,-2.60894326E-3,
10512.0000,3.79818550E-4,
10516.0000,3.64645064E-4,
10520.000,5.14216162E-3,
10524.0000,-1.99377001E-3,
10528.0000,9.61554411E-4,
10532.0000,-3.21733905E-3,
10536.0000,3.94625822E-3,
10540.000,-2.29783807E-4,
10544.0000,-8.09244695E-4,
10548.0000,-8.20164161E-4,
10552.0000,5.73310489E-3,
10556.0000,-8.29427328E-4,
10560.000,-1.40270649E-3,
10564.0000,-3.81403975E-3,
10568.0000,-2.64051883E-3,
10572.0000,3.52348201E-4,
10576.0000,3.66213470E-4,
10580.000,-7.82975345E-4,
10584.0000,-3.75792151E-3,
10588.0000,6.36474881E-3,
10592.0000,3.44528613E-4,
10596.0000,-1.97056285E-3,
1.06E04,3.47498222E-4,
10604.0000,-2.31956976E-4,
10608.0000,-3.22822318E-3,
10612.0000,2.15232000E-3,
10616.0000,-7.95391970E-4,
10620.000,5.76148508E-3,
10624.0000,1.57969748E-3,
10628.0000,3.33602983E-3,
10632.0000,-2.06481607E-4,
10636.0000,2.12978292E-3,
10640.000,4.01248777E-4,
10644.0000,-2.05500494E-3,
10648.0000,2.74214521E-3,
10652.0000,-8.03058036E-4,
10656.0000,9.62157617E-4,
10660.000,-2.02200096E-3,
10664.0000,-2.06858662E-4,
10668.0000,1.55090855E-3,
10672.0000,-2.04571942E-3,
10676.0000,-3.81174544E-3,
10680.000,2.18111859E-3,
10684.0000,3.92353948E-4,
10688.0000,-2.38827080E-4,
10692.0000,-1.90608014E-4,
10696.0000,-8.43532034E-4,
1.07E04,-4.96655842E-3,
10704.0000,3.94717045E-3,
10708.0000,-2.15602777E-4,
10712.0000,-3.25063406E-3,
10716.0000,3.34476680E-3,
10720.000,3.55078140E-4,
10724.0000,4.53447597E-3,
10728.0000,-2.05488852E-3,
10732.0000,2.76158005E-3,
10736.0000,3.90514586E-4,
10740.000,2.75168545E-3,
10744.0000,-1.41979347E-3,
10748.0000,-1.99379469E-3,
10752.0000,-3.78070772E-3,
10756.0000,-2.63870088E-3,
10760.000,9.67539265E-4,
10764.0000,-2.60145473E-3,
10768.0000,8.11864994E-3,
10772.0000,1.56918622E-3,
10776.0000,-4.42651194E-3,
10780.000,-2.08865342E-4,
10784.0000,-2.60236347E-3,
10788.0000,2.15485017E-3,
10792.0000,9.78125609E-4,
10796.0000,-1.44283974E-3,
1.08E04,2.15303013E-3,
10804.0000,-2.03605834E-3,
10808.0000,9.72820038E-4,
10812.0000,9.64837323E-4,
10816.0000,-6.81853015E-3,
10820.000,-3.24185332E-3,
10824.0000,-6.76855259E-3,
10828.0000,-1.41757564E-3,
10832.0000,-2.59754248E-3,
10836.0000,-3.82089848E-3,
10840.000,-8.46621813E-4,
10844.0000,-1.43435004E-3,
10848.0000,-2.61240243E-3,
10852.0000,9.88034066E-4,
10856.0000,3.95899964E-3,
10860.000,3.55321739E-4,
10864.0000,-3.80454888E-3,
10868.0000,-3.80900688E-3,
10872.0000,3.36771685E-4,
10876.0000,3.52160656E-4,
10880.000,-3.26019712E-3,
10884.0000,3.36133130E-3,
10888.0000,2.14102026E-3,
10892.0000,3.96098569E-3,
10896.0000,-4.38235234E-3,
1.09E04,3.32675572E-3,
10904.0000,3.35170625E-4,
10908.0000,-2.58950633E-3,
10912.0000,-1.46770803E-3,
10916.0000,-2.04140856E-3,
10920.000,-3.83338449E-3,
10924.0000,-2.04076990E-3,
10928.0000,-8.48207856E-4,
10932.0000,-2.43816830E-4,
10936.0000,-1.43436715E-3,
10940.000,9.79357166E-4,
10944.0000,2.73782923E-3,
10948.0000,-8.26299249E-4,
10952.0000,3.62962688E-4,
10956.0000,-6.79654069E-3,
10960.000,9.17656987E-4,
10964.0000,1.56989822E-3,
10968.0000,-2.25162017E-4,
10972.0000,3.33303818E-3,
10976.0000,5.76334959E-3,
10980.000,-1.99376233E-3,
10984.0000,-4.40578396E-3,
10988.0000,-8.04402865E-3,
10992.0000,-3.80476122E-3,
10996.0000,1.57380465E-3,
1.1E04,9.61517158E-4,
11004.0000,-1.42356427E-3,
11008.0000,3.69360845E-4,
11012.0000,-5.65651385E-3,
11016.0000,9.74151655E-4,
11020.000,1.54604902E-3,
11024.0000,-6.16705650E-3,
11028.0000,1.57495099E-3,
11032.0000,-2.59780185E-3,
11036.0000,1.58903969E-3,
11040.000,3.35211516E-3,
11044.0000,2.74026720E-3,
11048.0000,3.77239485E-4,
11052.0000,-1.37267006E-3,
11056.0000,-8.17097200E-4,
11060.000,-2.03622342E-3,
11064.0000,-4.44314489E-3,
11068.0000,-8.20143323E-4,
11072.0000,-1.46435038E-3,
11076.0000,3.67588247E-4,
11080.000,2.15944904E-3,
11084.0000,-3.18817282E-3,
11088.0000,-2.29757236E-4,
11092.0000,3.72000242E-4,
11096.0000,-2.06508441E-4,
1.11E04,2.76648533E-3,
11104.0000,9.68155102E-4,
11108.0000,9.76882176E-4,
11112.0000,-4.39011864E-3,
11116.0000,-2.58753705E-3,
11120.000,-5.59929805E-3,
11124.0000,-4.96874051E-3,
11128.0000,-3.25214001E-3,
11132.0000,-2.27557961E-4,
11136.0000,-4.44042357E-3,
11140.000,1.57888629E-3,
11144.0000,-2.64321291E-3,
11148.0000,-3.18304077E-3,
11152.0000,9.42113984E-4,
11156.0000,3.59799888E-4,
11160.000,-8.10832193E-4,
11164.0000,-6.17808150E-3,
11168.0000,2.14203983E-3,
11172.0000,-2.60700798E-3,
11176.0000,-8.03390145E-3,
11180.000,-2.15835069E-4,
11184.0000,5.76436520E-3,
11188.0000,2.18105805E-3,
11192.0000,3.76972661E-4,
11196.0000,3.69337853E-4,
1.12E04,1.57403166E-3,
11204.0000,3.73733259E-4,
11208.0000,-2.25242824E-4,
11212.0000,9.76892072E-4,
11216.0000,-1.43379020E-3,
11220.000,3.89438006E-4,
11224.0000,2.75252783E-3,
11228.0000,3.69326328E-4,
11232.0000,-3.25172092E-3,
11236.0000,-3.23034148E-3,
11240.000,-3.79318884E-3,
11244.0000,-1.44431973E-3,
11248.0000,3.45913315E-4,
11252.0000,-6.13956293E-3,
11256.0000,9.74829367E-4,
11260.000,-2.60894443E-3,
11264.0000,3.93805606E-3,
11268.0000,-3.23192496E-3,
11272.0000,2.75818282E-3,
11276.0000,3.62962688E-4,
11280.000,-2.60231877E-3,
11284.0000,-1.41904154E-3,
11288.0000,3.37402150E-3,
11292.0000,-2.01752293E-4,
11296.0000,2.17078207E-3,
1.13E04,-6.78272266E-3,
11304.0000,2.16709264E-3,
11308.0000,3.53759504E-4,
11312.0000,-2.10984799E-4,
11316.0000,-8.72980629E-4,
11320.000,5.16667683E-3,
11324.0000,3.33406759E-4,
11328.0000,-5.60499076E-3,
11332.0000,2.16241484E-3,
11336.0000,-1.41833187E-3,
11340.000,5.74465841E-3,
11344.0000,-2.02193833E-3,
11348.0000,-2.41457863E-4,
11352.0000,9.88113112E-4,
11356.0000,1.56029093E-3,
11360.000,-2.58480106E-3,
11364.0000,-3.78574966E-3,
11368.0000,-2.46062758E-4,
11372.0000,3.69270303E-4,
11376.0000,-8.06162658E-4,
11380.000,-2.29955665E-4,
11384.0000,-3.23662744E-3,
11388.0000,-1.43631967E-3,
11392.0000,2.75350828E-3,
11396.0000,-3.79308802E-3,
1.14E04,9.50232439E-4,
11404.0000,4.57957899E-3,
11408.0000,1.51789340E-3,
11412.0000,9.70782363E-4,
11416.0000,-3.82592669E-3,
11420.000,-3.80699965E-3,
11424.0000,1.58312195E-3,
11428.0000,3.36523051E-3,
11432.0000,-8.18548433E-4,
11436.0000,-8.13954626E-4,
11440.000,2.74679880E-3,
11444.0000,-2.58105365E-3,
11448.0000,-2.63023702E-3,
11452.0000,4.56578238E-3,
11456.0000,-2.65174964E-3,
11460.000,3.38068907E-3,
11464.0000,5.70054632E-3,
11468.0000,-4.99677239E-3,
11472.0000,-3.21781822E-3,
11476.0000,-4.41489229E-3,
11480.000,-3.85942031E-3,
11484.0000,-2.01231358E-3,
11488.0000,-8.55886785E-4,
11492.0000,-2.60136905E-3,
11496.0000,3.93816270E-3,
1.15E04,-2.01249565E-3,
11504.0000,9.48853965E-4,
11508.0000,-2.63204891E-3,
11512.0000,-4.37543448E-3,
11516.0000,-5.03006391E-3,
11520.000,-3.78117897E-3,
11524.0000,-2.09098245E-4,
11528.0000,-8.54561757E-3,
11532.0000,-2.59217643E-3,
11536.0000,-1.40581373E-3,
11540.000,2.16214661E-3,
11544.0000,3.69327900E-4,
11548.0000,2.14373437E-3,
11552.0000,2.16247491E-3,
11556.0000,-2.34415915E-4,
11560.000,9.68837761E-4,
11564.0000,-2.62014312E-3,
11568.0000,-2.03633774E-3,
11572.0000,-2.01304723E-3,
11576.0000,-2.13411040E-4,
11580.000,3.35058826E-3,
11584.0000,-8.26343952E-4,
11588.0000,-3.19880061E-3,
11592.0000,9.86770610E-4,
11596.0000,1.55644107E-3,
1.16E04,2.78701959E-3,
11604.0000,-3.78300995E-3,
11608.0000,3.34594212E-3,
11612.0000,-5.54841384E-3,
11616.0000,-2.61444924E-3,
11620.000,-1.43921573E-3,
11624.0000,-5.61863696E-3,
11628.0000,3.83004925E-4,
11632.0000,-3.23128817E-3,
11636.0000,9.66887281E-4,
11640.000,9.78169963E-4,
11644.0000,-1.45160919E-3,
11648.0000,1.56491774E-3,
11652.0000,-2.03149742E-3,
11656.0000,3.55147786E-4,
11660.000,-8.15503707E-4,
11664.0000,-2.03133165E-3,
11668.0000,-2.18225672E-4,
11672.0000,-2.56708683E-3,
11676.0000,2.16970500E-3,
11680.000,-2.22936113E-4,
11684.0000,1.57945510E-3,
11688.0000,-5.01640746E-3,
11692.0000,3.38677131E-3,
11696.0000,-5.65570500E-3,
1.17E04,-1.38115766E-3,
11704.0000,1.54648314E-3,
11708.0000,3.72302718E-4,
11712.0000,1.56474474E-3,
11716.0000,-1.40808406E-3,
11720.000,3.93818039E-3,
11724.0000,1.58276793E-3,
11728.0000,-8.30960751E-4,
11732.0000,9.83421458E-4,
11736.0000,2.75717094E-3,
11740.000,-2.02656514E-3,
11744.0000,-2.61903787E-3,
11748.0000,-8.29451892E-4,
11752.0000,-1.41807541E-3,
11756.0000,-4.40358836E-3,
11760.000,-2.62375828E-3,
11764.0000,3.58325429E-4,
11768.0000,-2.54717935E-3,
11772.0000,-5.59990620E-3,
11776.0000,-2.60145473E-3,
11780.000,-1.42623996E-3,
11784.0000,-7.90661026E-4,
11788.0000,-5.00763068E-3,
11792.0000,-2.02668691E-3,
11796.0000,-2.03133165E-3,
1.18E04,-8.48182652E-4,
11804.0000,-2.63483846E-3,
11808.0000,-1.42617815E-3,
11812.0000,2.16042739E-3,
11816.0000,3.69360845E-4,
11820.000,-5.01188263E-3,
11824.0000,-5.59876719E-3,
11828.0000,-2.05053017E-3,
11832.0000,-3.77902086E-3,
11836.0000,9.52804112E-4,
11840.000,-3.80023452E-3,
11844.0000,3.61455895E-4,
11848.0000,-3.20916669E-3,
11852.0000,1.52747915E-3,
11856.0000,-9.77497362E-3,
11860.000,-3.24763311E-3,
11864.0000,-7.42727518E-3,
11868.0000,-4.98993602E-3,
11872.0000,-2.13422085E-4,
11876.0000,3.84828803E-4,
11880.000,-2.58563599E-3,
11884.0000,3.89471941E-4,
11888.0000,-4.39427188E-3,
11892.0000,-2.61064828E-3,
11896.0000,-2.41431437E-4,
1.19E04,-1.38974329E-3,
11904.0000,-6.77503552E-3,
11908.0000,2.14651506E-3,
11912.0000,-1.39420514E-3,
11916.0000,3.33545730E-3,
11920.000,-5.64770587E-3,
11924.0000,-2.62675132E-3,
11928.0000,-7.92106439E-4,
11932.0000,3.99275729E-3,
11936.0000,3.64722568E-4,
11940.000,-2.13535342E-4,
11944.0000,-1.44156488E-3,
11948.0000,-2.02196371E-3,
11952.0000,-8.35723884E-4,
11956.0000,3.87713633E-4,
11960.000,2.74889404E-3,
11964.0000,-6.77140430E-3,
11968.0000,2.75061512E-3,
11972.0000,2.74852896E-3,
11976.0000,1.56453438E-3,
11980.000,-2.69461685E-4,
11984.0000,-2.61625624E-3,
11988.0000,-1.40514830E-3,
11992.0000,-2.58475798E-3,
11996.0000,3.94962309E-3,
1.2E04,9.68754059E-4,
12004.0000,1.58374966E-3,
12008.0000,-8.20143323E-4,
12012.0000,-3.22549534E-3,
12016.0000,-2.59493291E-3,
12020.000,-1.38496503E-3,
12024.0000,1.56486931E-3,
12028.0000,3.34988872E-4,
12032.0000,4.09516797E-4,
12036.0000,3.39679740E-4,
12040.000,2.14823801E-3,
12044.0000,-4.42245370E-3,
12048.0000,-3.85408383E-3,
12052.0000,-8.68593634E-4,
12056.0000,-2.05477583E-3,
12060.000,-1.38947170E-3,
12064.0000,-1.40722794E-3,
12068.0000,-3.19920341E-3,
12072.0000,3.36399046E-3,
12076.0000,-1.99397770E-3,
12080.000,-3.22251464E-3,
12084.0000,-8.17058608E-4,
12088.0000,-2.34532301E-4,
12092.0000,-8.21796595E-4,
12096.0000,-3.19426181E-3,
1.21E04,-2.50700454E-4,
12104.0000,-2.18314293E-4,
12108.0000,-2.02660775E-3,
12112.0000,-8.62491317E-3,
12116.0000,3.53622454E-4,
12120.000,3.76685261E-4,
12124.0000,3.93097755E-3,
12128.0000,-8.10839003E-4,
12132.0000,1.54579955E-3,
12136.0000,-2.04574829E-3,
12140.000,-2.01300438E-3,
12144.0000,9.88629414E-4,
12148.0000,5.14717028E-3,
12152.0000,4.52510919E-3,
12156.0000,-1.99386361E-3,
12160.000,1.55060424E-3,
12164.0000,-1.46015454E-3,
12168.0000,-5.58216078E-3,
12172.0000,3.36610898E-3,
12176.0000,-1.44888426E-3,
12180.000,-3.20032635E-3,
12184.0000,9.49474867E-4,
12188.0000,3.34279635E-3,
12192.0000,3.34941130E-3,
12196.0000,3.81269172E-4,
1.22E04,9.23750689E-4,
12204.0000,-2.58950633E-3,
12208.0000,4.49158996E-3,
12212.0000,3.62985826E-4,
12216.0000,-6.16499549E-3,
12220.000,5.73072489E-3,
12224.0000,-6.80595823E-3,
12228.0000,2.15598196E-3,
12232.0000,2.74854293E-3,
12236.0000,3.90915142E-4,
12240.000,1.53222017E-3,
12244.0000,9.45436012E-4,
12248.0000,1.54589803E-3,
12252.0000,9.96774412E-4,
12256.0000,-1.42451120E-3,
12260.000,-6.77677616E-3,
12264.0000,3.34075210E-3,
12268.0000,3.36873019E-3,
12272.0000,-2.61060195E-3,
12276.0000,-3.22717265E-3,
12280.000,-3.19554843E-3,
12284.0000,-2.11136183E-4,
12288.0000,2.78138858E-3,
12292.0000,3.37794097E-3,
12296.0000,-8.13988969E-4,
1.23E04,1.53662986E-3,
12304.0000,9.65483428E-4,
12308.0000,-3.24893673E-3,
12312.0000,-2.00326927E-3,
12316.0000,-8.12470331E-4,
12320.000,-2.00794451E-3,
12324.0000,-2.03570700E-3,
12328.0000,-2.01959279E-4,
12332.0000,2.13161693E-3,
12336.0000,-2.00317963E-3,
12340.000,3.59753525E-4,
12344.0000,2.17172597E-3,
12348.0000,-3.19368858E-3,
12352.0000,-7.95416010E-4,
12356.0000,-4.38748207E-3,
12360.000,3.52104515E-4,
12364.0000,2.76355725E-3,
12368.0000,-2.01959454E-4,
12372.0000,9.79977776E-4,
12376.0000,-2.29601384E-4,
12380.000,-2.60981591E-3,
12384.0000,-4.45811404E-3,
12388.0000,-2.01906631E-4,
12392.0000,-1.99862360E-3,
12396.0000,3.55180557E-4,
1.24E04,3.98086105E-3,
12404.0000,-1.97106111E-3,
12408.0000,-4.98616230E-3,
12412.0000,-4.33322275E-3,
12416.0000,3.66145920E-4,
12420.000,3.83003964E-4,
12424.0000,9.71335394E-4,
12428.0000,-7.79920316E-4,
12432.0000,-7.75451015E-4,
12436.0000,-1.38571928E-3,
12440.000,3.96356173E-3,
12444.0000,-8.13932391E-4,
12448.0000,9.52853996E-4,
12452.0000,3.95766133E-3,
12456.0000,-3.20032635E-3,
12460.000,1.58863573E-3,
12464.0000,9.46831307E-4,
12468.0000,-2.62371660E-3,
12472.0000,1.56954199E-3,
12476.0000,2.75249965E-3,
12480.000,-2.01731781E-3,
12484.0000,-2.46089097E-4,
12488.0000,-2.63019279E-3,
12492.0000,-2.59866030E-3,
12496.0000,-8.52810161E-4,
1.25E04,-8.31037469E-4,
12504.0000,-7.89284240E-4,
12508.0000,-2.59583117E-3,
12512.0000,-8.29566969E-4,
12516.0000,2.14645546E-3,
12520.000,2.13156524E-3,
12524.0000,-4.97943722E-3,
12528.0000,-2.02166289E-3,
12532.0000,3.76938377E-4,
12536.0000,-3.20038130E-3,
12540.000,-5.00149326E-3,
12544.0000,-1.45498454E-3,
12548.0000,-2.48364784E-4,
12552.0000,3.92749300E-3,
12556.0000,6.94326498E-3,
12560.000,-2.31948361E-4,
12564.0000,5.09490119E-3,
12568.0000,2.12135608E-3,
12572.0000,-1.44556118E-3,
12576.0000,-3.81335383E-3,
12580.000,1.56479049E-3,
12584.0000,-2.39146422E-4,
12588.0000,3.80163779E-4,
12592.0000,3.70800873E-4,
12596.0000,-3.22055840E-3,
1.26E04,2.13155034E-3,
12604.0000,-4.97177150E-3,
12608.0000,-3.18479654E-3,
12612.0000,-5.60987461E-3,
12616.0000,-8.45143048E-4,
12620.000,2.13537901E-3,
12624.0000,-4.99761710E-3,
12628.0000,-1.41122995E-3,
12632.0000,2.15871702E-3,
12636.0000,1.00147270E-3,
12640.000,-5.03364159E-3,
12644.0000,9.39450983E-4,
12648.0000,-6.79402892E-3,
12652.0000,-1.44883548E-3,
12656.0000,-2.39128538E-4,
12660.000,-2.57560401E-3,
12664.0000,9.72215727E-4,
12668.0000,-2.00834638E-3,
12672.0000,-2.48409313E-4,
12676.0000,7.52337463E-3,
12680.000,9.57536919E-4,
12684.0000,2.75454135E-3,
12688.0000,1.55479158E-3,
12692.0000,2.16051028E-3,
12696.0000,3.94496601E-3,
1.27E04,2.76182825E-3,
12704.0000,3.72223905E-4,
12708.0000,-1.90345236E-4,
12712.0000,2.12412048E-3,
12716.0000,3.55192227E-4,
12720.000,3.94243514E-3,
12724.0000,3.95081379E-3,
12728.0000,5.10054594E-3,
12732.0000,2.74426350E-3,
12736.0000,-2.55491264E-4,
12740.000,-1.42774556E-3,
12744.0000,3.81564052E-4,
12748.0000,-2.05997145E-3,
12752.0000,-2.62847799E-3,
12756.0000,-2.18207919E-4,
12760.000,3.38154205E-4,
12764.0000,-1.40267611E-3,
12768.0000,3.95661779E-3,
12772.0000,-2.11189123E-4,
12776.0000,1.56504277E-3,
12780.000,-2.15888169E-4,
12784.0000,-3.24748759E-3,
12788.0000,-3.13465740E-3,
12792.0000,1.56435976E-3,
12796.0000,9.63524391E-4,
1.28E04,-1.42763602E-3,
12804.0000,9.50886460E-4,
12808.0000,9.52870934E-4,
12812.0000,-6.21599052E-3,
12816.0000,3.33338929E-3,
12820.000,-8.35775689E-4,
12824.0000,1.55894842E-3,
12828.0000,2.78509827E-3,
12832.0000,5.74236223E-3,
12836.0000,-1.43166073E-3,
12840.000,2.19038152E-3,
12844.0000,-2.39153058E-4,
12848.0000,-1.42765301E-3,
12852.0000,-2.64628720E-3,
12856.0000,-8.14049039E-4,
12860.000,-8.70202610E-4,
12864.0000,-1.99394487E-3,
12868.0000,9.48887959E-4,
12872.0000,-5.63359680E-3,
12876.0000,-2.15914828E-4,
12880.000,-2.50735669E-4,
12884.0000,2.14374880E-3,
12888.0000,3.59765108E-4,
12892.0000,-2.01748451E-3,
12896.0000,1.54114759E-3,
1.29E04,3.36342701E-3,
12904.0000,-2.59600417E-3,
12908.0000,-1.98463793E-3,
12912.0000,3.95174464E-3,
12916.0000,-2.61249021E-3,
12920.000,3.56792734E-4,
12924.0000,-2.00801133E-3,
12928.0000,-8.29403172E-4,
12932.0000,-1.43089110E-3,
12936.0000,3.86606611E-4,
12940.000,1.53728714E-3,
12944.0000,-2.38925233E-4,
12948.0000,-6.76560542E-3,
12952.0000,-3.21903359E-3,
12956.0000,5.10103256E-3,
12960.000,9.89600318E-4,
12964.0000,3.42833577E-4,
12968.0000,-3.20796785E-3,
12972.0000,-1.39505405E-3,
12976.0000,3.41331179E-4,
12980.000,-2.13491032E-4,
12984.0000,3.33550177E-3,
12988.0000,-8.10839003E-4,
12992.0000,-3.22090508E-3,
12996.0000,-3.81679251E-3,
1.3E04,-7.40754232E-3,
