Labels,VMOF  Air 420 nm 40 us Delta OD,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,39996.0000,
Step,4.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

19592.0000,-5.62187796E-3,
19596.0000,1.55537191E-3,
1.96E04,9.77470074E-4,
19604.0000,-1.97524787E-3,
19608.0000,-4.99875890E-3,
19612.0000,-2.60805478E-3,
19616.0000,-8.52668425E-4,
19620.000,-4.39972430E-3,
19624.0000,6.33394998E-3,
19628.0000,3.61935003E-4,
19632.0000,1.57494948E-3,
19636.0000,9.60876816E-4,
19640.000,-8.45163187E-4,
19644.0000,9.88054206E-4,
19648.0000,9.50881222E-4,
19652.0000,-1.40428357E-3,
19656.0000,3.95770604E-3,
19660.000,3.76949814E-4,
19664.0000,-8.12369341E-4,
19668.0000,-3.23196966E-3,
19672.0000,2.71528773E-3,
19676.0000,-8.70374090E-4,
19680.000,-5.61426999E-3,
19684.0000,-2.62852176E-3,
19688.0000,-1.97559223E-3,
19692.0000,-8.24678107E-4,
19696.0000,-1.99649920E-4,
1.97E04,3.92411510E-3,
19704.0000,9.58815101E-4,
19708.0000,3.87691049E-4,
19712.0000,-3.16748302E-3,
19716.0000,2.76364433E-3,
19720.000,3.25746863E-4,
19724.0000,-2.01744959E-3,
19728.0000,1.57453655E-3,
19732.0000,-7.99954636E-4,
19736.0000,-4.40685358E-3,
19740.000,-5.05741406E-3,
19744.0000,-5.62776765E-3,
19748.0000,-2.03607418E-3,
19752.0000,-1.35461171E-3,
19756.0000,1.54064840E-3,
19760.000,-3.81884864E-3,
19764.0000,-1.40269252E-3,
19768.0000,3.43015301E-4,
19772.0000,1.54608896E-3,
19776.0000,-1.42206671E-3,
19780.000,-1.41907192E-3,
19784.0000,-2.20256363E-4,
19788.0000,-7.99910282E-4,
19792.0000,-5.61033469E-3,
19796.0000,-3.16626322E-3,
1.98E04,-2.57751485E-3,
19804.0000,9.61499463E-4,
19808.0000,-1.43691257E-3,
19812.0000,9.71486093E-4,
19816.0000,-2.41322676E-4,
19820.000,-2.60036351E-4,
19824.0000,-1.41578796E-3,
19828.0000,-1.36704906E-3,
19832.0000,-7.99951085E-4,
19836.0000,-1.39810971E-3,
19840.000,-8.12397862E-4,
19844.0000,-2.61996826E-3,
19848.0000,-2.31939179E-4,
19852.0000,3.92754609E-3,
19856.0000,-3.76986060E-3,
19860.000,-1.39105844E-3,
19864.0000,5.11830207E-3,
19868.0000,-7.98412191E-4,
19872.0000,2.17434112E-3,
19876.0000,-3.78845492E-3,
19880.000,-8.29542463E-4,
19884.0000,-6.16251770E-3,
19888.0000,3.35209817E-3,
19892.0000,1.57421338E-3,
19896.0000,2.79899570E-3,
1.99E04,-5.01985010E-3,
19904.0000,2.76442547E-3,
19908.0000,2.74603651E-3,
19912.0000,1.52288156E-3,
19916.0000,-1.41361833E-3,
19920.000,8.10478162E-3,
19924.0000,3.55171098E-4,
19928.0000,-5.60434302E-3,
19932.0000,-3.80029017E-3,
19936.0000,4.53476515E-3,
19940.000,2.75821122E-3,
19944.0000,5.13198646E-3,
19948.0000,8.12318083E-3,
19952.0000,3.36866826E-3,
19956.0000,5.71564492E-3,
19960.000,-8.07752018E-4,
19964.0000,-2.58950633E-3,
19968.0000,9.60793404E-4,
19972.0000,2.14841217E-3,
19976.0000,3.67611297E-4,
19980.000,-2.02201679E-3,
19984.0000,3.35469982E-3,
19988.0000,-5.62739233E-3,
19992.0000,6.36202190E-3,
19996.0000,-1.39111921E-3,
2E04,2.76624062E-3,
20004.0000,-2.59025255E-3,
20008.0000,-8.90683848E-4,
20012.0000,-2.50663230E-4,
20016.0000,-3.20797320E-3,
20020.000,-1.43229170E-3,
20024.0000,9.74151655E-4,
20028.0000,-1.40896626E-3,
20032.0000,3.61513841E-4,
20036.0000,-8.26350646E-4,
20040.000,-2.18161076E-4,
20044.0000,3.78419732E-4,
20048.0000,3.56622535E-4,
20052.0000,6.32979069E-3,
20056.0000,5.14704641E-3,
20060.000,-2.58829421E-3,
20064.0000,9.54173796E-4,
20068.0000,2.14918330E-3,
20072.0000,2.13158014E-3,
20076.0000,-1.42836350E-3,
20080.000,2.74317106E-3,
20084.0000,2.73921783E-3,
20088.0000,5.78587130E-3,
20092.0000,1.59247417E-3,
20096.0000,3.48996720E-4,
2.01E04,-4.99295350E-3,
20104.0000,1.53676048E-3,
20108.0000,-2.61629978E-3,
20112.0000,3.35874455E-3,
20116.0000,2.18581245E-3,
20120.000,-2.25027223E-4,
20124.0000,-4.97710798E-3,
20128.0000,4.52808430E-3,
20132.0000,-5.03894547E-3,
20136.0000,3.41274834E-4,
20140.000,3.96710169E-3,
20144.0000,1.52719661E-3,
20148.0000,4.54880111E-3,
20152.0000,5.14208246E-3,
20156.0000,-1.41902443E-3,
20160.000,5.15363459E-3,
20164.0000,3.95079516E-3,
20168.0000,-3.21904477E-3,
20172.0000,-1.95181184E-3,
20176.0000,-4.41754935E-3,
20180.000,-2.62358459E-3,
20184.0000,9.66088672E-4,
20188.0000,9.54862218E-4,
20192.0000,2.19974970E-3,
20196.0000,3.77250952E-4,
2.02E04,5.09491470E-3,
20204.0000,-3.22378380E-3,
20208.0000,2.15971516E-3,
20212.0000,9.53480718E-4,
20216.0000,2.75320536E-3,
20220.000,-4.44744993E-3,
20224.0000,-2.16125583E-4,
20228.0000,-2.04518740E-3,
20232.0000,-3.83793539E-3,
20236.0000,3.64643318E-4,
20240.000,-2.60436093E-3,
20244.0000,-2.39074376E-4,
20248.0000,-8.27910029E-4,
20252.0000,3.53782845E-4,
20256.0000,-1.43743504E-3,
20260.000,2.15682737E-3,
20264.0000,3.75498697E-4,
20268.0000,-8.49696808E-4,
20272.0000,9.34138196E-4,
20276.0000,3.61525454E-4,
20280.000,-6.15871930E-3,
20284.0000,3.97167727E-3,
20288.0000,-8.18640168E-4,
20292.0000,-8.18641623E-4,
20296.0000,1.56953919E-3,
2.03E04,-2.46068172E-4,
20304.0000,-6.77525625E-3,
20308.0000,-8.42007517E-4,
20312.0000,-1.99872674E-3,
20316.0000,-2.02188222E-3,
20320.000,2.74757249E-3,
20324.0000,-6.22872403E-3,
20328.0000,-6.75255107E-3,
20332.0000,3.94394109E-3,
20336.0000,1.55573431E-3,
20340.000,3.97367519E-4,
20344.0000,-8.56188941E-4,
20348.0000,2.14278302E-3,
20352.0000,2.17239908E-3,
20356.0000,-4.40397486E-3,
20360.000,-3.80256143E-3,
20364.0000,-4.41008247E-3,
20368.0000,-3.25523573E-3,
20372.0000,-2.05996470E-3,
20376.0000,-2.63392995E-3,
20380.000,-2.00350862E-3,
20384.0000,9.40200349E-4,
20388.0000,-3.20671778E-3,
20392.0000,-2.32011007E-4,
20396.0000,3.33347032E-3,
2.04E04,3.36203771E-3,
20404.0000,9.13982687E-4,
20408.0000,-2.62550474E-3,
20412.0000,-2.60692113E-3,
20416.0000,5.75903291E-3,
20420.000,-2.06304627E-4,
20424.0000,1.53290166E-3,
20428.0000,1.56436372E-3,
20432.0000,-1.43090507E-3,
20436.0000,-1.44491706E-3,
20440.000,9.43493389E-4,
20444.0000,-3.21486709E-3,
20448.0000,9.74735827E-4,
20452.0000,-2.11096194E-4,
20456.0000,-1.41453487E-3,
20460.000,9.45479842E-4,
20464.0000,3.30267882E-4,
20468.0000,-3.21306032E-3,
20472.0000,2.72740494E-3,
20476.0000,3.95762455E-3,
20480.000,-1.97551842E-3,
20484.0000,-4.35810629E-3,
20488.0000,-2.58665113E-3,
20492.0000,-1.97505858E-3,
20496.0000,2.10741209E-3,
2.05E04,2.16438249E-3,
20504.0000,3.70777852E-4,
20508.0000,-8.49561417E-4,
20512.0000,2.17176275E-3,
20516.0000,-2.32179897E-4,
20520.000,9.96666611E-4,
20524.0000,-2.20359972E-4,
20528.0000,3.95080447E-3,
20532.0000,-4.41239122E-3,
20536.0000,9.42244369E-4,
20540.000,-2.61354656E-3,
20544.0000,3.38458177E-3,
20548.0000,3.33607057E-3,
20552.0000,3.86289728E-4,
20556.0000,2.78696115E-3,
20560.000,1.56470027E-3,
20564.0000,3.95059818E-3,
20568.0000,-2.60132574E-3,
20572.0000,-2.63118558E-3,
20576.0000,9.70927940E-4,
20580.000,9.64129751E-4,
20584.0000,3.31684272E-3,
20588.0000,-2.53037724E-4,
20592.0000,-8.24795396E-4,
20596.0000,2.15303013E-3,
2.06E04,9.68832697E-4,
20604.0000,1.55075500E-3,
20608.0000,-2.60427315E-3,
20612.0000,2.17638817E-3,
20616.0000,3.86279222E-4,
20620.000,-3.27193970E-3,
20624.0000,-3.15975351E-3,
20628.0000,2.12512002E-3,
20632.0000,1.00307970E-3,
20636.0000,-8.29500437E-4,
20640.000,-3.24307568E-3,
20644.0000,9.95493843E-4,
20648.0000,3.29622976E-3,
20652.0000,-4.34731180E-3,
20656.0000,4.49703215E-3,
20660.000,-1.41141715E-3,
20664.0000,1.53764349E-3,
20668.0000,9.84311453E-4,
20672.0000,2.13900465E-3,
20676.0000,-2.59294151E-3,
20680.000,4.52465052E-3,
20684.0000,-2.43645802E-4,
20688.0000,-1.39955664E-3,
20692.0000,-8.21737573E-4,
20696.0000,-3.79720447E-3,
2.07E04,-3.82846640E-3,
20704.0000,-2.01695273E-3,
20708.0000,-6.23109564E-3,
20712.0000,-2.46005598E-4,
20716.0000,5.12929168E-3,
20720.000,1.55075383E-3,
20724.0000,2.74026976E-3,
20728.0000,2.71288794E-3,
20732.0000,-8.34213861E-4,
20736.0000,3.94839142E-3,
20740.000,3.64473148E-4,
20744.0000,3.72212438E-4,
20748.0000,9.68852954E-4,
20752.0000,1.56972057E-3,
20756.0000,-2.00774521E-3,
20760.000,2.74317106E-3,
20764.0000,-2.01733806E-3,
20768.0000,-3.20791802E-3,
20772.0000,-1.90300212E-4,
20776.0000,3.35264532E-3,
20780.000,9.50198562E-4,
20784.0000,5.17193601E-3,
20788.0000,9.78744589E-4,
20792.0000,-8.23365408E-4,
20796.0000,9.97368479E-4,
2.08E04,-2.03627720E-3,
20804.0000,-5.60368970E-3,
20808.0000,-3.76986573E-3,
20812.0000,-1.42765301E-3,
20816.0000,1.56972336E-3,
20820.000,-2.59698927E-3,
20824.0000,-3.79104423E-3,
20828.0000,-2.61905207E-3,
20832.0000,1.52265478E-3,
20836.0000,2.14360747E-3,
20840.000,2.15871702E-3,
20844.0000,-8.38824839E-4,
20848.0000,-2.04096455E-3,
20852.0000,4.21119039E-4,
20856.0000,-2.61802855E-3,
20860.000,-8.27953976E-4,
20864.0000,9.71491158E-4,
20868.0000,-1.44750613E-3,
20872.0000,5.13360370E-3,
20876.0000,3.73754796E-4,
20880.000,-1.42289500E-3,
20884.0000,4.53955820E-3,
20888.0000,-2.05512880E-3,
20892.0000,-8.23324372E-4,
20896.0000,3.35465558E-3,
2.09E04,-2.18187575E-4,
20904.0000,3.96012049E-3,
20908.0000,2.16671731E-3,
20912.0000,-2.34469931E-4,
20916.0000,-8.00006383E-4,
20920.000,1.56919169E-3,
20924.0000,-8.10839003E-4,
20928.0000,3.37666739E-3,
20932.0000,4.51088510E-3,
20936.0000,8.11441801E-3,
20940.000,3.34133697E-3,
20944.0000,3.36001418E-3,
20948.0000,2.75739166E-3,
20952.0000,2.15681200E-3,
20956.0000,3.61413258E-4,
20960.000,-8.60703061E-4,
20964.0000,1.55056466E-3,
20968.0000,3.94004257E-3,
20972.0000,2.15847348E-3,
20976.0000,-3.20211053E-3,
20980.000,-1.41902769E-3,
20984.0000,-1.42698537E-3,
20988.0000,-3.19401873E-3,
20992.0000,-2.05930462E-3,
20996.0000,2.18213839E-3,
2.1E04,6.91865897E-3,
21004.0000,9.52125702E-4,
21008.0000,-3.84609960E-3,
21012.0000,-2.03584088E-3,
21016.0000,-3.19726556E-3,
21020.000,3.83353239E-4,
21024.0000,2.72281212E-3,
21028.0000,3.63473169E-4,
21032.0000,-8.56144354E-4,
21036.0000,3.33653670E-3,
21040.000,2.71922117E-3,
21044.0000,-2.60414206E-3,
21048.0000,3.36927129E-3,
21052.0000,9.76198469E-4,
21056.0000,-2.60034809E-3,
21060.000,1.54170010E-3,
21064.0000,3.37197026E-3,
21068.0000,-1.44499261E-3,
21072.0000,-2.61807232E-3,
21076.0000,-2.36743421E-4,
21080.000,-3.82403540E-3,
21084.0000,3.81608406E-4,
21088.0000,3.36864754E-3,
21092.0000,-5.59489802E-3,
21096.0000,3.78692203E-4,
2.11E04,-1.40039716E-3,
21104.0000,3.95084871E-3,
21108.0000,-1.42301479E-3,
21112.0000,-1.45949726E-3,
21116.0000,-1.43552525E-3,
21120.000,-4.99733351E-3,
21124.0000,-3.78823094E-3,
21128.0000,-8.35771323E-4,
21132.0000,2.13814923E-3,
21136.0000,-1.41296175E-3,
21140.000,-3.79044400E-3,
21144.0000,2.17442214E-3,
21148.0000,-1.44433312E-3,
21152.0000,-1.42907223E-3,
21156.0000,-2.04053218E-3,
21160.000,1.55135849E-3,
21164.0000,3.69596732E-4,
21168.0000,-2.60427431E-3,
21172.0000,9.66193911E-4,
21176.0000,-3.21758306E-3,
21180.000,-8.41958798E-4,
21184.0000,3.72550159E-4,
21188.0000,-2.65183765E-3,
21192.0000,-8.15491192E-4,
21196.0000,-1.39368966E-3,
2.12E04,-8.43487331E-4,
21204.0000,-2.59043789E-3,
21208.0000,3.41474137E-4,
21212.0000,-3.23723839E-3,
21216.0000,2.80845584E-3,
21220.000,-8.26441392E-4,
21224.0000,3.34800547E-3,
21228.0000,9.74126684E-4,
21232.0000,2.74965330E-3,
21236.0000,-3.83652933E-3,
21240.000,-8.29517958E-4,
21244.0000,3.49138078E-4,
21248.0000,2.14651506E-3,
21252.0000,1.57945650E-3,
21256.0000,3.77194927E-4,
21260.000,-2.61152256E-3,
21264.0000,-2.83468398E-4,
21268.0000,-2.05996120E-3,
21272.0000,-7.95248605E-4,
21276.0000,-6.21366408E-3,
21280.000,-3.78630380E-3,
21284.0000,-3.22721689E-3,
21288.0000,-3.16285715E-3,
21292.0000,-3.24857840E-3,
21296.0000,-1.44425745E-3,
2.13E04,-1.44314440E-3,
21304.0000,-1.39024993E-3,
21308.0000,3.64654901E-4,
21312.0000,-8.46597191E-4,
21316.0000,-3.85735533E-3,
21320.000,-2.13404288E-4,
21324.0000,-2.20345712E-4,
21328.0000,2.14936421E-3,
21332.0000,2.73704273E-3,
21336.0000,-2.60305591E-3,
21340.000,9.60827398E-4,
21344.0000,-2.29670608E-4,
21348.0000,5.72830206E-3,
21352.0000,1.57011836E-3,
21356.0000,3.68816516E-4,
21360.000,3.70799389E-4,
21364.0000,9.63514205E-4,
21368.0000,-6.79861195E-3,
21372.0000,3.85964173E-4,
21376.0000,-4.40696022E-3,
21380.000,9.58201650E-4,
21384.0000,5.12219127E-3,
21388.0000,2.14838190E-3,
21392.0000,-3.80739989E-3,
21396.0000,-3.19439615E-3,
2.14E04,-1.41663384E-3,
21404.0000,-1.39972300E-3,
21408.0000,-1.46828988E-3,
21412.0000,3.86212225E-4,
21416.0000,-2.62286281E-3,
21420.000,-2.17989160E-4,
21424.0000,-2.27346056E-4,
21428.0000,-6.80982182E-3,
21432.0000,-3.80687532E-3,
21436.0000,1.55025744E-3,
21440.000,-4.97532496E-3,
21444.0000,3.35000153E-3,
21448.0000,2.15108995E-3,
21452.0000,-8.38885142E-4,
21456.0000,2.17272504E-3,
21460.000,3.44317348E-4,
21464.0000,3.96352448E-3,
21468.0000,-4.99796961E-3,
21472.0000,9.53530427E-4,
21476.0000,2.78316974E-3,
21480.000,-1.92632433E-4,
21484.0000,-1.99401448E-3,
21488.0000,-8.10839003E-4,
21492.0000,3.64838052E-4,
21496.0000,-1.43236690E-3,
2.15E04,-8.23303882E-4,
21504.0000,9.80935874E-4,
21508.0000,-8.21596594E-4,
21512.0000,-4.44753096E-3,
21516.0000,2.74962280E-3,
21520.000,-2.65076943E-3,
21524.0000,-8.28031800E-4,
21528.0000,-2.34415915E-4,
21532.0000,-2.63871765E-3,
21536.0000,1.56954199E-3,
21540.000,-2.53082137E-4,
21544.0000,-2.57725525E-3,
21548.0000,-4.43243468E-3,
21552.0000,9.72946349E-4,
21556.0000,3.61627433E-4,
21560.000,-8.17131309E-4,
21564.0000,-1.43313245E-3,
21568.0000,-2.13570849E-4,
21572.0000,-1.48392795E-3,
21576.0000,-8.29448982E-4,
21580.000,-3.80705600E-3,
21584.0000,2.76546553E-3,
21588.0000,-4.34461562E-3,
21592.0000,-2.00326927E-3,
21596.0000,-8.31081939E-4,
2.16E04,-2.02170364E-3,
21604.0000,-4.98037599E-3,
21608.0000,3.59788304E-4,
21612.0000,-1.41360448E-3,
21616.0000,2.19249004E-3,
21620.000,9.26956825E-4,
21624.0000,-8.00009992E-4,
21628.0000,-2.01746798E-3,
21632.0000,9.65454441E-4,
21636.0000,3.61683808E-4,
21640.000,3.34125152E-3,
21644.0000,-8.13938386E-4,
21648.0000,9.95104783E-4,
21652.0000,5.14296303E-3,
21656.0000,4.56076395E-3,
21660.000,9.73501417E-4,
21664.0000,1.57457823E-3,
21668.0000,-2.61370186E-3,
21672.0000,1.61596516E-3,
21676.0000,-2.53004022E-4,
21680.000,-5.02994889E-3,
21684.0000,-2.62545957E-3,
21688.0000,3.95060796E-3,
21692.0000,-3.77917686E-3,
21696.0000,9.09004128E-4,
2.17E04,-8.24915536E-4,
21704.0000,-2.04039854E-3,
21708.0000,2.14091153E-3,
21712.0000,9.72215727E-4,
21716.0000,1.56538712E-3,
21720.000,2.13911617E-3,
21724.0000,7.52598746E-3,
21728.0000,-2.01740488E-3,
21732.0000,-1.43163011E-3,
21736.0000,2.14377139E-3,
21740.000,-1.37094210E-3,
21744.0000,-2.60245102E-3,
21748.0000,3.72527109E-4,
21752.0000,-2.34277235E-4,
21756.0000,-1.44543138E-3,
21760.000,-5.01545053E-3,
21764.0000,-1.43304002E-3,
21768.0000,9.68803535E-4,
21772.0000,3.36993393E-3,
21776.0000,1.54671841E-3,
21780.000,-2.27297220E-4,
21784.0000,-2.09289487E-3,
21788.0000,-2.15728141E-4,
21792.0000,-1.42206752E-3,
21796.0000,-2.62273243E-3,
2.18E04,-1.40300626E-3,
21804.0000,-1.40042498E-3,
21808.0000,2.75686197E-3,
21812.0000,3.34540568E-3,
21816.0000,-3.18777189E-3,
21820.000,3.61548649E-4,
21824.0000,9.42801940E-4,
21828.0000,3.35800578E-3,
21832.0000,3.55136261E-4,
21836.0000,-3.20991524E-3,
21840.000,2.16808543E-3,
21844.0000,1.56457885E-3,
21848.0000,-7.99934380E-4,
21852.0000,-3.77671933E-3,
21856.0000,1.57453655E-3,
21860.000,-2.62196874E-3,
21864.0000,1.58360228E-3,
21868.0000,2.74317106E-3,
21872.0000,2.15601106E-3,
21876.0000,4.54415195E-3,
21880.000,2.15575472E-3,
21884.0000,2.17746175E-3,
21888.0000,3.61672166E-4,
21892.0000,4.56986250E-3,
21896.0000,-4.97494126E-3,
2.19E04,9.63479979E-4,
21904.0000,-2.63382657E-3,
21908.0000,-4.43357555E-3,
21912.0000,-5.03482623E-3,
21916.0000,-8.29496246E-4,
21920.000,-2.03144574E-3,
21924.0000,-3.82923917E-3,
21928.0000,-2.02210899E-3,
21932.0000,1.57808536E-3,
21936.0000,4.01747937E-4,
21940.000,-8.21786409E-4,
21944.0000,-2.24981282E-4,
21948.0000,6.34371350E-3,
21952.0000,4.55687055E-3,
21956.0000,-2.61147902E-3,
21960.000,-3.19421710E-3,
21964.0000,3.96234635E-3,
21968.0000,3.38163169E-4,
21972.0000,2.76358565E-3,
21976.0000,2.14554067E-3,
21980.000,-2.43654169E-4,
21984.0000,1.56453310E-3,
21988.0000,-3.17156850E-3,
21992.0000,-2.29730125E-4,
21996.0000,-1.99405500E-3,
2.2E04,1.54207589E-3,
22004.0000,-8.65280163E-4,
22008.0000,4.02759761E-3,
22012.0000,-6.23005442E-3,
22016.0000,-7.41208624E-3,
22020.000,3.93582508E-3,
22024.0000,2.11759121E-3,
22028.0000,3.34798498E-3,
22032.0000,-2.25072203E-4,
22036.0000,-2.00326089E-3,
22040.000,-8.55938648E-4,
22044.0000,3.42830870E-4,
22048.0000,2.70370487E-3,
22052.0000,-2.02196371E-3,
22056.0000,-8.44946539E-4,
22060.000,2.69887736E-3,
22064.0000,3.96484602E-3,
22068.0000,3.95296747E-3,
22072.0000,9.49519279E-4,
22076.0000,-3.80486180E-3,
22080.000,3.63030209E-4,
22084.0000,-2.03169673E-3,
22088.0000,-3.16286180E-3,
22092.0000,2.72451690E-3,
22096.0000,5.13853040E-3,
2.21E04,-3.86318681E-3,
22104.0000,-1.38879567E-3,
22108.0000,-1.99831021E-3,
22112.0000,-3.20686190E-3,
22116.0000,-8.24795396E-4,
22120.000,-8.09352030E-4,
22124.0000,-8.52879079E-4,
22128.0000,-3.80508718E-3,
22132.0000,2.76542082E-3,
22136.0000,1.00142369E-3,
22140.000,-1.41512346E-3,
22144.0000,3.93665954E-3,
22148.0000,5.13739791E-3,
22152.0000,9.83734615E-4,
22156.0000,-2.04117480E-3,
22160.000,-4.39958042E-3,
22164.0000,-2.02195300E-3,
22168.0000,-2.20408096E-4,
22172.0000,-7.36797787E-3,
22176.0000,-2.62094545E-3,
22180.000,-2.60522659E-3,
22184.0000,-2.60977284E-3,
22188.0000,3.62962688E-4,
22192.0000,-2.34425388E-4,
22196.0000,2.15772935E-3,
2.22E04,-2.04559998E-3,
22204.0000,1.58801908E-3,
22208.0000,-1.41921162E-3,
22212.0000,-3.20038130E-3,
22216.0000,-3.83017678E-3,
22220.000,3.36937513E-3,
22224.0000,-1.41357409E-3,
22228.0000,7.54862698E-3,
22232.0000,-8.12324928E-4,
22236.0000,2.17275391E-3,
22240.000,3.94735066E-3,
22244.0000,-2.60223215E-3,
22248.0000,-7.87549827E-4,
22252.0000,2.12972355E-3,
22256.0000,3.33602983E-3,
22260.000,3.94264050E-3,
22264.0000,1.53184962E-3,
22268.0000,-1.42304553E-3,
22272.0000,2.16908869E-3,
22276.0000,-3.82614066E-3,
22280.000,-3.84533103E-3,
22284.0000,-1.43910607E-3,
22288.0000,2.74790078E-3,
22292.0000,-2.39092260E-4,
22296.0000,2.16142368E-3,
2.23E04,2.75971391E-3,
22304.0000,9.68778215E-4,
22308.0000,3.62721243E-4,
22312.0000,3.33566975E-4,
22316.0000,-1.41302322E-3,
22320.000,2.14937190E-3,
22324.0000,-8.52760917E-4,
22328.0000,2.77010514E-3,
22332.0000,2.13435665E-3,
22336.0000,-2.36652777E-4,
22340.000,-2.61625624E-3,
22344.0000,9.64129751E-4,
22348.0000,-4.99388110E-3,
22352.0000,-2.48364784E-4,
22356.0000,-4.97537293E-3,
22360.000,3.66134365E-4,
22364.0000,-6.87008025E-3,
22368.0000,-2.11020553E-4,
22372.0000,2.17272504E-3,
22376.0000,-4.42861114E-3,
22380.000,-8.29564931E-4,
22384.0000,-8.15463020E-4,
22388.0000,-5.02516469E-3,
22392.0000,-2.60401028E-3,
22396.0000,6.94201468E-3,
2.24E04,2.19095964E-3,
22404.0000,4.29147243E-4,
22408.0000,2.80089187E-3,
22412.0000,2.76365853E-3,
22416.0000,5.75985806E-3,
22420.000,2.74958066E-3,
22424.0000,3.83375067E-4,
22428.0000,5.73771168E-3,
22432.0000,-2.02189269E-3,
22436.0000,3.31792468E-3,
22440.000,9.54244344E-4,
22444.0000,-2.04538368E-3,
22448.0000,-2.02667946E-3,
22452.0000,-2.50632991E-4,
22456.0000,3.35052656E-3,
22460.000,3.27386253E-4,
22464.0000,1.54652435E-3,
22468.0000,3.33125074E-3,
22472.0000,-3.23365768E-3,
22476.0000,-2.20386661E-4,
22480.000,2.14004051E-3,
22484.0000,3.81290796E-4,
22488.0000,4.55173571E-3,
22492.0000,9.72121605E-4,
22496.0000,2.13986519E-3,
2.25E04,-1.42701599E-3,
22504.0000,-1.42564706E-3,
22508.0000,3.64666485E-4,
22512.0000,2.76466622E-3,
22516.0000,5.18424716E-3,
22520.000,-1.41512346E-3,
22524.0000,-2.02699169E-3,
22528.0000,-2.04578601E-3,
22532.0000,-8.04580515E-4,
22536.0000,3.58470192E-4,
22540.000,3.37662571E-3,
22544.0000,1.54642446E-3,
22548.0000,1.56980683E-3,
22552.0000,-5.65193454E-3,
22556.0000,3.66124499E-4,
22560.000,-5.62935555E-3,
22564.0000,2.78041093E-3,
22568.0000,-8.31037469E-4,
22572.0000,-3.22899921E-3,
22576.0000,3.70833790E-4,
22580.000,-4.96713351E-3,
22584.0000,4.55683703E-3,
22588.0000,2.14361493E-3,
22592.0000,2.75530992E-3,
22596.0000,2.09890842E-3,
2.26E04,2.18890887E-3,
22604.0000,-7.40846666E-3,
22608.0000,-2.01211427E-3,
22612.0000,5.74925030E-3,
22616.0000,-1.99415768E-3,
22620.000,-3.23841721E-3,
22624.0000,3.96004692E-3,
22628.0000,-3.25519126E-3,
22632.0000,-3.21903895E-3,
22636.0000,3.50798771E-4,
22640.000,9.76877171E-4,
22644.0000,-2.18122863E-4,
22648.0000,1.57889072E-3,
22652.0000,9.48199711E-4,
22656.0000,2.18010927E-3,
22660.000,-2.05016183E-3,
22664.0000,3.70789377E-4,
22668.0000,5.77510521E-3,
22672.0000,1.56521262E-3,
22676.0000,9.44177445E-4,
22680.000,-2.02683150E-3,
22684.0000,1.56465592E-3,
22688.0000,-4.41611931E-3,
22692.0000,-2.43688264E-4,
22696.0000,2.76446994E-3,
2.27E04,3.35927145E-3,
22704.0000,-2.60054658E-4,
22708.0000,-3.21130827E-3,
22712.0000,-6.19027810E-3,
22716.0000,-8.21772264E-4,
22720.000,-1.99830811E-3,
22724.0000,-1.99398166E-3,
22728.0000,1.56526535E-3,
22732.0000,-8.63745401E-4,
22736.0000,-8.41918692E-4,
22740.000,-4.37990995E-3,
22744.0000,6.89524505E-3,
22748.0000,2.76076701E-3,
22752.0000,3.31909250E-4,
22756.0000,9.53514769E-4,
22760.000,-1.44895993E-3,
22764.0000,2.77373195E-3,
22768.0000,2.14839703E-3,
22772.0000,-2.62752152E-3,
22776.0000,-2.22750983E-4,
22780.000,-1.43489742E-3,
22784.0000,9.36251599E-4,
22788.0000,-3.20395012E-3,
22792.0000,-2.03140825E-3,
22796.0000,-2.36720356E-4,
2.28E04,-3.75394453E-3,
22804.0000,-3.23000178E-3,
22808.0000,-3.18130082E-3,
22812.0000,-8.18637433E-4,
22816.0000,2.74603651E-3,
22820.000,-1.40199601E-3,
22824.0000,2.74603651E-3,
22828.0000,-3.22257029E-3,
22832.0000,-2.01301812E-3,
22836.0000,3.66157386E-4,
22840.000,-1.44894235E-3,
22844.0000,-3.79558327E-3,
22848.0000,-3.21425544E-3,
22852.0000,9.72230802E-4,
22856.0000,-4.99164872E-3,
22860.000,9.45534848E-4,
22864.0000,-2.00814451E-3,
22868.0000,-2.00809282E-3,
22872.0000,2.72741891E-3,
22876.0000,-2.18069297E-4,
22880.000,3.27317801E-4,
22884.0000,1.51348230E-3,
22888.0000,8.16941541E-3,
22892.0000,5.10765752E-3,
22896.0000,-2.29817044E-4,
2.29E04,-8.40384804E-4,
22904.0000,-8.29517958E-4,
22908.0000,-3.82452970E-3,
22912.0000,-2.29978992E-4,
22916.0000,2.15307483E-3,
22920.000,-4.39715944E-3,
22924.0000,-7.98432680E-4,
22928.0000,4.54241969E-3,
22932.0000,1.60714483E-3,
22936.0000,-2.27385375E-4,
22940.000,-2.03136890E-3,
22944.0000,-3.80491815E-3,
22948.0000,-1.44487235E-3,
22952.0000,-3.82261630E-3,
22956.0000,-3.18892626E-3,
22960.000,3.96579970E-3,
22964.0000,-3.79824149E-3,
22968.0000,-1.36407104E-3,
22972.0000,2.70533701E-3,
22976.0000,-3.21904477E-3,
22980.000,3.59799888E-4,
22984.0000,3.92968114E-3,
