Labels,MOF 2 O2  420 nm 40 us Delta OD,
864.00,-2.20327359E-3,
868.00,9.26098553E-4,
872.00,-6.41315826E-4,
876.00,2.49589724E-3,
880.00,9.32262104E-4,
884.00,-1.94317976E-3,
888.00,1.97638967E-3,
892.00,1.20195351E-3,
896.00,-3.69900605E-4,
900.00,-6.18706690E-4,
904.00,-6.00197294E-4,
908.00,-2.18432280E-3,
912.00,6.71067624E-4,
916.00,1.45322422E-3,
920.00,-8.92761338E-4,
924.00,1.20521081E-3,
928.00,1.97183364E-3,
932.00,-2.71928008E-3,
936.00,2.75364215E-3,
940.00,-2.21409393E-3,
944.00,-1.41396117E-3,
948.00,1.72643678E-3,
952.00,-1.16554613E-3,
956.00,4.11548099E-4,
960.00,9.21154453E-4,
964.00,-3.76258115E-3,
968.00,1.71342271E-3,
972.00,-3.85045976E-4,
976.00,6.60793390E-4,
980.00,-1.18200798E-4,
984.00,-4.55117878E-3,
988.00,-1.91035226E-3,
992.00,9.13970347E-4,
996.00,1.98533852E-3,
1000.00,-1.39873615E-3,
1004.000,-1.92400662E-3,
1008.000,1.38987918E-4,
1012.000,1.36264527E-4,
1016.000,-1.65048940E-3,
1020.00,-1.13864930E-3,
1024.000,1.43340870E-3,
1028.000,1.45656930E-4,
1032.000,1.46136677E-3,
1036.000,-8.74517369E-4,
1040.00,-2.69480119E-3,
1044.000,1.17087713E-3,
1048.000,3.01774661E-3,
1052.000,-1.68230233E-3,
1056.000,-1.16358313E-3,
1060.00,6.74124167E-4,
1064.000,-1.10066583E-4,
1068.000,-2.45555723E-3,
1072.000,1.17460347E-3,
1076.000,6.70071633E-4,
1080.00,9.21782397E-4,
1084.000,1.98120461E-3,
1088.000,1.42402831E-4,
1092.000,9.20168241E-4,
1096.000,6.76231575E-4,
1100.00,4.12623456E-4,
1104.000,-1.93414348E-3,
1108.000,1.45632983E-3,
1112.000,2.25689146E-3,
1116.000,4.29446995E-3,
1120.00,6.77192758E-4,
1124.000,-6.30953524E-4,
1128.000,2.49814941E-3,
1132.000,-2.18346459E-3,
1136.000,1.44705339E-3,
1140.00,-1.65577733E-3,
1144.000,-1.42693252E-3,
1148.000,1.59244955E-4,
1152.000,9.27677611E-4,
1156.000,-1.65907992E-3,
1160.00,-2.72422610E-3,
1164.000,2.22433754E-3,
1168.000,-3.43178894E-4,
1172.000,-1.14432501E-3,
1176.000,1.70815841E-3,
1180.00,1.17822213E-3,
1184.000,-8.74507939E-4,
1188.000,-1.39337522E-3,
1192.000,-2.20083795E-3,
1196.000,1.72196640E-4,
1200.00,1.97362504E-3,
1204.000,6.51794369E-4,
1208.000,2.49638990E-3,
1212.000,4.01510159E-4,
1216.000,9.07619833E-4,
1220.00,4.02714475E-4,
1224.000,8.91925069E-4,
1228.000,6.65838481E-4,
1232.000,3.28152743E-3,
1236.000,-1.93064706E-3,
1240.00,1.35583497E-4,
1244.000,-2.18162779E-3,
1248.000,-1.90887856E-3,
1252.000,1.21139328E-3,
1256.000,-8.74657766E-4,
1260.00,1.44342135E-4,
1264.000,-3.25490418E-3,
1268.000,1.17793470E-3,
1272.000,2.47167679E-3,
1276.000,2.48758937E-3,
1280.00,3.49775748E-3,
1284.000,-6.28466834E-4,
1288.000,-1.67002692E-3,
1292.000,-2.72744382E-3,
1296.000,9.17773345E-4,
1300.00,-9.23245156E-4,
1304.000,-6.29958056E-4,
1308.000,-1.66357961E-3,
1312.000,2.99841538E-3,
1316.000,1.74087749E-4,
1320.00,-3.82308353E-4,
1324.000,4.03310359E-3,
1328.000,1.17936300E-3,
1332.000,-6.59667596E-4,
1336.000,2.23471178E-3,
1340.00,-8.90638621E-4,
1344.000,-1.15146872E-3,
1348.000,1.68939913E-3,
1352.000,6.61964586E-4,
1356.000,1.45970832E-3,
1360.00,2.73858150E-3,
1364.000,2.22273357E-3,
1368.000,-1.17669151E-4,
1372.000,2.22504674E-3,
1376.000,-1.91114133E-3,
1380.00,4.12200723E-4,
1384.000,-2.68363650E-3,
1388.000,1.18973979E-3,
1392.000,9.46110871E-4,
1396.000,6.71004644E-4,
1400.00,-1.15881185E-3,
1404.000,1.43060763E-3,
1408.000,4.04997496E-4,
1412.000,-3.24269594E-3,
1416.000,-1.39539724E-3,
1420.00,3.96144285E-4,
1424.000,3.78397503E-3,
1428.000,-3.70082358E-4,
1432.000,-1.92806299E-3,
1436.000,-1.05000305E-4,
1440.00,-2.69691343E-3,
1444.000,-3.82848637E-4,
1448.000,-1.40363688E-3,
1452.000,2.47817650E-3,
1456.000,-2.17744219E-3,
1460.00,-5.55455917E-3,
1464.000,1.38317482E-4,
1468.000,-1.40814797E-3,
1472.000,-2.44744075E-3,
1476.000,3.93707043E-4,
1480.00,6.55101845E-4,
1484.000,-6.22598047E-4,
1488.000,-1.08540553E-4,
1492.000,-6.20997977E-4,
1496.000,-2.19108956E-3,
1500.00,-9.61285841E-5,
1504.000,-1.42134482E-3,
1508.000,-2.47916952E-3,
1512.000,-2.16870988E-3,
1516.000,1.44678634E-3,
1520.00,-1.92568172E-3,
1524.000,4.15228627E-4,
1528.000,-1.91305764E-3,
1532.000,-1.41728972E-3,
1536.000,-3.22040287E-3,
1540.00,-1.41446118E-3,
1544.000,-9.00917745E-4,
1548.000,-1.67610508E-3,
1552.000,1.98434247E-3,
1556.000,3.79575184E-3,
1560.00,6.58617064E-4,
1564.000,-3.63740721E-4,
1568.000,1.63413119E-4,
1572.000,1.47072040E-3,
1576.000,4.19793476E-4,
1580.00,1.46390375E-4,
1584.000,-2.45591882E-3,
1588.000,1.95200427E-3,
1592.000,-2.44099903E-3,
1596.000,1.43630349E-3,
1600.00,-1.40329741E-3,
1604.000,6.54867734E-4,
1608.000,-2.70810793E-3,
1612.000,-3.73549107E-3,
1616.000,-1.15076359E-3,
1620.00,4.16152092E-4,
1624.000,-1.14240404E-3,
1628.000,6.63891842E-4,
1632.000,1.18361763E-3,
1636.000,1.45197625E-3,
1640.00,-2.73144129E-3,
1644.000,2.51057209E-3,
1648.000,-3.69191694E-4,
1652.000,-6.41282008E-4,
1656.000,-4.25926177E-3,
1660.00,-1.91289699E-3,
1664.000,-1.67537143E-3,
1668.000,1.72276457E-3,
1672.000,2.46540620E-3,
1676.000,-6.45140070E-4,
1680.00,4.15381888E-4,
1684.000,-2.19223113E-3,
1688.000,-2.45733745E-3,
1692.000,1.19396613E-3,
1696.000,6.92531175E-4,
1700.00,-2.47181556E-3,
1704.000,3.89686553E-4,
1708.000,2.22855550E-3,
1712.000,-3.75589705E-3,
1716.000,6.57883822E-4,
1720.00,1.75446854E-3,
1724.000,1.45036727E-3,
1728.000,-1.43615715E-3,
1732.000,-3.22302291E-3,
1736.000,-2.18699663E-3,
1740.00,1.71623775E-3,
1744.000,-1.06375301E-4,
1748.000,-9.02852626E-4,
1752.000,4.16618830E-4,
1756.000,9.44713887E-4,
1760.00,4.28856059E-4,
1764.000,4.28019848E-4,
1768.000,2.75408197E-3,
1772.000,6.74057577E-4,
1776.000,2.99212593E-3,
1780.00,-3.68061097E-4,
1784.000,2.21236027E-3,
1788.000,2.50037480E-3,
1792.000,-1.14710571E-3,
1796.000,-1.16132374E-3,
1800.00,6.98498276E-4,
1804.000,1.47124272E-4,
1808.000,-1.65988912E-3,
1812.000,-2.71716714E-3,
1816.000,-3.63994506E-4,
1820.00,-3.22919129E-3,
1824.000,-1.21233519E-4,
1828.000,-1.14086681E-4,
1832.000,-1.16283807E-3,
1836.000,9.45602020E-4,
1840.00,3.26074311E-3,
1844.000,1.70695095E-3,
1848.000,3.96586896E-4,
1852.000,2.20538210E-3,
1856.000,-1.43633923E-3,
1860.00,-3.22902598E-3,
1864.000,-1.16547768E-3,
1868.000,1.45105843E-3,
1872.000,1.71673368E-3,
1876.000,3.51811200E-3,
1880.00,3.56355007E-3,
1884.000,1.29394859E-4,
1888.000,-1.91034365E-3,
1892.000,-1.11547401E-4,
1896.000,1.60677766E-4,
1900.00,-6.37034595E-4,
1904.000,3.51058831E-3,
1908.000,1.96314184E-3,
1912.000,3.29833454E-3,
1916.000,4.27410938E-4,
1920.00,-3.48485028E-3,
1924.000,-3.76142998E-4,
1928.000,1.70814747E-3,
1932.000,-1.43459113E-3,
1936.000,1.93959655E-4,
1940.00,-1.23355756E-4,
1944.000,-1.13609822E-4,
1948.000,3.27379955E-3,
1952.000,-1.42009917E-3,
1956.000,-6.52038842E-4,
1960.00,1.18843582E-3,
1964.000,1.42135588E-3,
1968.000,-1.16139755E-3,
1972.000,-6.36967190E-4,
1976.000,-1.66446541E-3,
1980.00,-8.92430136E-4,
1984.000,3.51593993E-3,
1988.000,-1.91664451E-3,
1992.000,3.04860668E-3,
1996.000,-8.92723096E-4,
2000.00,2.51445686E-3,
2004.000,4.28166240E-4,
2008.000,4.15545248E-4,
2012.000,1.30821776E-4,
2016.000,-1.43664656E-3,
2020.00,4.18428623E-4,
2024.000,6.97515323E-4,
2028.000,-6.17838523E-4,
2032.000,1.19976199E-3,
2036.000,-8.76065867E-4,
2040.00,1.55876973E-4,
2044.000,1.97717245E-3,
2048.000,-6.46770408E-4,
2052.000,-3.73758347E-4,
2056.000,-6.22576685E-4,
2060.00,-6.22974476E-4,
2064.000,1.71462260E-3,
2068.000,1.44858181E-3,
2072.000,1.47031824E-4,
2076.000,-3.76504817E-4,
2080.00,4.05697094E-4,
2084.000,1.95610453E-3,
2088.000,-3.51700844E-4,
2092.000,-3.62721941E-4,
2096.000,1.96780637E-3,
2100.00,-1.02355196E-4,
2104.000,1.45115203E-3,
2108.000,1.97595521E-3,
2112.000,-1.14485482E-3,
2116.000,2.51638121E-3,
2120.00,2.74163019E-3,
2124.000,-1.24795202E-4,
2128.000,-1.08943350E-4,
2132.000,4.07363259E-4,
2136.000,1.72392034E-3,
2140.00,-1.67780404E-3,
2144.000,9.28474998E-4,
2148.000,-8.86525493E-4,
2152.000,1.14671758E-3,
2156.000,-1.66642328E-3,
2160.00,-3.22981365E-3,
2164.000,-1.94808398E-3,
2168.000,6.79149234E-4,
2172.000,-1.15851255E-3,
2176.000,7.06646941E-4,
2180.00,1.18417584E-3,
2184.000,1.45584298E-3,
2188.000,1.47615990E-3,
2192.000,-3.73543613E-3,
2196.000,1.15723861E-3,
2200.00,3.01672169E-3,
2204.000,-2.44713412E-3,
2208.000,-6.39015518E-4,
2212.000,1.52504872E-4,
2216.000,4.13746777E-4,
2220.00,-1.07028696E-4,
2224.000,-1.93613779E-3,
2228.000,9.29325703E-4,
2232.000,1.43661734E-3,
2236.000,-3.74499330E-4,
2240.00,-6.59306825E-4,
2244.000,-1.65911694E-3,
2248.000,-2.20296485E-3,
2252.000,2.22027791E-3,
2256.000,1.44162262E-3,
2260.00,1.96290156E-3,
2264.000,-2.96262256E-3,
2268.000,-1.40791049E-3,
2272.000,-2.98756268E-3,
2276.000,1.18568493E-3,
2280.00,-6.39616570E-4,
2284.000,-1.14578099E-4,
2288.000,-2.95837456E-3,
2292.000,-6.34516357E-4,
2296.000,3.99367244E-4,
2300.00,-2.45752023E-3,
2304.000,4.04704799E-4,
2308.000,1.70208246E-3,
2312.000,2.24105222E-3,
2316.000,1.96471764E-3,
2320.00,9.33677133E-4,
2324.000,-1.69042544E-3,
2328.000,1.44397130E-3,
2332.000,9.12491523E-4,
2336.000,-1.92774832E-3,
2340.00,6.75089948E-4,
2344.000,-1.41450344E-3,
2348.000,6.75088784E-4,
2352.000,-1.93933432E-3,
2356.000,6.72035385E-4,
2360.00,-5.29825687E-3,
2364.000,-2.98882043E-3,
2368.000,9.36583267E-4,
2372.000,-2.71915458E-3,
2376.000,-1.92288042E-3,
2380.00,-9.06755216E-4,
2384.000,-8.94292491E-4,
2388.000,4.29005042E-4,
2392.000,-4.77995584E-3,
2396.000,-1.41748739E-3,
2400.00,6.85218954E-4,
2404.000,-8.76314880E-4,
2408.000,-8.86910537E-4,
2412.000,-2.74179457E-3,
2416.000,-2.71001272E-3,
2420.00,-1.66810583E-3,
2424.000,1.70044624E-3,
2428.000,3.80363176E-3,
2432.000,-8.98787461E-4,
2436.000,3.77659057E-3,
2440.00,-1.67904748E-3,
2444.000,-2.96814833E-3,
2448.000,4.09323227E-4,
2452.000,-1.66193151E-3,
2456.000,-2.44224351E-3,
2460.00,-8.90660798E-4,
2464.000,1.53232060E-4,
2468.000,6.89368928E-4,
2472.000,1.40321048E-4,
2476.000,-1.14679104E-3,
2480.00,-1.66438171E-3,
2484.000,1.18344161E-3,
2488.000,-6.29816030E-4,
2492.000,-4.77050012E-3,
2496.000,-8.94433062E-4,
2500.00,-8.96808109E-4,
2504.000,-8.86420195E-4,
2508.000,-2.41982890E-3,
2512.000,-1.92860479E-3,
2516.000,-8.75930593E-4,
2520.00,2.46540899E-3,
2524.000,1.48429928E-4,
2528.000,-8.90270108E-4,
2532.000,-1.69610779E-3,
2536.000,-1.14499673E-3,
2540.00,-1.95709150E-3,
2544.000,-3.76706797E-4,
2548.000,1.41056531E-4,
2552.000,6.89350942E-4,
2556.000,1.44564582E-3,
2560.00,-3.78422439E-4,
2564.000,-2.20796023E-3,
2568.000,1.97129231E-3,
2572.000,-1.13272481E-3,
2576.000,-2.44138832E-3,
2580.00,1.20988779E-3,
2584.000,-3.48364376E-3,
2588.000,-3.51526029E-3,
2592.000,-2.21957103E-3,
2596.000,-8.02159338E-5,
2600.00,1.17665704E-3,
2604.000,-1.17573065E-4,
2608.000,6.74044830E-4,
2612.000,-1.16092095E-3,
2616.000,-9.05054389E-4,
2620.00,-1.41736527E-3,
2624.000,-3.49441380E-3,
2628.000,1.43779896E-3,
2632.000,2.23271688E-3,
2636.000,-1.40977884E-3,
2640.00,-1.41606620E-3,
2644.000,1.97839132E-3,
2648.000,-2.44662305E-3,
2652.000,1.44452811E-3,
2656.000,-1.92456727E-3,
2660.00,-2.97416165E-3,
2664.000,2.23663589E-3,
2668.000,4.02063451E-4,
2672.000,6.77231874E-4,
2676.000,-2.46886513E-3,
2680.00,-1.15737924E-3,
2684.000,-2.69285380E-3,
2688.000,-2.75473739E-3,
2692.000,1.18579564E-3,
2696.000,-1.17140909E-4,
2700.00,-1.70228258E-3,
2704.000,-6.13556185E-4,
2708.000,-1.15851406E-3,
2712.000,-2.96243303E-3,
2716.000,1.45045007E-4,
2720.00,6.86338346E-4,
2724.000,-9.00689745E-4,
2728.000,1.95399090E-3,
2732.000,1.71678912E-4,
2736.000,-3.83624225E-4,
2740.00,-1.05462510E-4,
2744.000,6.64896565E-4,
2748.000,6.82137092E-4,
2752.000,-6.21026149E-4,
2756.000,5.59667358E-3,
2760.00,1.43660975E-4,
2764.000,1.49080879E-4,
2768.000,2.52658431E-3,
2772.000,-1.93195336E-3,
2776.000,6.39745267E-4,
2780.00,-1.90469786E-3,
2784.000,1.19557558E-3,
2788.000,1.71823066E-3,
2792.000,3.55330738E-3,
2796.000,1.46533758E-3,
2800.00,4.02878795E-4,
2804.000,1.44673150E-3,
2808.000,1.34206057E-4,
2812.000,6.67008455E-4,
2816.000,-1.67087116E-3,
2820.00,1.71420828E-3,
2824.000,-3.58126970E-4,
2828.000,1.48209999E-3,
2832.000,3.95971438E-4,
2836.000,-6.04494358E-4,
2840.00,1.96026498E-3,
2844.000,1.44832931E-3,
2848.000,-1.67208153E-3,
2852.000,-9.08888818E-4,
2856.000,-1.11623456E-4,
2860.00,-8.84532463E-4,
2864.000,9.25605302E-4,
2868.000,-2.45842664E-3,
2872.000,1.98304886E-3,
2876.000,-1.92364538E-3,
2880.00,1.17942625E-4,
2884.000,3.25961527E-3,
2888.000,1.47715720E-4,
2892.000,-2.19834177E-3,
2896.000,1.69601687E-3,
2900.00,-6.26893830E-4,
2904.000,1.62668395E-4,
2908.000,-2.44392781E-3,
2912.000,6.70183566E-4,
2916.000,9.08366812E-4,
2920.00,6.54836709E-4,
2924.000,1.55193513E-4,
2928.000,-8.82313703E-4,
2932.000,1.69643853E-3,
2936.000,-8.92699754E-4,
2940.00,-3.64375242E-4,
2944.000,4.18500509E-4,
2948.000,-6.34519674E-4,
2952.000,-1.92775263E-3,
2956.000,-1.12151320E-4,
2960.00,-1.04135936E-4,
2964.000,-2.97089480E-3,
2968.000,-8.74372665E-4,
2972.000,-1.92830351E-3,
2976.000,3.52817262E-3,
2980.00,-1.40851049E-3,
2984.000,-1.39073760E-4,
2988.000,9.52258299E-4,
2992.000,1.96276116E-3,
2996.000,-1.38679973E-3,
3000.00,-3.87704466E-4,
3004.000,2.46157194E-3,
3008.000,1.32208574E-4,
3012.000,6.80268276E-4,
3016.000,-2.97781429E-3,
3020.00,-2.70909141E-3,
3024.000,6.60839840E-4,
3028.000,4.13572328E-4,
3032.000,-2.18040706E-3,
3036.000,1.20292848E-3,
3040.00,4.26572049E-4,
3044.000,-2.20929016E-3,
3048.000,4.04069375E-4,
3052.000,6.70910464E-4,
3056.000,4.10629058E-4,
3060.00,1.68766739E-4,
3064.000,1.35581067E-4,
3068.000,-3.50377755E-3,
3072.000,-3.58357560E-4,
3076.000,9.52830538E-4,
3080.00,-3.73788411E-4,
3084.000,6.72035792E-4,
3088.000,-1.94288848E-3,
3092.000,-3.24546429E-3,
3096.000,-6.26375666E-4,
3100.00,6.75077783E-4,
3104.000,-1.14472548E-3,
3108.000,-1.40103104E-3,
3112.000,-3.49441380E-3,
3116.000,1.24725964E-4,
3120.00,-6.32754934E-4,
3124.000,-1.67008245E-3,
3128.000,-1.67533592E-3,
3132.000,-2.70698569E-3,
3136.000,1.43692759E-3,
3140.00,-1.15123799E-3,
3144.000,-1.13902974E-3,
3148.000,-1.94275891E-3,
3152.000,1.45338138E-3,
3156.000,-3.50145099E-4,
3160.00,6.74100942E-4,
3164.000,1.96643150E-3,
3168.000,1.20768184E-3,
3172.000,1.18108350E-3,
3176.000,-3.75536107E-3,
3180.00,2.47166678E-3,
3184.000,-9.07237409E-5,
3188.000,-1.15301087E-3,
3192.000,6.68967550E-4,
3196.000,1.52473425E-4,
3200.00,-2.20044143E-3,
3204.000,-1.22403682E-4,
3208.000,-2.69485312E-3,
3212.000,-1.15516444E-3,
3216.000,-2.67960690E-3,
3220.00,-3.62855382E-4,
3224.000,-3.27774615E-4,
3228.000,-1.41504896E-3,
3232.000,-8.93006858E-4,
3236.000,-1.67698250E-3,
3240.00,-1.14866195E-3,
3244.000,3.51245492E-3,
3248.000,-9.02895292E-4,
3252.000,-6.18980615E-4,
3256.000,-1.17315841E-3,
3260.00,-3.83624225E-4,
3264.000,-8.98478844E-4,
3268.000,-6.22338033E-4,
3272.000,-1.67206174E-3,
3276.000,-1.92019239E-3,
3280.00,-3.73138231E-3,
3284.000,-2.96188868E-3,
3288.000,1.19864359E-3,
3292.000,-6.27764966E-4,
3296.000,6.63963263E-4,
3300.00,1.66796919E-4,
3304.000,-1.13851845E-3,
3308.000,-2.96102487E-3,
3312.000,1.70849240E-3,
3316.000,-2.43246835E-3,
3320.00,-3.23037291E-3,
3324.000,-3.49243917E-3,
3328.000,-1.93994027E-3,
3332.000,-8.78615654E-4,
3336.000,-2.96799536E-3,
3340.00,2.21453514E-3,
3344.000,1.44827471E-3,
3348.000,-3.22857685E-3,
3352.000,6.52818184E-4,
3356.000,-2.18631001E-3,
3360.00,6.62842242E-4,
3364.000,1.55892936E-4,
3368.000,-1.16560585E-3,
3372.000,4.33306629E-3,
3376.000,-1.13718142E-3,
3380.00,-8.92698823E-4,
3384.000,9.26441222E-4,
3388.000,-3.79891397E-4,
3392.000,-3.64767300E-4,
3396.000,4.08019696E-4,
3400.00,-2.44309311E-3,
3404.000,1.54513706E-4,
3408.000,-1.14294945E-3,
3412.000,-3.70976079E-4,
3416.000,1.18737505E-3,
3420.00,-2.43268372E-3,
3424.000,-6.15978613E-4,
3428.000,1.19758653E-3,
3432.000,-9.70266556E-5,
3436.000,6.95390336E-4,
3440.00,-8.92801967E-4,
3444.000,-8.75890546E-4,
3448.000,-1.05978666E-4,
3452.000,-2.67860969E-3,
3456.000,-1.42700120E-3,
3460.00,-3.91643611E-4,
3464.000,6.77176460E-4,
3468.000,-2.47648754E-3,
3472.000,1.55338479E-4,
3476.000,-1.38596899E-3,
3480.00,-1.68268906E-3,
3484.000,-2.17768992E-3,
3488.000,-6.27405127E-4,
3492.000,-1.10546731E-4,
3496.000,1.42643403E-3,
3500.00,-1.66845752E-3,
3504.000,-1.03395891E-4,
3508.000,-8.84559180E-4,
3512.000,-3.60455539E-4,
3516.000,-1.93136500E-3,
3520.00,1.40299759E-4,
3524.000,-2.70496239E-3,
3528.000,6.72058726E-4,
3532.000,1.46431348E-3,
3536.000,-2.97805620E-3,
3540.00,1.69131474E-3,
3544.000,2.74181063E-3,
3548.000,1.17476680E-3,
3552.000,-1.09479886E-4,
3556.000,-1.94262667E-3,
3560.00,-2.19039433E-3,
3564.000,1.71100406E-3,
3568.000,6.59925863E-4,
3572.000,-1.92636112E-3,
3576.000,2.50029215E-3,
3580.00,2.22455640E-3,
3584.000,-1.42469106E-3,
3588.000,9.29825241E-4,
3592.000,2.24309019E-3,
3596.000,4.02541045E-4,
3600.00,3.50914570E-3,
3604.000,-3.21835675E-3,
3608.000,-2.19433079E-3,
3612.000,-1.41682068E-3,
3616.000,-3.62325343E-4,
3620.00,-2.97544897E-3,
3624.000,4.22898098E-4,
3628.000,4.31098463E-3,
3632.000,-6.06590242E-4,
