Labels,MOF 2 O2  420 nm 40 us Delta OD,
7148.000,-5.05680917E-3,
7152.000,-6.07953058E-4,
7156.000,-3.46666528E-3,
7160.00,1.40311808E-4,
7164.000,-3.74037842E-3,
7168.000,2.20317789E-3,
7172.000,-1.14888733E-3,
7176.000,-1.14701584E-3,
7180.00,1.70201994E-4,
7184.000,-4.27552685E-3,
7188.000,-2.95721996E-3,
7192.000,-1.04459177E-4,
7196.000,-3.22720595E-3,
7200.00,-5.04598347E-3,
7204.000,-2.44045886E-3,
7208.000,-6.20068167E-4,
7212.000,-6.21866377E-4,
7216.000,9.38330719E-4,
7220.00,-1.15890405E-3,
7224.000,-1.08107866E-4,
7228.000,-3.85233638E-4,
7232.000,-1.41429715E-3,
7236.000,-1.91998458E-3,
7240.00,-6.19428174E-4,
7244.000,1.19757059E-3,
7248.000,-3.63616215E-4,
7252.000,-1.68106402E-3,
7256.000,-6.61216676E-3,
7260.00,-1.94483658E-3,
7264.000,-1.92291348E-3,
7268.000,-6.58669230E-3,
7272.000,-3.80660989E-4,
7276.000,-8.74624646E-4,
7280.00,-2.19836412E-3,
7284.000,1.16654497E-3,
7288.000,-1.42754230E-3,
7292.000,-1.92992541E-3,
7296.000,-3.79865523E-4,
7300.00,-2.95519084E-3,
7304.000,9.43537510E-4,
7308.000,-2.44502840E-3,
7312.000,-1.13983476E-3,
7316.000,-4.29975661E-3,
7320.00,-8.84468434E-4,
7324.000,-2.44857348E-3,
7328.000,-8.85099580E-4,
7332.000,-3.21834185E-3,
7336.000,-1.41934631E-3,
7340.00,-3.76185495E-3,
7344.000,-1.41627726E-3,
7348.000,-1.09109511E-4,
7352.000,-6.24592882E-4,
7356.000,-2.98761809E-3,
7360.00,-1.16669864E-3,
7364.000,-8.89153045E-4,
7368.000,-4.55093803E-3,
7372.000,-2.71815225E-3,
7376.000,-1.12643233E-3,
7380.00,3.50314216E-3,
7384.000,2.74395850E-3,
7388.000,-8.88695242E-4,
7392.000,2.47971690E-3,
7396.000,6.49781548E-4,
7400.00,1.67537772E-4,
7404.000,-1.28823376E-4,
7408.000,-4.00860468E-3,
7412.000,-4.77549247E-3,
7416.000,1.30897402E-4,
7420.00,1.18323311E-3,
7424.000,-6.20373641E-4,
7428.000,-1.19313219E-4,
7432.000,-3.75403499E-4,
7436.000,1.73911545E-3,
7440.00,-2.97859055E-3,
7444.000,-3.57876823E-4,
7448.000,-2.68971547E-3,
7452.000,4.04221908E-4,
7456.000,-2.19017384E-3,
7460.00,-1.17323152E-3,
7464.000,-2.21924065E-3,
7468.000,9.33360658E-4,
7472.000,-1.09501554E-4,
7476.000,-4.27336665E-3,
7480.00,-6.26128924E-4,
7484.000,-9.15211218E-4,
7488.000,-6.30483904E-4,
7492.000,1.17693376E-3,
7496.000,-1.92913797E-3,
7500.00,9.27014626E-4,
7504.000,4.15095186E-4,
7508.000,-3.83720093E-4,
7512.000,-3.84739542E-4,
7516.000,-6.32439333E-4,
7520.00,-1.92653202E-3,
7524.000,1.19636755E-3,
7528.000,2.46728281E-3,
7532.000,-2.72122421E-3,
7536.000,-2.45647458E-3,
7540.00,-1.15320156E-3,
7544.000,-2.70603038E-3,
7548.000,-1.91934535E-3,
7552.000,-1.15229492E-3,
7556.000,-3.82460305E-4,
7560.00,-2.47441232E-3,
7564.000,-4.27721348E-3,
7568.000,1.71869225E-3,
7572.000,-1.15133193E-3,
7576.000,-8.74476391E-4,
7580.00,-2.97206105E-3,
7584.000,2.49822764E-3,
7588.000,-1.26836763E-4,
7592.000,-2.70000426E-3,
7596.000,-3.76181764E-4,
7600.00,-6.45131862E-4,
7604.000,-1.12418400E-3,
7608.000,-2.46344088E-3,
7612.000,1.45199208E-3,
7616.000,6.89323584E-4,
7620.00,-2.18199636E-3,
7624.000,-2.17723940E-3,
7628.000,-4.52810433E-3,
7632.000,-3.59495316E-4,
7636.000,-8.96964921E-4,
7640.00,-1.10579771E-4,
7644.000,-3.73740913E-4,
7648.000,1.43719243E-3,
7652.000,-2.43527116E-3,
7656.000,-1.17528776E-3,
7660.00,-8.93019605E-4,
7664.000,-1.69432280E-3,
7668.000,-3.99721088E-3,
7672.000,-1.94195821E-3,
7676.000,-1.14035502E-3,
7680.00,-4.27939603E-3,
7684.000,1.38333373E-4,
7688.000,1.18231331E-3,
7692.000,-2.96817604E-3,
7696.000,2.19637784E-3,
7700.00,9.30228212E-4,
7704.000,2.21455446E-3,
7708.000,-6.29087095E-4,
7712.000,-2.20437534E-3,
7716.000,6.70023263E-4,
7720.00,-6.47976645E-4,
7724.000,-2.45935214E-3,
7728.000,-6.46555272E-4,
7732.000,1.58588693E-4,
7736.000,-3.73935886E-3,
7740.00,-9.71950503E-5,
7744.000,4.04108636E-4,
7748.000,-1.16086251E-3,
7752.000,-1.68226997E-3,
7756.000,2.22927565E-3,
7760.00,-1.92697614E-3,
7764.000,-8.60385480E-4,
7768.000,-3.25696496E-3,
7772.000,-1.15518307E-3,
7776.000,-3.24066007E-3,
7780.00,-3.51121789E-3,
7784.000,-6.35161006E-4,
7788.000,-1.41908403E-3,
7792.000,-1.94606185E-3,
7796.000,-3.49292997E-3,
7800.00,-1.31969442E-4,
7804.000,4.07855929E-4,
7808.000,-2.19695829E-3,
7812.000,-2.97330692E-3,
7816.000,-1.41324627E-3,
7820.00,9.17434867E-4,
7824.000,1.51743763E-4,
7828.000,9.30484210E-4,
7832.000,-8.86523980E-4,
7836.000,-1.92882039E-3,
7840.00,-1.15508446E-3,
7844.000,-4.03541001E-3,
7848.000,-4.00431594E-3,
7852.000,-1.38760149E-3,
7856.000,-1.08667860E-4,
7860.00,-1.14271906E-3,
7864.000,4.09503496E-4,
7868.000,6.68105262E-4,
7872.000,-3.74985160E-3,
7876.000,-2.68876925E-3,
7880.00,-2.45747622E-3,
7884.000,-8.64831905E-4,
7888.000,-3.84140993E-4,
7892.000,9.14035598E-4,
7896.000,-3.22024012E-3,
7900.00,-5.03701344E-3,
7904.000,1.66799757E-4,
7908.000,6.56839402E-4,
7912.000,-1.22297730E-4,
7916.000,-1.41025614E-3,
7920.00,-1.14513410E-3,
7924.000,1.42440933E-3,
7928.000,2.50221440E-3,
7932.000,2.23659608E-3,
7936.000,-3.73250805E-3,
7940.00,-1.10083092E-4,
7944.000,-1.94051594E-3,
7948.000,-1.67696609E-3,
7952.000,-3.24475975E-3,
7956.000,-3.23255663E-3,
7960.00,-2.44046515E-3,
7964.000,-3.51332827E-3,
7968.000,-2.16447189E-3,
7972.000,-2.19371053E-3,
7976.000,-4.53062449E-3,
7980.00,-1.14701292E-3,
7984.000,6.49735273E-4,
7988.000,-6.23889966E-4,
7992.000,-5.30811958E-3,
7996.000,-1.43275748E-3,
8000.00,-1.94373471E-3,
8004.000,-1.13259826E-3,
8008.000,-8.96574231E-4,
8012.000,-3.21221049E-3,
8016.000,-8.98770057E-4,
8020.00,-1.41095195E-3,
8024.000,1.68864720E-3,
8028.000,-3.22573865E-3,
8032.000,-3.23255616E-3,
8036.000,-2.19040550E-3,
8040.00,-1.15698727E-3,
8044.000,-1.67011062E-3,
8048.000,-2.20409804E-3,
8052.000,-1.13868807E-3,
8056.000,-1.64798065E-3,
8060.00,-2.94881733E-3,
8064.000,-1.40107353E-3,
8068.000,-8.96906364E-4,
8072.000,-4.01771395E-3,
8076.000,-8.98996484E-4,
8080.00,-2.72729225E-3,
8084.000,-4.02004505E-3,
8088.000,-1.93414791E-3,
8092.000,-2.19282461E-3,
8096.000,1.45057318E-4,
8100.00,-2.43491307E-3,
8104.000,-2.18528300E-3,
8108.000,-2.72632530E-3,
8112.000,1.21128222E-3,
8116.000,-2.45897728E-3,
8120.00,-3.48189822E-3,
8124.000,-2.97257793E-3,
8128.000,-1.95241673E-3,
8132.000,-3.23453895E-3,
8136.000,-6.65021013E-4,
8140.00,1.45583134E-3,
8144.000,-2.17461470E-3,
8148.000,-1.16269570E-3,
8152.000,-2.96886405E-3,
8156.000,-2.20025494E-3,
8160.00,-3.49703571E-3,
8164.000,-1.94250525E-3,
8168.000,1.19843509E-3,
8172.000,-9.01160180E-4,
8176.000,-1.19743010E-4,
8180.00,-8.85165995E-4,
8184.000,-1.15039595E-3,
8188.000,6.67052576E-4,
8192.000,-1.40690908E-3,
8196.000,-2.47062114E-3,
8200.00,1.38294447E-4,
8204.000,-3.76806781E-3,
8208.000,-9.02765314E-4,
8212.000,-1.66605029E-3,
8216.000,1.64678044E-4,
8220.00,-3.50630353E-3,
8224.000,-4.00686171E-3,
8228.000,-1.92202162E-3,
8232.000,-3.75002716E-3,
8236.000,-1.67042785E-3,
8240.00,-3.23731103E-3,
8244.000,-2.46285996E-3,
8248.000,-1.07071573E-4,
8252.000,-9.04963585E-4,
8256.000,-1.91600109E-3,
8260.00,-8.84534500E-4,
8264.000,-2.44826358E-3,
8268.000,-3.24338302E-3,
8272.000,-2.94472743E-3,
8276.000,2.23892718E-3,
8280.00,-3.48399696E-3,
8284.000,-1.15225709E-3,
8288.000,6.72088703E-4,
8292.000,-6.25744287E-4,
8296.000,-1.14223117E-3,
8300.00,1.18039967E-3,
8304.000,-3.77254735E-4,
8308.000,-2.21300568E-3,
8312.000,-8.74624122E-4,
8316.000,-1.23292964E-4,
8320.00,1.44772383E-3,
8324.000,-3.75147257E-3,
8328.000,1.97108160E-3,
8332.000,2.23714160E-3,
8336.000,-4.77062771E-3,
8340.00,-1.06025815E-4,
8344.000,1.95372407E-3,
8348.000,-2.45262240E-3,
8352.000,-1.69607613E-3,
8356.000,-6.26410998E-4,
8360.00,-8.89026385E-4,
8364.000,-2.44627730E-3,
8368.000,-1.24337239E-4,
8372.000,-2.97108642E-3,
8376.000,-3.23589728E-3,
8380.00,2.46515009E-3,
8384.000,-4.54285927E-3,
8388.000,-3.78635275E-4,
8392.000,-1.00865604E-4,
8396.000,-2.44221650E-3,
8400.00,-3.59939848E-4,
8404.000,-1.04518782E-4,
8408.000,-1.23332604E-4,
8412.000,-1.67979789E-3,
8416.000,1.18288375E-3,
8420.00,-8.93043645E-4,
8424.000,-6.51959504E-4,
8428.000,9.32819559E-4,
8432.000,1.46174536E-3,
8436.000,1.24738566E-4,
8440.00,-1.67371717E-3,
8444.000,-3.59547266E-4,
8448.000,9.51696886E-4,
8452.000,-2.18695612E-3,
8456.000,9.52827570E-4,
8460.00,3.27855279E-3,
8464.000,-1.92563864E-3,
8468.000,-1.04565930E-4,
8472.000,-6.08621223E-4,
8476.000,-1.41196896E-3,
8480.00,-2.42388132E-3,
8484.000,-1.93135510E-3,
8488.000,-3.70498165E-4,
8492.000,1.19304657E-3,
8496.000,-9.78749013E-5,
8500.00,-8.76881531E-4,
8504.000,-1.94455986E-3,
8508.000,-1.93893560E-3,
8512.000,-3.69491259E-4,
8516.000,-2.71413452E-3,
8520.00,-1.67048548E-3,
8524.000,4.18630370E-4,
8528.000,-2.69987877E-3,
8532.000,-6.30882860E-4,
8536.000,-3.76142940E-4,
8540.00,4.15584043E-4,
8544.000,-2.20351480E-3,
8548.000,-1.17756741E-3,
8552.000,2.98763625E-3,
8556.000,1.45806698E-3,
8560.00,-2.99506146E-3,
8564.000,-3.75774968E-3,
8568.000,-3.48443468E-3,
8572.000,3.97172931E-4,
8576.000,-2.17947271E-3,
8580.00,2.22470029E-3,
8584.000,-1.91280572E-3,
8588.000,-1.17063879E-4,
8592.000,-2.45960546E-3,
8596.000,9.26408684E-4,
8600.00,-3.22313420E-3,
8604.000,-1.66156061E-3,
8608.000,-1.42286089E-3,
8612.000,-6.29340881E-4,
8616.000,-3.24001932E-3,
8620.00,-3.99851706E-3,
8624.000,-1.94454659E-3,
8628.000,9.35971271E-4,
8632.000,1.70572510E-3,
8636.000,-3.47086182E-3,
8640.00,1.60032432E-4,
8644.000,-3.89428722E-4,
8648.000,-2.96067307E-3,
8652.000,-8.86783469E-4,
8656.000,1.44403617E-4,
8660.00,-1.19786979E-4,
8664.000,1.67291495E-4,
8668.000,-3.48801864E-3,
8672.000,-3.23317526E-3,
8676.000,-4.01411857E-3,
8680.00,4.02547506E-4,
8684.000,-3.99890682E-3,
8688.000,1.17142033E-3,
8692.000,-3.20554152E-3,
8696.000,-6.18756108E-4,
8700.00,-8.68394156E-4,
8704.000,-1.15710578E-3,
8708.000,-1.29402615E-4,
8712.000,-9.26965877E-5,
8716.000,-6.37208170E-4,
8720.00,-1.91074528E-3,
8724.000,1.19037135E-3,
8728.000,-1.64133916E-3,
8732.000,-2.69485568E-3,
8736.000,4.19691438E-4,
8740.00,-2.18769256E-3,
8744.000,-1.93960231E-3,
8748.000,-1.15449366E-3,
8752.000,-2.67456751E-3,
8756.000,1.59867486E-4,
8760.00,4.37908748E-4,
8764.000,-2.18752865E-3,
8768.000,-6.06166432E-4,
8772.000,-4.01513791E-3,
8776.000,-2.44044047E-3,
8780.00,1.50423744E-4,
8784.000,6.59779762E-4,
8788.000,1.69396109E-3,
8792.000,-1.41019770E-3,
8796.000,6.83247112E-4,
8800.00,4.10293520E-4,
8804.000,-1.40785810E-3,
8808.000,-6.20366656E-4,
8812.000,-1.67582021E-3,
8816.000,2.48377956E-3,
8820.00,-2.17623007E-3,
8824.000,-6.88958960E-3,
8828.000,-2.70801783E-3,
8832.000,-2.45609041E-3,
8836.000,1.38306859E-4,
8840.00,-1.15506677E-3,
8844.000,-1.67249457E-3,
8848.000,1.70700252E-3,
8852.000,-1.13445206E-3,
8856.000,-9.10934003E-4,
8860.00,-3.73670319E-3,
8864.000,-4.01886087E-3,
8868.000,9.47311404E-4,
8872.000,-1.42096973E-3,
8876.000,1.73089944E-3,
8880.00,6.57866534E-4,
8884.000,-3.59925005E-4,
8888.000,1.98249938E-3,
8892.000,-3.64782492E-4,
8896.000,1.17300148E-3,
8900.00,-3.81720951E-4,
8904.000,1.37589464E-4,
8908.000,1.19508442E-3,
8912.000,-4.27345466E-3,
8916.000,-8.92733049E-4,
8920.00,-1.91536872E-3,
8924.000,-8.98959290E-4,
8928.000,6.64888648E-4,
8932.000,-3.56373261E-4,
8936.000,-3.55852535E-4,
8940.00,1.51854460E-4,
8944.000,-1.65788317E-3,
8948.000,-3.77622433E-4,
8952.000,-2.69988598E-3,
8956.000,-1.92251196E-3,
8960.00,-1.41149794E-3,
8964.000,-1.66846055E-3,
8968.000,-8.78828519E-4,
8972.000,-2.72227032E-3,
8976.000,1.69962470E-3,
8980.00,1.20583351E-3,
8984.000,-3.99088440E-3,
8988.000,-9.17549478E-5,
8992.000,-6.31533214E-4,
8996.000,1.40967328E-4,
9000.00,1.96404033E-3,
9004.000,1.17494806E-3,
9008.000,-1.90509646E-3,
9012.000,-5.32073900E-3,
9016.000,1.21060887E-3,
9020.00,2.76511023E-3,
9024.000,-2.69381772E-3,
9028.000,1.45616557E-3,
9032.000,-4.53059142E-3,
9036.000,9.39507387E-4,
9040.00,-8.91982272E-5,
9044.000,-3.47742258E-4,
9048.000,4.20875323E-4,
9052.000,-3.76170210E-4,
9056.000,-1.15089957E-3,
9060.00,-2.72634160E-3,
9064.000,1.19439582E-3,
9068.000,6.70158712E-4,
9072.000,-3.74989049E-3,
9076.000,1.43634202E-3,
9080.00,-1.40511303E-3,
9084.000,6.53781928E-4,
9088.000,1.47786544E-4,
9092.000,-1.42081873E-3,
9096.000,-6.25485496E-4,
9100.00,3.25408136E-3,
9104.000,-1.14670349E-3,
9108.000,4.00493300E-4,
9112.000,1.63188844E-4,
9116.000,9.26388020E-4,
9120.00,4.28878615E-4,
9124.000,-3.55514232E-4,
9128.000,-3.46036279E-4,
9132.000,1.20641349E-3,
9136.000,-3.68826004E-4,
9140.00,-8.80801468E-4,
9144.000,-2.46883347E-3,
9148.000,-2.97465269E-3,
9152.000,-1.40441139E-3,
9156.000,-8.80799373E-4,
9160.00,1.18534954E-3,
9164.000,-2.21737800E-3,
9168.000,3.01242387E-3,
9172.000,4.11535060E-4,
9176.000,-3.87668493E-4,
9180.00,-3.80400539E-4,
9184.000,-2.69474951E-3,
9188.000,-2.18890188E-3,
9192.000,-1.68143318E-3,
9196.000,-1.14688149E-3,
9200.00,-6.43534353E-4,
9204.000,-3.48251406E-3,
9208.000,2.23305495E-3,
9212.000,1.38245174E-4,
9216.000,-2.19557271E-3,
9220.00,3.98036558E-4,
9224.000,1.18051807E-3,
9228.000,-1.41349516E-3,
9232.000,-8.97002290E-4,
9236.000,-2.71220715E-3,
9240.00,2.22899625E-3,
9244.000,-4.25940705E-3,
9248.000,-1.09608816E-4,
9252.000,-1.15450961E-3,
9256.000,-9.70695692E-5,
9260.00,-4.53418354E-3,
9264.000,-1.93968962E-3,
9268.000,1.40287579E-4,
9272.000,-8.70226824E-4,
9276.000,-1.13873486E-3,
9280.00,-1.12221041E-3,
9284.000,-3.67483648E-4,
9288.000,-8.82879423E-4,
9292.000,-6.34551747E-4,
9296.000,-1.65548304E-3,
9300.00,-2.98016449E-3,
9304.000,-3.68775567E-4,
9308.000,-2.44652340E-3,
9312.000,-2.73239426E-3,
9316.000,1.49043946E-4,
9320.00,1.47102706E-4,
9324.000,-9.07032401E-4,
9328.000,-1.94983697E-3,
9332.000,-3.76427686E-3,
9336.000,-9.05072258E-4,
9340.00,-2.43528443E-3,
9344.000,-1.67335104E-3,
9348.000,-1.92066142E-3,
9352.000,-2.94035068E-3,
9356.000,-1.65107148E-3,
9360.00,-8.90521216E-4,
9364.000,-3.50720249E-3,
9368.000,-3.71173461E-4,
9372.000,-3.59379192E-4,
9376.000,-6.41057268E-4,
9380.00,-3.24193621E-3,
9384.000,1.69804646E-3,
9388.000,-8.96515267E-4,
9392.000,-3.72476439E-4,
9396.000,-3.61952174E-4,
9400.00,-8.88605893E-4,
9404.000,-5.30497916E-3,
9408.000,2.23503215E-3,
9412.000,-3.60215839E-4,
9416.000,-4.81489347E-3,
9420.00,3.27900751E-3,
9424.000,-3.48577928E-3,
9428.000,-3.76150315E-3,
9432.000,-1.42341142E-3,
9436.000,-1.67819706E-3,
9440.00,-1.10592155E-4,
9444.000,1.53142813E-4,
9448.000,-1.06484607E-4,
9452.000,-2.97427387E-3,
9456.000,-1.17775249E-4,
9460.00,-2.45556026E-3,
9464.000,-3.73872020E-3,
9468.000,-2.45759753E-3,
9472.000,-9.13197931E-4,
9476.000,-1.39379140E-3,
9480.00,-2.43497035E-3,
9484.000,-4.01307410E-3,
9488.000,-1.42222154E-3,
9492.000,-1.92956673E-3,
9496.000,-3.71948699E-4,
9500.00,-1.92771491E-3,
9504.000,-3.21165915E-3,
9508.000,-1.40545555E-4,
9512.000,9.29132220E-4,
9516.000,-6.35201402E-4,
9520.00,-1.91992428E-3,
9524.000,2.74421158E-3,
9528.000,-1.92941562E-3,
9532.000,-1.39328197E-3,
9536.000,-2.98068533E-3,
9540.00,-8.68241419E-4,
9544.000,-1.15090318E-3,
9548.000,-2.21899804E-3,
9552.000,-2.70197331E-3,
9556.000,-1.39557105E-3,
9560.00,-1.65587058E-3,
9564.000,-1.42113748E-3,
9568.000,4.15938499E-4,
9572.000,-6.28609851E-4,
9576.000,6.72104012E-4,
9580.00,2.74252100E-3,
9584.000,-1.39398943E-3,
9588.000,4.11900895E-4,
9592.000,-3.21714557E-3,
9596.000,-2.72030616E-3,
9600.00,-1.67740718E-3,
9604.000,-6.61205500E-4,
9608.000,-3.72854789E-4,
9612.000,-6.37888850E-4,
9616.000,-2.44506379E-3,
9620.00,-2.19595968E-3,
9624.000,-8.93125893E-4,
9628.000,-6.31743344E-4,
9632.000,-1.14806066E-3,
9636.000,-2.42654677E-3,
9640.00,3.24813160E-3,
9644.000,-1.93828263E-3,
9648.000,-3.24739772E-3,
9652.000,-1.13268418E-3,
9656.000,-3.73974815E-3,
9660.00,-2.44106492E-3,
9664.000,-5.60911885E-3,
9668.000,2.22481252E-3,
9672.000,-1.42491912E-3,
9676.000,-1.17642521E-4,
9680.00,1.52473629E-4,
9684.000,-5.02641685E-3,
9688.000,1.41112017E-3,
9692.000,-3.83957609E-4,
9696.000,-9.13061202E-4,
9700.00,-3.22243874E-3,
9704.000,-2.19149375E-3,
9708.000,-2.45120912E-3,
9712.000,-6.42829225E-4,
9716.000,-1.41267362E-3,
9720.00,-6.51005539E-4,
9724.000,-2.18580081E-3,
9728.000,-2.69586942E-3,
9732.000,-1.66235259E-3,
9736.000,-2.71322462E-3,
9740.00,-4.00335807E-3,
9744.000,-1.42722204E-3,
9748.000,-3.64117092E-4,
9752.000,-2.17828201E-3,
9756.000,9.25486616E-4,
9760.00,1.18334417E-3,
9764.000,-2.44567520E-3,
9768.000,-1.40786194E-3,
9772.000,1.44276791E-3,
9776.000,2.23088055E-3,
9780.00,1.17758301E-3,
9784.000,-1.40839524E-3,
9788.000,1.96416606E-3,
9792.000,-1.42445089E-3,
9796.000,1.70807005E-3,
9800.00,-5.84347872E-3,
9804.000,-1.66112708E-3,
9808.000,1.46905554E-3,
9812.000,-2.18811654E-3,
9816.000,-6.42029743E-4,
9820.00,-2.45674700E-3,
9824.000,-1.08619497E-4,
9828.000,1.42851693E-3,
9832.000,-1.14030740E-3,
9836.000,-1.09148277E-4,
9840.00,-3.52670730E-4,
9844.000,1.18491158E-3,
9848.000,1.59948511E-4,
9852.000,-6.31146540E-4,
9856.000,-8.06365279E-5,
9860.00,2.22007581E-3,
9864.000,-5.81611181E-3,
9868.000,-8.97044956E-4,
9872.000,-2.72938167E-3,
9876.000,1.18748134E-3,
9880.00,1.17648277E-3,
9884.000,-1.04608749E-4,
9888.000,-1.43962703E-3,
9892.000,-1.40166888E-3,
9896.000,-1.39639771E-3,
9900.00,1.59298899E-4,
9904.000,-1.27430831E-4,
9908.000,-3.60410719E-4,
9912.000,1.19022280E-3,
9916.000,-1.15071272E-3,
9920.00,-1.68061908E-3,
9924.000,-2.19883304E-3,
9928.000,1.17478531E-3,
9932.000,-4.02997108E-3,
9936.000,-2.98997597E-3,
9940.00,-8.78304360E-4,
9944.000,6.55909011E-4,
9948.000,1.56650698E-4,
9952.000,-6.16102072E-4,
9956.000,-1.40382873E-3,
9960.00,4.07595362E-4,
9964.000,-6.32536365E-4,
9968.000,1.18909404E-3,
9972.000,9.42938612E-4,
9976.000,-1.93284568E-3,
9980.00,-1.18780248E-4,
9984.000,-8.88543262E-4,
9988.000,-2.44881143E-3,
9992.000,-3.23996693E-3,
9996.000,-1.42336998E-3,
1E04,-6.39092992E-4,
10004.0000,-2.71209260E-3,
10008.0000,-2.20942032E-3,
10012.0000,-3.72009049E-3,
10016.0000,-1.39341771E-3,
10020.000,2.22037523E-3,
10024.0000,6.68030756E-4,
10028.0000,-1.16307661E-3,
10032.0000,-1.94462959E-3,
10036.0000,2.46140151E-3,
10040.000,4.22036974E-4,
10044.0000,6.78240380E-4,
10048.0000,-1.93703803E-3,
10052.0000,4.06122446E-4,
10056.0000,-1.94133108E-3,
10060.000,-1.43580502E-4,
10064.0000,-1.22782280E-4,
10068.0000,-1.95558881E-3,
10072.0000,1.64733749E-4,
10076.0000,-1.40288554E-3,
10080.000,-2.20114714E-3,
10084.0000,-1.13676826E-4,
10088.0000,-1.66894146E-3,
10092.0000,-3.49838403E-4,
10096.0000,-6.34986209E-4,
1.01E04,-2.71315314E-3,
10104.0000,1.96598237E-3,
10108.0000,-3.84855579E-4,
10112.0000,6.50936621E-4,
10116.0000,4.14644514E-4,
10120.000,1.57916846E-4,
10124.0000,-1.93619321E-3,
10128.0000,6.74152281E-4,
10132.0000,-2.45930743E-3,
10136.0000,-1.93896552E-3,
10140.000,-2.18070694E-3,
10144.0000,6.40630664E-4,
10148.0000,-1.15702604E-3,
10152.0000,-9.04748507E-4,
10156.0000,-4.27750871E-3,
10160.000,-1.67373300E-3,
10164.0000,-6.21891173E-4,
10168.0000,-1.68427872E-3,
10172.0000,2.50022276E-3,
10176.0000,-1.93406828E-3,
10180.000,1.46044663E-3,
10184.0000,-3.75970325E-4,
10188.0000,-1.39288430E-3,
10192.0000,-8.86718335E-4,
10196.0000,-2.19706702E-3,
1.02E04,-2.44996906E-3,
10204.0000,-2.18062219E-3,
10208.0000,2.99476017E-3,
10212.0000,-1.39651773E-3,
10216.0000,-2.18072347E-3,
10220.000,-2.45643570E-3,
10224.0000,-1.39522715E-3,
10228.0000,2.49808491E-3,
10232.0000,-2.43639085E-3,
10236.0000,3.26926564E-3,
10240.000,-1.65947026E-3,
10244.0000,-1.16251397E-3,
10248.0000,-1.64692663E-3,
10252.0000,1.55909089E-4,
10256.0000,-5.98183135E-4,
10260.000,1.61326447E-4,
10264.0000,1.94653019E-3,
10268.0000,-1.14441372E-3,
10272.0000,-2.70501571E-3,
10276.0000,-1.15039595E-3,
10280.000,-3.49156582E-3,
10284.0000,-2.45521311E-3,
10288.0000,-1.15234964E-3,
10292.0000,-3.20766238E-3,
10296.0000,4.07889369E-4,
1.03E04,-1.92413246E-3,
10304.0000,-1.12601039E-4,
10308.0000,1.45578850E-3,
10312.0000,-3.98599403E-3,
10316.0000,-8.88858282E-4,
10320.000,-2.95864046E-3,
10324.0000,-2.19444046E-3,
10328.0000,-3.73937120E-3,
10332.0000,-1.93734746E-3,
10336.0000,-1.15894200E-3,
10340.000,-4.25797654E-3,
10344.0000,6.81279518E-4,
10348.0000,-3.22039542E-3,
10352.0000,-2.45904573E-3,
10356.0000,-8.86873342E-4,
10360.000,6.67002809E-4,
10364.0000,-1.15769752E-3,
10368.0000,-1.94227370E-3,
10372.0000,-9.03206063E-4,
10376.0000,-1.36449220E-4,
10380.000,1.61365198E-4,
10384.0000,-3.47777782E-3,
10388.0000,-2.16655247E-3,
10392.0000,1.38348783E-4,
10396.0000,-2.45062821E-3,
1.04E04,-2.20799330E-3,
10404.0000,2.47774366E-3,
10408.0000,1.30258690E-4,
10412.0000,-1.92912982E-3,
10416.0000,6.85365172E-4,
10420.000,4.14638751E-4,
10424.0000,4.24060592E-4,
10428.0000,-1.92693516E-3,
10432.0000,6.90308807E-4,
10436.0000,-8.82983266E-4,
10440.000,-6.69020927E-4,
10444.0000,-4.25103027E-3,
10448.0000,-6.40707207E-4,
10452.0000,-1.65674125E-3,
10456.0000,6.74119743E-4,
10460.000,1.30164131E-4,
10464.0000,-2.99485354E-3,
10468.0000,-2.70300033E-3,
10472.0000,-6.30661612E-4,
10476.0000,-4.77703894E-3,
10480.000,-6.32465584E-4,
10484.0000,-2.69687781E-3,
10488.0000,6.74131908E-4,
10492.0000,-6.28211885E-4,
10496.0000,-3.75589705E-3,
1.05E04,2.73788208E-3,
10504.0000,-3.99753358E-3,
10508.0000,-1.93916808E-3,
10512.0000,-1.17094035E-3,
10516.0000,-2.98274145E-3,
10520.000,-3.50824255E-3,
10524.0000,9.37147357E-4,
10528.0000,-1.92127354E-3,
10532.0000,-1.93243066E-3,
10536.0000,-3.25489370E-3,
10540.000,-1.17270439E-3,
10544.0000,-4.01880825E-3,
10548.0000,1.18623534E-3,
10552.0000,-2.96870922E-3,
10556.0000,-3.21030710E-3,
10560.000,6.75094139E-4,
10564.0000,-1.92603515E-3,
10568.0000,-8.80674866E-4,
10572.0000,4.12377529E-4,
10576.0000,1.68309710E-3,
10580.000,-3.85422143E-4,
10584.0000,-9.14875418E-4,
10588.0000,4.04841173E-3,
10592.0000,2.77973851E-3,
10596.0000,2.48172064E-3,
1.06E04,1.18859240E-3,
10604.0000,-1.07654705E-4,
10608.0000,-1.22293684E-4,
10612.0000,-8.94694938E-4,
10616.0000,-2.96210777E-3,
10620.000,1.97420525E-3,
10624.0000,-6.42329338E-4,
10628.0000,-6.07021037E-4,
10632.0000,-2.18775147E-3,
10636.0000,-2.19304254E-3,
10640.000,-2.71818717E-3,
10644.0000,-1.42819306E-3,
10648.0000,-8.96636804E-4,
10652.0000,-1.92553829E-3,
10656.0000,-4.78038006E-3,
