Labels,MOF 3 O2 420 nm 10 us Delta OD,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,9999.000,
Step,1.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

4742.000,-6.89998036E-4,
4743.000,-6.44195679E-5,
4744.000,-7.13087386E-4,
4745.000,-6.77273783E-5,
4746.000,-5.01934439E-4,
4747.000,-5.61971865E-5,
4748.000,-4.95356857E-4,
4749.000,-4.88747726E-4,
4750.00,9.77312564E-4,
4751.000,7.88639067E-4,
4752.000,1.63844274E-3,
4753.000,1.43285363E-3,
4754.000,3.55278200E-4,
4755.000,3.60260514E-4,
4756.000,7.67112244E-4,
4757.000,2.25899345E-3,
4758.000,1.20587647E-3,
4759.000,1.21579750E-3,
4760.00,3.51935654E-4,
4761.000,-1.13505416E-3,
4762.000,1.26385782E-3,
4763.000,-1.53033284E-3,
4764.000,9.74104041E-5,
4765.000,5.55341481E-4,
4766.000,-7.18057388E-4,
4767.000,-5.45274888E-5,
4768.000,-6.83391874E-4,
4769.000,1.61519763E-3,
4770.00,-7.49354716E-4,
4771.000,8.11808393E-4,
4772.000,1.05730396E-4,
4773.000,-2.15866440E-3,
4774.000,1.00049202E-3,
4775.000,-1.13511703E-3,
4776.000,3.48656205E-4,
4777.000,-6.68543333E-4,
4778.000,-1.57805358E-3,
4779.000,-9.15900164E-4,
4780.00,-2.70873192E-4,
4781.000,3.73441901E-4,
4782.000,1.61358470E-3,
4783.000,1.40398755E-4,
4784.000,-4.73892549E-4,
4785.000,1.40398755E-4,
4786.000,1.88340186E-4,
4787.000,9.85617866E-4,
4788.000,6.23175176E-4,
4789.000,2.50319042E-3,
4790.00,-8.81281856E-4,
4791.000,1.37089373E-4,
4792.000,-1.93180807E-3,
4793.000,-1.11201860E-3,
4794.000,-2.52735656E-4,
4795.000,-1.56822731E-3,
4796.000,-2.37562554E-3,
4797.000,-4.70556348E-4,
4798.000,-1.75250345E-3,
4799.000,-1.35576224E-3,
4800.00,1.56914466E-4,
4801.000,-1.56653207E-3,
4802.000,-2.42816372E-4,
4803.000,-1.32454012E-3,
4804.000,-3.03871464E-4,
4805.000,1.01043994E-3,
4806.000,-5.01934439E-4,
4807.000,5.61966677E-4,
4808.000,-2.82716006E-3,
4809.000,-1.30804861E-3,
4810.00,-7.93517756E-5,
4811.000,-2.39859405E-3,
4812.000,3.61900282E-4,
4813.000,3.10628995E-4,
4814.000,-6.91633846E-4,
4815.000,-2.82460649E-4,
4816.000,1.41628936E-3,
4817.000,3.83375474E-4,
4818.000,1.20091601E-3,
4819.000,1.53604968E-4,
4820.00,1.45444507E-3,
4821.000,-2.39541390E-4,
4822.000,3.68490932E-4,
4823.000,1.81422872E-3,
4824.000,1.84077513E-3,
4825.000,1.19424949E-3,
4826.000,-1.34919770E-3,
4827.000,-4.75529145E-4,
4828.000,1.53604968E-4,
4829.000,-2.56779720E-3,
4830.00,-1.54841715E-3,
4831.000,-4.77165770E-4,
4832.000,-4.80501913E-4,
4833.000,-1.12025242E-3,
4834.000,-1.13671971E-3,
4835.000,-8.82916909E-4,
4836.000,1.22575043E-3,
4837.000,-2.98928178E-4,
4838.000,-1.56160304E-3,
4839.000,-4.98629932E-4,
4840.00,-6.94936840E-4,
4841.000,9.67365399E-4,
4842.000,-6.81756006E-4,
4843.000,-2.98959669E-4,
4844.000,-5.45589937E-5,
4845.000,1.40430260E-4,
4846.000,7.73772190E-4,
4847.000,1.50295498E-4,
4848.000,3.70162277E-4,
4849.000,-9.42204642E-5,
4850.00,-1.53526221E-3,
4851.000,-6.86663494E-4,
4852.000,-6.93970287E-5,
4853.000,-5.28892888E-5,
4854.000,-6.86694926E-4,
4855.000,-1.95646263E-3,
4856.000,-1.53689482E-3,
4857.000,-9.14265227E-4,
4858.000,-9.08813527E-5,
4859.000,1.21251156E-3,
4860.00,3.66851164E-4,
4861.000,1.83248520E-3,
4862.000,-4.95356857E-4,
4863.000,-5.45274888E-5,
4864.000,1.19428115E-3,
4865.000,1.51965985E-4,
4866.000,-2.72479083E-4,
4867.000,-2.80791835E-4,
4868.000,3.58589226E-4,
4869.000,3.75113246E-4,
4870.00,-1.53855875E-3,
4871.000,-9.10963863E-4,
4872.000,-2.95653619E-4,
4873.000,-3.23072262E-3,
4874.000,-1.73769146E-3,
4875.000,3.78424418E-4,
4876.000,-9.22502833E-4,
4877.000,-4.68919723E-4,
4878.000,-1.11035304E-3,
4879.000,-5.12825864E-5,
4880.00,-7.36175512E-4,
4881.000,-1.35252706E-3,
4882.000,-4.62310185E-4,
4883.000,3.75113246E-4,
4884.000,1.40968279E-3,
4885.000,-6.55361684E-4,
4886.000,-5.45589937E-5,
4887.000,1.35418944E-4,
4888.000,3.43674008E-4,
4889.000,-4.87111160E-4,
4890.00,1.48261362E-3,
4891.000,1.19595567E-3,
4892.000,-1.36568758E-3,
4893.000,-2.80791835E-4,
4894.000,3.98260541E-4,
4895.000,-1.10871880E-3,
4896.000,-4.88747726E-4,
4897.000,-2.54341605E-4,
4898.000,3.50327464E-4,
4899.000,1.02866266E-3,
4900.00,-6.98271324E-4,
4901.000,1.20252732E-3,
4902.000,3.66819615E-4,
4903.000,5.43763512E-4,
4904.000,-6.76817028E-4,
4905.000,1.40367236E-4,
4906.000,-1.70969788E-3,
4907.000,-7.27363004E-5,
4908.000,-7.34508445E-4,
4909.000,5.70232456E-4,
4910.00,1.19759853E-3,
4911.000,1.00879767E-3,
4912.000,-1.53855875E-3,
4913.000,-5.28892888E-5,
4914.000,-8.42975569E-5,
4915.000,-5.12510815E-5,
4916.000,-2.84129463E-4,
4917.000,7.55560177E-4,
4918.000,-8.94456636E-4,
4919.000,1.35418944E-4,
4920.00,-4.85443132E-4,
4921.000,5.50420024E-4,
4922.000,7.82010437E-4,
4923.000,-1.73436501E-3,
4924.000,-2.60387873E-3,
4925.000,-3.22038337E-4,
4926.000,-4.95325367E-4,
4927.000,-2.58420967E-3,
4928.000,-1.74261839E-3,
4929.000,-6.11432333E-5,
4930.00,-2.84098001E-4,
4931.000,5.63638750E-4,
4932.000,3.76784592E-4,
4933.000,1.60197855E-3,
4934.000,-4.47485567E-4,
4935.000,-3.22038337E-4,
4936.000,-2.93984835E-4,
4937.000,1.40472001E-3,
4938.000,5.58654079E-4,
4939.000,1.18098001E-3,
4940.00,-9.19201528E-4,
4941.000,-4.46666891E-5,
4942.000,1.75069872E-4,
4943.000,-7.16358831E-4,
4944.000,-4.72224434E-4,
4945.000,-6.60892256E-5,
4946.000,-4.77197231E-4,
4947.000,5.52060548E-4,
4948.000,-9.37311212E-4,
4949.000,-7.10666645E-5,
4950.00,-7.43744313E-5,
4951.000,-1.35745842E-3,
4952.000,-1.90382707E-3,
4953.000,-6.93301088E-4,
4954.000,-1.34589954E-3,
4955.000,-2.81235320E-3,
4956.000,-1.76235696E-3,
4957.000,-1.10378466E-3,
4958.000,-1.79197884E-3,
4959.000,-1.53689482E-3,
4960.00,-6.68543333E-4,
4961.000,-2.95653619E-4,
4962.000,1.62183901E-3,
4963.000,-1.72451080E-3,
4964.000,-2.79122993E-4,
4965.000,-5.18456567E-4,
4966.000,-1.12025242E-3,
4967.000,1.01874582E-3,
4968.000,-4.92020859E-4,
4969.000,-6.94936840E-4,
4970.00,-4.96128669E-5,
4971.000,-1.56650064E-3,
4972.000,-2.75816798E-4,
4973.000,1.53604968E-4,
4974.000,-5.18456567E-4,
4975.000,-8.78011633E-4,
4976.000,-7.08148757E-4,
4977.000,3.20529623E-4,
4978.000,3.60228994E-4,
4979.000,1.41300180E-3,
4980.00,1.19592401E-3,
4981.000,5.63607202E-4,
4982.000,1.63679814E-3,
4983.000,9.67396947E-4,
4984.000,8.05210962E-4,
4985.000,1.53573448E-4,
4986.000,8.10135331E-4,
4987.000,3.45376757E-4,
4988.000,-4.78833826E-4,
4989.000,-7.29570049E-4,
4990.00,1.65169453E-3,
4991.000,-1.32124184E-3,
4992.000,-5.78668769E-5,
4993.000,1.18932081E-3,
4994.000,-5.12510815E-5,
4995.000,5.60326152E-4,
4996.000,-2.78283213E-3,
4997.000,-7.08148757E-4,
4998.000,-1.53689482E-3,
4999.000,-1.32614211E-3,
5000.00,-1.11531850E-3,
5001.000,-6.94968330E-4,
5002.000,-5.06906887E-4,
5003.000,7.75413471E-4,
5004.000,-5.61971865E-5,
5005.000,7.98550551E-4,
5006.000,-9.25194108E-5,
5007.000,3.56917939E-4,
5008.000,1.45347090E-4,
5009.000,-9.37342644E-4,
5010.00,-1.73110119E-3,
5011.000,-9.15868732E-4,
5012.000,7.75413471E-4,
5013.000,-9.09328868E-4,
5014.000,-1.30145182E-3,
5015.000,-1.19604683E-3,
5016.000,5.73545112E-4,
5017.000,5.66919800E-4,
5018.000,5.73545112E-4,
5019.000,-9.25509084E-5,
5020.00,-2.77485640E-4,
5021.000,1.02038810E-3,
5022.000,3.28822352E-4,
5023.000,-1.36405439E-3,
5024.000,1.20751944E-3,
5025.000,-1.12355221E-3,
5026.000,-2.67566909E-4,
5027.000,7.68785074E-4,
5028.000,-2.36246409E-3,
5029.000,-2.14549643E-3,
5030.00,-1.37225201E-3,
5031.000,7.63829623E-4,
5032.000,-4.72255924E-4,
5033.000,1.15563322E-4,
5034.000,-1.35086232E-3,
5035.000,1.44113600E-3,
5036.000,1.33780035E-4,
5037.000,-2.60716723E-3,
5038.000,-3.08846182E-4,
5039.000,1.50295498E-4,
5040.00,5.93390141E-4,
5041.000,-2.98959669E-4,
5042.000,-1.33603660E-3,
5043.000,3.68490932E-4,
5044.000,1.75101392E-4,
5045.000,-7.14723079E-4,
5046.000,1.41297025E-3,
5047.000,-1.36235822E-3,
5048.000,-4.68951184E-4,
5049.000,5.98343671E-4,
5050.00,-1.76398875E-3,
5051.000,-7.27048027E-5,
5052.000,-2.79594935E-3,
5053.000,-1.35249563E-3,
5054.000,1.17265197E-4,
5055.000,-2.60985806E-4,
5056.000,-2.15045013E-3,
5057.000,3.47016467E-4,
5058.000,3.60228994E-4,
5059.000,-4.88747726E-4,
5060.00,-1.55004975E-3,
5061.000,-1.11528707E-3,
5062.000,-2.77485640E-4,
5063.000,-2.92347540E-4,
5064.000,5.75217244E-4,
5065.000,-5.00297931E-4,
5066.000,-1.36732089E-3,
5067.000,5.48748008E-4,
5068.000,-2.59316905E-4,
5069.000,-2.93953344E-4,
5070.00,1.41960848E-3,
5071.000,-7.01574318E-4,
5072.000,3.33772856E-4,
5073.000,3.58589226E-4,
5074.000,-8.89520044E-4,
5075.000,-8.59671418E-5,
5076.000,-2.74179416E-4,
5077.000,-1.32450869E-3,
5078.000,-3.02234199E-4,
5079.000,-4.65646444E-4,
5080.00,-1.34593097E-3,
5081.000,1.42006160E-4,
5082.000,-8.99393111E-4,
5083.000,8.05179414E-4,
5084.000,-7.76821616E-5,
5085.000,-1.50235731E-3,
5086.000,-8.81281856E-4,
5087.000,5.68591873E-4,
5088.000,5.88436669E-4,
5089.000,1.70121188E-4,
5090.00,-7.31237174E-4,
5091.000,1.20574412E-4,
5092.000,-4.73892549E-4,
5093.000,1.68482147E-4,
5094.000,1.19924149E-3,
5095.000,5.98343671E-4,
5096.000,-2.16029468E-3,
5097.000,-9.22502833E-4,
5098.000,-1.11035304E-3,
5099.000,1.37120893E-4,
5100.00,-2.75848288E-4,
5101.000,-2.97290913E-4,
5102.000,-4.85474593E-4,
5103.000,-1.33933476E-3,
5104.000,-1.96138700E-3,
5105.000,-2.61045573E-3,
5106.000,-1.33440329E-3,
5107.000,1.32141126E-4,
5108.000,-8.94425204E-4,
5109.000,1.38728297E-4,
5110.00,-2.69235810E-4,
5111.000,5.71904588E-4,
5112.000,-4.85443132E-4,
5113.000,9.97176045E-4,
5114.000,8.01896560E-4,
5115.000,-1.77716813E-3,
5116.000,-4.55732021E-4,
5117.000,-4.97024856E-4,
5118.000,-6.76785596E-4,
5119.000,-3.02898814E-3,
5120.00,-1.16308476E-3,
5121.000,-1.32117898E-3,
5122.000,-1.33273844E-3,
5123.000,-1.13838527E-3,
5124.000,-9.25772649E-4,
5125.000,-1.13012036E-3,
5126.000,-1.51717733E-3,
5127.000,7.85324723E-4,
5128.000,-2.80791835E-4,
5129.000,-2.60954315E-4,
5130.00,-4.65646444E-4,
5131.000,7.65470904E-4,
5132.000,-9.17503668E-4,
5133.000,-1.15485175E-3,
5134.000,3.71802074E-4,
5135.000,1.93257554E-4,
5136.000,-2.40025483E-3,
5137.000,9.67396947E-4,
5138.000,-2.87372648E-4,
5139.000,-9.02694592E-4,
5140.00,-9.30740265E-4,
5141.000,-2.47760297E-4,
5142.000,-5.12510815E-5,
5143.000,1.63180113E-3,
5144.000,-7.11420202E-4,
5145.000,-4.82138479E-4,
5146.000,-1.52537215E-3,
5147.000,-9.02694592E-4,
5148.000,-1.31791213E-3,
5149.000,5.88436669E-4,
5150.00,-1.53030152E-3,
5151.000,-1.51554472E-3,
5152.000,1.68482147E-4,
5153.000,-3.33561475E-4,
5154.000,-2.60387873E-3,
5155.000,-2.29590310E-4,
5156.000,-4.82169969E-4,
5157.000,-8.92747848E-5,
5158.000,1.23238575E-3,
5159.000,1.51965985E-4,
5160.00,1.83413050E-3,
5161.000,-5.61971865E-5,
5162.000,5.96734521E-4,
5163.000,-6.88362226E-4,
5164.000,-2.40188418E-3,
5165.000,-2.77454150E-4,
5166.000,1.00709230E-3,
5167.000,1.41132646E-3,
5168.000,9.90806948E-5,
5169.000,-1.33600528E-3,
5170.00,-6.61207305E-5,
5171.000,-1.71958376E-3,
5172.000,-1.16305333E-3,
5173.000,3.45313718E-4,
5174.000,-6.93970287E-5,
5175.000,3.56917939E-4,
5176.000,-1.96468038E-3,
5177.000,-4.87048208E-4,
5178.000,-9.09266004E-4,
5179.000,1.21247990E-3,
5180.00,-8.89520044E-4,
5181.000,-4.75529145E-4,
5182.000,-2.64260627E-4,
5183.000,-1.12682057E-3,
5184.000,-1.10871880E-3,
5185.000,-1.13835384E-3,
5186.000,-1.31791213E-3,
5187.000,-4.72224434E-4,
5188.000,-3.96889445E-5,
5189.000,-1.31298043E-3,
5190.00,-1.32284383E-3,
5191.000,1.51965985E-4,
5192.000,-9.12598800E-4,
5193.000,-2.80760345E-4,
5194.000,9.88965272E-4,
5195.000,1.18268607E-3,
5196.000,-1.54179265E-3,
5197.000,3.35412507E-4,
5198.000,1.43676632E-4,
5199.000,-2.97647966E-5,
5200.00,9.92218032E-4,
5201.000,7.55560177E-4,
5202.000,1.60223979E-4,
5203.000,3.40394618E-4,
5204.000,-1.12355221E-3,
5205.000,-4.85411641E-4,
5206.000,-2.64260627E-4,
5207.000,1.41957682E-3,
5208.000,1.64340821E-3,
5209.000,1.62851205E-3,
5210.00,-9.19201528E-4,
5211.000,-2.90710246E-4,
5212.000,7.83651776E-4,
5213.000,-6.61207305E-5,
5214.000,1.82751752E-3,
5215.000,1.02534646E-3,
5216.000,-6.99875643E-4,
5217.000,5.58685628E-4,
5218.000,-5.05238888E-4,
5219.000,1.01542985E-3,
5220.00,1.56914466E-4,
5221.000,1.53604968E-4,
5222.000,-5.20093017E-4,
5223.000,-4.82138479E-4,
5224.000,-6.98208401E-4,
5225.000,1.46986044E-4,
5226.000,1.68450628E-4,
5227.000,-2.87372648E-4,
5228.000,3.73441901E-4,
5229.000,-1.38791976E-4,
5230.00,1.22243271E-3,
5231.000,1.30470711E-4,
5232.000,7.83683383E-4,
5233.000,5.38810622E-4,
5234.000,5.96702972E-4,
5235.000,1.51965985E-4,
5236.000,5.32185833E-4,
5237.000,-6.71846501E-4,
5238.000,1.20259053E-3,
5239.000,-1.13345147E-3,
5240.00,1.40367236E-4,
5241.000,2.26732320E-3,
5242.000,-2.77454150E-4,
5243.000,-1.95313781E-3,
5244.000,-2.82460649E-4,
5245.000,-7.27048027E-5,
5246.000,-2.59733293E-3,
5247.000,-2.84098001E-4,
5248.000,-7.60440525E-5,
5249.000,-2.79122993E-4,
5250.00,-6.91633846E-4,
5251.000,-1.53526221E-3,
5252.000,-1.93999510E-3,
5253.000,-1.61258504E-3,
5254.000,-1.15321775E-3,
5255.000,-6.81724574E-4,
5256.000,-6.99875643E-4,
5257.000,9.45861277E-4,
5258.000,-2.80791835E-4,
5259.000,-2.26315227E-4,
5260.00,-1.39040570E-3,
5261.000,-1.32780685E-3,
5262.000,-1.12188666E-3,
5263.000,1.00216572E-3,
5264.000,3.37083708E-4,
5265.000,-7.16390263E-4,
5266.000,-9.01059597E-4,
5267.000,-5.00266440E-4,
5268.000,-2.98928178E-4,
5269.000,-1.55171368E-3,
5270.00,3.76753072E-4,
5271.000,1.42037679E-4,
5272.000,-7.21328775E-4,
5273.000,-6.94285263E-5,
5274.000,1.61831471E-4,
5275.000,7.67112244E-4,
5276.000,-2.98928178E-4,
5277.000,-2.85735325E-4,
5278.000,-1.93347060E-3,
5279.000,-9.05996014E-4,
5280.00,-1.10705313E-3,
5281.000,-6.65271538E-4,
5282.000,-7.18057388E-4,
5283.000,-5.11847786E-4,
5284.000,-1.55830663E-3,
5285.000,-1.77224155E-3,
5286.000,-6.81756006E-4,
5287.000,-2.60954315E-4,
5288.000,-1.53526221E-3,
5289.000,9.88933723E-4,
5290.00,-4.96128669E-5,
5291.000,-1.11198716E-3,
5292.000,-7.08148757E-4,
5293.000,-2.64260627E-4,
5294.000,-1.74588209E-3,
5295.000,-2.82397668E-4,
5296.000,-1.54844858E-3,
5297.000,3.53638461E-4,
5298.000,5.81811124E-4,
5299.000,1.19592401E-3,
5300.00,-8.92821583E-4,
5301.000,-1.33273844E-3,
5302.000,-9.19201528E-4,
5303.000,-1.14001939E-3,
5304.000,9.77344112E-4,
5305.000,3.96589079E-4,
5306.000,-1.31957699E-3,
5307.000,-7.06481573E-4,
5308.000,-5.06875396E-4,
5309.000,1.19927304E-3,
5310.00,1.63512188E-3,
5311.000,1.20259053E-3,
5312.000,2.06146808E-3,
5313.000,-2.80760345E-4,
5314.000,-1.14331895E-3,
5315.000,1.61894510E-4,
5316.000,5.48716460E-4,
5317.000,-2.69235810E-4,
5318.000,-8.94456636E-4,
5319.000,-1.94495113E-3,
5320.00,-8.92821583E-4,
5321.000,-1.97945326E-3,
5322.000,-7.03210069E-4,
5323.000,-1.12682057E-3,
5324.000,-1.51551329E-3,
5325.000,7.55528570E-4,
5326.000,-2.69204320E-4,
5327.000,-9.14233795E-4,
5328.000,-4.90415783E-4,
5329.000,1.20922562E-3,
5330.00,-6.81724574E-4,
5331.000,9.75670468E-4,
5332.000,1.59533753E-3,
5333.000,-6.77588832E-5,
5334.000,-3.47426503E-5,
5335.000,-9.14233795E-4,
5336.000,1.00383954E-3,
5337.000,-9.47214663E-4,
5338.000,-2.57616484E-4,
5339.000,-4.67283069E-4,
5340.00,-2.90678756E-4,
5341.000,3.56917939E-4,
5342.000,-6.99907076E-4,
5343.000,-4.88716236E-4,
5344.000,1.51934466E-4,
5345.000,5.71904588E-4,
5346.000,7.91921804E-4,
5347.000,2.08470528E-3,
5348.000,-1.54512061E-3,
5349.000,7.86966120E-4,
5350.00,3.63540050E-4,
5351.000,3.12002818E-3,
5352.000,1.21251156E-3,
5353.000,-2.79122993E-4,
5354.000,7.73740583E-4,
5355.000,-1.34096819E-3,
5356.000,1.42621517E-3,
5357.000,-4.92052292E-4,
5358.000,1.17605145E-3,
5359.000,9.98881413E-4,
5360.00,-7.14723079E-4,
5361.000,-9.29073896E-4,
5362.000,3.33972112E-3,
5363.000,2.23910389E-3,
5364.000,7.93594751E-4,
5365.000,-6.93269598E-4,
5366.000,5.47075993E-4,
5367.000,1.42069199E-4,
5368.000,-1.10705313E-3,
5369.000,-4.90384293E-4,
5370.00,-6.98208401E-4,
5371.000,-7.27048027E-5,
5372.000,-1.75087166E-3,
5373.000,-1.54678454E-3,
5374.000,-1.78209459E-3,
5375.000,-6.60892256E-5,
5376.000,-5.03602379E-4,
5377.000,1.61894510E-4,
5378.000,-1.10541889E-3,
5379.000,-6.96572650E-4,
5380.00,3.53606913E-4,
5381.000,1.80429395E-3,
5382.000,-4.75529145E-4,
5383.000,1.00879767E-3,
5384.000,-6.63604180E-4,
5385.000,-2.57679465E-4,
5386.000,1.21744047E-3,
5387.000,5.73545112E-4,
5388.000,3.55246651E-4,
5389.000,3.53606913E-4,
5390.00,-1.14168483E-3,
5391.000,-1.51881005E-3,
5392.000,-1.13175448E-3,
5393.000,5.63575653E-4,
5394.000,5.75217244E-4,
5395.000,-2.98928178E-4,
5396.000,7.72099302E-4,
5397.000,1.20587647E-3,
5398.000,-5.45274888E-5,
5399.000,-1.12355221E-3,
5400.00,-4.75529145E-4,
5401.000,1.12285656E-4,
5402.000,-3.24548362E-3,
5403.000,-4.59005358E-4,
5404.000,1.61355315E-3,
5405.000,-9.10932431E-4,
5406.000,1.43620453E-3,
5407.000,3.35412507E-4,
5408.000,-2.56010535E-4,
5409.000,-3.00565443E-4,
5410.00,-2.85735325E-4,
5411.000,5.80170541E-4,
5412.000,-2.93984835E-4,
5413.000,-5.11847786E-4,
5414.000,-2.24646181E-4,
5415.000,-2.62623216E-4,
5416.000,-1.57642108E-3,
5417.000,-2.80418270E-3,
5418.000,-6.61207305E-5,
5419.000,-1.34922902E-3,
5420.00,-1.11692119E-3,
5421.000,-5.11847786E-4,
5422.000,-2.39364314E-3,
5423.000,-2.98896688E-4,
5424.000,-9.07662441E-4,
5425.000,2.50319042E-3,
5426.000,-1.32614211E-3,
5427.000,-5.43191447E-4,
5428.000,-1.09388481E-3,
5429.000,-2.92379031E-4,
5430.00,1.60192460E-4,
5431.000,5.33826242E-4,
5432.000,-6.86726416E-4,
5433.000,3.42034298E-4,
5434.000,-7.39446783E-4,
5435.000,3.66819615E-4,
5436.000,7.73709035E-4,
5437.000,1.41129491E-3,
5438.000,-1.11858686E-3,
5439.000,-4.72255924E-4,
5440.00,2.26900191E-3,
5441.000,-5.00297931E-4,
5442.000,-4.46351842E-5,
5443.000,5.88436669E-4,
5444.000,9.70744237E-4,
5445.000,-1.35579368E-3,
5446.000,-4.44212114E-4,
5447.000,1.63347740E-3,
5448.000,-7.27363004E-5,
5449.000,3.78424418E-4,
5450.00,-1.78871548E-3,
5451.000,-2.92347540E-4,
5452.000,1.50295498E-4,
5453.000,-6.81756006E-4,
5454.000,7.47259241E-4,
5455.000,-7.13087386E-4,
5456.000,-4.92052292E-4,
5457.000,-8.97758116E-4,
5458.000,-7.23027391E-4,
5459.000,-4.82107018E-4,
5460.00,-7.34508445E-4,
5461.000,1.56882947E-4,
5462.000,-1.35252706E-3,
5463.000,-2.17183190E-3,
5464.000,-2.84098001E-4,
5465.000,-1.13508559E-3,
5466.000,1.40636368E-3,
5467.000,-1.30478165E-3,
5468.000,-7.22964469E-4,
5469.000,7.77023262E-4,
5470.00,-6.44510728E-5,
5471.000,5.48748008E-4,
5472.000,3.66851164E-4,
5473.000,-4.82138479E-4,
5474.000,-1.12851756E-3,
5475.000,-1.12848612E-3,
5476.000,1.04028564E-4,
5477.000,7.73740583E-4,
5478.000,-5.01934439E-4,
5479.000,7.86966120E-4,
5480.00,-1.12025242E-3,
5481.000,-6.70242123E-4,
5482.000,-1.34423480E-3,
5483.000,-9.01028165E-4,
5484.000,-4.54063847E-4,
5485.000,-5.20061527E-4,
5486.000,-9.35676333E-4,
5487.000,-6.94968330E-4,
5488.000,-2.74210906E-4,
5489.000,-9.07662441E-4,
5490.00,-2.65929528E-4,
5491.000,9.97207593E-4,
5492.000,-1.54185540E-3,
5493.000,-1.54675310E-3,
5494.000,-9.02694592E-4,
5495.000,-2.84066511E-4,
5496.000,-2.93984835E-4,
5497.000,-7.93202707E-5,
5498.000,-6.77588832E-5,
5499.000,-1.12845469E-3,
5500.00,-5.00266440E-4,
5501.000,-2.70873192E-4,
5502.000,-2.98959669E-4,
5503.000,1.83248520E-3,
5504.000,1.35418944E-4,
5505.000,-1.55008107E-3,
5506.000,-2.62591726E-4,
5507.000,-9.07662441E-4,
5508.000,-7.10981694E-5,
5509.000,5.58654079E-4,
5510.00,-1.11201860E-3,
5511.000,-2.40846421E-3,
5512.000,7.53918895E-4,
5513.000,5.61966677E-4,
5514.000,7.91953353E-4,
5515.000,1.42292760E-3,
5516.000,-6.11432333E-5,
5517.000,5.75217244E-4,
5518.000,-5.01934439E-4,
5519.000,1.70121188E-4,
5520.00,-1.14165340E-3,
5521.000,-7.22964469E-4,
5522.000,-1.52866880E-3,
5523.000,5.50388475E-4,
5524.000,-5.62286914E-5,
5525.000,3.43705527E-4,
5526.000,-1.31298043E-3,
5527.000,3.43705527E-4,
5528.000,-1.73273310E-3,
5529.000,-2.51066725E-4,
5530.00,-4.96993423E-4,
5531.000,1.40398755E-4,
5532.000,-1.51221652E-3,
5533.000,-1.13175448E-3,
5534.000,-1.54345657E-3,
5535.000,-1.00804100E-4,
5536.000,-2.37891567E-3,
5537.000,-6.86694926E-4,
5538.000,-6.89966546E-4,
5539.000,-2.87372648E-4,
5540.00,-3.04209790E-3,
5541.000,1.01542985E-3,
5542.000,-1.74757664E-3,
5543.000,-7.29570049E-4,
5544.000,-1.72943796E-3,
5545.000,-4.72224434E-4,
5546.000,-1.35582511E-3,
5547.000,-1.97782251E-3,
5548.000,-1.95809361E-3,
5549.000,-1.74591341E-3,
5550.00,3.58557678E-4,
5551.000,1.18764630E-3,
5552.000,-6.80120196E-4,
5553.000,-2.98928178E-4,
5554.000,-6.99875643E-4,
5555.000,-4.85443132E-4,
5556.000,-6.88362226E-4,
5557.000,-1.12025242E-3,
5558.000,-4.95325367E-4,
5559.000,5.50388475E-4,
5560.00,1.17296710E-4,
5561.000,-6.85090607E-4,
5562.000,3.12237040E-4,
5563.000,9.95533890E-4,
5564.000,-1.57149229E-3,
5565.000,-1.73279585E-3,
5566.000,1.41132646E-3,
5567.000,1.51965985E-4,
5568.000,1.63347740E-3,
5569.000,1.82419526E-3,
5570.00,1.60691189E-3,
5571.000,2.06976244E-3,
5572.000,-9.24137712E-4,
5573.000,1.48656531E-4,
5574.000,-6.96604082E-4,
5575.000,5.75185695E-4,
5576.000,-9.01028165E-4,
5577.000,1.30502231E-4,
5578.000,-4.52427164E-4,
5579.000,1.41793315E-3,
5580.00,-4.79746486E-5,
5581.000,-8.26279647E-5,
5582.000,-4.37602197E-4,
5583.000,-4.98661364E-4,
5584.000,-2.74179416E-4,
5585.000,-4.57368704E-4,
5586.000,1.61862990E-4,
5587.000,7.62156793E-4,
5588.000,-8.99393111E-4,
5589.000,1.27161416E-4,
5590.00,-4.83775075E-4,
5591.000,3.60197446E-4,
5592.000,-9.12598800E-4,
5593.000,3.73441901E-4,
5594.000,5.52060548E-4,
5595.000,7.75381923E-4,
5596.000,-8.81281856E-4,
5597.000,6.03360299E-4,
5598.000,-1.98111567E-3,
5599.000,-9.42278712E-4,
5600.00,-1.32777554E-3,
5601.000,1.45378610E-4,
5602.000,-2.98959669E-4,
5603.000,-1.97948469E-3,
5604.000,-1.31957699E-3,
5605.000,-2.82429159E-4,
5606.000,9.83944163E-4,
5607.000,-1.76894676E-3,
5608.000,-4.77165770E-4,
5609.000,-1.13671971E-3,
5610.00,1.25522536E-4,
5611.000,-6.61936821E-4,
5612.000,-2.35425378E-3,
5613.000,-1.25562743E-4,
5614.000,2.47492385E-3,
5615.000,1.43708152E-4,
5616.000,-2.54373095E-4,
5617.000,3.50327464E-4,
5618.000,-1.76897808E-3,
5619.000,1.28800297E-4,
5620.00,-2.48183896E-5,
5621.000,-1.32617354E-3,
5622.000,-1.97289814E-3,
5623.000,5.20576898E-4,
5624.000,1.46601582E-3,
5625.000,1.18436059E-3,
5626.000,3.71802074E-4,
5627.000,3.48656205E-4,
5628.000,1.25491017E-4,
5629.000,-4.85474593E-4,
5630.00,1.63533536E-4,
