Labels,MOF 3 O2 420 nm 10 us Delta OD,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,9999.000,
Step,1.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

2697.000,-2.69235810E-4,
2698.000,3.55278200E-4,
2699.000,3.38754937E-4,
2700.00,-1.52207538E-3,
2701.000,-1.10871880E-3,
2702.000,9.70712688E-4,
2703.000,9.90607427E-4,
2704.000,8.10135331E-4,
2705.000,-6.52058341E-4,
2706.000,-2.59567285E-3,
2707.000,-1.11528707E-3,
2708.000,-9.38946090E-4,
2709.000,1.65172562E-4,
2710.00,-1.97948469E-3,
2711.000,3.91637877E-4,
2712.000,1.41628936E-3,
2713.000,-2.95622129E-4,
2714.000,-4.73892549E-4,
2715.000,-7.09815940E-4,
2716.000,5.73545112E-4,
2717.000,-1.94495113E-3,
2718.000,-1.73935469E-3,
2719.000,7.30721105E-4,
2720.00,-2.52704165E-4,
2721.000,1.21747213E-3,
2722.000,-9.22471343E-4,
2723.000,1.61894510E-4,
2724.000,5.18968096E-4,
2725.000,1.20916241E-3,
2726.000,-1.09388481E-3,
2727.000,5.60294604E-4,
2728.000,-4.82169969E-4,
2729.000,-6.85059116E-4,
2730.00,-7.09753018E-4,
2731.000,3.53606913E-4,
2732.000,1.55275469E-4,
2733.000,-1.33930333E-3,
2734.000,-9.32375144E-4,
2735.000,-8.99393111E-4,
2736.000,1.35418944E-4,
2737.000,-1.97948469E-3,
2738.000,-4.62734133E-5,
2739.000,-2.32629990E-3,
2740.00,-7.47687649E-4,
2741.000,-1.32450869E-3,
2742.000,-9.24137712E-4,
2743.000,-2.72510573E-4,
2744.000,-1.28499081E-3,
2745.000,-1.77387334E-3,
2746.000,-1.11038436E-3,
2747.000,-6.85059116E-4,
2748.000,-8.26279647E-5,
2749.000,-3.25344212E-4,
2750.00,-1.73106987E-3,
2751.000,-2.74179416E-4,
2752.000,-1.78535795E-3,
2753.000,-2.78777862E-3,
2754.000,-1.76565186E-3,
2755.000,-1.55171368E-3,
2756.000,-1.74588209E-3,
2757.000,-6.93301088E-4,
2758.000,-4.77197231E-4,
2759.000,-2.00247439E-3,
2760.00,-2.93984835E-4,
2761.000,-9.24106280E-4,
2762.000,-2.56010535E-4,
2763.000,7.73740583E-4,
2764.000,-7.43744313E-5,
2765.000,1.38812512E-3,
2766.000,3.35444056E-4,
2767.000,1.20094756E-3,
2768.000,-6.91633846E-4,
2769.000,-1.53362949E-3,
2770.00,-2.75785307E-4,
2771.000,2.10962188E-3,
2772.000,1.20574412E-4,
2773.000,-5.29207900E-5,
2774.000,-1.09058479E-3,
2775.000,1.21415453E-3,
2776.000,1.81422872E-3,
2777.000,-4.93688858E-4,
2778.000,3.81704100E-4,
2779.000,1.07337684E-4,
2780.00,-1.11528707E-3,
2781.000,5.81842673E-4,
2782.000,-1.77879981E-3,
2783.000,3.89997993E-4,
2784.000,5.45435527E-4,
2785.000,5.88436669E-4,
2786.000,-6.91665278E-4,
2787.000,1.43708152E-4,
2788.000,-1.22223879E-4,
2789.000,-1.10211899E-3,
2790.00,1.42289605E-3,
2791.000,1.19759853E-3,
2792.000,7.63829623E-4,
2793.000,-9.37311212E-4,
2794.000,-8.94456636E-4,
2795.000,3.91637877E-4,
2796.000,-1.99425709E-3,
2797.000,-4.98629932E-4,
2798.000,-1.12355221E-3,
2799.000,-8.71345459E-4,
2800.00,-2.62360950E-3,
2801.000,1.48625011E-4,
2802.000,-9.25509084E-5,
2803.000,1.65004993E-3,
2804.000,-5.31642349E-4,
2805.000,-1.71628851E-3,
2806.000,-8.58169980E-4,
2807.000,7.86997669E-4,
2808.000,5.35529747E-4,
2809.000,-4.44149162E-4,
2810.00,-7.03210069E-4,
2811.000,-1.74095517E-3,
2812.000,-9.22471343E-4,
2813.000,-8.79615312E-4,
2814.000,-9.12598800E-4,
2815.000,-1.52863748E-3,
2816.000,-1.09881896E-3,
2817.000,3.32101656E-4,
2818.000,-5.45589937E-5,
2819.000,-6.96604082E-4,
2820.00,-1.13345147E-3,
2821.000,1.23238575E-3,
2822.000,-4.46351842E-5,
2823.000,-2.18825927E-3,
2824.000,-1.35252706E-3,
2825.000,-6.81724574E-4,
2826.000,-8.81281856E-4,
2827.000,-4.87111160E-4,
2828.000,-2.83373357E-3,
2829.000,-1.10871880E-3,
2830.00,-4.75529145E-4,
2831.000,3.76721524E-4,
2832.000,5.65279275E-4,
2833.000,2.48826481E-3,
2834.000,1.19428115E-3,
2835.000,-1.34593097E-3,
2836.000,3.47016467E-4,
2837.000,5.57013554E-4,
2838.000,1.80050134E-4,
2839.000,3.89966473E-4,
2840.00,5.86764538E-4,
2841.000,-4.95325367E-4,
2842.000,-1.33767002E-3,
2843.000,5.70200908E-4,
2844.000,5.47075993E-4,
2845.000,-7.01511395E-4,
2846.000,-1.11368427E-3,
2847.000,9.90575878E-4,
2848.000,-2.64260627E-4,
2849.000,-5.23397350E-4,
2850.00,3.61868762E-4,
2851.000,5.57013554E-4,
2852.000,-2.52704165E-4,
2853.000,-2.13072915E-3,
2854.000,-1.96631136E-3,
2855.000,1.19099533E-3,
2856.000,-7.93517756E-5,
2857.000,3.56917939E-4,
2858.000,-2.80760345E-4,
2859.000,5.63638750E-4,
2860.00,5.47107542E-4,
2861.000,1.65833649E-3,
2862.000,-7.76821616E-5,
2863.000,1.22739340E-3,
2864.000,-1.12188666E-3,
2865.000,3.28790833E-4,
2866.000,-1.52537215E-3,
2867.000,-9.15900164E-4,
2868.000,1.61690544E-3,
2869.000,-7.18025956E-4,
2870.00,-2.16694106E-3,
2871.000,-7.11451692E-4,
2872.000,-4.68919723E-4,
2873.000,3.00728600E-4,
2874.000,-1.96135580E-3,
2875.000,1.78411050E-4,
2876.000,-1.14001939E-3,
2877.000,-2.85766815E-4,
2878.000,-8.91155098E-4,
2879.000,-1.10708456E-3,
2880.00,1.18904041E-4,
2881.000,-8.26279647E-5,
2882.000,-6.85059116E-4,
2883.000,-6.60892256E-5,
2884.000,-1.11201860E-3,
2885.000,1.00715552E-3,
2886.000,-3.03871464E-4,
2887.000,-2.17183190E-3,
2888.000,-9.25804081E-4,
2889.000,-1.33273844E-3,
2890.00,-9.14265227E-4,
2891.000,1.38313102E-3,
2892.000,7.95236207E-4,
2893.000,5.73545112E-4,
2894.000,1.22078974E-3,
2895.000,9.78986267E-4,
2896.000,-1.53689482E-3,
2897.000,7.67112244E-4,
2898.000,3.56949458E-4,
2899.000,-2.77485640E-4,
2900.00,-9.02694592E-4,
2901.000,-1.13508559E-3,
2902.000,-4.54063847E-4,
2903.000,-3.47111454E-5,
2904.000,-1.11365283E-3,
2905.000,1.43708152E-4,
2906.000,-1.32780685E-3,
2907.000,-2.34438246E-3,
2908.000,-1.14005082E-3,
2909.000,-1.95643120E-3,
2910.00,-4.96128669E-5,
2911.000,-1.13841670E-3,
2912.000,-6.11432333E-5,
2913.000,-1.30311667E-3,
2914.000,1.56914466E-4,
2915.000,1.19260664E-3,
2916.000,-7.04845821E-4,
2917.000,5.78529958E-4,
2918.000,3.58589226E-4,
2919.000,-4.68919723E-4,
2920.00,5.98343671E-4,
2921.000,5.48748008E-4,
2922.000,9.69039043E-4,
2923.000,1.46986044E-4,
2924.000,1.81720738E-4,
2925.000,3.65179847E-4,
2926.000,1.33780035E-4,
2927.000,1.51934466E-4,
2928.000,-2.64260627E-4,
2929.000,-1.33930333E-3,
2930.00,-2.57616484E-4,
2931.000,-2.77485640E-4,
2932.000,-7.44059289E-5,
2933.000,-9.01028165E-4,
2934.000,1.35450464E-4,
2935.000,-3.80506899E-5,
2936.000,3.93277762E-4,
2937.000,-7.29570049E-4,
2938.000,5.28905017E-4,
2939.000,-2.59238435E-3,
2940.00,5.81842673E-4,
2941.000,-6.27298257E-4,
2942.000,-2.60059000E-3,
2943.000,-1.10708456E-3,
2944.000,-7.55959889E-4,
2945.000,-1.91863335E-3,
2946.000,-2.72542064E-4,
2947.000,-2.92316050E-4,
2948.000,-2.37725489E-3,
2949.000,-4.67283069E-4,
2950.00,8.00223555E-4,
2951.000,1.51965985E-4,
2952.000,7.88607460E-4,
2953.000,1.41632091E-3,
2954.000,-2.42816372E-4,
2955.000,7.48900522E-4,
2956.000,-3.08846182E-4,
2957.000,3.42002779E-4,
2958.000,3.88326589E-4,
2959.000,3.37083708E-4,
2960.00,-1.33104227E-3,
2961.000,3.66819615E-4,
2962.000,-1.13835384E-3,
2963.000,-6.86694926E-4,
2964.000,-6.98239892E-4,
2965.000,1.20088446E-3,
2966.000,-4.70587809E-4,
2967.000,3.56886390E-4,
2968.000,-2.70873192E-4,
2969.000,1.21086859E-3,
2970.00,-2.27921279E-4,
2971.000,1.17936882E-3,
2972.000,-5.06875396E-4,
2973.000,8.00223555E-4,
2974.000,2.91380007E-3,
2975.000,3.12300108E-4,
2976.000,2.28227302E-3,
2977.000,-4.65646444E-4,
2978.000,7.73740583E-4,
2979.000,-1.73602824E-3,
2980.00,-5.01902949E-4,
2981.000,7.95267755E-4,
2982.000,-4.79431437E-5,
2983.000,-4.72224434E-4,
2984.000,7.98550551E-4,
2985.000,-9.07693873E-4,
2986.000,9.74028429E-4,
2987.000,-9.32375144E-4,
2988.000,-4.60673502E-4,
2989.000,-2.67535419E-4,
2990.00,9.72386333E-4,
2991.000,3.32133175E-4,
2992.000,-1.11368427E-3,
2993.000,3.71802074E-4,
2994.000,5.71904588E-4,
2995.000,-7.21360266E-4,
2996.000,-5.01902949E-4,
2997.000,-7.60125477E-5,
2998.000,-9.52150556E-4,
2999.000,4.01540368E-4,
3000.00,-6.88330736E-4,
3001.000,3.28822352E-4,
3002.000,-1.56323565E-3,
3003.000,-1.31627871E-3,
3004.000,-4.55700530E-4,
3005.000,-2.84066511E-4,
3006.000,-1.55664270E-3,
3007.000,1.68513667E-4,
3008.000,-7.01511395E-4,
3009.000,5.70232456E-4,
3010.00,3.78392899E-4,
3011.000,1.18935561E-4,
3012.000,-6.11747382E-5,
3013.000,1.25522536E-4,
3014.000,5.85123897E-4,
3015.000,3.73441901E-4,
3016.000,1.82087312E-3,
3017.000,1.39972568E-3,
3018.000,1.01043994E-3,
3019.000,1.61854993E-3,
3020.00,7.75413471E-4,
3021.000,-8.89520044E-4,
3022.000,1.48656531E-4,
3023.000,5.66919800E-4,
3024.000,1.56914466E-4,
3025.000,5.53701015E-4,
3026.000,-2.61374423E-3,
3027.000,-1.33110513E-3,
3028.000,-2.17349338E-3,
3029.000,3.61868762E-4,
3030.00,3.71802074E-4,
3031.000,-1.12682057E-3,
3032.000,1.25522536E-4,
3033.000,-2.18001427E-3,
3034.000,-5.11816295E-4,
3035.000,-2.39541390E-4,
3036.000,-6.93301088E-4,
3037.000,-4.95356857E-4,
3038.000,-1.93343929E-3,
3039.000,-1.50562276E-3,
3040.00,-2.60716723E-3,
3041.000,-1.58134988E-3,
3042.000,-4.79431437E-5,
3043.000,-8.59356369E-5,
3044.000,-1.32944027E-3,
3045.000,-1.10211899E-3,
3046.000,5.58654079E-4,
3047.000,-2.90678756E-4,
3048.000,-7.13087386E-4,
3049.000,-2.36203399E-4,
3050.00,5.90077310E-4,
3051.000,3.27182701E-4,
3052.000,7.62156793E-4,
3053.000,-5.05238888E-4,
3054.000,-1.34589954E-3,
3055.000,1.01043994E-3,
3056.000,1.38812512E-3,
3057.000,-1.14001939E-3,
3058.000,-2.67566909E-4,
3059.000,1.00882933E-3,
3060.00,7.75381923E-4,
3061.000,9.90575878E-4,
3062.000,3.15579266E-4,
3063.000,1.22078974E-3,
3064.000,-2.65929528E-4,
3065.000,-2.82429159E-4,
3066.000,7.70394865E-4,
3067.000,1.00548170E-3,
3068.000,-9.15868732E-4,
3069.000,7.60483963E-4,
3070.00,-1.98111567E-3,
3071.000,-1.10378466E-3,
3072.000,-1.54022279E-3,
3073.000,-6.28129055E-5,
3074.000,-1.35086232E-3,
3075.000,-5.12510815E-5,
3076.000,-1.13508559E-3,
3077.000,1.56882947E-4,
3078.000,-6.96604082E-4,
3079.000,2.05982174E-3,
3080.00,1.60194689E-3,
3081.000,1.66843107E-4,
3082.000,-1.14331895E-3,
3083.000,1.81689218E-4,
3084.000,-2.87372648E-4,
3085.000,-9.30708833E-4,
3086.000,3.61900282E-4,
3087.000,3.47016467E-4,
3088.000,-4.90415783E-4,
3089.000,-6.55393116E-4,
3090.00,-1.54841715E-3,
3091.000,1.17265197E-4,
3092.000,-2.19151960E-3,
3093.000,-9.02726024E-4,
3094.000,-6.96572650E-4,
3095.000,-7.11420202E-4,
3096.000,-1.14498450E-3,
3097.000,-9.20804974E-4,
3098.000,-5.06875396E-4,
3099.000,1.02370419E-3,
3100.00,1.70121188E-4,
3101.000,-9.02694592E-4,
3102.000,3.30462004E-4,
3103.000,6.49648951E-4,
3104.000,-7.03178637E-4,
3105.000,1.97333138E-5,
3106.000,7.48932071E-4,
3107.000,-1.36405439E-3,
3108.000,-8.59836582E-4,
3109.000,-1.33440329E-3,
3110.00,-9.08813527E-5,
3111.000,3.78424418E-4,
3112.000,1.42457138E-3,
3113.000,-1.95316924E-3,
3114.000,-6.89998036E-4,
3115.000,-1.12518645E-3,
3116.000,-9.07662441E-4,
3117.000,-6.94936840E-4,
3118.000,5.66951348E-4,
3119.000,-1.11198716E-3,
3120.00,2.69432249E-3,
3121.000,1.60694355E-3,
3122.000,3.75081698E-4,
3123.000,7.73772190E-4,
3124.000,-6.94936840E-4,
3125.000,-2.74147926E-4,
3126.000,-5.15120744E-4,
3127.000,1.01539819E-3,
3128.000,-2.97290913E-4,
3129.000,-6.77273783E-5,
3130.00,-1.55664270E-3,
3131.000,2.28227302E-3,
3132.000,3.50295915E-4,
3133.000,-9.20867897E-4,
3134.000,7.82010437E-4,
3135.000,-1.12682057E-3,
3136.000,-9.14233795E-4,
3137.000,-9.20804974E-4,
3138.000,1.18872529E-4,
3139.000,1.03358959E-3,
3140.00,-2.67598400E-4,
3141.000,-1.33273844E-3,
3142.000,-2.55135284E-3,
3143.000,7.52246066E-4,
3144.000,-1.55337760E-3,
3145.000,-4.13587004E-5,
3146.000,7.86966120E-4,
3147.000,-4.93657368E-4,
3148.000,7.58842682E-4,
3149.000,1.83080824E-3,
3150.00,-2.72542064E-4,
3151.000,-5.10211335E-4,
3152.000,1.76740461E-4,
3153.000,1.37089373E-4,
3154.000,-6.61207305E-5,
3155.000,-8.26279647E-5,
3156.000,-1.36238965E-3,
3157.000,2.46665347E-3,
3158.000,-4.88747726E-4,
3159.000,-5.08511905E-4,
3160.00,7.91921804E-4,
3161.000,7.63798074E-4,
3162.000,-7.14723079E-4,
3163.000,1.45347090E-4,
3164.000,-4.90415783E-4,
3165.000,9.80691519E-4,
3166.000,-2.57647975E-4,
3167.000,3.58589226E-4,
3168.000,1.86067820E-3,
3169.000,3.58557678E-4,
3170.00,-2.80791835E-4,
3171.000,3.88326589E-4,
3172.000,-2.16690963E-3,
3173.000,-2.79122993E-4,
3174.000,7.93594751E-4,
3175.000,1.64340821E-3,
3176.000,-7.06481573E-4,
3177.000,2.05317372E-3,
3178.000,-2.64260627E-4,
3179.000,-6.44825777E-5,
3180.00,-2.79122993E-4,
3181.000,1.60194689E-3,
3182.000,1.02866266E-3,
3183.000,-1.69817975E-3,
3184.000,-1.14498450E-3,
3185.000,-2.69204320E-4,
3186.000,1.37089373E-4,
3187.000,5.58685628E-4,
3188.000,-6.88362226E-4,
3189.000,-1.76728365E-3,
3190.00,-2.72542064E-4,
3191.000,-6.94905408E-4,
3192.000,3.66851164E-4,
3193.000,-2.58254958E-3,
3194.000,9.41328763E-5,
3195.000,-6.44510728E-5,
3196.000,-6.89998036E-4,
3197.000,-8.84551962E-4,
3198.000,9.75702074E-4,
3199.000,-4.93688858E-4,
3200.00,-4.59005358E-4,
3201.000,-5.18425135E-4,
3202.000,2.95700482E-3,
3203.000,-5.38219407E-4,
3204.000,-2.69235810E-4,
3205.000,-4.55700530E-4,
3206.000,-1.30638364E-3,
3207.000,-8.09583726E-5,
3208.000,-1.14991819E-3,
3209.000,-6.43815612E-4,
3210.00,-6.93970287E-5,
3211.000,1.20587647E-3,
3212.000,1.40636368E-3,
3213.000,5.37170214E-4,
3214.000,3.58557678E-4,
3215.000,1.01043994E-3,
3216.000,-2.60221865E-3,
3217.000,7.55528570E-4,
3218.000,-7.93202707E-5,
3219.000,-6.11747382E-5,
3220.00,-9.58270030E-5,
3221.000,3.33772856E-4,
3222.000,3.75081698E-4,
3223.000,1.47017563E-4,
3224.000,-2.61703250E-3,
3225.000,-1.75084034E-3,
3226.000,-5.78668769E-5,
3227.000,-1.99428853E-3,
3228.000,-1.71958376E-3,
3229.000,1.46986044E-4,
3230.00,1.37089373E-4,
3231.000,9.82302008E-4,
3232.000,-3.64124280E-5,
3233.000,1.84998920E-4,
3234.000,-1.08235038E-3,
3235.000,-6.98239892E-4,
3236.000,-6.61207305E-5,
3237.000,-1.98933296E-3,
3238.000,-7.60125477E-5,
3239.000,1.00052357E-3,
3240.00,1.64840533E-3,
3241.000,5.65279275E-4,
3242.000,1.20605931E-4,
3243.000,-1.08895043E-3,
3244.000,1.84077513E-3,
3245.000,1.35418944E-4,
3246.000,-1.10378466E-3,
3247.000,1.16445695E-3,
3248.000,-1.52373943E-3,
3249.000,-2.36203399E-4,
3250.00,-4.70619299E-4,
3251.000,-8.26279647E-5,
3252.000,-5.61971865E-5,
3253.000,3.78424418E-4,
3254.000,7.75413471E-4,
3255.000,7.60483963E-4,
3256.000,-7.08148757E-4,
3257.000,1.63844274E-3,
3258.000,-6.85059116E-4,
3259.000,-4.78865317E-4,
3260.00,-9.10932431E-4,
3261.000,-1.10048475E-3,
3262.000,-9.07662441E-4,
3263.000,3.27182701E-4,
3264.000,-1.55664270E-3,
3265.000,-2.69204320E-4,
3266.000,-1.33930333E-3,
3267.000,-1.52041134E-3,
3268.000,1.48656531E-4,
3269.000,-8.59356369E-5,
3270.00,-8.69710348E-4,
3271.000,3.40394618E-4,
3272.000,-1.30148325E-3,
3273.000,-2.85703834E-4,
3274.000,1.56914466E-4,
3275.000,-1.30968203E-3,
3276.000,-1.11858686E-3,
3277.000,-7.43429264E-5,
3278.000,-9.05996014E-4,
3279.000,5.55341481E-4,
3280.00,-2.16198759E-3,
3281.000,1.40367236E-4,
3282.000,-1.33933476E-3,
3283.000,-7.93517756E-5,
3284.000,-1.34593097E-3,
3285.000,-9.32375144E-4,
3286.000,-8.86218506E-4,
3287.000,-9.12598800E-4,
3288.000,-8.96123121E-4,
3289.000,7.63798074E-4,
3290.00,-5.03602379E-4,
3291.000,-1.74261839E-3,
3292.000,-1.75413524E-3,
3293.000,-1.98111567E-3,
3294.000,-1.97619153E-3,
3295.000,-9.01028165E-4,
3296.000,-2.90710246E-4,
3297.000,5.63607202E-4,
3298.000,3.51998722E-4,
3299.000,-5.28892888E-5,
3300.00,-1.09388481E-3,
3301.000,-4.88716236E-4,
3302.000,-2.78286356E-3,
3303.000,-1.93340785E-3,
3304.000,-1.34589954E-3,
3305.000,-1.36405439E-3,
3306.000,-2.37556268E-3,
3307.000,-4.62341646E-4,
3308.000,-1.54678454E-3,
3309.000,-7.04845821E-4,
3310.00,-2.37233518E-3,
3311.000,3.38754937E-4,
3312.000,-1.14495307E-3,
3313.000,1.68450628E-4,
3314.000,-2.36409367E-3,
3315.000,-8.92432872E-5,
3316.000,7.75413471E-4,
3317.000,-2.82429159E-4,
3318.000,9.83944163E-4,
3319.000,7.60483963E-4,
3320.00,-1.11038436E-3,
3321.000,-2.16524815E-3,
3322.000,-6.98208401E-4,
3323.000,-2.80760345E-4,
3324.000,7.55528570E-4,
3325.000,-6.76785596E-4,
3326.000,-1.12025242E-3,
3327.000,-1.97616010E-3,
3328.000,-1.95480022E-3,
3329.000,1.55275469E-4,
3330.00,1.35450464E-4,
3331.000,5.53701015E-4,
3332.000,-4.79746486E-5,
3333.000,-4.72224434E-4,
3334.000,-9.48880916E-4,
3335.000,-1.93836400E-3,
3336.000,-2.92316050E-4,
3337.000,-1.30638364E-3,
3338.000,1.58584982E-4,
3339.000,-2.59896158E-3,
3340.00,-2.47087609E-3,
3341.000,-9.34010022E-4,
3342.000,-2.39530392E-3,
3343.000,-4.96961933E-4,
3344.000,-6.66875974E-4,
3345.000,1.32141126E-4,
3346.000,-1.35579368E-3,
3347.000,1.10646833E-4,
3348.000,-1.76731497E-3,
3349.000,-1.10375322E-3,
3350.00,-2.40351353E-3,
3351.000,-5.45904950E-5,
3352.000,-1.35906029E-3,
3353.000,-6.80120196E-4,
3354.000,-6.47087523E-4,
3355.000,-3.03902954E-4,
3356.000,-4.46666891E-5,
3357.000,-9.24169202E-4,
3358.000,-9.27407586E-4,
3359.000,1.40398755E-4,
3360.00,-7.34539877E-4,
3361.000,-9.02726024E-4,
3362.000,3.80064273E-4,
3363.000,-7.11420202E-4,
3364.000,1.35450464E-4,
3365.000,1.44277990E-3,
3366.000,1.46601582E-3,
3367.000,1.84080680E-3,
3368.000,-1.77387334E-3,
3369.000,-4.77197231E-4,
3370.00,-6.81756006E-4,
3371.000,-1.12848612E-3,
3372.000,-4.87111160E-4,
3373.000,-4.59036848E-4,
3374.000,1.39808201E-3,
3375.000,-7.10666645E-5,
3376.000,-2.82429159E-4,
3377.000,-5.28892888E-5,
3378.000,1.42956607E-3,
3379.000,-1.75906206E-3,
3380.00,-2.77454150E-4,
3381.000,-1.10705313E-3,
3382.000,-1.56489958E-3,
3383.000,-1.12848612E-3,
3384.000,-1.34589954E-3,
3385.000,3.94949195E-4,
3386.000,-6.44825777E-5,
3387.000,-6.99875643E-4,
3388.000,-1.30801718E-3,
3389.000,-5.10148355E-4,
3390.00,7.68753525E-4,
3391.000,1.71791748E-4,
3392.000,-7.03178637E-4,
3393.000,-5.21729467E-4,
3394.000,-1.36072503E-3,
3395.000,-3.96889445E-5,
3396.000,-7.06513005E-4,
3397.000,5.91781049E-4,
3398.000,1.20259053E-3,
3399.000,-1.52866880E-3,
3400.00,-8.87853559E-4,
3401.000,1.23570347E-3,
3402.000,-1.56323565E-3,
3403.000,-5.45589937E-5,
3404.000,-1.08891900E-3,
3405.000,-2.87404138E-4,
3406.000,-6.99907076E-4,
3407.000,3.58557678E-4,
3408.000,-2.62591726E-4,
3409.000,-2.97290913E-4,
3410.00,-1.74425018E-3,
3411.000,1.47017563E-4,
3412.000,-2.38051382E-3,
3413.000,-4.98629932E-4,
3414.000,-1.51881005E-3,
3415.000,-7.19693082E-4,
3416.000,-9.10963863E-4,
3417.000,5.76857827E-4,
3418.000,7.93594751E-4,
3419.000,-3.13789351E-4,
3420.00,5.81811124E-4,
3421.000,1.84409751E-3,
3422.000,3.71770555E-4,
3423.000,3.38723388E-4,
3424.000,-1.12848612E-3,
3425.000,1.35418944E-4,
3426.000,1.61862990E-4,
3427.000,-5.78353756E-5,
3428.000,5.78529958E-4,
3429.000,-2.79122993E-4,
3430.00,3.73441901E-4,
3431.000,1.42100718E-4,
3432.000,1.42037679E-4,
3433.000,9.75670468E-4,
3434.000,-4.44180652E-4,
3435.000,3.50295915E-4,
3436.000,5.38810622E-4,
3437.000,-2.54373095E-4,
3438.000,5.70264005E-4,
3439.000,-6.93301088E-4,
3440.00,-6.85027684E-4,
3441.000,1.60255498E-4,
3442.000,-5.00266440E-4,
3443.000,-2.75848288E-4,
3444.000,-8.59356369E-5,
3445.000,3.37115256E-4,
3446.000,-2.65929528E-4,
3447.000,-9.02694592E-4,
3448.000,1.40968279E-3,
3449.000,1.12317168E-4,
3450.00,-1.30801718E-3,
3451.000,-7.37811148E-4,
3452.000,1.61190866E-3,
3453.000,7.72099302E-4,
3454.000,1.84998920E-4,
3455.000,1.23883656E-4,
3456.000,-1.33110513E-3,
3457.000,9.97207593E-4,
3458.000,-4.67314560E-4,
3459.000,-1.32617354E-3,
3460.00,-2.17017019E-3,
3461.000,-2.18170718E-3,
3462.000,-1.08398474E-3,
3463.000,1.35418944E-4,
3464.000,-4.93657368E-4,
3465.000,1.04028564E-4,
3466.000,-5.45274888E-5,
3467.000,1.61187700E-3,
3468.000,-9.08498478E-5,
3469.000,-2.31227852E-4,
3470.00,-2.39038444E-3,
3471.000,-3.00596934E-4,
3472.000,-1.56486814E-3,
3473.000,-3.47111454E-5,
3474.000,-6.86694926E-4,
3475.000,1.41964003E-3,
3476.000,-9.07662441E-4,
3477.000,-4.98661364E-4,
3478.000,1.19099533E-3,
3479.000,-2.64260627E-4,
3480.00,-7.60125477E-5,
3481.000,-4.80470422E-4,
3482.000,7.75413471E-4,
3483.000,3.70162277E-4,
3484.000,-8.77980201E-4,
3485.000,1.21747213E-3,
3486.000,-1.11531850E-3,
3487.000,7.98582158E-4,
3488.000,-8.09898702E-5,
3489.000,5.90077310E-4,
3490.00,-3.23707005E-4,
3491.000,-7.10351669E-5,
3492.000,1.50358537E-4,
3493.000,1.20420195E-3,
3494.000,-3.10483418E-4,
3495.000,-2.32896869E-4,
3496.000,-1.33273844E-3,
3497.000,-2.08144338E-4,
3498.000,-1.55004975E-3,
3499.000,3.33772856E-4,
3500.00,-1.11861830E-3,
3501.000,-1.71631982E-3,
3502.000,1.71760228E-4,
3503.000,-3.18732462E-4,
3504.000,-6.86726416E-4,
3505.000,5.68623422E-4,
3506.000,-2.20305589E-3,
3507.000,-1.55008107E-3,
3508.000,-7.18025956E-4,
3509.000,-8.71376891E-4,
3510.00,-1.51384913E-3,
3511.000,-2.80791835E-4,
3512.000,-6.94936840E-4,
3513.000,-1.91367709E-3,
3514.000,-1.29651988E-3,
3515.000,7.88639067E-4,
3516.000,-8.76052145E-5,
3517.000,1.38148735E-3,
3518.000,-6.80088706E-4,
3519.000,1.48656531E-4,
3520.00,-5.00266440E-4,
3521.000,-1.11695263E-3,
3522.000,7.73740583E-4,
3523.000,-1.31134689E-3,
3524.000,-9.22502833E-4,
3525.000,-7.16390263E-4,
3526.000,-4.83775075E-4,
3527.000,-2.49366276E-4,
3528.000,3.40363069E-4,
3529.000,2.05649785E-3,
3530.00,1.80050134E-4,
3531.000,1.00383954E-3,
3532.000,-1.15811988E-3,
3533.000,-1.31624728E-3,
3534.000,-2.95653619E-4,
3535.000,-1.40356494E-3,
3536.000,-1.04607944E-3,
3537.000,-2.17017019E-3,
3538.000,-7.70836894E-4,
3539.000,-1.96797377E-3,
3540.00,-1.31298043E-3,
3541.000,-2.97290913E-4,
3542.000,-8.99393111E-4,
3543.000,1.27192936E-4,
3544.000,9.79017816E-4,
3545.000,7.57201400E-4,
3546.000,-2.84066511E-4,
3547.000,-1.12025242E-3,
3548.000,3.37115256E-4,
3549.000,1.65172620E-3,
3550.00,-9.58784076E-4,
3551.000,1.19589246E-3,
3552.000,-2.98928178E-4,
3553.000,-2.57763220E-3,
3554.000,-1.53526221E-3,
3555.000,-4.92052292E-4,
3556.000,1.27161416E-4,
3557.000,-1.34263292E-3,
3558.000,7.70426414E-4,
3559.000,7.57169852E-4,
3560.00,-2.37562554E-3,
3561.000,-1.13012036E-3,
3562.000,-2.62591726E-4,
3563.000,-1.77716813E-3,
3564.000,-2.51066725E-4,
3565.000,-4.72255924E-4,
3566.000,-1.11698406E-3,
3567.000,3.66819615E-4,
3568.000,-1.35416037E-3,
3569.000,-2.17183190E-3,
3570.00,-1.53689482E-3,
3571.000,7.63829623E-4,
3572.000,-3.62406811E-3,
3573.000,-1.76728365E-3,
3574.000,7.96909153E-4,
3575.000,-1.53689482E-3,
3576.000,2.47330777E-3,
3577.000,-2.74147926E-4,
3578.000,5.52060548E-4,
3579.000,1.22742506E-3,
3580.00,-1.76235696E-3,
3581.000,-1.35579368E-3,
3582.000,-2.38546473E-3,
3583.000,-6.86726416E-4,
3584.000,-4.46351842E-5,
3585.000,-1.09057139E-4,
