Labels,MOF 2 430nm 1000 us Delta OD,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,9.999E005,
Step,100.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

2.41E05,1.28471723E-3,
2.411E005,1.95140135E-3,
2.412E005,7.95512833E-3,
2.413E005,-4.55154768E-5,
2.414E005,-6.70476397E-3,
2.415E005,3.28777451E-3,
2.416E005,9.27726924E-3,
2.417E005,-5.36218612E-3,
2.418E005,-4.67322208E-3,
2.419E005,3.27006471E-3,
2.42E05,7.29247043E-3,
2.421E005,3.28006735E-3,
2.422E005,-4.81215429E-5,
2.423E005,-2.68275291E-3,
2.424E005,-3.37128970E-3,
2.425E005,5.27602853E-3,
2.426E005,-5.37289120E-3,
2.427E005,3.95337911E-3,
2.428E005,2.61502154E-3,
2.429E005,-7.13216665E-4,
2.43E05,-7.13266490E-4,
2.431E005,6.27239991E-4,
2.432E005,2.62269122E-3,
2.433E005,1.28579431E-3,
2.434E005,2.62264139E-3,
2.435E005,6.22687454E-4,
2.436E005,3.27505078E-3,
2.437E005,6.16502366E-4,
2.438E005,-9.36873257E-3,
2.439E005,1.28778047E-3,
2.44E05,-7.13266490E-4,
2.441E005,1.95191032E-3,
2.442E005,-4.71179560E-3,
2.443E005,1.95237121E-3,
2.444E005,1.28671608E-3,
2.445E005,-3.78930672E-5,
2.446E005,-2.04045791E-3,
2.447E005,1.95084454E-3,
2.448E005,-3.38662951E-3,
2.449E005,1.28778047E-3,
2.45E05,-3.38657992E-3,
2.451E005,-5.32582671E-5,
2.452E005,-4.70204605E-3,
2.453E005,-2.71578482E-3,
2.454E005,-3.53676915E-5,
2.455E005,-3.34840734E-3,
2.456E005,-2.03480991E-3,
2.457E005,1.28466741E-3,
2.458E005,-4.55651825E-5,
2.459E005,1.28574460E-3,
2.46E05,-2.02927808E-3,
2.461E005,-3.37124057E-3,
2.462E005,-4.08478081E-3,
2.463E005,2.61802576E-3,
2.464E005,1.95084454E-3,
2.465E005,-1.37729489E-3,
2.466E005,3.27762915E-3,
2.467E005,6.24160224E-4,
2.468E005,-2.02371366E-3,
2.469E005,-5.98636735E-3,
2.47E05,2.61193723E-3,
2.471E005,-7.09643064E-4,
2.472E005,3.94984987E-3,
2.473E005,-7.16801034E-4,
2.474E005,1.28523167E-3,
2.475E005,-7.32274912E-3,
2.476E005,-1.38656190E-3,
2.477E005,-1.36362365E-3,
2.478E005,1.94933184E-3,
2.479E005,-5.36218612E-3,
2.48E05,-4.01508296E-3,
2.481E005,-6.00960292E-3,
2.482E005,-3.78930672E-5,
2.483E005,3.27758002E-3,
2.484E005,3.29039246E-3,
2.485E005,-2.69595394E-3,
2.486E005,-2.03480991E-3,
2.487E005,-3.31833470E-3,
2.488E005,-1.38194603E-3,
2.489E005,2.61955964E-3,
2.49E05,-2.05735699E-3,
2.491E005,6.19579689E-4,
2.492E005,-4.66359081E-3,
2.493E005,-4.01513278E-3,
2.494E005,1.95140135E-3,
2.495E005,-2.00712192E-3,
2.496E005,-4.04755338E-5,
2.497E005,1.95186073E-3,
2.498E005,3.94628150E-3,
2.499E005,-3.34084244E-3,
2.5E05,5.26486523E-3,
2.501E005,-4.72157588E-3,
2.502E005,-5.35156345E-3,
2.503E005,-7.06080638E-4,
2.504E005,1.28778047E-3,
2.505E005,1.95186073E-3,
2.506E005,3.27505078E-3,
2.507E005,-1.38656190E-3,
2.508E005,-2.03490886E-3,
2.509E005,-3.38662951E-3,
2.51E05,-4.01503406E-3,
2.511E005,-4.03228588E-3,
2.512E005,2.61807535E-3,
2.513E005,3.94272478E-3,
2.514E005,-2.06870981E-3,
2.515E005,-2.05170666E-3,
2.516E005,-7.13216665E-4,
2.517E005,3.27758002E-3,
2.518E005,-2.70251115E-3,
2.519E005,1.28671608E-3,
2.52E05,-7.06129998E-4,
2.521E005,5.29300049E-3,
2.522E005,-4.55154768E-5,
2.523E005,-7.06179359E-4,
2.524E005,-3.38662951E-3,
2.525E005,-2.68280180E-3,
2.526E005,1.28671608E-3,
2.527E005,-3.36365518E-3,
2.528E005,-2.70918757E-3,
2.529E005,1.28727383E-3,
2.53E05,-7.24003650E-4,
2.531E005,-6.95457682E-4,
2.532E005,-3.37889837E-3,
2.533E005,-3.37128970E-3,
2.534E005,-4.04261664E-5,
2.535E005,5.95753687E-3,
2.536E005,6.24209584E-4,
2.537E005,-2.70913728E-3,
2.538E005,-4.80719464E-5,
2.539E005,-3.34084244E-3,
2.54E05,1.28984067E-3,
2.541E005,6.25727116E-4,
2.542E005,1.28620630E-3,
2.543E005,4.60888911E-3,
2.544E005,-3.79423618E-5,
2.545E005,-3.38657945E-3,
2.546E005,-3.37124057E-3,
2.547E005,6.21160783E-4,
2.548E005,5.27038891E-3,
2.549E005,1.28873985E-3,
2.55E05,2.61497218E-3,
2.551E005,-2.69595440E-3,
2.552E005,3.28266155E-3,
2.553E005,6.21111132E-4,
2.554E005,-3.40976613E-3,
2.555E005,-1.38194603E-3,
2.556E005,1.28620630E-3,
2.557E005,-2.71578482E-3,
2.558E005,-2.69585545E-3,
2.559E005,-7.13266490E-4,
2.56E05,2.61960924E-3,
2.561E005,-2.03480991E-3,
2.562E005,1.28528150E-3,
2.563E005,1.28625589E-3,
2.564E005,-4.30164619E-5,
2.565E005,6.19579689E-4,
2.566E005,-2.70918710E-3,
2.567E005,-3.37124057E-3,
2.568E005,-4.71174624E-3,
2.569E005,-4.80719464E-5,
2.57E05,-2.02371366E-3,
2.571E005,-6.99086580E-4,
2.572E005,-1.36813370E-3,
2.573E005,1.28574460E-3,
2.574E005,6.24209584E-4,
2.575E005,1.95293291E-3,
2.576E005,-4.29173888E-5,
2.577E005,-3.98940174E-3,
2.578E005,7.27508636E-3,
2.579E005,-4.69242549E-3,
2.58E05,3.95342894E-3,
2.581E005,1.28833484E-3,
2.582E005,6.24209584E-4,
2.583E005,1.28630549E-3,
2.584E005,1.95140135E-3,
2.585E005,-2.03485927E-3,
2.586E005,3.94633133E-3,
2.587E005,1.95038819E-3,
2.588E005,-1.37729489E-3,
2.589E005,3.95701919E-3,
2.59E05,4.61347029E-3,
2.591E005,5.27607789E-3,
2.592E005,2.61802576E-3,
2.593E005,1.28676556E-3,
2.594E005,-5.34082484E-3,
2.595E005,3.93206859E-3,
2.596E005,5.28735854E-3,
2.597E005,6.25727116E-4,
2.598E005,1.94988388E-3,
2.599E005,3.94272432E-3,
2.6E05,-2.03485973E-3,
2.601E005,4.60884022E-3,
2.602E005,4.58619557E-3,
2.603E005,-4.03233524E-3,
2.604E005,-3.54170988E-5,
2.605E005,1.28625589E-3,
2.606E005,-7.06080638E-4,
2.607E005,1.95237121E-3,
2.608E005,1.95293291E-3,
2.609E005,6.19529979E-4,
2.61E05,-7.33635854E-3,
2.611E005,6.60584169E-3,
2.612E005,-3.38657945E-3,
2.613E005,-4.72152559E-3,
2.614E005,-2.70913774E-3,
2.615E005,6.25727116E-4,
2.616E005,-7.13216665E-4,
2.617E005,-2.03490886E-3,
2.618E005,-3.38657945E-3,
2.619E005,1.28828548E-3,
2.62E05,1.28471723E-3,
2.621E005,3.28011671E-3,
2.622E005,-2.70256051E-3,
2.623E005,-1.38194603E-3,
2.624E005,1.94883067E-3,
2.625E005,-2.72250175E-3,
2.626E005,-6.03298098E-3,
2.627E005,-4.70209587E-3,
2.628E005,-2.04045791E-3,
2.629E005,6.24160224E-4,
2.63E05,2.61193723E-3,
2.631E005,6.21111132E-4,
2.632E005,9.26554482E-3,
2.633E005,-7.36385211E-3,
2.634E005,-1.36362365E-3,
2.635E005,2.61502154E-3,
2.636E005,-3.39433411E-3,
2.637E005,-2.05170666E-3,
2.638E005,2.61345226E-3,
2.639E005,3.28526367E-3,
2.64E05,-6.99037104E-4,
2.641E005,-4.55154768E-5,
2.642E005,-4.04100027E-3,
2.643E005,-6.00965274E-3,
2.644E005,1.28574460E-3,
2.645E005,-2.03480991E-3,
2.646E005,-5.98626956E-3,
2.647E005,6.22687570E-4,
2.648E005,-3.99793638E-3,
2.649E005,-3.35599482E-3,
2.65E05,3.28772468E-3,
2.651E005,-1.35449693E-3,
2.652E005,1.95339671E-3,
2.653E005,-2.69595440E-3,
2.654E005,-4.00644727E-3,
2.655E005,3.94628150E-3,
2.656E005,3.93917831E-3,
2.657E005,-7.06080406E-4,
2.658E005,6.24209584E-4,
2.659E005,-7.13216665E-4,
2.66E05,-3.37124057E-3,
2.661E005,-2.02927762E-3,
2.662E005,3.28271114E-3,
2.663E005,-2.72923941E-3,
2.664E005,-2.01816601E-3,
2.665E005,-4.67312336E-3,
2.666E005,-2.04607355E-3,
2.667E005,3.27505078E-3,
2.668E005,-1.40511780E-3,
2.669E005,-2.69590481E-3,
2.67E05,1.95186073E-3,
2.671E005,1.28620630E-3,
2.672E005,-3.78930672E-5,
2.673E005,2.61350162E-3,
2.674E005,-5.06859542E-5,
2.675E005,-4.68273507E-3,
2.676E005,6.24160224E-4,
2.677E005,-2.03480991E-3,
2.678E005,6.24160224E-4,
2.679E005,-4.01503406E-3,
2.68E05,-7.09692773E-4,
2.681E005,-9.35185980E-3,
2.682E005,-3.36360605E-3,
2.683E005,1.28523167E-3,
2.684E005,-3.37894773E-3,
2.685E005,1.28727383E-3,
2.686E005,3.27762915E-3,
2.687E005,3.28016630E-3,
2.688E005,-2.70251115E-3,
2.689E005,-7.02528865E-4,
2.69E05,-3.37124057E-3,
2.691E005,-3.36360605E-3,
2.692E005,2.62114778E-3,
2.693E005,2.60887155E-3,
2.694E005,-4.69242549E-3,
2.695E005,-7.13216665E-4,
2.696E005,3.93564301E-3,
2.697E005,3.28526367E-3,
2.698E005,-3.99793638E-3,
2.699E005,-2.05735699E-3,
2.7E05,3.95347830E-3,
2.701E005,-4.80719464E-5,
2.702E005,5.27048809E-3,
2.703E005,-4.69242549E-3,
2.704E005,1.28823624E-3,
2.705E005,1.28574460E-3,
2.706E005,3.93206859E-3,
2.707E005,2.61960924E-3,
2.708E005,-7.02479272E-4,
2.709E005,6.21160667E-4,
2.71E05,-7.20396638E-4,
2.711E005,-5.06362849E-5,
2.712E005,-4.02369583E-3,
2.713E005,4.63653496E-3,
2.714E005,2.61198659E-3,
2.715E005,3.94267496E-3,
2.716E005,-7.09643064E-4,
2.717E005,4.60432284E-3,
2.718E005,-4.01508296E-3,
2.719E005,-3.37889791E-3,
2.72E05,-6.98987860E-4,
2.721E005,3.95337911E-3,
2.722E005,-4.55651825E-5,
2.723E005,6.19579572E-4,
2.724E005,-2.02927808E-3,
2.725E005,6.16552134E-4,
2.726E005,-5.35151362E-3,
2.727E005,1.28625589E-3,
2.728E005,1.28528150E-3,
2.729E005,-5.39434934E-3,
2.73E05,-1.37275667E-3,
2.731E005,-4.00644727E-3,
2.732E005,4.59977053E-3,
2.733E005,2.62423931E-3,
2.734E005,6.19629282E-4,
2.735E005,-4.04755338E-5,
2.736E005,1.28630549E-3,
2.737E005,6.19579689E-4,
2.738E005,3.28516448E-3,
2.739E005,3.27006471E-3,
2.74E05,1.95135188E-3,
2.741E005,-2.72918935E-3,
2.742E005,-1.36362365E-3,
2.743E005,-4.71174624E-3,
2.744E005,-7.99250975E-3,
2.745E005,1.28569489E-3,
2.746E005,-7.02528865E-4,
2.747E005,6.25727116E-4,
2.748E005,3.94277414E-3,
2.749E005,-3.37889791E-3,
2.75E05,-2.03480991E-3,
2.751E005,-2.04050750E-3,
2.752E005,6.24209584E-4,
2.753E005,-7.09643064E-4,
2.754E005,1.28676556E-3,
2.755E005,2.61193723E-3,
2.756E005,-3.32578155E-3,
2.757E005,1.95140135E-3,
2.758E005,1.95140135E-3,
2.759E005,-4.04969277E-3,
2.76E05,4.59977053E-3,
2.761E005,1.28782983E-3,
2.762E005,-2.69595440E-3,
2.763E005,-2.70251115E-3,
2.764E005,2.61965883E-3,
2.765E005,-7.20446580E-4,
2.766E005,-2.05735699E-3,
2.767E005,-2.70256097E-3,
2.768E005,2.60892068E-3,
2.769E005,1.28778047E-3,
2.77E05,-3.37889837E-3,
2.771E005,-3.37128970E-3,
2.772E005,1.95191032E-3,
2.773E005,7.94536341E-3,
2.774E005,-7.13216665E-4,
2.775E005,-4.03233524E-3,
2.776E005,4.61806450E-3,
2.777E005,2.61198659E-3,
2.778E005,-5.06362849E-5,
2.779E005,-1.38656155E-3,
2.78E05,-4.08478081E-3,
2.781E005,6.62115775E-3,
2.782E005,5.28163556E-3,
2.783E005,-7.09643064E-4,
2.784E005,2.61497218E-3,
2.785E005,-3.28993301E-5,
2.786E005,-7.13167188E-4,
2.787E005,-4.72157588E-3,
2.788E005,-4.71174624E-3,
2.789E005,1.28778047E-3,
2.79E05,1.28676556E-3,
2.791E005,6.21111132E-4,
2.792E005,1.94933184E-3,
2.793E005,1.94938108E-3,
2.794E005,3.94272478E-3,
2.795E005,-2.04050750E-3,
2.796E005,-3.54170988E-5,
2.797E005,-7.09593645E-4,
2.798E005,-3.36365565E-3,
2.799E005,-4.67322208E-3,
2.8E05,9.30082612E-3,
2.801E005,-4.70204605E-3,
2.802E005,-2.06870981E-3,
2.803E005,-2.70918710E-3,
2.804E005,-1.37734425E-3,
2.805E005,1.28828548E-3,
2.806E005,-1.38661149E-3,
2.807E005,6.15006546E-4,
2.808E005,-1.38194603E-3,
2.809E005,-4.29670217E-5,
2.81E05,-4.04261664E-5,
2.811E005,-1.36813370E-3,
2.812E005,2.61960924E-3,
2.813E005,1.95191032E-3,
2.814E005,-4.01508296E-3,
2.815E005,6.24160224E-4,
2.816E005,-2.70913774E-3,
2.817E005,-4.04755338E-5,
2.818E005,1.28625589E-3,
2.819E005,-2.70251115E-3,
2.82E05,1.95191032E-3,
2.821E005,3.28016630E-3,
2.822E005,-7.09643064E-4,
2.823E005,-6.95457682E-4,
2.824E005,-2.72913976E-3,
2.825E005,-3.79423618E-5,
2.826E005,2.61502154E-3,
2.827E005,1.95396179E-3,
2.828E005,5.27043827E-3,
2.829E005,-4.02374566E-3,
2.83E05,3.94989969E-3,
2.831E005,-5.34087466E-3,
2.832E005,-3.37124057E-3,
2.833E005,-2.02927808E-3,
2.834E005,-4.04755338E-5,
2.835E005,-2.66317395E-3,
2.836E005,1.28878898E-3,
2.837E005,2.61807535E-3,
2.838E005,-7.09643064E-4,
2.839E005,-1.37734425E-3,
2.84E05,2.61355122E-3,
2.841E005,3.29286885E-3,
2.842E005,-7.09643064E-4,
2.843E005,1.95089402E-3,
2.844E005,-1.39588618E-3,
2.845E005,-1.38656190E-3,
2.846E005,-3.36365518E-3,
2.847E005,-6.98987860E-4,
2.848E005,3.93922767E-3,
2.849E005,3.28777451E-3,
2.85E05,1.94983452E-3,
2.851E005,-3.37129040E-3,
2.852E005,-5.97485248E-3,
2.853E005,-4.07593139E-3,
2.854E005,2.61802576E-3,
2.855E005,-7.09643064E-4,
2.856E005,-3.53676915E-5,
2.857E005,-5.06362849E-5,
2.858E005,2.61807535E-3,
2.859E005,2.61047576E-3,
2.86E05,2.62114778E-3,
2.861E005,-7.41929794E-3,
2.862E005,1.28676556E-3,
2.863E005,-1.37275667E-3,
2.864E005,1.28727383E-3,
2.865E005,1.28828548E-3,
2.866E005,-1.35897927E-3,
2.867E005,-6.00960292E-3,
2.868E005,-2.04045791E-3,
2.869E005,-5.32083286E-5,
2.87E05,-7.06080406E-4,
2.871E005,-3.37894773E-3,
2.872E005,-3.54170988E-5,
2.873E005,-4.04100027E-3,
2.874E005,-2.69590481E-3,
2.875E005,-5.33021754E-3,
2.876E005,-1.38656190E-3,
2.877E005,1.95288321E-3,
2.878E005,3.28006735E-3,
2.879E005,-2.01268494E-3,
2.88E05,-1.36818329E-3,
2.881E005,-4.07588109E-3,
2.882E005,-4.04105056E-3,
2.883E005,6.27190806E-4,
2.884E005,3.96423228E-3,
2.885E005,-4.55154768E-5,
2.886E005,-1.37270731E-3,
2.887E005,2.61198659E-3,
2.888E005,-1.36818329E-3,
2.889E005,1.28425111E-3,
2.89E05,1.95191032E-3,
2.891E005,1.28625589E-3,
2.892E005,1.95089402E-3,
2.893E005,1.28929107E-3,
2.894E005,-3.03892157E-5,
2.895E005,2.61497218E-3,
2.896E005,-4.04105056E-3,
2.897E005,1.28727383E-3,
2.898E005,6.21111132E-4,
2.899E005,-7.36390194E-3,
2.9E05,-2.05165683E-3,
2.901E005,-2.04040855E-3,
2.902E005,-2.03480991E-3,
2.903E005,-4.04755338E-5,
2.904E005,3.94623214E-3,
2.905E005,-4.29668289E-5,
2.906E005,-1.38199551E-3,
2.907E005,-4.04969277E-3,
2.908E005,6.21160783E-4,
2.909E005,-2.70251115E-3,
2.91E05,6.22588443E-4,
2.911E005,-7.20346987E-4,
2.912E005,-2.02927762E-3,
2.913E005,6.16552250E-4,
2.914E005,2.61350186E-3,
2.915E005,-2.69590481E-3,
2.916E005,-7.16850860E-4,
2.917E005,1.95038808E-3,
2.918E005,-2.05170666E-3,
2.919E005,6.24160224E-4,
2.92E05,-7.09643064E-4,
2.921E005,-4.70209587E-3,
2.922E005,1.28681515E-3,
2.923E005,-1.38194603E-3,
2.924E005,-7.27621256E-4,
2.925E005,1.28676556E-3,
2.926E005,-5.98631846E-3,
2.927E005,-7.06030987E-4,
2.928E005,-6.03293115E-3,
2.929E005,-5.33021754E-3,
2.93E05,-2.04050750E-3,
2.931E005,-4.55154768E-5,
2.932E005,3.28271114E-3,
2.933E005,-3.99798527E-3,
2.934E005,-4.06715833E-3,
2.935E005,2.61193723E-3,
2.936E005,-4.04259772E-5,
2.937E005,2.61802576E-3,
2.938E005,6.21061597E-4,
2.939E005,2.61654612E-3,
2.94E05,1.28676556E-3,
2.941E005,-5.38362842E-3,
2.942E005,-1.37739407E-3,
2.943E005,6.19579572E-4,
2.944E005,6.19579572E-4,
2.945E005,-5.34087373E-3,
2.946E005,1.28523167E-3,
2.947E005,2.61654612E-3,
2.948E005,1.28727383E-3,
2.949E005,-4.29668289E-5,
2.95E05,-2.04040855E-3,
2.951E005,2.61654612E-3,
2.952E005,-2.72918981E-3,
2.953E005,2.61350162E-3,
2.954E005,3.27758002E-3,
2.955E005,1.28569489E-3,
2.956E005,3.94989969E-3,
2.957E005,1.95089402E-3,
2.958E005,-3.36360605E-3,
2.959E005,-6.05650200E-3,
2.96E05,-4.03238460E-3,
2.961E005,6.24209701E-4,
2.962E005,-3.79423618E-5,
2.963E005,1.95344654E-3,
2.964E005,-2.04045791E-3,
2.965E005,6.19629282E-4,
2.966E005,-4.00654599E-3,
2.967E005,-4.30164619E-5,
2.968E005,3.28271114E-3,
2.969E005,-4.80719464E-5,
2.97E05,4.60427348E-3,
2.971E005,-2.67620664E-3,
2.972E005,-2.69590481E-3,
2.973E005,3.28016630E-3,
2.974E005,4.62267362E-3,
2.975E005,-6.00955309E-3,
2.976E005,7.95507897E-3,
2.977E005,-2.04045814E-3,
2.978E005,-2.05170666E-3,
2.979E005,3.28266155E-3,
2.98E05,1.28620630E-3,
2.981E005,1.95339671E-3,
2.982E005,-1.35459530E-3,
2.983E005,2.61644716E-3,
2.984E005,-2.04045791E-3,
2.985E005,-3.38657945E-3,
2.986E005,4.62267362E-3,
2.987E005,2.61955964E-3,
2.988E005,-3.38662951E-3,
2.989E005,1.28732331E-3,
2.99E05,-2.02371366E-3,
2.991E005,6.31702016E-4,
2.992E005,1.95033883E-3,
2.993E005,-2.04045791E-3,
2.994E005,1.95191032E-3,
2.995E005,-4.30164619E-5,
2.996E005,-4.04964341E-3,
2.997E005,5.28725982E-3,
2.998E005,6.22687454E-4,
2.999E005,-2.70256051E-3,
3E05,-4.30164619E-5,
3.001E005,-2.03490886E-3,
3.002E005,6.24160224E-4,
3.003E005,1.95242092E-3,
3.004E005,6.21160667E-4,
3.005E005,-5.38362889E-3,
3.006E005,-1.37270731E-3,
3.007E005,-4.02369583E-3,
3.008E005,-2.05735676E-3,
3.009E005,-4.02369583E-3,
3.01E05,1.28878898E-3,
3.011E005,2.61355122E-3,
3.012E005,1.28823624E-3,
3.013E005,-4.68283333E-3,
3.014E005,-6.98987860E-4,
3.015E005,-3.78930672E-5,
3.016E005,1.28574460E-3,
3.017E005,-1.38194603E-3,
3.018E005,-4.29668289E-5,
3.019E005,3.28266155E-3,
3.02E05,2.61807535E-3,
3.021E005,6.19579689E-4,
3.022E005,-2.71583418E-3,
3.023E005,6.19579689E-4,
3.024E005,-4.55154768E-5,
3.025E005,-4.71179560E-3,
3.026E005,3.27758002E-3,
3.027E005,2.61802576E-3,
3.028E005,-7.06129998E-4,
3.029E005,-1.39578641E-3,
3.03E05,-1.36818329E-3,
3.031E005,-5.41604124E-3,
3.032E005,-5.34087373E-3,
3.033E005,6.18043414E-4,
3.034E005,1.95237121E-3,
3.035E005,6.22588443E-4,
3.036E005,-5.35151456E-3,
3.037E005,1.95043744E-3,
3.038E005,-1.35459530E-3,
3.039E005,-7.16851151E-4,
3.04E05,3.28521430E-3,
3.041E005,-2.04607355E-3,
3.042E005,-3.38657945E-3,
3.043E005,-8.00720416E-3,
3.044E005,1.28828548E-3,
3.045E005,-4.02369583E-3,
3.046E005,6.21160667E-4,
3.047E005,2.61649652E-3,
3.048E005,-4.30164619E-5,
3.049E005,1.95242092E-3,
3.05E05,-2.03480991E-3,
3.051E005,-2.67620664E-3,
3.052E005,-3.36360605E-3,
3.053E005,-2.04607355E-3,
3.054E005,5.93103049E-3,
3.055E005,-1.35907787E-3,
3.056E005,3.94628197E-3,
3.057E005,-4.30164619E-5,
3.058E005,1.95298262E-3,
3.059E005,3.95706855E-3,
3.06E05,-1.35002809E-3,
3.061E005,-1.36813370E-3,
3.062E005,-4.05846210E-3,
3.063E005,-1.38194603E-3,
3.064E005,1.95293291E-3,
3.065E005,-4.80719464E-5,
3.066E005,-4.04105056E-3,
3.067E005,6.24209584E-4,
3.068E005,6.18043414E-4,
3.069E005,3.28011694E-3,
3.07E05,-2.02922849E-3,
3.071E005,-3.98940174E-3,
3.072E005,3.94628150E-3,
3.073E005,-2.70918710E-3,
3.074E005,3.28777451E-3,
3.075E005,-3.34845646E-3,
3.076E005,-4.04100120E-3,
3.077E005,-5.34082484E-3,
3.078E005,-5.32582671E-5,
3.079E005,2.61497218E-3,
3.08E05,-4.69242549E-3,
3.081E005,-4.55154768E-5,
3.082E005,-4.04095137E-3,
3.083E005,-2.72913976E-3,
3.084E005,-2.71583418E-3,
3.085E005,-2.70251115E-3,
3.086E005,1.94988388E-3,
3.087E005,-3.53676915E-5,
3.088E005,-7.06080406E-4,
3.089E005,2.62114778E-3,
3.09E05,-7.13216665E-4,
3.091E005,-4.04100120E-3,
3.092E005,7.93562829E-3,
3.093E005,-6.02127425E-3,
3.094E005,-7.06129998E-4,
3.095E005,-4.05250903E-5,
3.096E005,5.27602853E-3,
3.097E005,-7.02479272E-4,
3.098E005,-7.06129998E-4,
3.099E005,-6.73041958E-3,
3.1E05,3.93912895E-3,
3.101E005,-6.95457682E-4,
3.102E005,6.25628396E-4,
3.103E005,-1.38199551E-3,
3.104E005,2.61654612E-3,
3.105E005,-2.70251115E-3,
3.106E005,-2.01816601E-3,
3.107E005,1.28773099E-3,
3.108E005,3.28266155E-3,
3.109E005,6.22638036E-4,
3.11E05,-5.33021754E-3,
3.111E005,-7.16801267E-4,
3.112E005,-5.33021754E-3,
3.113E005,-3.36360605E-3,
3.114E005,3.95701919E-3,
3.115E005,-7.13266490E-4,
3.116E005,-5.36213582E-3,
3.117E005,-7.06129998E-4,
3.118E005,1.95242092E-3,
3.119E005,-4.05841228E-3,
3.12E05,1.28833484E-3,
3.121E005,-4.29173888E-5,
3.122E005,-4.71179560E-3,
3.123E005,1.28625589E-3,
3.124E005,3.28777451E-3,
3.125E005,-1.35907787E-3,
3.126E005,-7.02528865E-4,
3.127E005,-4.03233524E-3,
3.128E005,-2.04607355E-3,
3.129E005,-4.81215429E-5,
3.13E05,-6.69201929E-3,
3.131E005,1.28828548E-3,
3.132E005,2.61802576E-3,
3.133E005,-3.79425510E-5,
3.134E005,3.94628150E-3,
3.135E005,-7.16801267E-4,
3.136E005,5.93103049E-3,
3.137E005,1.28778047E-3,
3.138E005,3.27252923E-3,
3.139E005,6.28699025E-4,
3.14E05,-5.06859542E-5,
3.141E005,-2.70251115E-3,
3.142E005,5.97091299E-3,
3.143E005,-6.67931465E-3,
3.144E005,-1.36818329E-3,
3.145E005,2.62109819E-3,
3.146E005,6.27190690E-4,
3.147E005,6.56791078E-3,
3.148E005,-2.04602419E-3,
3.149E005,-1.34997873E-3,
3.15E05,-3.98945110E-3,
3.151E005,-1.36818329E-3,
3.152E005,1.28671608E-3,
3.153E005,-7.06080638E-4,
3.154E005,-2.04045791E-3,
3.155E005,-4.04100120E-3,
3.156E005,-6.91938272E-4,
3.157E005,2.61802576E-3,
3.158E005,-7.02528865E-4,
3.159E005,1.28574460E-3,
3.16E05,4.61346982E-3,
3.161E005,-2.71573500E-3,
3.162E005,-1.37270731E-3,
3.163E005,-1.36362365E-3,
3.164E005,6.21061597E-4,
3.165E005,4.60893894E-3,
3.166E005,-3.54170988E-5,
3.167E005,-1.36818329E-3,
3.168E005,6.22638036E-4,
3.169E005,-4.80719464E-5,
3.17E05,3.28521407E-3,
3.171E005,-2.02927808E-3,
3.172E005,-1.35907787E-3,
3.173E005,6.21160783E-4,
3.174E005,-6.02127425E-3,
3.175E005,1.28676556E-3,
3.176E005,-4.73128585E-3,
3.177E005,2.61802576E-3,
3.178E005,-1.38194603E-3,
3.179E005,-7.06080638E-4,
3.18E05,1.95186073E-3,
3.181E005,3.29039246E-3,
3.182E005,-6.99037104E-4,
3.183E005,-7.27621256E-4,
3.184E005,-1.36818329E-3,
3.185E005,-3.38657945E-3,
3.186E005,2.60892068E-3,
3.187E005,-3.28993301E-5,
3.188E005,-2.03480991E-3,
3.189E005,1.28722435E-3,
3.19E05,6.17993588E-4,
3.191E005,-7.97781162E-3,
3.192E005,2.61193723E-3,
3.193E005,-2.03480991E-3,
3.194E005,1.95033883E-3,
3.195E005,-7.06129998E-4,
3.196E005,-4.04261664E-5,
3.197E005,-4.00649616E-3,
3.198E005,-5.36213582E-3,
3.199E005,-4.71174624E-3,
3.2E05,-1.39124168E-3,
3.201E005,4.60432284E-3,
3.202E005,-1.37729489E-3,
3.203E005,1.95298262E-3,
3.204E005,-2.70251115E-3,
3.205E005,-1.37734425E-3,
3.206E005,3.28266155E-3,
3.207E005,-4.04100120E-3,
3.208E005,1.28727383E-3,
3.209E005,6.19579572E-4,
3.21E05,-2.02927808E-3,
3.211E005,-4.01508296E-3,
3.212E005,-4.04105056E-3,
3.213E005,-3.37124057E-3,
3.214E005,3.27252923E-3,
3.215E005,-4.67322208E-3,
3.216E005,-2.04607355E-3,
3.217E005,1.28569489E-3,
3.218E005,-1.39124168E-3,
3.219E005,6.18043414E-4,
3.22E05,-2.03485973E-3,
3.221E005,4.62267362E-3,
3.222E005,6.22638036E-4,
3.223E005,1.95298262E-3,
3.224E005,3.27762915E-3,
3.225E005,1.28929107E-3,
3.226E005,5.93762659E-3,
3.227E005,6.22638036E-4,
3.228E005,-1.38661149E-3,
3.229E005,4.60893894E-3,
3.23E05,-1.37734425E-3,
3.231E005,6.21160783E-4,
3.232E005,-6.91889203E-4,
3.233E005,-6.03293115E-3,
3.234E005,1.28782983E-3,
3.235E005,-4.01508342E-3,
3.236E005,6.24160224E-4,
3.237E005,-7.20446580E-4,
3.238E005,2.61802576E-3,
3.239E005,-5.96327474E-3,
3.24E05,-7.20446580E-4,
3.241E005,2.61807535E-3,
3.242E005,-1.36357406E-3,
3.243E005,5.25930943E-3,
3.244E005,-2.04602373E-3,
3.245E005,-3.36365565E-3,
3.246E005,6.24160224E-4,
3.247E005,2.61654612E-3,
3.248E005,-7.33640883E-3,
