Labels,MOF 2 420nm 1000 us Delta OD,
2.493E005,5.97153616E-4,
2.494E005,-6.51422888E-5,
2.495E005,-7.11509841E-4,
2.496E005,-5.88696457E-5,
2.497E005,-4.55945497E-3,
2.498E005,2.52468791E-3,
2.499E005,-5.89176925E-5,
2.5E05,-4.55945497E-3,
2.501E005,-3.92870791E-3,
2.502E005,1.23755669E-3,
2.503E005,7.06299162E-3,
2.504E005,-2.62388098E-3,
2.505E005,1.23276014E-3,
2.506E005,-4.57914080E-3,
2.507E005,-4.56925947E-3,
2.508E005,-6.91123540E-4,
2.509E005,-3.27130873E-3,
2.51E05,-6.20978826E-5,
2.511E005,-3.29505256E-3,
2.512E005,1.88100315E-3,
2.513E005,-5.89176925E-5,
2.514E005,3.80915473E-3,
2.515E005,5.92916389E-4,
2.516E005,-6.99241820E-4,
2.517E005,-5.57471940E-5,
2.518E005,1.23874703E-3,
2.519E005,-7.03319092E-4,
2.52E05,5.88557741E-4,
2.521E005,-6.20495266E-5,
2.522E005,-3.25559592E-3,
2.523E005,-6.74983137E-4,
2.524E005,-1.34671724E-3,
2.525E005,-6.95176655E-4,
2.526E005,5.74518554E-3,
2.527E005,-1.98328169E-3,
2.528E005,-3.91984684E-3,
2.529E005,-1.99525617E-3,
2.53E05,-1.35176128E-3,
2.531E005,4.46071895E-3,
2.532E005,-3.26348888E-3,
2.533E005,-3.41953855E-5,
2.534E005,5.88557741E-4,
2.535E005,2.52392585E-3,
2.536E005,1.88119360E-3,
2.537E005,-1.31676567E-3,
2.538E005,4.46431665E-3,
2.539E005,-3.29505256E-3,
2.54E05,-5.57471940E-5,
2.541E005,-5.80110447E-3,
2.542E005,-7.75811076E-3,
2.543E005,-2.64461967E-3,
2.544E005,-5.85929956E-3,
2.545E005,-5.89659721E-5,
2.546E005,-6.99289725E-4,
2.547E005,-4.65312587E-5,
2.548E005,-2.00725300E-3,
2.549E005,-1.34676555E-3,
2.55E05,-3.30306310E-3,
2.551E005,-1.35180971E-3,
2.552E005,-5.89471124E-3,
2.553E005,2.52463995E-3,
2.554E005,-2.66568991E-3,
2.555E005,-6.51070802E-3,
2.556E005,-3.27924779E-3,
2.557E005,-4.95781096E-5,
2.558E005,4.47512511E-3,
2.559E005,2.52679526E-3,
2.56E05,-1.34173641E-3,
2.561E005,2.52674706E-3,
2.562E005,-2.00122152E-3,
2.563E005,-7.19749893E-4,
2.564E005,1.88028370E-3,
2.565E005,-1.31676567E-3,
2.566E005,-2.63775070E-3,
2.567E005,-5.88293560E-3,
2.568E005,6.39888598E-3,
2.569E005,-5.26307430E-3,
2.57E05,1.88028370E-3,
2.571E005,-6.95176655E-4,
2.572E005,1.88042794E-3,
2.573E005,-6.99241820E-4,
2.574E005,-2.64466810E-3,
2.575E005,-3.92870791E-3,
2.576E005,-1.34676555E-3,
2.577E005,-5.17682265E-3,
2.578E005,-7.03319092E-4,
2.579E005,3.81708192E-3,
2.58E05,-7.07456551E-4,
2.581E005,-2.65866145E-3,
2.582E005,1.88119360E-3,
2.583E005,-1.33672205E-3,
2.584E005,1.23636285E-3,
2.585E005,6.39888598E-3,
2.586E005,-2.65866145E-3,
2.587E005,5.86440961E-4,
2.588E005,2.52896966E-3,
2.589E005,5.95014193E-4,
2.59E05,5.86440961E-4,
2.591E005,5.88605762E-4,
2.592E005,-3.27924779E-3,
2.593E005,2.52250396E-3,
2.594E005,5.86440961E-4,
2.595E005,5.95061982E-4,
2.596E005,-4.61872201E-3,
2.597E005,-3.93764395E-3,
2.598E005,-5.57954008E-5,
2.599E005,-6.99193624E-4,
2.6E05,-3.27920006E-3,
2.601E005,5.97153616E-4,
2.602E005,3.17571824E-3,
2.603E005,1.23521360E-3,
2.604E005,-7.17680808E-3,
2.605E005,-5.21964394E-3,
2.606E005,-1.97133073E-3,
2.607E005,-6.87082415E-4,
2.608E005,3.83300544E-3,
2.609E005,-2.63075717E-3,
2.61E05,1.23511744E-3,
2.611E005,-7.07408239E-4,
2.612E005,2.52751797E-3,
2.613E005,-3.91096435E-3,
2.614E005,-1.35176128E-3,
2.615E005,-3.26348888E-3,
2.616E005,-4.57914080E-3,
2.617E005,5.72878355E-3,
2.618E005,-2.61692866E-3,
2.619E005,-1.96540542E-3,
2.62E05,3.16899316E-3,
2.621E005,3.17746028E-3,
2.622E005,5.84221212E-4,
2.623E005,5.95062156E-4,
2.624E005,1.88047613E-3,
2.625E005,2.52463995E-3,
2.626E005,-6.95176655E-4,
2.627E005,-4.95781096E-5,
2.628E005,5.95014193E-4,
2.629E005,-5.58433749E-5,
2.63E05,1.88023550E-3,
2.631E005,-5.26821423E-5,
2.632E005,-1.35185767E-3,
2.633E005,-2.62383325E-3,
2.634E005,-3.91979935E-3,
2.635E005,-3.29514896E-3,
2.636E005,-1.35682011E-3,
2.637E005,-6.95176655E-4,
2.638E005,-5.57471940E-5,
2.639E005,1.23750872E-3,
2.64E05,-2.65165465E-3,
2.641E005,2.52535613E-3,
2.642E005,-1.99520774E-3,
2.643E005,-7.07408239E-4,
2.644E005,1.88095518E-3,
2.645E005,-3.30301467E-3,
2.646E005,-3.96441715E-3,
2.647E005,-1.34671724E-3,
2.648E005,2.52824277E-3,
2.649E005,5.88557741E-4,
2.65E05,-4.59889602E-3,
2.651E005,-5.57954008E-5,
2.652E005,-5.89176925E-5,
2.653E005,-7.07360159E-4,
2.654E005,1.88095518E-3,
2.655E005,-1.99520774E-3,
2.656E005,-1.99525617E-3,
2.657E005,-6.99241820E-4,
2.658E005,-1.34173641E-3,
2.659E005,5.73423458E-3,
2.66E05,-1.99520774E-3,
2.661E005,5.75615373E-3,
2.662E005,-1.98921189E-3,
2.663E005,4.46067099E-3,
2.664E005,-6.99241820E-4,
2.665E005,1.23636285E-3,
2.666E005,-6.99241820E-4,
2.667E005,-1.34671724E-3,
2.668E005,5.76173421E-3,
2.669E005,-5.26312320E-3,
2.67E05,-1.35176128E-3,
2.671E005,3.81703395E-3,
2.672E005,-6.99241820E-4,
2.673E005,-2.00126972E-3,
2.674E005,-1.99525617E-3,
2.675E005,6.39241980E-3,
2.676E005,5.90716314E-4,
2.677E005,-1.34671724E-3,
2.678E005,3.17402929E-3,
2.679E005,1.23155199E-3,
2.68E05,-3.27135623E-3,
2.681E005,-2.66568991E-3,
2.682E005,-1.99520774E-3,
2.683E005,-6.83412945E-5,
2.684E005,4.47512511E-3,
2.685E005,-6.99241820E-4,
2.686E005,-1.34168856E-3,
2.687E005,1.23993366E-3,
2.688E005,-5.87110035E-3,
2.689E005,1.23276014E-3,
2.69E05,-5.27302764E-5,
2.691E005,4.47517354E-3,
2.692E005,1.23746076E-3,
2.693E005,1.88090710E-3,
2.694E005,-4.64832628E-5,
2.695E005,1.23636285E-3,
2.696E005,1.23511744E-3,
2.697E005,-3.96441715E-3,
2.698E005,2.52674706E-3,
2.699E005,-3.93759552E-3,
2.7E05,2.52326159E-3,
2.701E005,1.87926600E-3,
2.702E005,1.23150367E-3,
2.703E005,-7.11461704E-4,
2.704E005,-3.28716263E-3,
2.705E005,-6.51422888E-5,
2.706E005,-6.95176655E-4,
2.707E005,-3.31109716E-3,
2.708E005,5.88557741E-4,
2.709E005,-5.89471124E-3,
2.71E05,1.23391638E-3,
2.711E005,1.88042794E-3,
2.712E005,-1.99520774E-3,
2.713E005,1.23155199E-3,
2.714E005,-6.83412945E-5,
2.715E005,-3.93759552E-3,
2.716E005,1.23396458E-3,
2.717E005,-1.34676555E-3,
2.718E005,3.16570839E-3,
2.719E005,-2.61004549E-3,
2.72E05,5.99334482E-4,
2.721E005,-1.98921189E-3,
2.722E005,4.44638729E-3,
2.723E005,-7.07408239E-4,
2.724E005,3.81693779E-3,
2.725E005,-3.28716263E-3,
2.726E005,-1.98323396E-3,
2.727E005,-5.85929956E-3,
2.728E005,4.47149528E-3,
2.729E005,6.36037625E-3,
2.73E05,-1.35176128E-3,
2.731E005,-1.36194285E-3,
2.732E005,-3.92870791E-3,
2.733E005,-2.62388098E-3,
2.734E005,-7.84590188E-3,
2.735E005,2.52679526E-3,
2.736E005,1.88004249E-3,
2.737E005,-4.03211961E-5,
2.738E005,-2.63075717E-3,
2.739E005,5.84269583E-4,
2.74E05,-3.30306264E-3,
2.741E005,-5.57954008E-5,
2.742E005,5.92916389E-4,
2.743E005,-4.58895555E-3,
2.744E005,-6.20495266E-5,
2.745E005,5.92916389E-4,
2.746E005,-1.32673839E-3,
2.747E005,-5.57954008E-5,
2.748E005,3.81698576E-3,
2.749E005,1.23391638E-3,
2.75E05,1.22912496E-3,
2.751E005,-2.00122152E-3,
2.752E005,-3.91979935E-3,
2.753E005,-6.20495266E-5,
2.754E005,-2.64466810E-3,
2.755E005,-6.95176655E-4,
2.756E005,1.88004249E-3,
2.757E005,-2.63070944E-3,
2.758E005,-2.65866145E-3,
2.759E005,-4.96261746E-5,
2.76E05,-2.65160622E-3,
2.761E005,-1.33172260E-3,
2.762E005,1.23271183E-3,
2.763E005,-4.56930697E-3,
2.764E005,-5.87110082E-3,
2.765E005,3.17576644E-3,
2.766E005,-1.33667432E-3,
2.767E005,-2.63770227E-3,
2.768E005,-7.15623668E-4,
2.769E005,4.47881408E-3,
2.77E05,-3.28716263E-3,
2.771E005,-5.26821423E-5,
2.772E005,-1.97133073E-3,
2.773E005,-7.19051296E-3,
2.774E005,-2.64466810E-3,
2.775E005,1.23631489E-3,
2.776E005,-1.98921189E-3,
2.777E005,-6.91123540E-4,
2.778E005,1.88052421E-3,
2.779E005,-1.35176128E-3,
2.78E05,-5.89176925E-5,
2.781E005,1.88242283E-3,
2.782E005,5.84221212E-4,
2.783E005,-2.64466810E-3,
2.784E005,-7.07408530E-4,
2.785E005,-7.11461704E-4,
2.786E005,5.86440845E-4,
2.787E005,-1.35686854E-3,
2.788E005,-2.62388098E-3,
2.789E005,-2.01330287E-3,
2.79E05,-7.15671864E-4,
2.791E005,-3.27130873E-3,
2.792E005,5.88605762E-4,
2.793E005,5.10345120E-3,
2.794E005,-7.03270838E-4,
2.795E005,5.92916389E-4,
2.796E005,-1.34164037E-3,
2.797E005,-6.20495266E-5,
2.798E005,-3.25564411E-3,
2.799E005,1.23271183E-3,
2.8E05,-1.34671724E-3,
2.801E005,-2.63770227E-3,
2.802E005,-5.85934799E-3,
2.803E005,-1.98328169E-3,
2.804E005,2.52535613E-3,
2.805E005,-6.95176655E-4,
2.806E005,-1.35682046E-3,
2.807E005,3.81962792E-3,
2.808E005,5.84317779E-4,
2.809E005,-6.51075644E-3,
2.81E05,1.88147917E-3,
2.811E005,1.88143132E-3,
2.812E005,-5.83589915E-3,
2.813E005,-6.20011779E-5,
2.814E005,-2.00122152E-3,
2.815E005,1.88143132E-3,
2.816E005,-1.35176128E-3,
2.817E005,4.47154371E-3,
2.818E005,1.23755669E-3,
2.819E005,4.46792459E-3,
2.82E05,-5.57954008E-5,
2.821E005,-2.00725300E-3,
2.822E005,4.45708400E-3,
2.823E005,1.88071595E-3,
2.824E005,3.17066698E-3,
2.825E005,2.52459198E-3,
2.826E005,5.74523350E-3,
2.827E005,1.88100315E-3,
2.828E005,-3.94646125E-3,
2.829E005,2.52179592E-3,
2.83E05,-6.99241820E-4,
2.831E005,-1.33667397E-3,
2.832E005,-6.20978826E-5,
2.833E005,-1.98921189E-3,
2.834E005,-6.83005550E-4,
2.835E005,-3.30301467E-3,
2.836E005,-5.19821793E-3,
2.837E005,2.52607465E-3,
2.838E005,-2.64461967E-3,
2.839E005,-2.00730143E-3,
2.84E05,5.09891473E-3,
2.841E005,-1.37213699E-3,
2.842E005,2.52607465E-3,
2.843E005,4.44994261E-3,
2.844E005,-2.62378505E-3,
2.845E005,-5.89176925E-5,
2.846E005,5.84269583E-4,
2.847E005,5.95014193E-4,
2.848E005,-2.63770227E-3,
2.849E005,5.92916389E-4,
2.85E05,2.52969889E-3,
2.851E005,-2.63770227E-3,
2.852E005,1.88071595E-3,
2.853E005,-3.92866042E-3,
2.854E005,5.75620169E-3,
2.855E005,2.52535613E-3,
2.856E005,3.17071495E-3,
2.857E005,-3.93754710E-3,
2.858E005,5.11251716E-3,
2.859E005,-5.21969236E-3,
2.86E05,-3.91091686E-3,
2.861E005,-4.56925947E-3,
2.862E005,-5.89659721E-5,
2.863E005,1.23276014E-3,
2.864E005,-4.56930697E-3,
2.865E005,5.10800118E-3,
2.866E005,1.88023550E-3,
2.867E005,-3.30301467E-3,
2.868E005,-2.64466810E-3,
2.869E005,2.52612284E-3,
2.87E05,2.52397382E-3,
2.871E005,4.44638729E-3,
2.872E005,-1.34173641E-3,
2.873E005,-2.64466810E-3,
2.874E005,1.88124145E-3,
2.875E005,-3.28716263E-3,
2.876E005,-7.15013084E-5,
2.877E005,1.23511744E-3,
2.878E005,1.23391638E-3,
2.879E005,3.82760144E-3,
2.88E05,1.88171619E-3,
2.881E005,-5.57954008E-5,
2.882E005,1.88100315E-3,
2.883E005,5.88557741E-4,
2.884E005,-5.26821423E-5,
2.885E005,-3.91984684E-3,
2.886E005,3.17239366E-3,
2.887E005,-3.93749913E-3,
2.888E005,-3.26348888E-3,
2.889E005,6.38602115E-3,
2.89E05,-3.28711467E-3,
2.891E005,5.86440961E-4,
2.892E005,1.23631489E-3,
2.893E005,1.23636285E-3,
2.894E005,3.17239366E-3,
2.895E005,-5.16612455E-3,
2.896E005,1.88071595E-3,
2.897E005,-6.52389062E-5,
2.898E005,-2.01325468E-3,
2.899E005,1.88004249E-3,
2.9E05,3.17407772E-3,
2.901E005,-1.96540542E-3,
2.902E005,1.88004249E-3,
2.903E005,2.52829096E-3,
2.904E005,1.23750872E-3,
2.905E005,-2.61692912E-3,
2.906E005,2.52896966E-3,
2.907E005,-4.58895555E-3,
2.908E005,-1.34173641E-3,
2.909E005,-2.67980923E-3,
2.91E05,5.92916389E-4,
2.911E005,-5.57954008E-5,
2.912E005,3.82227777E-3,
2.913E005,-1.34671724E-3,
2.914E005,3.80649604E-3,
2.915E005,1.88023550E-3,
2.916E005,5.73423505E-3,
2.917E005,-1.34671724E-3,
2.918E005,6.36037625E-3,
2.919E005,5.95062156E-4,
2.92E05,-1.36703230E-3,
2.921E005,1.23511744E-3,
2.922E005,-6.95128809E-4,
2.923E005,-4.65312587E-5,
2.924E005,-3.29505256E-3,
2.925E005,-3.94650968E-3,
2.926E005,-5.87105239E-3,
2.927E005,-2.65866145E-3,
2.928E005,-5.85929956E-3,
2.929E005,3.17071495E-3,
2.93E05,-4.57914080E-3,
2.931E005,-6.87082415E-4,
2.932E005,-2.61688116E-3,
2.933E005,-1.35686854E-3,
2.934E005,-1.33167498E-3,
2.935E005,-1.97732123E-3,
2.936E005,-4.03211961E-5,
2.937E005,2.52679526E-3,
2.938E005,5.77667903E-4,
2.939E005,2.52540433E-3,
2.94E05,-4.56925947E-3,
2.941E005,1.23988593E-3,
2.942E005,-5.57954008E-5,
2.943E005,-3.91984684E-3,
2.944E005,5.88557741E-4,
2.945E005,5.82091860E-4,
2.946E005,1.88023550E-3,
2.947E005,5.95062156E-4,
2.948E005,8.34940933E-3,
2.949E005,1.23636285E-3,
2.95E05,-1.34671724E-3,
2.951E005,-5.21974033E-3,
2.952E005,-2.65866192E-3,
2.953E005,2.52751797E-3,
2.954E005,-1.37725659E-3,
2.955E005,1.88047613E-3,
2.956E005,-1.99520774E-3,
2.957E005,1.23631477E-3,
2.958E005,-4.95781096E-5,
2.959E005,-7.15575181E-4,
2.96E05,2.52326159E-3,
2.961E005,1.88071595E-3,
2.962E005,-7.07408239E-4,
2.963E005,2.52896966E-3,
2.964E005,1.88047613E-3,
2.965E005,5.88557741E-4,
2.966E005,-4.58900398E-3,
2.967E005,5.76173421E-3,
2.968E005,-5.88696457E-5,
2.969E005,1.23391638E-3,
2.97E05,1.88147917E-3,
2.971E005,-4.54967981E-3,
2.972E005,-1.36194285E-3,
2.973E005,-4.57904488E-3,
2.974E005,-6.20495266E-5,
2.975E005,1.23276014E-3,
2.976E005,-5.26821423E-5,
2.977E005,7.04815192E-3,
2.978E005,-3.29510099E-3,
2.979E005,-6.91123540E-4,
2.98E05,2.52607465E-3,
2.981E005,-2.01330287E-3,
2.982E005,-6.51907176E-5,
2.983E005,-3.94655764E-3,
2.984E005,5.88605937E-4,
2.985E005,-3.27924825E-3,
2.986E005,-3.94655764E-3,
2.987E005,1.88028370E-3,
2.988E005,3.82227777E-3,
2.989E005,-2.00725347E-3,
2.99E05,1.88095518E-3,
2.991E005,3.16742016E-3,
2.992E005,5.90764277E-4,
2.993E005,-1.36189430E-3,
2.994E005,2.52392585E-3,
2.995E005,-1.99520774E-3,
2.996E005,1.87994598E-3,
2.997E005,-3.91984684E-3,
2.998E005,-1.35176128E-3,
2.999E005,7.07054138E-3,
3E05,-6.20495266E-5,
3.001E005,1.88004249E-3,
3.002E005,1.23521360E-3,
3.003E005,-3.27924779E-3,
3.004E005,-5.26821423E-5,
3.005E005,-6.51907176E-5,
3.006E005,-1.97727350E-3,
3.007E005,-3.91979935E-3,
3.008E005,-5.57954008E-5,
3.009E005,3.18086334E-3,
3.01E05,1.87950942E-3,
3.011E005,1.23755669E-3,
3.012E005,-7.03270838E-4,
3.013E005,1.88124145E-3,
3.014E005,-3.91101278E-3,
3.015E005,5.86440961E-4,
3.016E005,-3.96441715E-3,
3.017E005,1.23750872E-3,
3.018E005,-2.63075763E-3,
3.019E005,-3.29510099E-3,
3.02E05,-3.27135623E-3,
3.021E005,5.88557741E-4,
3.022E005,-6.51070802E-3,
3.023E005,3.17911082E-3,
3.024E005,-5.58433749E-5,
3.025E005,-1.36184623E-3,
3.026E005,3.81962792E-3,
3.027E005,3.81703395E-3,
3.028E005,-2.64466810E-3,
3.029E005,3.16904113E-3,
3.03E05,5.82091685E-4,
3.031E005,-6.20495266E-5,
3.032E005,-7.19749893E-4,
3.033E005,5.88557741E-4,
3.034E005,-3.28716263E-3,
3.035E005,-1.35686854E-3,
3.036E005,4.47159214E-3,
3.037E005,-6.20495266E-5,
3.038E005,1.23636285E-3,
3.039E005,-7.07408530E-4,
3.04E05,-3.94646125E-3,
3.041E005,-6.95176946E-4,
3.042E005,-4.65312587E-5,
3.043E005,-1.99525617E-3,
3.044E005,-5.20896260E-3,
3.045E005,2.52746954E-3,
3.046E005,-3.90220387E-3,
3.047E005,5.92916389E-4,
3.048E005,1.88028370E-3,
3.049E005,2.52607465E-3,
3.05E05,2.52756616E-3,
3.051E005,-1.33672205E-3,
3.052E005,5.97201404E-4,
3.053E005,-4.95781096E-5,
3.054E005,-2.64471653E-3,
3.055E005,-4.59884806E-3,
3.056E005,4.45708400E-3,
3.057E005,-1.33667432E-3,
3.058E005,4.45703603E-3,
3.059E005,-6.95176655E-4,
3.06E05,3.82232619E-3,
3.061E005,-6.20495266E-5,
3.062E005,4.46431665E-3,
3.063E005,3.81967612E-3,
3.064E005,3.17066698E-3,
3.065E005,5.86440845E-4,
3.066E005,5.90764277E-4,
3.067E005,-1.99520774E-3,
3.068E005,-1.98328169E-3,
3.069E005,-4.56930697E-3,
3.07E05,-3.30306310E-3,
3.071E005,-4.64832628E-5,
3.072E005,-4.95781096E-5,
3.073E005,4.45708400E-3,
3.074E005,5.88557741E-4,
3.075E005,1.23988593E-3,
3.076E005,3.81172542E-3,
3.077E005,3.81962792E-3,
3.078E005,4.46067099E-3,
3.079E005,1.23636285E-3,
3.08E05,-4.61872201E-3,
3.081E005,1.88119360E-3,
3.082E005,-6.95128518E-4,
3.083E005,-5.91846323E-3,
3.084E005,-2.65165465E-3,
3.085E005,-7.84585346E-3,
3.086E005,-5.57471940E-5,
3.087E005,3.82498396E-3,
3.088E005,5.82043431E-4,
3.089E005,5.97153616E-4,
3.09E05,3.81439971E-3,
3.091E005,-6.51907176E-5,
3.092E005,5.77284908E-3,
3.093E005,-1.97133073E-3,
3.094E005,-1.98921189E-3,
3.095E005,-6.99241820E-4,
3.096E005,7.05565698E-3,
3.097E005,5.11709414E-3,
3.098E005,-6.87130378E-4,
3.099E005,-1.35180971E-3,
3.1E05,-2.00126972E-3,
3.101E005,1.23755669E-3,
3.102E005,-2.62378552E-3,
3.103E005,-3.94646125E-3,
3.104E005,3.17239366E-3,
3.105E005,-3.26348888E-3,
3.106E005,3.81703395E-3,
3.107E005,3.17581464E-3,
3.108E005,-2.64466810E-3,
3.109E005,1.88124145E-3,
3.11E05,5.92916389E-4,
3.111E005,-4.95781096E-5,
3.112E005,-1.35176128E-3,
3.113E005,3.80915473E-3,
3.114E005,5.90812298E-4,
3.115E005,-5.89176925E-5,
3.116E005,-1.34164037E-3,
3.117E005,-5.13436226E-3,
3.118E005,-1.35682046E-3,
3.119E005,-6.51907176E-5,
3.12E05,5.08983387E-3,
3.121E005,-5.26821423E-5,
3.122E005,1.23145536E-3,
3.123E005,-5.84763009E-3,
3.124E005,1.23636285E-3,
3.125E005,-1.36194320E-3,
3.126E005,-5.19816997E-3,
3.127E005,5.88557741E-4,
3.128E005,2.52751797E-3,
3.129E005,5.09434333E-3,
3.13E05,2.52535613E-3,
3.131E005,-2.65160622E-3,
3.132E005,-1.34173641E-3,
3.133E005,-3.90210818E-3,
3.134E005,-3.26348888E-3,
3.135E005,-1.33167498E-3,
3.136E005,-3.28721106E-3,
3.137E005,-2.63775070E-3,
3.138E005,3.17915925E-3,
3.139E005,2.52824277E-3,
3.14E05,1.88095518E-3,
3.141E005,-6.99241820E-4,
3.142E005,-1.98921189E-3,
3.143E005,-4.58900398E-3,
3.144E005,6.99651847E-3,
3.145E005,-4.58900398E-3,
3.146E005,1.23155199E-3,
3.147E005,3.17066698E-3,
3.148E005,5.90812415E-4,
3.149E005,-5.57471940E-5,
3.15E05,-1.33677025E-3,
3.151E005,1.23636285E-3,
3.152E005,-4.54963185E-3,
3.153E005,1.23988593E-3,
3.154E005,3.81967612E-3,
3.155E005,-2.65165465E-3,
3.156E005,3.82227777E-3,
3.157E005,-5.89179253E-5,
3.158E005,2.52387789E-3,
3.159E005,2.52463995E-3,
3.16E05,-5.21974033E-3,
3.161E005,5.79955755E-4,
3.162E005,5.90716139E-4,
3.163E005,-5.57954008E-5,
3.164E005,5.90812415E-4,
3.165E005,1.23755657E-3,
3.166E005,2.53121252E-3,
3.167E005,1.23029179E-3,
3.168E005,-5.17682265E-3,
3.169E005,-2.61697685E-3,
3.17E05,-7.15623668E-4,
3.171E005,3.17066698E-3,
3.172E005,5.75068546E-3,
3.173E005,3.17576644E-3,
3.174E005,3.80654377E-3,
3.175E005,5.86440961E-4,
3.176E005,-6.83412945E-5,
3.177E005,2.52679526E-3,
3.178E005,-1.34671724E-3,
3.179E005,-5.88293653E-3,
3.18E05,2.52540433E-3,
3.181E005,-4.52057412E-3,
3.182E005,3.80389299E-3,
3.183E005,2.52463995E-3,
3.184E005,-2.63770227E-3,
3.185E005,7.65650673E-3,
3.186E005,1.23636285E-3,
3.187E005,5.92916389E-4,
3.188E005,1.87975215E-3,
3.189E005,-2.01325468E-3,
3.19E05,-2.01941933E-3,
3.191E005,-2.00720504E-3,
3.192E005,1.88071595E-3,
3.193E005,1.87980058E-3,
3.194E005,-5.26312320E-3,
3.195E005,1.23521360E-3,
3.196E005,3.17076314E-3,
3.197E005,-5.89179253E-5,
3.198E005,-1.33672205E-3,
3.199E005,-5.26312320E-3,
3.2E05,1.23391638E-3,
3.201E005,1.23516552E-3,
3.202E005,-7.17685558E-3,
3.203E005,-7.15013084E-5,
3.204E005,-7.07408239E-4,
3.205E005,3.16904113E-3,
3.206E005,-7.11509841E-4,
3.207E005,-1.98921189E-3,
3.208E005,4.46067099E-3,
3.209E005,-7.07456551E-4,
3.21E05,2.52607465E-3,
3.211E005,-4.00055572E-3,
3.212E005,-5.57954008E-5,
3.213E005,2.52321386E-3,
3.214E005,-6.20978826E-5,
3.215E005,1.23391638E-3,
3.216E005,1.88071595E-3,
3.217E005,-6.48540817E-3,
3.218E005,5.84269583E-4,
3.219E005,-3.92870884E-3,
3.22E05,1.23401277E-3,
3.221E005,-6.83895560E-5,
3.222E005,-7.07408239E-4,
3.223E005,-7.11461413E-4,
3.224E005,-2.63770227E-3,
3.225E005,-1.34671724E-3,
3.226E005,-1.34671724E-3,
3.227E005,-1.34676555E-3,
3.228E005,1.23391638E-3,
3.229E005,3.16570839E-3,
3.23E05,2.52612284E-3,
3.231E005,-1.99520774E-3,
3.232E005,-6.95128518E-4,
3.233E005,5.76173468E-3,
3.234E005,1.23631489E-3,
3.235E005,1.88190467E-3,
3.236E005,-3.30301467E-3,
3.237E005,-1.98323349E-3,
3.238E005,-7.14942301E-3,
3.239E005,3.16737220E-3,
3.24E05,-5.23045333E-3,
3.241E005,3.17746028E-3,
3.242E005,-6.91075751E-4,
3.243E005,-1.34676555E-3,
3.244E005,-1.98921189E-3,
3.245E005,-5.57954008E-5,
3.246E005,-1.35682046E-3,
3.247E005,7.65650673E-3,
3.248E005,1.23869907E-3,
3.249E005,1.88166834E-3,
3.25E05,5.82091685E-4,
3.251E005,-2.65165465E-3,
3.252E005,1.23516552E-3,
3.253E005,5.84221387E-4,
3.254E005,1.23511744E-3,
3.255E005,-2.61688116E-3,
3.256E005,-6.95176655E-4,
3.257E005,-6.99193624E-4,
3.258E005,-1.33667397E-3,
3.259E005,-2.63775070E-3,
3.26E05,-7.15623668E-4,
3.261E005,3.17076314E-3,
3.262E005,7.70672504E-3,
3.263E005,-3.29510053E-3,
3.264E005,-2.01325468E-3,
3.265E005,-1.33672205E-3,
3.266E005,1.23511732E-3,
3.267E005,5.84221212E-4,
3.268E005,-5.24134282E-3,
3.269E005,-1.99525570E-3,
3.27E05,1.88100315E-3,
3.271E005,-1.33667432E-3,
3.272E005,1.88004249E-3,
3.273E005,-3.31905833E-3,
3.274E005,5.86392707E-4,
3.275E005,1.88004249E-3,
3.276E005,7.04805553E-3,
3.277E005,1.23029191E-3,
3.278E005,1.88090710E-3,
3.279E005,-6.95176655E-4,
3.28E05,1.87994598E-3,
3.281E005,-1.35176128E-3,
3.282E005,1.88004249E-3,
3.283E005,-1.35176128E-3,
3.284E005,-3.29510099E-3,
3.285E005,1.88100315E-3,
3.286E005,-3.92865948E-3,
3.287E005,-1.97722577E-3,
3.288E005,-2.01325468E-3,
3.289E005,-5.57954008E-5,
3.29E05,5.86440961E-4,
3.291E005,-7.15623377E-4,
3.292E005,-3.91096435E-3,
3.293E005,-7.11461704E-4,
3.294E005,1.23034022E-3,
3.295E005,-4.58895555E-3,
3.296E005,3.83032369E-3,
3.297E005,3.15910159E-3,
3.298E005,1.22912496E-3,
3.299E005,2.52530817E-3,
3.3E05,4.46787616E-3,
3.301E005,1.23396458E-3,
3.302E005,1.23034033E-3,
3.303E005,2.52392585E-3,
3.304E005,-1.33172260E-3,
3.305E005,5.09891473E-3,
3.306E005,-2.63080560E-3,
3.307E005,5.97201579E-4,
3.308E005,-2.00725300E-3,
3.309E005,-1.34676555E-3,
3.31E05,-4.57904488E-3,
3.311E005,-1.34173641E-3,
3.312E005,4.46787616E-3,
3.313E005,-7.07408239E-4,
3.314E005,1.23636285E-3,
3.315E005,-3.28711467E-3,
3.316E005,1.88047613E-3,
3.317E005,5.11709414E-3,
3.318E005,1.88124145E-3,
3.319E005,-1.96535769E-3,
3.32E05,5.09429583E-3,
3.321E005,-1.98328169E-3,
3.322E005,2.52751797E-3,
3.323E005,-2.65861349E-3,
3.324E005,-1.34671724E-3,
3.325E005,2.52746954E-3,
3.326E005,-1.35176128E-3,
3.327E005,-3.91979935E-3,
3.328E005,4.44989465E-3,
3.329E005,1.88028370E-3,
3.33E05,-6.87082415E-4,
3.331E005,-4.55945497E-3,
3.332E005,-6.51907176E-5,
3.333E005,-2.63770227E-3,
3.334E005,-5.89657393E-5,
3.335E005,4.47154371E-3,
