Labels,MOF 2 420nm 1000 us Delta OD,
1.97E04,3.17071495E-3,
1.98E04,5.74518554E-3,
1.99E04,-2.65170261E-3,
2E04,-4.56930697E-3,
2.01E04,6.38597365E-3,
2.02E04,1.23511744E-3,
2.03E04,-6.99241820E-4,
2.04E04,1.23750872E-3,
2.05E04,-5.21969236E-3,
2.06E04,-3.91984684E-3,
2.07E04,1.87999418E-3,
2.08E04,-5.87110035E-3,
2.09E04,1.88004249E-3,
2.1E04,3.82237439E-3,
2.11E04,1.88100315E-3,
2.12E04,-1.33667432E-3,
2.13E04,-4.57914080E-3,
2.14E04,6.41844794E-3,
2.15E04,2.52746954E-3,
2.16E04,-7.11461413E-4,
2.17E04,-3.91984684E-3,
2.18E04,1.22785743E-3,
2.19E04,-6.99241820E-4,
2.2E04,-3.92870791E-3,
2.21E04,1.23874703E-3,
2.22E04,3.16566043E-3,
2.23E04,-6.20014107E-5,
2.24E04,-1.98921189E-3,
2.25E04,5.90716314E-4,
2.26E04,-1.34676555E-3,
2.27E04,4.47881408E-3,
2.28E04,1.88004249E-3,
2.29E04,-1.35691697E-3,
2.3E04,2.52607465E-3,
2.31E04,2.52526021E-3,
2.32E04,-4.62870346E-3,
2.33E04,1.22790597E-3,
2.34E04,3.80915473E-3,
2.35E04,-6.51907176E-5,
2.36E04,-5.19816997E-3,
2.37E04,1.88124145E-3,
2.38E04,-6.95128518E-4,
2.39E04,-2.64471606E-3,
2.4E04,-2.61683343E-3,
2.41E04,5.78403054E-3,
2.42E04,-7.19060935E-3,
2.43E04,5.90764277E-4,
2.44E04,3.17234569E-3,
2.45E04,1.88052421E-3,
2.46E04,3.17750871E-3,
2.47E04,-7.11509841E-4,
2.48E04,3.17066698E-3,
2.49E04,1.24229677E-3,
2.5E04,-1.36189465E-3,
2.51E04,-6.51907176E-5,
2.52E04,-1.36184623E-3,
2.53E04,6.39246823E-3,
2.54E04,2.52463995E-3,
2.55E04,3.16899316E-3,
2.56E04,-7.03270838E-4,
2.57E04,-3.94650968E-3,
2.58E04,-1.99520774E-3,
2.59E04,-1.36698375E-3,
2.6E04,3.81435174E-3,
2.61E04,-1.34671724E-3,
2.62E04,-1.99525617E-3,
2.63E04,-3.96441715E-3,
2.64E04,-5.57471940E-5,
2.65E04,5.86440845E-4,
2.66E04,-1.34676520E-3,
2.67E04,-1.33167498E-3,
2.68E04,-4.59884806E-3,
2.69E04,3.16904113E-3,
2.7E04,-6.53616013E-3,
2.71E04,1.23396458E-3,
2.72E04,3.82764987E-3,
2.73E04,-5.89659721E-5,
2.74E04,-6.51907176E-5,
2.75E04,-3.91984684E-3,
2.76E04,-1.34676555E-3,
2.77E04,-1.34173641E-3,
2.78E04,-5.23050083E-3,
2.79E04,-6.99241820E-4,
2.8E04,-1.98318576E-3,
2.81E04,-7.07456551E-4,
2.82E04,-1.33167498E-3,
2.83E04,-4.64834957E-5,
2.84E04,3.81703395E-3,
2.85E04,3.16575612E-3,
2.86E04,-1.95360743E-3,
2.87E04,-6.99193624E-4,
2.88E04,3.81962792E-3,
2.89E04,2.52530817E-3,
2.9E04,2.52751797E-3,
2.91E04,-2.62383325E-3,
2.92E04,2.52535613E-3,
2.93E04,-4.55945497E-3,
2.94E04,5.84221387E-4,
2.95E04,-6.99241820E-4,
2.96E04,5.86440961E-4,
2.97E04,5.88605762E-4,
2.98E04,1.23511744E-3,
2.99E04,2.52896966E-3,
3E04,7.04815192E-3,
3.01E04,5.97201579E-4,
3.02E04,-1.33667397E-3,
3.03E04,3.16732423E-3,
3.04E04,3.17239366E-3,
3.05E04,-5.89659721E-5,
3.06E04,2.52824277E-3,
3.07E04,-2.63075717E-3,
3.08E04,-5.89176925E-5,
3.09E04,-7.07408530E-4,
3.1E04,-4.56921104E-3,
3.11E04,3.16904113E-3,
3.12E04,5.88605762E-4,
3.13E04,-6.83412945E-5,
3.14E04,-5.89179253E-5,
3.15E04,1.87975215E-3,
3.16E04,-5.21969143E-3,
3.17E04,5.74513758E-3,
3.18E04,-4.95781096E-5,
3.19E04,-6.20495266E-5,
3.2E04,-1.35176128E-3,
3.21E04,-3.30301467E-3,
3.22E04,1.88076403E-3,
3.23E04,-7.07408239E-4,
3.24E04,3.82493576E-3,
3.25E04,2.52463995E-3,
3.26E04,-5.87110082E-3,
3.27E04,-2.63770227E-3,
3.28E04,-3.95549834E-3,
3.29E04,4.46071895E-3,
3.3E04,5.90716314E-4,
3.31E04,1.23636285E-3,
3.32E04,-5.85934799E-3,
3.33E04,-4.64832628E-5,
3.34E04,-6.95176655E-4,
3.35E04,5.11256512E-3,
3.36E04,3.16904113E-3,
3.37E04,1.88047613E-3,
3.38E04,1.87926600E-3,
3.39E04,5.90764277E-4,
3.4E04,-6.51066052E-3,
3.41E04,5.92916389E-4,
3.42E04,-6.91123540E-4,
3.43E04,-4.55945497E-3,
3.44E04,5.92916389E-4,
3.45E04,6.01461274E-4,
3.46E04,-5.24139125E-3,
3.47E04,1.23750872E-3,
3.48E04,-2.61692912E-3,
3.49E04,-2.63775070E-3,
3.5E04,3.81172542E-3,
3.51E04,4.46787616E-3,
3.52E04,-5.21974033E-3,
3.53E04,-6.83412945E-5,
3.54E04,1.88124145E-3,
3.55E04,5.90716314E-4,
3.56E04,1.23636285E-3,
3.57E04,3.81172542E-3,
3.58E04,1.88124145E-3,
3.59E04,-1.33672205E-3,
3.6E04,2.52535613E-3,
3.61E04,-3.29514896E-3,
3.62E04,2.52896966E-3,
3.63E04,-2.65165465E-3,
3.64E04,-6.83412945E-5,
3.65E04,-5.23050083E-3,
3.66E04,1.23983808E-3,
3.67E04,-5.27302764E-5,
3.68E04,-1.98323396E-3,
3.69E04,-4.64832628E-5,
3.7E04,1.88166834E-3,
3.71E04,5.10340324E-3,
3.72E04,-3.89342103E-3,
3.73E04,3.16904113E-3,
3.74E04,5.84173016E-4,
3.75E04,1.88071595E-3,
3.76E04,3.82227777E-3,
3.77E04,2.52751797E-3,
3.78E04,-2.65871012E-3,
3.79E04,-4.57914080E-3,
3.8E04,1.88004249E-3,
3.81E04,5.95062156E-4,
3.82E04,3.17571824E-3,
3.83E04,3.82232619E-3,
3.84E04,5.97153616E-4,
3.85E04,5.90764277E-4,
3.86E04,-2.63770227E-3,
3.87E04,2.52824277E-3,
3.88E04,-4.58895555E-3,
3.89E04,3.81698599E-3,
3.9E04,2.52535613E-3,
3.91E04,-1.98921189E-3,
3.92E04,-1.34671724E-3,
3.93E04,3.16737220E-3,
3.94E04,-3.26348888E-3,
3.95E04,1.22907653E-3,
3.96E04,-1.31182501E-3,
3.97E04,-3.93754710E-3,
3.98E04,1.88042794E-3,
3.99E04,-7.07360159E-4,
4E04,5.90764277E-4,
4.01E04,5.88605937E-4,
4.02E04,-3.28716263E-3,
4.03E04,1.88095518E-3,
4.04E04,-6.20495266E-5,
4.05E04,5.95062156E-4,
4.06E04,3.17576644E-3,
4.07E04,-4.60881833E-3,
4.08E04,4.44999011E-3,
4.09E04,5.88605762E-4,
4.1E04,-3.32714035E-3,
4.11E04,-5.18745603E-3,
4.12E04,-3.28716263E-3,
4.13E04,3.17402929E-3,
4.14E04,1.23516552E-3,
4.15E04,-3.29510099E-3,
4.16E04,-1.34173641E-3,
4.17E04,2.52540433E-3,
4.18E04,-1.35176128E-3,
4.19E04,-1.35180971E-3,
4.2E04,-1.97732123E-3,
4.21E04,-3.93754710E-3,
4.22E04,-5.26821423E-5,
4.23E04,1.23641081E-3,
4.24E04,-2.65160622E-3,
4.25E04,3.81172542E-3,
4.26E04,5.86440961E-4,
4.27E04,5.79907268E-4,
4.28E04,1.88076403E-3,
4.29E04,-7.16314279E-3,
4.3E04,-2.00126995E-3,
4.31E04,-1.99520774E-3,
4.32E04,-1.32669043E-3,
4.33E04,-3.27130873E-3,
4.34E04,-5.89176925E-5,
4.35E04,-2.00725300E-3,
4.36E04,1.22917339E-3,
4.37E04,-6.87034684E-4,
4.38E04,-7.07408239E-4,
4.39E04,-2.63775070E-3,
4.4E04,-7.03270838E-4,
4.41E04,-5.85934799E-3,
4.42E04,-1.34173641E-3,
4.43E04,-6.20014107E-5,
4.44E04,2.52756616E-3,
4.45E04,-1.97133073E-3,
4.46E04,-2.00122152E-3,
4.47E04,1.23636285E-3,
4.48E04,1.23029191E-3,
4.49E04,2.52607465E-3,
4.5E04,5.97201579E-4,
4.51E04,3.17239366E-3,
4.52E04,3.16908909E-3,
4.53E04,5.75624965E-3,
4.54E04,-2.00720504E-3,
4.55E04,-1.34173641E-3,
4.56E04,-5.23045333E-3,
4.57E04,-2.65861349E-3,
4.58E04,-1.32172054E-3,
4.59E04,1.88028370E-3,
4.6E04,3.17576644E-3,
4.61E04,1.23155199E-3,
4.62E04,3.16737220E-3,
4.63E04,1.23874703E-3,
4.64E04,5.88557741E-4,
4.65E04,-6.99241820E-4,
4.66E04,5.92916389E-4,
4.67E04,-2.00725300E-3,
4.68E04,-5.23050176E-3,
4.69E04,2.52679526E-3,
4.7E04,3.16899316E-3,
4.71E04,2.52679526E-3,
4.72E04,-2.00725300E-3,
4.73E04,1.23155199E-3,
4.74E04,-1.98921189E-3,
4.75E04,-3.94650968E-3,
4.76E04,5.84269583E-4,
4.77E04,1.23750872E-3,
4.78E04,-6.99241820E-4,
4.79E04,5.11709414E-3,
4.8E04,-4.03211961E-5,
4.81E04,1.23511744E-3,
4.82E04,1.88100315E-3,
4.83E04,-2.64466810E-3,
4.84E04,-5.89471124E-3,
4.85E04,-2.00725300E-3,
4.86E04,1.24342542E-3,
4.87E04,-8.47081654E-3,
4.88E04,-3.27924825E-3,
4.89E04,-1.98926008E-3,
4.9E04,2.52468791E-3,
4.91E04,-1.33667432E-3,
4.92E04,1.88004249E-3,
4.93E04,1.23988593E-3,
4.94E04,-7.15623668E-4,
4.95E04,3.80915473E-3,
4.96E04,1.88023550E-3,
4.97E04,-6.99241820E-4,
4.98E04,1.23755669E-3,
4.99E04,-3.92866042E-3,
5E04,-1.34676555E-3,
5.01E04,-3.41953855E-5,
5.02E04,3.17239366E-3,
5.03E04,-1.34671724E-3,
5.04E04,3.81172542E-3,
5.05E04,-1.35176128E-3,
5.06E04,-6.91123540E-4,
5.07E04,-6.51425289E-5,
5.08E04,2.52679526E-3,
5.09E04,-9.12615657E-3,
5.1E04,1.88147917E-3,
5.11E04,1.23276014E-3,
5.12E04,-1.36194285E-3,
5.13E04,-4.59880009E-3,
5.14E04,-7.19798147E-4,
5.15E04,-2.65165465E-3,
5.16E04,-6.51907176E-5,
5.17E04,-5.26821423E-5,
5.18E04,5.82140114E-4,
5.19E04,-5.88284014E-3,
5.2E04,1.23029191E-3,
5.21E04,-6.79036137E-4,
5.22E04,-1.99520774E-3,
5.23E04,1.88047613E-3,
5.24E04,5.10800118E-3,
5.25E04,-6.99241820E-4,
5.26E04,2.52535613E-3,
5.27E04,4.46431665E-3,
5.28E04,1.88100315E-3,
5.29E04,5.97249309E-4,
5.3E04,7.06308801E-3,
5.31E04,1.87975215E-3,
5.32E04,2.52321386E-3,
5.33E04,-5.89176925E-5,
5.34E04,-3.24777514E-3,
5.35E04,-5.88696457E-5,
5.36E04,-5.26821423E-5,
5.37E04,1.88071595E-3,
5.38E04,-6.91075751E-4,
5.39E04,-1.33667397E-3,
5.4E04,-2.01937067E-3,
5.41E04,1.23636285E-3,
5.42E04,-5.88696457E-5,
5.43E04,-1.35176128E-3,
5.44E04,-5.85934799E-3,
5.45E04,1.87975215E-3,
5.46E04,6.37313677E-3,
5.47E04,1.23396458E-3,
5.48E04,-2.65871012E-3,
5.49E04,-3.93759552E-3,
5.5E04,5.12168510E-3,
5.51E04,-1.35677203E-3,
5.52E04,-1.33667432E-3,
5.53E04,-6.82928003E-5,
5.54E04,-5.57954008E-5,
5.55E04,-6.51907176E-5,
5.56E04,-5.85929956E-3,
5.57E04,-3.91984731E-3,
5.58E04,-5.57471940E-5,
5.59E04,-2.63075763E-3,
5.6E04,-3.31104849E-3,
5.61E04,-1.98328169E-3,
5.62E04,-1.99525570E-3,
5.63E04,1.23750872E-3,
5.64E04,-6.99289725E-4,
5.65E04,-6.20014107E-5,
5.66E04,1.88004249E-3,
5.67E04,1.87999418E-3,
5.68E04,2.52468791E-3,
5.69E04,5.92916389E-4,
5.7E04,-6.20978826E-5,
5.71E04,3.16908909E-3,
5.72E04,-7.07408239E-4,
5.73E04,5.92916389E-4,
5.74E04,3.16570839E-3,
5.75E04,-3.96436919E-3,
5.76E04,-4.61876998E-3,
5.77E04,-5.20891510E-3,
5.78E04,5.86440961E-4,
5.79E04,-4.56930697E-3,
5.8E04,-4.61876998E-3,
5.81E04,4.47149528E-3,
5.82E04,-7.07456551E-4,
5.83E04,-6.20495266E-5,
5.84E04,4.46071895E-3,
5.85E04,-3.91096435E-3,
5.86E04,-1.97727303E-3,
5.87E04,-5.57954008E-5,
5.88E04,-2.61004549E-3,
5.89E04,-2.62383325E-3,
5.9E04,3.81172542E-3,
5.91E04,-1.33662624E-3,
5.92E04,-3.29510099E-3,
5.93E04,1.88047613E-3,
5.94E04,-7.07360159E-4,
5.95E04,-5.89179253E-5,
5.96E04,1.87950942E-3,
5.97E04,-6.99193624E-4,
5.98E04,-4.59884806E-3,
5.99E04,1.88119360E-3,
6E04,1.88119360E-3,
6.01E04,1.23988593E-3,
6.02E04,-7.03270838E-4,
6.03E04,-1.99520774E-3,
6.04E04,5.86489099E-4,
6.05E04,1.88023550E-3,
6.06E04,2.52892147E-3,
6.07E04,-3.27924779E-3,
6.08E04,-1.98921189E-3,
6.09E04,-3.91984684E-3,
6.1E04,-3.91101278E-3,
6.11E04,-1.35176128E-3,
6.12E04,1.23631477E-3,
6.13E04,2.52540433E-3,
6.14E04,-1.36698375E-3,
6.15E04,-4.64355035E-5,
6.16E04,5.92916389E-4,
6.17E04,-4.64832628E-5,
6.18E04,2.52540433E-3,
6.19E04,-4.58895555E-3,
6.2E04,2.53047887E-3,
6.21E04,-3.91096435E-3,
6.22E04,-3.94655764E-3,
6.23E04,3.82227777E-3,
6.24E04,-6.91123540E-4,
6.25E04,2.52392585E-3,
6.26E04,-6.95176655E-4,
6.27E04,5.99334482E-4,
6.28E04,-5.83594665E-3,
6.29E04,3.16899316E-3,
6.3E04,1.23516552E-3,
6.31E04,1.87931443E-3,
6.32E04,1.23391638E-3,
6.33E04,-6.91171619E-4,
6.34E04,-6.48535881E-3,
6.35E04,-6.95176655E-4,
6.36E04,-2.62383325E-3,
6.37E04,-5.87105239E-3,
6.38E04,-1.98916392E-3,
6.39E04,-2.00122152E-3,
6.4E04,-1.97732123E-3,
6.41E04,-5.24134282E-3,
6.42E04,3.16904113E-3,
6.43E04,-2.00122152E-3,
6.44E04,5.95062156E-4,
6.45E04,6.37954567E-3,
6.46E04,5.95014193E-4,
6.47E04,-1.32172054E-3,
6.48E04,5.90764277E-4,
6.49E04,-1.38239202E-3,
6.5E04,-4.53998102E-3,
6.51E04,2.52824277E-3,
6.52E04,1.23029191E-3,
6.53E04,5.92916389E-4,
6.54E04,-1.33172260E-3,
6.55E04,1.87999418E-3,
6.56E04,2.52751797E-3,
6.57E04,5.84173016E-4,
6.58E04,1.88090710E-3,
6.59E04,2.53038178E-3,
6.6E04,-4.58895555E-3,
6.61E04,-3.24002467E-3,
6.62E04,-5.26340045E-5,
6.63E04,-3.92866042E-3,
6.64E04,-2.62388098E-3,
6.65E04,-3.29510099E-3,
6.66E04,-1.35180971E-3,
6.67E04,-3.92870791E-3,
6.68E04,1.88042794E-3,
6.69E04,-4.53988509E-3,
6.7E04,-1.34671724E-3,
6.71E04,-7.14527414E-5,
6.72E04,-3.27924779E-3,
6.73E04,-6.83053455E-4,
6.74E04,1.23636285E-3,
6.75E04,-2.61692912E-3,
6.76E04,-1.36703230E-3,
6.77E04,-2.65875808E-3,
6.78E04,-5.20891510E-3,
6.79E04,-4.03211961E-5,
6.8E04,-7.15575181E-4,
6.81E04,5.90764277E-4,
6.82E04,-1.97736942E-3,
6.83E04,-7.17680715E-3,
6.84E04,1.23511744E-3,
6.85E04,3.16908909E-3,
6.86E04,5.90764277E-4,
6.87E04,-1.97727350E-3,
6.88E04,1.23391638E-3,
6.89E04,-3.30301467E-3,
6.9E04,-1.34173641E-3,
6.91E04,5.88605762E-4,
6.92E04,-6.95128518E-4,
6.93E04,3.16570839E-3,
6.94E04,-3.93754710E-3,
6.95E04,7.04071624E-3,
6.96E04,-4.59884806E-3,
6.97E04,-3.91101278E-3,
6.98E04,3.81435174E-3,
6.99E04,-1.35176128E-3,
7E04,1.23631489E-3,
7.01E04,3.81708215E-3,
7.02E04,1.88042794E-3,
7.03E04,5.84221212E-4,
7.04E04,-5.20896260E-3,
7.05E04,-2.63770227E-3,
7.06E04,-7.07360159E-4,
7.07E04,-2.00122152E-3,
7.08E04,1.88052421E-3,
7.09E04,3.81962792E-3,
7.1E04,-3.96441715E-3,
7.11E04,4.45360364E-3,
7.12E04,1.88047613E-3,
7.13E04,2.52751797E-3,
7.14E04,-3.27920006E-3,
7.15E04,-1.32669043E-3,
7.16E04,3.81698599E-3,
7.17E04,-1.34173641E-3,
7.18E04,-1.36189430E-3,
7.19E04,8.99123959E-3,
7.2E04,6.39893394E-3,
7.21E04,-7.19749543E-4,
7.22E04,-2.63070944E-3,
7.23E04,-1.34173641E-3,
7.24E04,1.23276014E-3,
7.25E04,1.88095518E-3,
7.26E04,5.99334657E-4,
7.27E04,5.90764277E-4,
7.28E04,4.46431665E-3,
7.29E04,5.97201579E-4,
7.3E04,-6.52343966E-3,
7.31E04,5.79858955E-4,
7.32E04,2.52607465E-3,
7.33E04,5.86440961E-4,
7.34E04,5.79858955E-4,
7.35E04,5.90716314E-4,
7.36E04,-1.98921189E-3,
7.37E04,-2.00126972E-3,
7.38E04,-6.20497667E-5,
7.39E04,-5.24139125E-3,
7.4E04,-1.34671724E-3,
7.41E04,-3.27130873E-3,
7.42E04,-1.99520774E-3,
7.43E04,5.10345120E-3,
7.44E04,-2.00725347E-3,
7.45E04,1.23511744E-3,
7.46E04,-3.29505256E-3,
7.47E04,-1.34168810E-3,
7.48E04,-7.28039071E-4,
7.49E04,-2.00122152E-3,
7.5E04,-4.33498717E-5,
7.51E04,-2.63075717E-3,
7.52E04,-7.09509198E-3,
7.53E04,4.47149528E-3,
7.54E04,-4.95781096E-5,
7.55E04,-5.18745603E-3,
7.56E04,-4.33975656E-5,
7.57E04,5.88557741E-4,
7.58E04,1.88100315E-3,
7.59E04,-4.95781096E-5,
7.6E04,-7.03318801E-4,
7.61E04,5.92868368E-4,
7.62E04,-7.07360159E-4,
7.63E04,-7.03270838E-4,
7.64E04,-2.61692912E-3,
7.65E04,3.16908909E-3,
7.66E04,-5.26821423E-5,
7.67E04,-4.55950340E-3,
7.68E04,3.81967612E-3,
7.69E04,2.52824277E-3,
7.7E04,3.17066698E-3,
7.71E04,-4.58895555E-3,
7.72E04,-5.83589915E-3,
7.73E04,-5.26342374E-5,
7.74E04,2.52535613E-3,
7.75E04,-3.28716263E-3,
7.76E04,-7.78495814E-5,
7.77E04,-3.92870791E-3,
7.78E04,3.17071495E-3,
7.79E04,-5.19812200E-3,
7.8E04,-5.89176925E-5,
7.81E04,1.23155199E-3,
7.82E04,5.82140114E-4,
7.83E04,-1.35180936E-3,
7.84E04,-1.98921189E-3,
7.85E04,1.23276014E-3,
7.86E04,-2.65165465E-3,
7.87E04,-5.26340045E-5,
7.88E04,3.83027503E-3,
7.89E04,1.88071595E-3,
7.9E04,-6.95176655E-4,
7.91E04,-6.99241820E-4,
7.92E04,-2.65866145E-3,
7.93E04,-1.35176128E-3,
7.94E04,-3.26344068E-3,
7.95E04,-4.95781096E-5,
7.96E04,1.23636285E-3,
7.97E04,5.12168510E-3,
7.98E04,1.23636285E-3,
7.99E04,-6.83053455E-4,
8E04,3.17407772E-3,
8.01E04,3.17071495E-3,
8.02E04,2.52607465E-3,
8.03E04,5.84221387E-4,
8.04E04,5.88557741E-4,
8.05E04,5.92916389E-4,
8.06E04,1.88076403E-3,
8.07E04,4.45708400E-3,
8.08E04,-4.57904488E-3,
8.09E04,2.52746954E-3,
8.1E04,-2.63765454E-3,
8.11E04,-4.53993259E-3,
8.12E04,1.88124145E-3,
8.13E04,1.88023550E-3,
8.14E04,-2.00122152E-3,
8.15E04,-6.20978826E-5,
8.16E04,-2.61692912E-3,
8.17E04,-1.99520774E-3,
8.18E04,-7.21828872E-3,
8.19E04,5.97153616E-4,
8.2E04,-7.16309529E-3,
8.21E04,3.81967612E-3,
8.22E04,-5.21969236E-3,
8.23E04,-2.64466810E-3,
8.24E04,5.11714211E-3,
8.25E04,1.23516552E-3,
8.26E04,1.23516552E-3,
8.27E04,-4.60881880E-3,
8.28E04,-4.95302775E-5,
8.29E04,-1.99525617E-3,
8.3E04,-2.62383325E-3,
8.31E04,-6.99241820E-4,
8.32E04,-3.91984684E-3,
8.33E04,-1.34671724E-3,
8.34E04,1.88071595E-3,
8.35E04,5.10790525E-3,
8.36E04,-4.55945497E-3,
8.37E04,3.81962815E-3,
8.38E04,2.52530817E-3,
8.39E04,1.23516552E-3,
8.4E04,-5.26821423E-5,
8.41E04,-5.87105239E-3,
8.42E04,-1.36698375E-3,
8.43E04,-2.61688163E-3,
8.44E04,3.82493576E-3,
8.45E04,1.23155199E-3,
